BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CISO,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
IID,01Jul2015,Pacific,N,"15,442","13,472","19,820","6,348",,,,,,,,,,695,"5,830",-177,,,,,,,,,,,,,,,
IID,02Jul2015,Pacific,N,"15,360","15,069","21,699","6,630",,,,,,,,,,450,"5,733",447,,,,,,,,,,,,,,,
IID,03Jul2015,Pacific,N,"14,499","15,024","21,558","6,534",,,,,,,,,,485,"5,678",371,,,,,,,,,,,,,,,
IID,04Jul2015,Pacific,N,"13,448","11,866","18,414","6,548",,,,,,,,,,739,"4,866",943,,,,,,,,,,,,,,,
IID,05Jul2015,Pacific,N,"13,475","10,713","17,983","7,270",,,,,,,,,,659,"5,786",825,,,,,,,,,,,,,,,
IID,06Jul2015,Pacific,N,"12,992","11,158","18,232","7,074",,,,,,,,,,324,"5,877",873,,,,,,,,,,,,,,,
IID,07Jul2015,Pacific,N,"13,803","11,476","18,649","7,173",,,,,,,,,,732,"5,705",736,,,,,,,,,,,,,,,
IID,08Jul2015,Pacific,N,"13,533","9,689","17,903","8,214",,,,,,,,,,822,"6,643",749,,,,,,,,,,,,,,,
IID,09Jul2015,Pacific,N,"12,654","8,284","17,683","9,399",,,,,,,,,,755,"7,773",871,,,,,,,,,,,,,,,
IID,10Jul2015,Pacific,N,"11,437","7,952","18,184","10,232",,,,,,,,,,698,"8,785",749,,,,,,,,,,,,,,,
IID,11Jul2015,Pacific,N,"11,273","8,304","17,622","9,318",,,,,,,,,,685,"8,314",319,,,,,,,,,,,,,,,
IID,12Jul2015,Pacific,N,"11,424","8,917","17,716","8,799",,,,,,,,,,612,"7,444",743,,,,,,,,,,,,,,,
IID,13Jul2015,Pacific,N,"12,315","10,517","17,377","6,860",,,,,,,,,,731,"5,767",362,,,,,,,,,,,,,,,
IID,14Jul2015,Pacific,N,"13,876","10,647","15,772","5,125",,,,,,,,,,590,"4,309",226,,,,,,,,,,,,,,,
IID,15Jul2015,Pacific,N,"13,867","10,417","15,738","5,321",,,,,,,,,,676,"4,957",-312,,,,,,,,,,,,,,,
IID,16Jul2015,Pacific,N,"13,847","10,714","16,638","5,924",,,,,,,,,,613,"4,978",333,,,,,,,,,,,,,,,
IID,17Jul2015,Pacific,N,"14,091","11,400","16,751","5,351",,,,,,,,,,588,"5,033",-270,,,,,,,,,,,,,,,
IID,18Jul2015,Pacific,N,"14,538","8,668","14,437","5,769",,,,,,,,,,113,"5,710",-54,,,,,,,,,,,,,,,
IID,19Jul2015,Pacific,N,"13,091","7,622","15,083","7,461",,,,,,,,,,384,"6,825",252,,,,,,,,,,,,,,,
IID,20Jul2015,Pacific,N,"11,962","9,140","15,815","6,675",,,,,,,,,,900,"5,949",-174,,,,,,,,,,,,,,,
IID,21Jul2015,Pacific,N,"13,130","10,613","17,712","7,099",,,,,,,,,,643,"5,834",622,,,,,,,,,,,,,,,
IID,22Jul2015,Pacific,N,"12,905","10,103","17,943","7,840",,,,,,,,,,740,"6,246",854,,,,,,,,,,,,,,,
IID,23Jul2015,Pacific,N,"12,596","9,867","17,222","7,355",,,,,,,,,,674,"5,917",764,,,,,,,,,,,,,,,
IID,24Jul2015,Pacific,N,"12,596","10,165","17,135","6,970",,,,,,,,,,802,"5,498",670,,,,,,,,,,,,,,,
IID,25Jul2015,Pacific,N,"13,208","10,122","17,041","6,919",,,,,,,,,,732,"5,725",462,,,,,,,,,,,,,,,
IID,26Jul2015,Pacific,N,"13,293","9,867","16,662","6,795",,,,,,,,,,887,"5,359",549,,,,,,,,,,,,,,,
IID,27Jul2015,Pacific,N,"12,830","9,639","17,124","7,485",,,,,,,,,,968,"5,676",841,,,,,,,,,,,,,,,
IID,28Jul2015,Pacific,N,"13,210","10,887","17,658","6,771",,,,,,,,,,929,"5,578",264,,,,,,,,,,,,,,,
IID,29Jul2015,Pacific,N,"13,826","12,446","17,736","5,290",,,,,,,,,,827,"4,735",-272,,,,,,,,,,,,,,,
IID,30Jul2015,Pacific,N,"14,107","12,541","18,084","5,543",,,,,,,,,,848,"4,922",-227,,,,,,,,,,,,,,,
IID,31Jul2015,Pacific,N,"14,715","12,259","18,302","6,043",,,,,,,,,,896,"5,184",-37,,,,,,,,,,,,,,,
IID,01Aug2015,Pacific,N,"13,908","11,320","18,047","6,727",,,,,,,,,,906,"5,886",-65,,,,,,,,,,,,,,,
IID,02Aug2015,Pacific,N,"13,407","11,428","18,138","6,710",,,,,,,,,,770,"5,259",681,,,,,,,,,,,,,,,
IID,03Aug2015,Pacific,N,"14,290","11,937","17,930","5,993",,,,,,,,,,876,"4,656",461,,,,,,,,,,,,,,,
IID,04Aug2015,Pacific,N,"14,290","11,788","17,830","6,042",,,,,,,,,,955,"4,762",325,,,,,,,,,,,,,,,
IID,05Aug2015,Pacific,N,"15,191","12,559","17,910","5,351",,,,,,,,,,"1,058","4,378",-85,,,,,,,,,,,,,,,
IID,06Aug2015,Pacific,N,"15,607","12,992","17,422","4,430",,,,,,,,,,"1,223","3,498",-291,,,,,,,,,,,,,,,
IID,07Aug2015,Pacific,N,"15,707","11,367","17,441","6,074",,,,,,,,,,"1,085","4,429",560,,,,,,,,,,,,,,,
IID,08Aug2015,Pacific,N,"14,698","9,646","17,791","8,145",,,,,,,,,,856,"6,156","1,133",,,,,,,,,,,,,,,
IID,09Aug2015,Pacific,N,"12,884","9,919","17,702","7,783",,,,,,,,,,826,"5,379","1,578",,,,,,,,,,,,,,,
IID,10Aug2015,Pacific,N,"12,730","10,669","17,674","7,005",,,,,,,,,,960,"5,085",960,,,,,,,,,,,,,,,
IID,11Aug2015,Pacific,N,"13,806","10,875","15,985","5,110",,,,,,,,,,867,"4,016",227,,,,,,,,,,,,,,,
IID,12Aug2015,Pacific,N,"14,074","12,138","16,531","4,393",,,,,,,,,,"1,048","3,450",-105,,,,,,,,,,,,,,,
IID,13Aug2015,Pacific,N,"14,523","13,519","17,197","3,678",,,,,,,,,,"1,009","2,809",-140,,,,,,,,,,,,,,,
IID,14Aug2015,Pacific,N,"15,463","14,150","17,466","3,316",,,,,,,,,,"1,240","2,386",-310,,,,,,,,,,,,,,,
IID,15Aug2015,Pacific,N,"16,228","13,997","17,719","3,722",,,,,,,,,,990,"2,561",171,,,,,,,,,,,,,,,
IID,16Aug2015,Pacific,N,"15,748","13,780","17,400","3,620",,,,,,,,,,"1,082","2,689",-151,,,,,,,,,,,,,,,
IID,17Aug2015,Pacific,N,"16,005","13,821","17,779","3,958",,,,,,,,,,"1,246","2,938",-226,,,,,,,,,,,,,,,
IID,18Aug2015,Pacific,N,"16,741","13,876","17,736","3,860",,,,,,,,,,"1,196","2,648",16,,,,,,,,,,,,,,,
IID,19Aug2015,Pacific,N,"15,421","13,442","17,721","4,279",,,,,,,,,,"1,329","3,054",-104,,,,,,,,,,,,,,,
IID,20Aug2015,Pacific,N,"14,747","13,049","17,579","4,530",,,,,,,,,,964,"3,052",514,,,,,,,,,,,,,,,
IID,21Aug2015,Pacific,N,"14,571","13,292","17,648","4,356",,,,,,,,,,951,"2,772",633,,,,,,,,,,,,,,,
IID,22Aug2015,Pacific,N,"14,567","12,027","16,606","4,579",,,,,,,,,,760,"3,162",657,,,,,,,,,,,,,,,
IID,23Aug2015,Pacific,N,"13,867","12,348","17,037","4,689",,,,,,,,,,987,"3,086",616,,,,,,,,,,,,,,,
IID,24Aug2015,Pacific,N,"14,306","13,647","17,490","3,843",,,,,,,,,,"1,002","2,583",258,,,,,,,,,,,,,,,
IID,25Aug2015,Pacific,N,"15,407","12,592","16,799","4,207",,,,,,,,,,"1,039","3,376",-208,,,,,,,,,,,,,,,
IID,26Aug2015,Pacific,N,"15,186","13,532","17,362","3,830",,,,,,,,,,983,"3,133",-286,,,,,,,,,,,,,,,
IID,27Aug2015,Pacific,N,"15,803","14,455","17,263","2,808",,,,,,,,,,509,"2,476",-177,,,,,,,,,,,,,,,
IID,28Aug2015,Pacific,N,"15,803","14,796","17,778","2,982",,,,,,,,,,788,"2,485",-291,,,,,,,,,,,,,,,
IID,29Aug2015,Pacific,N,"16,295","14,794","16,284","1,490",,,,,,,,,,"1,480",317,-307,,,,,,,,,,,,,,,
IID,30Aug2015,Pacific,N,"15,371","13,390","16,462","3,072",,,,,,,,,,"1,379","1,297",396,,,,,,,,,,,,,,,
IID,31Aug2015,Pacific,N,"14,358","12,874","15,653","2,779",,,,,,,,,,"1,548","1,566",-335,,,,,,,,,,,,,,,
IID,01Sep2015,Pacific,N,"13,969","13,380","16,035","2,655",,,,,,,,,,"1,363","1,014",278,,,,,,,,,,,,,,,
IID,02Sep2015,Pacific,N,"13,765","12,008","16,395","4,387",,,,,,,,,,"1,033","2,641",713,,,,,,,,,,,,,,,
IID,03Sep2015,Pacific,N,"13,457","11,681","16,903","5,222",,,,,,,,,,990,"3,154","1,078",,,,,,,,,,,,,,,
IID,04Sep2015,Pacific,N,"12,260","11,617","16,787","5,170",,,,,,,,,,929,"3,265",976,,,,,,,,,,,,,,,
IID,05Sep2015,Pacific,N,"11,665","10,811","16,494","5,683",,,,,,,,,,742,"3,656","1,285",,,,,,,,,,,,,,,
IID,06Sep2015,Pacific,N,"12,017","11,338","15,757","4,419",,,,,,,,,,834,"2,580","1,005",,,,,,,,,,,,,,,
IID,07Sep2015,Pacific,N,"13,005","12,785","17,089","4,304",,,,,,,,,,753,"2,960",591,,,,,,,,,,,,,,,
IID,08Sep2015,Pacific,N,"14,247","13,500","17,177","3,677",,,,,,,,,,593,"3,136",-52,,,,,,,,,,,,,,,
IID,09Sep2015,Pacific,N,"15,216","12,388","16,077","3,689",,,,,,,,,,447,"3,740",-498,,,,,,,,,,,,,,,
IID,10Sep2015,Pacific,N,"14,557","11,840","16,750","4,910",,,,,,,,,,357,"4,954",-401,,,,,,,,,,,,,,,
IID,11Sep2015,Pacific,N,"14,557","12,601","17,651","5,050",,,,,,,,,,326,"4,696",28,,,,,,,,,,,,,,,
IID,12Sep2015,Pacific,N,"14,464","11,071","16,777","5,706",,,,,,,,,,507,"5,188",11,,,,,,,,,,,,,,,
IID,13Sep2015,Pacific,N,"14,204","12,001","17,400","5,399",,,,,,,,,,556,"3,848",995,,,,,,,,,,,,,,,
IID,14Sep2015,Pacific,N,"13,718","11,797","17,315","5,518",,,,,,,,,,673,"4,025",820,,,,,,,,,,,,,,,
IID,15Sep2015,Pacific,N,"13,398","9,604","16,433","6,829",,,,,,,,,,778,"5,728",323,,,,,,,,,,,,,,,
IID,16Sep2015,Pacific,N,"12,163","9,587","16,567","6,980",,,,,,,,,,849,"5,113","1,018",,,,,,,,,,,,,,,
IID,17Sep2015,Pacific,N,"11,628","9,411","17,147","7,736",,,,,,,,,,819,"6,048",869,,,,,,,,,,,,,,,
IID,18Sep2015,Pacific,N,"11,512","10,113","17,329","7,216",,,,,,,,,,782,"5,808",626,,,,,,,,,,,,,,,
IID,19Sep2015,Pacific,N,"12,162","10,286","17,786","7,500",,,,,,,,,,743,"6,616",141,,,,,,,,,,,,,,,
IID,20Sep2015,Pacific,N,"12,516","11,172","17,728","6,556",,,,,,,,,,837,"5,708",11,,,,,,,,,,,,,,,
IID,21Sep2015,Pacific,N,"12,908","10,705","16,792","6,087",,,,,,,,,,825,"5,492",-230,,,,,,,,,,,,,,,
IID,22Sep2015,Pacific,N,"12,787","10,435","16,723","6,288",,,,,,,,,,820,"5,597",-129,,,,,,,,,,,,,,,
IID,23Sep2015,Pacific,N,"12,398","10,966","17,517","6,551",,,,,,,,,,778,"5,557",216,,,,,,,,,,,,,,,
IID,24Sep2015,Pacific,N,"13,018","12,068","17,859","5,791",,,,,,,,,,796,"4,711",284,,,,,,,,,,,,,,,
IID,25Sep2015,Pacific,N,"14,019","13,031","17,923","4,969",,,,,,,,,,854,"4,125",-10,,,,,,,,,,,,,,,
IID,26Sep2015,Pacific,N,"14,444","12,223","18,078","5,855",,,,,,,,,,942,"4,771",142,,,,,,,,,,,,,,,
IID,27Sep2015,Pacific,N,"13,903","11,678","17,970","6,292",,,,,,,,,,914,"4,976",402,,,,,,,,,,,,,,,
IID,28Sep2015,Pacific,N,"13,473","11,905","16,964","5,059",,,,,,,,,,"1,028","3,685",346,,,,,,,,,,,,,,,
IID,29Sep2015,Pacific,N,"13,614","11,731","17,680","5,949",,,,,,,,,,"1,014","4,401",534,,,,,,,,,,,,,,,
IID,30Sep2015,Pacific,N,"13,608","11,406","17,569","6,163",,,,,,,,,,845,"4,911",407,,,,,,,,,,,,,,,
IID,01Oct2015,Pacific,N,"12,901","11,004","17,525","6,521",,,,,,,,,,959,"4,876",686,,,,,,,,,,,,,,,
IID,02Oct2015,Pacific,N,"11,628","9,711","17,614","7,903",,,,,,,,,,813,"6,584",506,,,,,,,,,,,,,,,
IID,03Oct2015,Pacific,N,"11,628","9,092","15,730","6,638",,,,,,,,,,633,"5,357",648,,,,,,,,,,,,,,,
IID,04Oct2015,Pacific,N,"10,896","7,312","15,414","8,102",,,,,,,,,,556,"6,191","1,355",,,,,,,,,,,,,,,
IID,05Oct2015,Pacific,N,"9,479","7,039","14,677","7,638",,,,,,,,,,477,"6,073","1,088",,,,,,,,,,,,,,,
IID,06Oct2015,Pacific,N,"9,486","7,585","16,878","9,293",,,,,,,,,,398,"7,912",983,,,,,,,,,,,,,,,
IID,07Oct2015,Pacific,N,"9,493","8,619","17,177","8,558",,,,,,,,,,324,"7,417",817,,,,,,,,,,,,,,,
IID,08Oct2015,Pacific,N,"10,423","9,824","17,073","7,249",,,,,,,,,,302,"5,699","1,248",,,,,,,,,,,,,,,
IID,09Oct2015,Pacific,N,"12,220","10,459","16,670","6,211",,,,,,,,,,323,"4,912",976,,,,,,,,,,,,,,,
IID,10Oct2015,Pacific,N,"11,831","9,452","15,118","5,666",,,,,,,,,,481,"5,081",104,,,,,,,,,,,,,,,
IID,11Oct2015,Pacific,N,"11,589","9,186","15,761","6,575",,,,,,,,,,580,"5,786",209,,,,,,,,,,,,,,,
IID,12Oct2015,Pacific,N,"12,668","9,705","16,041","6,336",,,,,,,,,,885,"5,854",-403,,,,,,,,,,,,,,,
IID,13Oct2015,Pacific,N,"12,668","10,790","17,741","6,951",,,,,,,,,,"1,091","5,817",43,,,,,,,,,,,,,,,
IID,14Oct2015,Pacific,N,"12,504","11,198","18,419","7,221",,,,,,,,,,987,"5,911",323,,,,,,,,,,,,,,,
IID,15Oct2015,Pacific,N,"12,476","9,873","14,717","4,844",,,,,,,,,,659,"4,026",159,,,,,,,,,,,,,,,
IID,16Oct2015,Pacific,N,"11,879","9,489","14,990","5,501",,,,,,,,,,562,"4,418",521,,,,,,,,,,,,,,,
IID,17Oct2015,Pacific,N,"10,554","9,019","14,762","5,743",,,,,,,,,,373,"4,493",877,,,,,,,,,,,,,,,
IID,18Oct2015,Pacific,N,"10,554","8,391","15,345","6,954",,,,,,,,,,411,"5,376","1,167",,,,,,,,,,,,,,,
IID,19Oct2015,Pacific,N,"9,776","7,477","15,423","7,946",,,,,,,,,,456,"6,490","1,000",,,,,,,,,,,,,,,
IID,20Oct2015,Pacific,N,"9,681","7,530","15,920","8,390",,,,,,,,,,51,"7,538",801,,,,,,,,,,,,,,,
IID,21Oct2015,Pacific,N,"9,187","7,492","16,172","8,680",,,,,,,,,,397,"7,379",904,,,,,,,,,,,,,,,
IID,22Oct2015,Pacific,N,"9,391","7,538","16,162","8,624",,,,,,,,,,365,"7,218","1,041",,,,,,,,,,,,,,,
IID,23Oct2015,Pacific,N,"9,426","7,947","16,103","8,156",,,,,,,,,,510,"7,266",380,,,,,,,,,,,,,,,
IID,24Oct2015,Pacific,N,"9,557","7,801","16,238","8,437",,,,,,,,,,479,"7,407",551,,,,,,,,,,,,,,,
IID,25Oct2015,Pacific,N,"9,174","6,217","15,157","8,940",,,,,,,,,,539,"7,573",828,,,,,,,,,,,,,,,
IID,26Oct2015,Pacific,N,"8,951","7,412","16,116","8,704",,,,,,,,,,592,"7,336",776,,,,,,,,,,,,,,,
IID,27Oct2015,Pacific,N,"9,879","7,510","15,982","8,472",,,,,,,,,,665,"7,166",641,,,,,,,,,,,,,,,
IID,28Oct2015,Pacific,N,"9,472","7,375","15,677","8,302",,,,,,,,,,607,"7,006",689,,,,,,,,,,,,,,,
IID,29Oct2015,Pacific,N,"9,325","7,300","15,637","8,337",,,,,,,,,,608,"6,694","1,035",,,,,,,,,,,,,,,
IID,30Oct2015,Pacific,N,"9,048","6,842","15,765","8,923",,,,,,,,,,,,,,,,,,,,,,,,,,,
IID,31Oct2015,Pacific,N,"8,869","8,869","15,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IID,01Nov2015,Pacific,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IID,02Nov2015,Pacific,N,"7,816","6,726","14,658","7,932",,,,,,,,,,584,"6,501",847,,,,,,,,,,,,,,,
IID,03Nov2015,Pacific,N,"7,399","6,399","14,687","8,288",,,,,,,,,,472,"6,794","1,022",,,,,,,,,,,,,,,
IID,04Nov2015,Pacific,N,"7,170","6,237","14,752","8,515",,,,,,,,,,435,"7,465",615,,,,,,,,,,,,,,,
IID,05Nov2015,Pacific,N,"7,163","5,976","15,043","9,067",,,,,,,,,,399,"8,198",470,,,,,,,,,,,,,,,
IID,06Nov2015,Pacific,N,"7,163","5,973","15,011","9,038",,,,,,,,,,463,"8,390",185,,,,,,,,,,,,,,,
IID,07Nov2015,Pacific,N,"7,059","5,321","14,385","9,064",,,,,,,,,,278,"8,300",486,,,,,,,,,,,,,,,
IID,08Nov2015,Pacific,N,"6,731","4,636","14,110","9,474",,,,,,,,,,349,"8,227",898,,,,,,,,,,,,,,,
IID,09Nov2015,Pacific,N,"6,542","5,344","13,785","8,441",,,,,,,,,,532,"7,284",625,,,,,,,,,,,,,,,
IID,10Nov2015,Pacific,N,"7,104","5,651","13,527","7,876",,,,,,,,,,523,"6,514",839,,,,,,,,,,,,,,,
IID,11Nov2015,Pacific,N,"6,970","5,248","12,577","7,329",,,,,,,,,,608,"5,720","1,001",,,,,,,,,,,,,,,
IID,12Nov2015,Pacific,N,"6,963","5,290","10,684","5,394",,,,,,,,,,269,"4,402",723,,,,,,,,,,,,,,,
IID,13Nov2015,Pacific,N,"7,045","5,326","13,365","8,039",,,,,,,,,,213,"7,534",292,,,,,,,,,,,,,,,
IID,14Nov2015,Pacific,N,"6,632","4,859","14,010","9,151",,,,,,,,,,194,"8,616",341,,,,,,,,,,,,,,,
IID,15Nov2015,Pacific,N,"6,422","4,584","13,295","8,711",,,,,,,,,,276,"7,455",980,,,,,,,,,,,,,,,
IID,16Nov2015,Pacific,N,"6,941","5,184","13,235","8,051",,,,,,,,,,374,"6,865",812,,,,,,,,,,,,,,,
IID,17Nov2015,Pacific,N,"6,941","5,312","13,429","8,117",,,,,,,,,,-386,"7,546",957,,,,,,,,,,,,,,,
IID,18Nov2015,Pacific,N,"7,087","5,401","13,206","7,805",,,,,,,,,,-195,"7,172",828,,,,,,,,,,,,,,,
IID,19Nov2015,Pacific,N,"7,249","5,494","12,982","7,488",,,,,,,,,,36,"6,836",616,,,,,,,,,,,,,,,
IID,20Nov2015,Pacific,N,"7,331","5,609","13,001","7,392",,,,,,,,,,36,"6,687",669,,,,,,,,,,,,,,,
IID,21Nov2015,Pacific,N,"7,398","5,253","13,486","8,233",,,,,,,,,,149,"7,259",825,,,,,,,,,,,,,,,
IID,22Nov2015,Pacific,N,"6,937","4,672","13,518","8,846",,,,,,,,,,172,"7,678",996,,,,,,,,,,,,,,,
IID,23Nov2015,Pacific,N,"6,547","5,351","13,459","8,108",,,,,,,,,,281,"7,332",495,,,,,,,,,,,,,,,
IID,24Nov2015,Pacific,N,"7,233","6,365","13,553","7,188",,,,,,,,,,93,"6,311",784,,,,,,,,,,,,,,,
IID,25Nov2015,Pacific,N,"7,274","6,314","13,526","7,212",,,,,,,,,,312,"6,145",755,,,,,,,,,,,,,,,
IID,26Nov2015,Pacific,N,"7,108","5,119","13,788","8,669",,,,,,,,,,161,"7,651",857,,,,,,,,,,,,,,,
IID,27Nov2015,Pacific,N,"6,632","4,869","13,622","8,753",,,,,,,,,,225,"7,913",615,,,,,,,,,,,,,,,
IID,28Nov2015,Pacific,N,"6,849","4,775","13,803","9,028",,,,,,,,,,428,"7,739",861,,,,,,,,,,,,,,,
IID,29Nov2015,Pacific,N,"6,879","5,015","13,854","8,839",,,,,,,,,,385,"6,908","1,546",,,,,,,,,,,,,,,
IID,30Nov2015,Pacific,N,"6,614","5,434","14,258","8,824",,,,,,,,,,360,"7,565",899,,,,,,,,,,,,,,,
IID,01Dec2015,Pacific,N,"7,199","5,512","14,033","8,521",,,,,,,,,,150,"7,797",574,,,,,,,,,,,,,,,
IID,02Dec2015,Pacific,N,"7,407","5,524","14,063","8,539",,,,,,,,,,11,"8,234",294,,,,,,,,,,,,,,,
IID,03Dec2015,Pacific,N,0,"5,479","14,115","8,636",,,,,,,,,,-64,"8,388",312,,,,,,,,,,,,,,,
IID,04Dec2015,Pacific,N,"7,285","5,510","13,625","8,115",,,,,,,,,,-19,"7,728",406,,,,,,,,,,,,,,,
IID,05Dec2015,Pacific,N,"7,222","4,982","13,384","8,402",,,,,,,,,,248,"7,461",693,,,,,,,,,,,,,,,
IID,06Dec2015,Pacific,N,"6,652","4,727","13,298","8,571",,,,,,,,,,-25,"7,402","1,194",,,,,,,,,,,,,,,
IID,07Dec2015,Pacific,N,"7,233","5,318","13,562","8,244",,,,,,,,,,279,"7,361",604,,,,,,,,,,,,,,,
IID,08Dec2015,Pacific,N,"7,381","5,411","13,320","7,909",,,,,,,,,,125,"6,946",838,,,,,,,,,,,,,,,
IID,09Dec2015,Pacific,N,"7,415","5,356","12,824","7,468",,,,,,,,,,108,"6,824",536,,,,,,,,,,,,,,,
IID,10Dec2015,Pacific,N,"7,409","5,408","13,110","7,702",,,,,,,,,,116,"6,752",834,,,,,,,,,,,,,,,
IID,11Dec2015,Pacific,N,"7,409","5,349","12,924","7,575",,,,,,,,,,-49,"6,764",860,,,,,,,,,,,,,,,
IID,12Dec2015,Pacific,N,"7,226","4,946","13,408","8,462",,,,,,,,,,52,"7,228","1,182",,,,,,,,,,,,,,,
IID,13Dec2015,Pacific,N,"6,770","4,777","13,302","8,525",,,,,,,,,,166,"7,255","1,104",,,,,,,,,,,,,,,
IID,14Dec2015,Pacific,N,"6,770","5,338","13,334","7,996",,,,,,,,,,223,"6,760","1,013",,,,,,,,,,,,,,,
IID,15Dec2015,Pacific,N,"7,325","5,808","13,673","7,865",,,,,,,,,,294,"7,454",117,,,,,,,,,,,,,,,
IID,16Dec2015,Pacific,N,"7,741","6,817","14,996","8,179",,,,,,,,,,408,"7,488",283,,,,,,,,,,,,,,,
IID,17Dec2015,Pacific,N,"7,934","6,969","14,552","7,583",,,,,,,,,,356,"7,010",217,,,,,,,,,,,,,,,
IID,18Dec2015,Pacific,N,"7,760","6,838","12,357","5,519",,,,,,,,,,157,"4,929",433,,,,,,,,,,,,,,,
IID,19Dec2015,Pacific,N,"7,176","6,444","10,853","4,409",,,,,,,,,,-186,"3,659",936,,,,,,,,,,,,,,,
IID,20Dec2015,Pacific,N,"6,917","6,241","10,627","4,455",,,,,,,,,,-153,"3,305","1,303",,,,,,,,,,,,,,,
IID,21Dec2015,Pacific,N,"7,488","6,873","13,218","6,413",,,,,,,,,,-23,"5,420","1,016",,,,,,,,,,,,,,,
IID,22Dec2015,Pacific,N,"7,488","6,781","14,571","7,790",,,,,,,,,,-131,"6,954",967,,,,,,,,,,,,,,,
IID,23Dec2015,Pacific,N,"7,523","6,579","15,052","8,473",,,,,,,,,,-52,"7,107","1,418",,,,,,,,,,,,,,,
IID,24Dec2015,Pacific,N,"7,441","6,237","15,337","9,100",,,,,,,,,,-170,"7,597","1,673",,,,,,,,,,,,,,,
IID,25Dec2015,Pacific,N,"6,880","5,578","14,456","8,878",,,,,,,,,,-173,"7,704","1,347",,,,,,,,,,,,,,,
IID,26Dec2015,Pacific,N,"6,618","6,199","14,701","8,502",,,,,,,,,,-116,"7,244","1,374",,,,,,,,,,,,,,,
IID,27Dec2015,Pacific,N,"7,044","6,261","14,855","8,594",,,,,,,,,,-20,"7,154","1,460",,,,,,,,,,,,,,,
IID,28Dec2015,Pacific,N,"7,848","7,104","15,281","8,177",,,,,,,,,,-51,"7,107","1,121",,,,,,,,,,,,,,,
IID,29Dec2015,Pacific,N,"7,892","6,891","14,329","7,438",,,,,,,,,,-285,"6,498","1,225",,,,,,,,,,,,,,,
IID,30Dec2015,Pacific,N,"7,920","7,192","15,683","8,491",,,,,,,,,,,,,,,,,,,,,,,,,,,
IID,31Dec2015,Pacific,N,"7,882","7,882","15,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IID,01Jan2016,Pacific,N,"7,882","6,307","15,253","8,946",,,,,,,,,,169,"6,984","1,793",,,,,,,,,,,,,,,
IID,02Jan2016,Pacific,N,"7,449","6,489","14,973","8,484",,,,,,,,,,159,"6,621","1,704",,,,,,,,,,,,,,,
IID,03Jan2016,Pacific,N,"7,375","6,098","15,069","8,971",,,,,,,,,,197,"7,055","1,719",,,,,,,,,,,,,,,
IID,04Jan2016,Pacific,N,"6,973","6,598","14,848","8,250",,,,,,,,,,296,"6,342","1,612",,,,,,,,,,,,,,,
IID,05Jan2016,Pacific,N,"7,413","7,040","11,823","4,783",,,,,,,,,,139,"3,231","1,413",,,,,,,,,,,,,,,
IID,06Jan2016,Pacific,N,"7,376","6,601","10,531","3,930",,,,,,,,,,6,"2,723","1,201",,,,,,,,,,,,,,,
IID,07Jan2016,Pacific,N,"7,396","6,341","12,434","6,093",,,,,,,,,,-29,"4,790","1,332",,,,,,,,,,,,,,,
IID,08Jan2016,Pacific,N,"7,335","6,547","12,724","6,177",,,,,,,,,,91,"4,570","1,516",,,,,,,,,,,,,,,
IID,09Jan2016,Pacific,N,"7,359","6,313","13,010","6,697",,,,,,,,,,117,"4,998","1,582",,,,,,,,,,,,,,,
IID,10Jan2016,Pacific,N,"6,971","5,867","12,846","6,979",,,,,,,,,,109,"5,256","1,614",,,,,,,,,,,,,,,
IID,11Jan2016,Pacific,N,"6,708","6,408","12,098","5,690",,,,,,,,,,218,"4,358","1,114",,,,,,,,,,,,,,,
IID,12Jan2016,Pacific,N,"7,386","6,676","12,704","6,028",,,,,,,,,,359,"4,784",885,,,,,,,,,,,,,,,
IID,13Jan2016,Pacific,N,"7,499","7,494","12,943","5,449",,,,,,,,,,285,"4,065","1,099",,,,,,,,,,,,,,,
IID,14Jan2016,Pacific,N,"7,463","7,531","13,188","5,657",,,,,,,,,,338,"4,172","1,147",,,,,,,,,,,,,,,
IID,15Jan2016,Pacific,N,"7,463","7,260","12,926","5,666",,,,,,,,,,334,"4,589",743,,,,,,,,,,,,,,,
IID,16Jan2016,Pacific,N,"7,250","6,639","12,641","6,002",,,,,,,,,,116,"5,326",560,,,,,,,,,,,,,,,
IID,17Jan2016,Pacific,N,"6,798","5,724","12,865","7,141",,,,,,,,,,149,"6,300",692,,,,,,,,,,,,,,,
IID,18Jan2016,Pacific,N,"6,590","6,332","12,601","6,269",,,,,,,,,,150,"5,458",661,,,,,,,,,,,,,,,
