BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CISO,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
IID,02Sep2018,Pacific,N,"12,985","12,859","14,594","1,891",,"1,975",,,404,"1,186",,"11,155",,110,"2,021",-240,,0.91,,,817,,85,902,417,212,"1,107","14,720","12,829",0.14,0.19
IID,03Sep2018,Pacific,N,"12,401","13,077","15,890","2,981",,"2,240",,,340,"1,216",,"12,094",,43,"3,193",-255,,0.91,,,925,,91,"1,015",358,288,"1,086","15,890","12,909",0.14,0.19
IID,04Sep2018,Pacific,N,"13,490","13,330","15,872","2,710",,"2,674",,,348,"1,226",,"11,624",,257,"2,206",247,,0.91,,,"1,102",,88,"1,189",277,276,"1,191","15,872","13,162",0.17,0.20
IID,05Sep2018,Pacific,N,"13,557","13,449","15,815","2,540",,"2,045",,,375,"1,213",,"12,182",,125,"2,183",232,,0.91,,,843,,92,935,303,218,"1,020","15,815","13,275",0.13,0.17
IID,06Sep2018,Pacific,N,"14,122","14,101","15,782","1,853",,"2,116",,,348,"1,198",,"12,120",,273,"1,822",-242,,0.91,,,874,,91,965,466,213,"1,218","15,782","13,929",0.13,0.19
IID,07Sep2018,Pacific,N,"15,004","15,167","16,291","1,292",,"2,683",,,373,"1,142",,"12,093",,445,"1,370",-523,,0.91,,,"1,112",,90,"1,203",594,214,"1,583","16,291","14,999",0.16,0.23
IID,08Sep2018,Pacific,N,"15,385","15,761","15,741",148,,"2,594",,,370,"1,160",,"11,617",,200,377,-429,,0.92,,,"1,080",,87,"1,167",660,169,"1,658","15,741","15,593",0.16,0.23
IID,09Sep2018,Pacific,N,"14,676","14,603","14,721",286,,"2,341",,,292,"1,181",,"10,907",,168,499,-381,,0.92,,,974,,82,"1,057",518,141,"1,434","14,721","14,435",0.16,0.22
IID,10Sep2018,Pacific,N,"14,569","14,293","13,889",-324,,"2,239",,,350,"1,099",,"10,201",,369,65,-758,,0.91,,,929,,77,"1,007",887,240,"1,653","13,889","14,213",0.16,0.26
IID,11Sep2018,Pacific,N,"13,999","13,444","14,944","1,641",,"2,018",,,314,"1,202",,"11,410",,597,"1,303",-259,,0.92,,,838,,86,924,424,198,"1,150","14,944","13,303",0.14,0.19
IID,12Sep2018,Pacific,N,"13,868","13,464","15,369","2,061",,"2,166",,,333,"1,201",,"11,669",,451,"1,637",-27,,0.91,,,898,,88,986,319,204,"1,101","15,369","13,308",0.14,0.18
IID,13Sep2018,Pacific,N,"13,506","13,333","15,243","2,072",,"2,385",,,337,"1,224",,"11,297",,91,"2,003",-22,,0.91,,,988,,85,"1,074",328,217,"1,184","15,243","13,171",0.16,0.20
IID,14Sep2018,Pacific,N,"13,786","13,722","14,859","1,299",,"2,287",,,343,"1,191",,"11,038",,107,"1,554",-362,,0.91,,,945,,84,"1,029",511,223,"1,317","14,859","13,560",0.15,0.21
IID,15Sep2018,Pacific,N,"13,481","13,979","15,209","1,388",,"2,300",,,321,"1,145",,"11,443",,-97,"1,491",-6,,0.91,,,950,,86,"1,036",299,162,"1,173","15,209","13,821",0.15,0.19
IID,16Sep2018,Pacific,N,"13,019","13,936","14,581",798,,"2,137",,,260,"1,113",,"11,071",,238,605,-45,,0.91,,,883,,83,966,359,152,"1,173","14,581","13,783",0.15,0.19
IID,17Sep2018,Pacific,N,"13,802","13,756","15,266","1,052",,"2,292",,,309,"1,146",,"11,519",,268,931,-147,,0.91,,,945,,86,"1,031",384,153,"1,262","15,266","14,214",0.15,0.20
IID,18Sep2018,Pacific,N,"13,036","13,802","15,550","1,960",,"2,693",,,341,"1,165",,"11,351",,680,"1,838",-558,,0.91,,,"1,111",,85,"1,197",448,240,"1,405","15,550","13,590",0.17,0.23
IID,19Sep2018,Pacific,N,"13,045","13,748","15,498","2,424",,"2,894",,,353,"1,038",,"11,213",,527,"2,573",-676,,0.92,,,"1,204",,84,"1,288",471,297,"1,462","15,498","13,074",0.18,0.25
IID,20Sep2018,Pacific,N,"13,045","14,368","14,666",416,,"2,402",,,361,973,,"10,930",,-191,"1,303",-696,,0.92,,,"1,001",,82,"1,082",687,182,"1,587","14,666","14,250",0.16,0.25
IID,21Sep2018,Pacific,N,"13,840","14,448","14,563",260,,"2,060",,,376,"1,054",,"11,073",,21,999,-760,,0.92,,,860,,83,944,754,186,"1,511","14,563","14,303",0.14,0.23
IID,22Sep2018,Pacific,N,"13,493","14,015","14,712",797,,"2,142",,,334,"1,085",,"11,151",,89,"1,255",-547,,0.92,,,895,,84,979,562,165,"1,376","14,712","13,915",0.15,0.22
IID,23Sep2018,Pacific,N,"13,442","13,750","14,536",882,,"2,102",,,293,"1,036",,"11,105",,217,"1,043",-378,,0.92,,,879,,83,961,495,166,"1,291","14,536","13,654",0.15,0.21
IID,24Sep2018,Pacific,N,"13,345","13,470","14,636","1,268",,"2,030",,,357,"1,071",,"11,178",,341,"1,650",-723,,0.92,,,847,,84,931,609,208,"1,332","14,636","13,368",0.14,0.22
IID,25Sep2018,Pacific,N,"13,005","12,595","14,257","1,765",,"1,733",,,356,"1,076",,"11,092",,316,"2,206",-757,,0.92,,,723,,83,807,607,216,"1,197","14,257","12,492",0.12,0.21
IID,26Sep2018,Pacific,N,"13,611","13,076","14,452","1,504",,"2,192",,,365,"1,066",,"10,829",,143,"2,122",-761,,0.92,,,916,,81,998,642,253,"1,386","14,452","12,948",0.15,0.24
IID,27Sep2018,Pacific,N,"13,984","14,267","14,092",257,,"2,092",,,367,"1,063",,"10,570",,196,747,-686,,0.92,,,875,,80,954,838,211,"1,581","14,092","13,835",0.15,0.25
IID,28Sep2018,Pacific,N,"14,052","14,274","14,534",623,,"1,871",,,385,"1,054",,"11,224",,177,948,-502,,0.92,,,782,,84,866,552,168,"1,251","14,534","13,911",0.13,0.20
IID,29Sep2018,Pacific,N,"13,015","12,711","15,404","2,530",,"2,636",,,337,"1,069",,"11,362",,234,"2,411",-115,,0.92,,,"1,101",,85,"1,186",220,217,"1,189","15,404","12,874",0.17,0.20
IID,30Sep2018,Pacific,N,"11,703","12,100","14,743","3,114",,"2,475",,,195,604,,"11,469",,-74,"3,443",-255,,0.92,,,"1,034",,82,"1,116",305,311,"1,110","14,743","11,629",0.17,0.21
IID,01Oct2018,Pacific,N,"11,043","10,935","13,634","2,721",,"1,920",,,92,358,,"11,264",,"-1,109","3,380",450,,0.92,,,800,,78,878,403,325,956,"13,634","10,913",0.14,0.19
IID,02Oct2018,Pacific,N,"11,456","11,960","14,218","2,345",,"2,119",,,163,933,,"11,003",,-863,"2,683",525,,0.92,,,883,,80,963,337,282,"1,018","14,218","11,873",0.15,0.19
IID,03Oct2018,Pacific,N,"10,597","11,181","14,167","3,119",,"1,833",,,258,"1,011",,"11,065",,-702,"3,321",500,,0.92,,,764,,82,846,242,286,803,"14,167","11,048",0.13,0.16
IID,04Oct2018,Pacific,N,"10,061","10,443","14,906","4,553",,"2,172",,,328,908,,"11,498",,-473,"4,138",888,,0.92,,,903,,85,988,186,393,781,"14,906","10,353",0.15,0.17
IID,05Oct2018,Pacific,N,"10,062","10,241","15,102","4,960",,"2,093",,,350,957,,"11,702",,-133,"4,717",376,,0.92,,,871,,86,958,88,352,694,"15,102","10,142",0.14,0.15
IID,06Oct2018,Pacific,N,"9,573","9,288","14,413","5,215",,"1,561",,,329,894,,"11,629",,100,"4,545",570,,0.92,,,651,,85,736,38,277,496,"14,413","9,198",0.11,0.12
IID,07Oct2018,Pacific,N,"8,527","8,584","14,435","5,958",,"1,529",,,255,953,,"11,698",,28,"5,472",458,,0.92,,,638,,86,724,108,335,497,"14,435","8,477",0.11,0.13
IID,08Oct2018,Pacific,N,"9,057","9,225","14,863","5,767",,"1,440",,,342,"1,152",,"11,929",,47,"5,617",103,,0.92,,,599,,89,689,187,332,543,"14,863","9,096",0.10,0.13
IID,09Oct2018,Pacific,N,"9,394","9,356","14,193","4,969",,"1,166",,,383,"1,097",,"11,547",,-310,"5,172",107,,0.92,,,486,,87,573,242,295,520,"14,193","9,224",0.09,0.12
IID,10Oct2018,Pacific,N,"9,266","9,213","14,797","5,744",,"1,584",,,376,"1,115",,"11,722",,-58,"5,790",12,,0.92,,,661,,88,749,143,338,554,"14,797","9,053",0.11,0.13
IID,11Oct2018,Pacific,N,"9,013","9,106","14,721","5,735",,"1,712",,,380,"1,078",,"11,551",,13,"5,444",278,,0.92,,,714,,86,800,121,357,564,"14,721","8,986",0.12,0.14
IID,12Oct2018,Pacific,N,"9,216","9,316","14,383","5,200",,"1,566",,,381,980,,"11,456",,232,"4,915",53,,0.92,,,653,,85,738,128,307,559,"14,383","9,183",0.11,0.13
IID,13Oct2018,Pacific,N,"8,517","8,112","13,500","5,499",,"1,210",,,322,"1,046",,"10,922",,106,"5,066",327,,0.92,,,506,,82,588,60,262,386,"13,500","8,001",0.10,0.11
IID,14Oct2018,Pacific,N,"8,442","8,082","13,858","5,883",,"1,473",,,258,"1,082",,"11,045",,-136,"5,502",517,,0.92,,,616,,82,698,81,320,459,"13,858","7,975",0.11,0.13
IID,15Oct2018,Pacific,N,"8,344","7,506","14,028","6,584",,"1,175",,,266,968,,"11,619",,-192,"6,320",456,,0.92,,,490,,85,575,59,301,333,"14,028","7,444",0.09,0.10
IID,16Oct2018,Pacific,N,"8,238","7,684","14,538","6,942",,"1,621",,,296,"1,015",,"11,606",,-354,"6,739",557,,0.92,,,676,,86,762,127,429,459,"14,538","7,596",0.12,0.13
IID,17Oct2018,Pacific,N,"8,082","7,867","14,640","6,837",,"1,550",,,279,"1,104",,"11,707",,-672,"6,921",588,,0.92,,,647,,87,734,209,453,490,"14,640","7,803",0.11,0.14
IID,18Oct2018,Pacific,N,"8,584","8,398","14,469","6,136",,"1,574",,,259,"1,083",,"11,553",,-586,"6,146",576,,0.92,,,658,,86,743,187,409,522,"14,469","8,333",0.11,0.14
IID,19Oct2018,Pacific,N,"8,993","8,712","15,168","6,593",,"2,331",,,327,"1,133",,"11,377",,-106,"6,378",321,,0.92,,,974,,85,"1,059",86,495,650,"15,168","8,575",0.15,0.17
IID,20Oct2018,Pacific,N,"8,882","8,624","14,574","6,038",,"2,781",,,291,"1,042",,"10,460",,82,"5,508",448,,0.92,,,"1,162",,78,"1,241",19,502,757,"14,574","8,536",0.19,0.20
IID,21Oct2018,Pacific,N,"8,715","8,650","14,550","6,001",,"2,866",,,220,"1,071",,"10,393",,104,"5,239",658,,0.92,,,"1,200",,78,"1,278",30,528,779,"14,550","8,549",0.19,0.20
IID,22Oct2018,Pacific,N,"9,153","9,323","14,339","5,271",,"2,827",,,218,921,,"10,373",,119,"4,560",592,,0.92,,,"1,180",,77,"1,256",2,448,810,"14,339","9,068",0.19,0.20
IID,23Oct2018,Pacific,N,"9,684","9,663","14,504","4,904",,"2,783",,,252,"1,014",,"10,455",,0,"4,059",845,,0.92,,,"1,161",,78,"1,239",0,401,838,"14,504","9,600",0.19,0.19
IID,24Oct2018,Pacific,N,"9,704","9,820","14,328","4,761",,"2,604",,,303,"1,039",,"10,382",,0,"3,958",803,,0.92,,,"1,085",,78,"1,163",0,368,795,"14,328","9,567",0.18,0.18
IID,25Oct2018,Pacific,N,"9,785","9,513","14,257","4,872",,"2,389",,,283,997,,"10,588",,0,"4,248",624,,0.92,,,994,,79,"1,073",0,353,719,"14,257","9,385",0.17,0.17
IID,26Oct2018,Pacific,N,"9,927","9,440","14,408","5,105",,"2,216",,,314,977,,"10,901",,0,"4,560",545,,0.92,,,923,,81,"1,004",27,352,680,"14,408","9,303",0.15,0.16
IID,27Oct2018,Pacific,N,"9,374","8,854","14,846","6,088",,"2,387",,,474,"1,022",,"10,963",,0,"5,403",685,,0.92,,,996,,83,"1,079",10,425,664,"14,846","8,758",0.16,0.17
IID,28Oct2018,Pacific,N,"9,257","8,122","14,420","6,375",,"2,356",,,429,710,,"10,925",,0,"5,663",712,,0.92,,,982,,80,"1,062",0,456,606,"14,420","8,045",0.16,0.17
IID,29Oct2018,Pacific,N,"9,693","8,835","14,316","5,538",,"2,484",,,318,725,,"10,789",,0,"4,889",649,,0.92,,,"1,037",,79,"1,115",2,414,704,"14,316","8,778",0.17,0.18
IID,30Oct2018,Pacific,N,"8,943","8,768","14,524","5,830",,"2,726",,,373,"1,015",,"10,519",,0,"4,933",897,,0.92,,,"1,137",,79,"1,216",0,472,744,"14,633","8,803",0.18,0.19
IID,31Oct2018,Pacific,N,"8,124","8,124","14,458","6,557",,"2,039",,,273,"1,006",,"11,140",,0,"6,057",500,,0.92,,,849,,83,932,56,449,539,"14,458","7,901",0.14,0.15
IID,01Nov2018,Pacific,N,"8,009","8,195","15,266","7,349",,"2,126",,,280,948,,"11,912",,0,"6,884",465,,0.92,,,883,,87,970,101,506,565,"15,266","7,917",0.14,0.16
IID,02Nov2018,Pacific,N,"8,299","8,415","14,467","5,822",,"2,592",,,246,942,,"10,687",,0,"5,778",44,,0.92,,,"1,080",,79,"1,159",127,498,788,"14,467","8,645",0.18,0.20
IID,03Nov2018,Pacific,N,"8,373","8,299","11,789","3,482",,"2,513",,,265,936,,"8,075",,0,"3,013",469,,0.92,,,"1,049",,62,"1,111",43,322,832,"11,789","8,307",0.21,0.22
IID,04Nov2018,Pacific,N,"7,842","7,803","12,464","4,709",,"2,460",,,268,677,,"9,059",,0,"4,375",334,,0.92,,,"1,028",,66,"1,094",30,423,701,"12,464","7,755",0.19,0.20
IID,05Nov2018,Pacific,N,"8,384","8,438","12,302","3,971",,"2,486",,,253,920,,"8,643",,0,"3,048",923,,0.92,,,"1,038",,65,"1,104",10,341,772,"12,302","8,331",0.20,0.20
IID,06Nov2018,Pacific,N,"8,176","8,611","12,492","3,898",,"2,111",,,300,892,,"9,189",,265,"3,172",461,,0.92,,,883,,69,952,113,337,728,"12,492","8,594",0.17,0.19
IID,07Nov2018,Pacific,N,"8,267","8,578","13,291","4,806",,"2,108",,,373,912,,"9,898",,652,"3,748",406,,0.92,,,881,,74,955,16,345,626,"13,291","8,485",0.16,0.16
IID,08Nov2018,Pacific,N,"7,762","8,264","13,881","5,656",,"2,360",,,498,795,,"10,228",,447,"4,374",835,,0.92,,,982,,77,"1,058",28,444,643,"13,881","8,225",0.17,0.17
IID,09Nov2018,Pacific,N,"7,605","7,105","14,350","6,709",,"1,436",,,372,935,,"11,607",,-30,"6,458",281,,0.92,,,599,,86,685,57,349,392,"14,350","7,641",0.11,0.11
IID,10Nov2018,Pacific,N,"6,765","7,107","14,893","7,778",,"1,312",,,273,961,,"12,347",,255,"7,032",491,,0.92,,,549,,90,639,34,346,327,"14,893","7,115",0.09,0.10
IID,11Nov2018,Pacific,N,"6,614","6,614","15,035","8,409",,"1,308",,,248,929,,"12,550",,53,"7,745",611,,0.92,,,547,,91,638,61,387,312,"15,035","6,626",0.09,0.10
IID,12Nov2018,Pacific,N,"6,841","7,122","14,977","7,888",,"1,255",,,373,975,,"12,374",,-169,"7,225",832,,0.92,,,523,,91,614,114,387,341,"14,977","7,089",0.09,0.11
IID,13Nov2018,Pacific,N,"6,850","7,165","15,256","8,084",,"1,724",,,415,889,,"12,228",,-132,"7,685",531,,0.91,,,715,,90,805,96,474,427,"15,256","7,172",0.12,0.13
IID,14Nov2018,Pacific,N,"7,187","7,289","16,029","8,769",,"2,388",,,441,752,,"12,448",,512,"7,650",607,,0.92,,,993,,91,"1,084",10,593,500,"16,029","7,260",0.15,0.15
IID,15Nov2018,Pacific,N,"7,484","7,375","15,709","8,406",,"2,022",,,500,855,,"12,332",,187,"7,531",690,,0.92,,,844,,91,935,61,533,463,"15,709","7,301",0.13,0.14
IID,16Nov2018,Pacific,N,"7,381","7,337","15,835","8,615",,"2,054",,,498,884,,"12,399",,330,"8,242",43,,0.92,,,857,,92,948,213,631,530,"15,835","7,220",0.13,0.16
IID,17Nov2018,Pacific,N,"6,895","6,977","15,745","8,869",,"2,197",,,450,806,,"12,292",,317,"8,493",59,,0.92,,,919,,90,"1,009",224,696,538,"15,745","6,876",0.14,0.17
IID,18Nov2018,Pacific,N,"6,517","6,645","15,555","9,000",,"2,161",,,232,777,,"12,385",,163,"8,872",-35,,0.92,,,901,,89,990,266,730,526,"15,555","6,555",0.14,0.18
IID,19Nov2018,Pacific,N,"7,233","7,366","15,617","8,293",,"2,151",,,308,669,,"12,489",,-136,"8,539",-110,,0.92,,,896,,89,985,320,715,590,"15,617","7,324",0.14,0.18
IID,20Nov2018,Pacific,N,"7,301","7,414","15,770","8,443",,"2,148",,,391,834,,"12,397",,293,"7,940",210,,0.92,,,895,,91,986,150,605,531,"15,770","7,327",0.14,0.16
IID,21Nov2018,Pacific,N,"7,366","7,308","15,527","8,350",,"2,048",,,355,748,,"12,376",,38,"8,244",68,,0.92,,,855,,90,945,101,557,489,"15,527","7,177",0.13,0.15
IID,22Nov2018,Pacific,N,"6,987","6,902","15,214","8,360",,"2,120",,,173,512,,"12,409",,218,"7,799",343,,0.92,,,888,,87,975,45,564,455,"15,214","6,854",0.14,0.15
IID,23Nov2018,Pacific,N,"7,005","7,021","15,130","8,251",,"1,853",,,221,746,,"12,310",,163,"7,848",240,,0.92,,,777,,88,865,88,514,438,"15,130","6,879",0.13,0.14
IID,24Nov2018,Pacific,N,"6,670","6,935","14,553","7,760",,"1,114",,,140,825,,"12,474",,18,"7,409",333,,0.92,,,467,,89,556,82,332,305,"14,553","6,793",0.08,0.10
IID,25Nov2018,Pacific,N,"6,527","6,766","14,715","8,086",,"1,257",,,84,823,,"12,551",,-224,"8,012",298,,0.92,,,525,,89,615,169,430,354,"14,715","6,629",0.09,0.12
IID,26Nov2018,Pacific,N,"7,381","7,144","14,557","7,318",,"1,198",,,109,864,,"12,386",,65,"6,969",284,,0.92,,,498,,89,587,48,317,318,"14,557","7,239",0.09,0.10
IID,27Nov2018,Pacific,N,"7,474","7,314","7,483","7,483",,962,,,381,834,,"12,780",,-176,"7,593",196,,0.92,,,400,,93,493,96,303,286,"14,957","7,344",0.07,0.09
IID,28Nov2018,Pacific,N,"7,273","7,474","7,502","7,440",,974,,,362,817,,"12,653",,-259,"7,579",120,,0.92,,,406,,92,498,174,340,331,"14,806","7,366",0.07,0.10
IID,29Nov2018,Pacific,N,"7,273","5,285","14,013","6,477",,"1,006",,,307,360,,"12,340",,-262,"6,521",218,,0.92,,,419,,86,505,152,311,346,"14,013","7,536",0.08,0.10
IID,30Nov2018,Pacific,N,"7,188","7,398","14,426","7,163",,994,,,325,809,,"12,298",,-241,"7,412",-8,,0.92,,,415,,89,504,184,347,341,"14,426","7,263",0.08,0.10
IID,01Dec2018,Pacific,N,"6,749","7,007","14,484","7,605",,"1,019",,,271,780,,"12,414",,-624,"8,294",-65,,0.92,,,427,,89,516,313,454,376,"14,484","6,879",0.08,0.12
IID,02Dec2018,Pacific,N,"6,556","6,687","14,513","7,969",,"1,022",,,176,833,,"12,482",,-404,"8,659",-286,,0.92,,,428,,90,517,318,467,368,"14,513","6,544",0.08,0.12
IID,03Dec2018,Pacific,N,"7,269","5,228","14,100","6,713",,975,,,265,840,,"12,020",,-658,"8,142",-771,,0.92,,,406,,87,493,525,525,493,"14,100","7,387",0.08,0.15
IID,04Dec2018,Pacific,N,"7,437","5,373","14,089","6,475",,"1,061",,,356,494,,"12,178",,-505,"7,791",-811,,0.92,,,441,,87,528,489,511,507,"14,089","7,614",0.08,0.15
IID,05Dec2018,Pacific,N,"7,500","5,544","13,764","6,049",,"1,074",,,391,694,,"11,605",,-517,"7,455",-889,,0.92,,,447,,84,532,536,517,550,"13,764","7,715",0.09,0.16
IID,06Dec2018,Pacific,N,"7,317","7,681","13,903","6,228",,"1,501",,,277,176,,"11,949",,-125,"7,475","-1,122",,0.92,,,624,,82,707,472,576,603,"13,903","7,675",0.11,0.17
IID,07Dec2018,Pacific,N,"7,310","7,242","13,524","6,406",,"1,016",,,100,664,,"11,744",,-306,"7,625",-913,,0.92,,,422,,83,505,434,480,459,"13,524","7,118",0.08,0.14
IID,08Dec2018,Pacific,N,"6,929","6,949","12,480","5,636",,"1,422",,,44,816,,"10,198",,283,"6,311",-958,,0.92,,,591,,73,665,375,495,545,"12,480","6,844",0.12,0.18
IID,09Dec2018,Pacific,N,"6,679","6,726","13,431","6,836",,"1,007",,,35,789,,"11,600",,234,"6,886",-284,,0.92,,,419,,83,502,176,346,331,"13,431","6,595",0.08,0.11
IID,10Dec2018,Pacific,N,"7,475","5,262","13,602","6,118",,"1,460",,,33,314,,"11,795",,159,"6,494",-535,,0.92,,,607,,81,688,201,412,477,"13,602","7,484",0.11,0.14
IID,11Dec2018,Pacific,N,"7,434","7,486","12,485","5,087",,"1,351",,,34,576,,"10,524",,-121,"5,453",-245,,0.92,,,563,,74,637,200,332,504,"12,485","7,398",0.11,0.15
IID,12Dec2018,Pacific,N,"7,520","7,531","13,664","6,264",,"1,282",,,33,730,,"11,619",,-61,"6,412",-87,,0.92,,,535,,82,617,164,362,419,"13,664","7,400",0.10,0.12
IID,13Dec2018,Pacific,N,"7,475","5,353","13,686","6,219",,"1,078",,,33,854,,"11,721",,-762,"7,086",-105,,0.92,,,450,,84,534,344,423,454,"13,686","7,467",0.09,0.13
IID,14Dec2018,Pacific,N,"7,539","7,654","13,358","5,748",,"1,252",,,34,361,,"11,711",,-506,"6,249",5,,0.92,,,523,,80,603,253,390,467,"13,358","7,610",0.10,0.14
IID,15Dec2018,Pacific,N,"7,030","6,905","1,045","3,938",,"10,721",,,63,705,,"8,908",,-208,"4,251",-105,,0.92,,,"4,476",,64,"4,540",163,993,"3,710","20,397","16,459",0.49,0.50
IID,16Dec2018,Pacific,N,"6,800","6,690","11,758","5,206",,"1,420",,,63,839,,"9,792",,-162,"5,094",274,,0.92,,,592,,71,663,104,307,459,"12,114","6,908",0.12,0.15
IID,17Dec2018,Pacific,N,"7,428","5,350","14,059","6,497",,"1,221",,,54,503,,"12,281",,-26,"6,258",265,,0.92,,,509,,85,594,68,304,358,"14,059","7,562",0.09,0.10
IID,18Dec2018,Pacific,N,"7,483","5,467","14,740","7,129",,"1,382",,,47,807,,"12,504",,0,"6,830",299,,0.92,,,577,,89,666,79,360,385,"14,740","7,611",0.10,0.11
IID,19Dec2018,Pacific,N,"7,602","7,721","13,533","6,156",,964,,,40,831,,"11,698",,0,"6,225",-69,,0.92,,,403,,84,486,139,282,344,"13,533","7,377",0.08,0.10
IID,20Dec2018,Pacific,N,"7,625","7,646","14,177","6,998",,997,,,26,791,,"12,363",,-30,"7,126",-98,,0.92,,,416,,88,504,132,314,322,"14,177","7,179",0.08,0.10
IID,21Dec2018,Pacific,N,"7,485","7,584","13,936","6,489",,"1,125",,,0,247,,"12,564",,-293,"6,897",-115,,0.92,,,469,,85,554,165,345,374,"13,936","7,447",0.09,0.11
IID,22Dec2018,Pacific,N,"7,087","7,290","14,484","7,609",,947,,,0,756,,"12,781",,-260,"7,450",419,,0.92,,,396,,90,486,105,312,279,"14,484","6,875",0.07,0.09
IID,23Dec2018,Pacific,N,"6,869","6,938","14,416","7,882",,894,,,0,723,,"12,799",,-104,"7,368",618,,0.92,,,373,,90,463,69,291,241,"14,416","6,534",0.07,0.08
IID,24Dec2018,Pacific,N,"6,865","7,035","14,673","8,104",,971,,,0,811,,"12,891",,-267,"7,774",597,,0.92,,,406,,91,497,117,340,274,"14,673","6,569",0.07,0.09
IID,25Dec2018,Pacific,N,"6,375","6,544","14,322","8,124",,961,,,0,591,,"12,770",,-273,"7,611",786,,0.92,,,402,,89,491,97,335,252,"14,322","6,198",0.08,0.09
IID,26Dec2018,Pacific,N,"7,408","7,410","14,906","7,971",,"1,166",,,0,835,,"12,905",,-241,"7,629",583,,0.92,,,488,,91,580,102,360,322,"14,906","6,935",0.09,0.10
IID,27Dec2018,Pacific,N,"7,623","5,659","14,419","7,188",,"1,090",,,0,704,,"12,625",,-190,"6,718",660,,0.92,,,457,,89,545,125,331,338,"14,419","7,231",0.08,0.10
IID,28Dec2018,Pacific,N,"7,710","5,836","14,668","7,439",,"1,209",,,0,873,,"12,586",,-166,"7,050",555,,0.92,,,504,,89,594,131,361,364,"14,668","7,229",0.09,0.11
IID,29Dec2018,Pacific,N,"7,377","5,616","13,538","6,493",,12,,,0,876,,"12,650",,105,"6,001",387,,0.91,,,5,,90,95,93,82,106,"13,538","7,045",0.02,0.03
IID,30Dec2018,Pacific,N,"7,156","7,211","7,729",447,,"13,681",,,"12,836",0,,0,,115,"6,423","6,985",,0.92,,,"5,725",,85,"5,810",2,"2,986","2,826","26,517","12,994",0.48,0.48
IID,31Dec2018,Pacific,N,"7,736","5,707","12,948","5,196",,202,,,0,163,,"12,583",,47,"5,224",-75,,0.92,,,85,,85,169,164,133,200,"12,948","7,752",0.03,0.06
IID,01Jan2019,Pacific,N,"8,049","7,412","13,412","6,698",,0,,,0,887,,"12,525",,139,"5,772",787,,,,,0,,84,84,64,68,80,"13,412","6,714",0.01,0.03
IID,02Jan2019,Pacific,N,"7,992","8,049","13,045","6,134",,77,,,41,819,,"12,108",,107,"5,962",65,,0.91,,,32,,81,113,117,110,120,"13,045","6,911",0.02,0.04
IID,03Jan2019,Pacific,N,"8,118","8,277","13,970","5,735",,0,,,240,807,,"12,923",,76,"5,760",-101,,,,,0,,88,88,159,92,156,"13,970","8,235",0.01,0.04
IID,04Jan2019,Pacific,N,"8,169","8,141","13,774","4,958",,0,,,362,891,,"12,521",,55,"5,251",-348,,,,,0,,86,86,206,98,195,"13,774","8,816",0.01,0.05
IID,05Jan2019,Pacific,N,"7,477","7,926","13,987","4,924",,0,,,273,107,,"13,580",,93,"5,231",-400,,,,,0,,88,88,190,98,179,"13,960","9,036",0.01,0.04
IID,06Jan2019,Pacific,N,"7,014","7,142","13,275","5,205",,0,,,104,567,,"12,604",,-87,"5,085",207,,,,,0,,83,83,101,70,115,"13,275","8,070",0.01,0.03
IID,07Jan2019,Pacific,N,"7,611","7,717","13,180","4,823",,0,,,95,621,,"12,464",,-191,"4,976",38,,,,,0,,83,83,156,84,154,"13,180","8,357",0.01,0.04
IID,08Jan2019,Pacific,N,"7,652","7,629","5,342","5,342",,0,,,103,671,,"13,703",,-112,"6,014",-560,,,,,0,,91,91,238,135,194,"14,477","9,135",0.01,0.05
IID,09Jan2019,Pacific,N,"7,664","8,395","5,379","6,056",,"14,125",,,138,828,,"13,159",,154,"6,013",-111,,0.91,,,"5,807",,89,"5,895",137,"1,357","4,675","28,250","22,194",0.46,0.46
IID,10Jan2019,Pacific,N,"8,320","7,676","14,546","6,305",,0,,,92,851,,"13,603",,-35,"6,282",58,,,,,0,,91,91,151,102,140,"14,546","8,241",0.01,0.04
IID,11Jan2019,Pacific,N,"7,618","8,440","7,573",-412,,"14,035",,,"13,322",46,,33,,62,"6,210","5,860",,0.91,,,"5,770",,84,"5,854",14,"2,610","3,258","27,436","15,304",0.47,0.47
IID,12Jan2019,Pacific,N,0,"7,150","13,517","5,615",,0,,,0,354,,"13,122",,46,"5,968",-399,,,,,0,,85,85,191,114,162,"13,476","7,861",0.01,0.05
IID,13Jan2019,Pacific,N,"7,762","6,819","13,801","13,801",,0,,,0,624,,"13,177",,-73,"6,695",-240,,,,,0,,87,87,214,134,166,"13,801","7,419",0.01,0.05
