BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPC,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NSB,08Aug2016,Eastern,N,"1,465","1,313",0,"-1,313",,,,,,,,,,-591,-722,,,,,,,,,,,,,,,
NSB,09Aug2016,Eastern,N,"1,313","1,283",0,"-1,283",,,,,,,,,,-600,-683,,,,,,,,,,,,,,,
NSB,10Aug2016,Eastern,N,"1,283","1,301",0,"-1,301",,,,,,,,,,-697,-604,,,,,,,,,,,,,,,
NSB,11Aug2016,Eastern,N,"1,301","1,457",0,"-1,457",,,,,,,,,,-625,-832,,,,,,,,,,,,,,,
NSB,12Aug2016,Eastern,N,"1,457","1,515",0,"-1,515",,,,,,,,,,-618,-839,,,,,,,,,,,,,,,
NSB,13Aug2016,Eastern,N,"1,515","1,543",0,"-1,543",,,,,,,,,,-608,-935,,,,,,,,,,,,,,,
NSB,14Aug2016,Eastern,N,"1,543","1,420",0,"-1,420",,,,,,,,,,-618,-802,,,,,,,,,,,,,,,
NSB,15Aug2016,Eastern,N,"1,420","1,541",0,"-1,541",,,,,,,,,,-747,-794,,,,,,,,,,,,,,,
NSB,16Aug2016,Eastern,N,"1,541","1,625",0,"-1,625",,,,,,,,,,-858,-767,,,,,,,,,,,,,,,
NSB,17Aug2016,Eastern,N,"1,625","1,618",0,"-1,618",,,,,,,,,,-691,-927,,,,,,,,,,,,,,,
NSB,18Aug2016,Eastern,N,"1,618","1,604",0,"-1,604",,,,,,,,,,-750,-854,,,,,,,,,,,,,,,
NSB,19Aug2016,Eastern,N,"1,604","1,607",0,"-1,607",,,,,,,,,,-585,"-1,022",,,,,,,,,,,,,,,
NSB,20Aug2016,Eastern,N,"1,607","1,558",0,"-1,558",,,,,,,,,,-594,-964,,,,,,,,,,,,,,,
NSB,21Aug2016,Eastern,N,"1,558","1,569",0,"-1,569",,,,,,,,,,-466,"-1,103",,,,,,,,,,,,,,,
NSB,22Aug2016,Eastern,N,"1,569","1,589",0,"-1,589",,,,,,,,,,-631,-958,,,,,,,,,,,,,,,
NSB,23Aug2016,Eastern,N,"1,589","1,571",0,"-1,571",,,,,,,,,,-646,"-1,003",,,,,,,,,,,,,,,
NSB,24Aug2016,Eastern,N,"1,571","1,633",0,"-1,633",,,,,,,,,,-820,-813,,,,,,,,,,,,,,,
NSB,25Aug2016,Eastern,N,"1,633","1,571",0,"-1,571",,,,,,,,,,-646,-925,,,,,,,,,,,,,,,
NSB,26Aug2016,Eastern,N,"1,571","1,582",0,"-1,582",,,,,,,,,,-621,-961,,,,,,,,,,,,,,,
NSB,27Aug2016,Eastern,N,"1,582","1,590",0,"-1,590",,,,,,,,,,-575,"-1,015",,,,,,,,,,,,,,,
NSB,28Aug2016,Eastern,N,"1,590","1,641",0,"-1,641",,,,,,,,,,-600,"-1,041",,,,,,,,,,,,,,,
NSB,29Aug2016,Eastern,N,"1,641","1,543",0,"-1,543",,,,,,,,,,-689,-854,,,,,,,,,,,,,,,
NSB,30Aug2016,Eastern,N,"1,543","1,262",0,"-1,262",,,,,,,,,,-414,-848,,,,,,,,,,,,,,,
NSB,31Aug2016,Eastern,N,"1,262","1,210",0,"-1,210",,,,,,,,,,-487,-715,,,,,,,,,,,,,,,
NSB,01Sep2016,Eastern,N,"1,210","1,202",0,"-1,202",,,,,,,,,,-487,-715,,,,,,,,,,,,,,,
NSB,02Sep2016,Eastern,N,"1,202","1,301",0,"-1,301",,,,,,,,,,-569,-732,,,,,,,,,,,,,,,
NSB,03Sep2016,Eastern,N,"1,301","1,318",0,"-1,318",,,,,,,,,,-437,-881,,,,,,,,,,,,,,,
NSB,04Sep2016,Eastern,N,"1,318","1,322",0,"-1,322",,,,,,,,,,-377,-945,,,,,,,,,,,,,,,
NSB,05Sep2016,Eastern,N,"1,322","1,333",0,"-1,333",,,,,,,,,,-453,-880,,,,,,,,,,,,,,,
NSB,06Sep2016,Eastern,N,"1,333","1,325",0,"-1,325",,,,,,,,,,-469,-856,,,,,,,,,,,,,,,
NSB,07Sep2016,Eastern,N,"1,325","1,376",0,"-1,376",,,,,,,,,,-586,-790,,,,,,,,,,,,,,,
NSB,08Sep2016,Eastern,N,"1,376","1,346",0,"-1,346",,,,,,,,,,-576,-770,,,,,,,,,,,,,,,
NSB,09Sep2016,Eastern,N,"1,346","1,465",0,"-1,465",,,,,,,,,,-707,-758,,,,,,,,,,,,,,,
NSB,10Sep2016,Eastern,N,"1,465","1,523",0,"-1,523",,,,,,,,,,-688,-835,,,,,,,,,,,,,,,
NSB,11Sep2016,Eastern,N,"1,523","1,503",0,"-1,503",,,,,,,,,,-598,-905,,,,,,,,,,,,,,,
NSB,12Sep2016,Eastern,N,"1,503","1,453",0,"-1,453",,,,,,,,,,-551,-902,,,,,,,,,,,,,,,
NSB,13Sep2016,Eastern,N,"1,453","1,182",0,"-1,182",,,,,,,,,,-472,-710,,,,,,,,,,,,,,,
NSB,14Sep2016,Eastern,N,"1,182","1,278",0,"-1,278",,,,,,,,,,-422,-856,,,,,,,,,,,,,,,
NSB,15Sep2016,Eastern,N,"1,278","1,261",0,"-1,261",,,,,,,,,,-433,-828,,,,,,,,,,,,,,,
NSB,16Sep2016,Eastern,N,"1,261","1,401",0,"-1,401",,,,,,,,,,-506,-895,,,,,,,,,,,,,,,
NSB,17Sep2016,Eastern,N,"1,401","1,483",0,"-1,483",,,,,,,,,,-537,-946,,,,,,,,,,,,,,,
NSB,18Sep2016,Eastern,N,"1,483","1,439",0,"-1,439",,,,,,,,,,-490,-949,,,,,,,,,,,,,,,
NSB,19Sep2016,Eastern,N,"1,439","1,382",0,"-1,382",,,,,,,,,,-387,-995,,,,,,,,,,,,,,,
NSB,20Sep2016,Eastern,N,"1,382","1,355",0,"-1,355",,,,,,,,,,-433,-922,,,,,,,,,,,,,,,
NSB,21Sep2016,Eastern,N,"1,355","1,400",0,"-1,400",,,,,,,,,,-459,-941,,,,,,,,,,,,,,,
NSB,22Sep2016,Eastern,N,"1,400","1,396",0,"-1,396",,,,,,,,,,-449,-947,,,,,,,,,,,,,,,
NSB,23Sep2016,Eastern,N,"1,396","1,405",0,"-1,405",,,,,,,,,,-399,"-1,006",,,,,,,,,,,,,,,
NSB,24Sep2016,Eastern,N,"1,405","1,424",0,"-1,424",,,,,,,,,,-421,"-1,003",,,,,,,,,,,,,,,
NSB,25Sep2016,Eastern,N,"1,424","1,372",0,"-1,372",,,,,,,,,,-459,-913,,,,,,,,,,,,,,,
NSB,26Sep2016,Eastern,N,"1,372","1,266",0,"-1,266",,,,,,,,,,-554,-712,,,,,,,,,,,,,,,
NSB,27Sep2016,Eastern,N,"1,266","1,289",0,"-1,289",,,,,,,,,,-602,-687,,,,,,,,,,,,,,,
NSB,28Sep2016,Eastern,N,"1,289","1,266",0,"-1,266",,,,,,,,,,-565,-701,,,,,,,,,,,,,,,
NSB,29Sep2016,Eastern,N,"1,266","1,212",0,"-1,212",,,,,,,,,,-609,-603,,,,,,,,,,,,,,,
NSB,30Sep2016,Eastern,N,"1,212","1,261",0,"-1,261",,,,,,,,,,-453,-808,,,,,,,,,,,,,,,
NSB,01Oct2016,Eastern,N,"1,261","1,216",0,"-1,216",,,,,,,,,,-430,-776,,,,,,,,,,,,,,,
NSB,02Oct2016,Eastern,N,"1,216","1,206",0,"-1,206",,,,,,,,,,-497,-703,,,,,,,,,,,,,,,
NSB,03Oct2016,Eastern,N,"1,206","1,200",0,"-1,200",,,,,,,,,,-497,-703,,,,,,,,,,,,,,,
NSB,04Oct2016,Eastern,N,"1,200","1,281",0,"-1,281",,,,,,,,,,-485,-796,,,,,,,,,,,,,,,
NSB,05Oct2016,Eastern,N,"1,281","1,397",0,"-1,397",,,,,,,,,,-505,-892,,,,,,,,,,,,,,,
NSB,06Oct2016,Eastern,N,"1,397","1,175",0,"-1,175",,,,,,,,,,-465,-710,,,,,,,,,,,,,,,
NSB,07Oct2016,Eastern,N,"1,175",199,0,-150,,,,,,,,,,-39,-111,,,,,,,,,,,,,,,
NSB,08Oct2016,Eastern,N,150,363,0,-363,,,,,,,,,,142,-505,,,,,,,,,,,,,,,
NSB,09Oct2016,Eastern,N,363,904,0,-904,,,,,,,,,,-83,-821,,,,,,,,,,,,,,,
NSB,10Oct2016,Eastern,N,904,996,0,-996,,,,,,,,,,-397,-599,,,,,,,,,,,,,,,
NSB,11Oct2016,Eastern,N,996,"1,055",0,"-1,055",,,,,,,,,,-469,-586,,,,,,,,,,,,,,,
NSB,12Oct2016,Eastern,N,"1,055","1,206",0,"-1,206",,,,,,,,,,-483,-723,,,,,,,,,,,,,,,
NSB,13Oct2016,Eastern,N,"1,206","1,195",0,"-1,195",,,,,,,,,,-454,-741,,,,,,,,,,,,,,,
NSB,14Oct2016,Eastern,N,"1,195","1,193",0,"-1,193",,,,,,,,,,-474,-719,,,,,,,,,,,,,,,
NSB,15Oct2016,Eastern,N,"1,193","1,144",0,"-1,144",,,,,,,,,,-553,-591,,,,,,,,,,,,,,,
NSB,16Oct2016,Eastern,N,"1,144","1,231",0,"-1,231",,,,,,,,,,-561,-670,,,,,,,,,,,,,,,
NSB,17Oct2016,Eastern,N,"1,231","1,249",0,"-1,249",,,,,,,,,,-543,-706,,,,,,,,,,,,,,,
NSB,18Oct2016,Eastern,N,"1,249","1,217",0,"-1,217",,,,,,,,,,-550,-667,,,,,,,,,,,,,,,
NSB,19Oct2016,Eastern,N,"1,217","1,183",0,"-1,183",,,,,,,,,,-570,-613,,,,,,,,,,,,,,,
NSB,20Oct2016,Eastern,N,"1,183","1,173",0,"-1,173",,,,,,,,,,-438,-735,,,,,,,,,,,,,,,
NSB,21Oct2016,Eastern,N,"1,173","1,184",0,"-1,184",,,,,,,,,,-286,-898,,,,,,,,,,,,,,,
NSB,22Oct2016,Eastern,N,"1,184",872,0,-872,,,,,,,,,,-245,-627,,,,,,,,,,,,,,,
NSB,23Oct2016,Eastern,N,872,834,0,-834,,,,,,,,,,-35,-799,,,,,,,,,,,,,,,
NSB,24Oct2016,Eastern,N,834,877,0,-877,,,,,,,,,,67,-944,,,,,,,,,,,,,,,
NSB,25Oct2016,Eastern,N,877,901,0,-901,,,,,,,,,,73,-974,,,,,,,,,,,,,,,
NSB,26Oct2016,Eastern,N,901,"1,059",0,"-1,059",,,,,,,,,,88,"-1,147",,,,,,,,,,,,,,,
NSB,27Oct2016,Eastern,N,"1,059","1,091",0,"-1,091",,,,,,,,,,120,"-1,211",,,,,,,,,,,,,,,
NSB,28Oct2016,Eastern,N,"1,091","1,090",0,"-1,090",,,,,,,,,,98,"-1,188",,,,,,,,,,,,,,,
NSB,29Oct2016,Eastern,N,"1,090","1,132",0,"-1,132",,,,,,,,,,-84,"-1,048",,,,,,,,,,,,,,,
NSB,30Oct2016,Eastern,N,"1,132","1,126",0,"-1,126",,,,,,,,,,-61,"-1,065",,,,,,,,,,,,,,,
NSB,31Oct2016,Eastern,N,"1,126","1,070",0,"-1,070",,,,,,,,,,-18,"-1,052",,,,,,,,,,,,,,,
NSB,01Nov2016,Eastern,N,"1,070","1,143",0,"-1,143",,,,,,,,,,-95,"-1,048",,,,,,,,,,,,,,,
NSB,02Nov2016,Eastern,N,"1,143","1,182",0,"-1,182",,,,,,,,,,-95,"-1,087",,,,,,,,,,,,,,,
NSB,03Nov2016,Eastern,N,"1,182","1,100",0,"-1,100",,,,,,,,,,-198,-902,,,,,,,,,,,,,,,
NSB,04Nov2016,Eastern,N,"1,100","1,100",0,,,,,,,,,,,-84,"-1,024",,,,,,,,,,,,,,,
NSB,05Nov2016,Eastern,N,"1,108","1,052",0,"-1,052",,,,,,,,,,-62,-990,,,,,,,,,,,,,,,
NSB,06Nov2016,Eastern,N,"1,089","1,067",0,"-1,067",,,,,,,,,,19,"-1,086",,,,,,,,,,,,,,,
NSB,07Nov2016,Eastern,N,"1,034","1,016",0,"-1,016",,,,,,,,,,-70,-946,,,,,,,,,,,,,,,
NSB,08Nov2016,Eastern,N,"1,016",986,0,-986,,,,,,,,,,-36,-950,,,,,,,,,,,,,,,
NSB,09Nov2016,Eastern,N,986,923,0,-923,,,,,,,,,,54,-977,,,,,,,,,,,,,,,
NSB,10Nov2016,Eastern,N,923,894,0,-894,,,,,,,,,,54,-977,,,,,,,,,,,,,,,
NSB,11Nov2016,Eastern,N,894,894,0,-894,,,,,,,,,,-99,-751,,,,,,,,,,,,,,,
NSB,12Nov2016,Eastern,N,894,859,0,-859,,,,,,,,,,-83,-776,,,,,,,,,,,,,,,
NSB,13Nov2016,Eastern,N,859,883,0,-883,,,,,,,,,,-71,-812,,,,,,,,,,,,,,,
NSB,14Nov2016,Eastern,N,883,857,0,-857,,,,,,,,,,-74,-783,,,,,,,,,,,,,,,
NSB,15Nov2016,Eastern,N,857,831,0,-831,,,,,,,,,,-61,-770,,,,,,,,,,,,,,,
NSB,16Nov2016,Eastern,N,831,846,0,-846,,,,,,,,,,-166,-680,,,,,,,,,,,,,,,
NSB,17Nov2016,Eastern,N,846,839,0,-839,,,,,,,,,,-182,-657,,,,,,,,,,,,,,,
NSB,18Nov2016,Eastern,N,839,850,0,-850,,,,,,,,,,-46,-818,,,,,,,,,,,,,,,
NSB,19Nov2016,Eastern,N,850,859,0,-859,,,,,,,,,,-45,-814,,,,,,,,,,,,,,,
NSB,20Nov2016,Eastern,N,859,852,0,-852,,,,,,,,,,-73,-779,,,,,,,,,,,,,,,
NSB,21Nov2016,Eastern,N,852,946,0,-946,,,,,,,,,,-71,-875,,,,,,,,,,,,,,,
NSB,22Nov2016,Eastern,N,946,927,0,-927,,,,,,,,,,72,-999,,,,,,,,,,,,,,,
NSB,23Nov2016,Eastern,N,927,885,0,-885,,,,,,,,,,-65,-820,,,,,,,,,,,,,,,
NSB,24Nov2016,Eastern,N,885,909,0,-909,,,,,,,,,,-91,-818,,,,,,,,,,,,,,,
NSB,25Nov2016,Eastern,N,909,905,0,-905,,,,,,,,,,-123,-782,,,,,,,,,,,,,,,
NSB,26Nov2016,Eastern,N,905,854,0,-854,,,,,,,,,,-71,-783,,,,,,,,,,,,,,,
NSB,27Nov2016,Eastern,N,854,868,0,-868,,,,,,,,,,-7,-861,,,,,,,,,,,,,,,
NSB,28Nov2016,Eastern,N,868,898,0,-898,,,,,,,,,,-51,-845,,,,,,,,,,,,,,,
NSB,29Nov2016,Eastern,N,898,981,0,-981,,,,,,,,,,-51,-845,,,,,,,,,,,,,,,
NSB,30Nov2016,Eastern,N,981,981,0,-981,,,,,,,,,,-1,"-1,024",,,,,,,,,,,,,,,
NSB,01Dec2016,Eastern,N,981,949,0,-949,,,,,,,,,,-37,-912,,,,,,,,,,,,,,,
NSB,02Dec2016,Eastern,N,949,839,0,-839,,,,,,,,,,-115,-725,,,,,,,,,,,,,,,
NSB,03Dec2016,Eastern,N,839,850,0,-850,,,,,,,,,,-69,-781,,,,,,,,,,,,,,,
NSB,04Dec2016,Eastern,N,850,909,0,-909,,,,,,,,,,-51,-858,,,,,,,,,,,,,,,
NSB,05Dec2016,Eastern,N,909,"1,038",0,"-1,038",,,,,,,,,,-83,-955,,,,,,,,,,,,,,,
NSB,06Dec2016,Eastern,N,"1,038","1,060",0,"-1,060",,,,,,,,,,-154,-906,,,,,,,,,,,,,,,
NSB,07Dec2016,Eastern,N,"1,060",894,0,-894,,,,,,,,,,-154,-740,,,,,,,,,,,,,,,
NSB,08Dec2016,Eastern,N,894,854,0,-854,,,,,,,,,,-208,-646,,,,,,,,,,,,,,,
NSB,09Dec2016,Eastern,N,854,894,0,-894,,,,,,,,,,-247,-647,,,,,,,,,,,,,,,
NSB,10Dec2016,Eastern,N,894,864,0,-864,,,,,,,,,,-120,-744,,,,,,,,,,,,,,,
NSB,11Dec2016,Eastern,N,864,862,0,-862,,,,,,,,,,-117,-745,,,,,,,,,,,,,,,
NSB,12Dec2016,Eastern,N,862,924,0,-924,,,,,,,,,,-208,-716,,,,,,,,,,,,,,,
NSB,13Dec2016,Eastern,N,924,941,0,-941,,,,,,,,,,-176,-765,,,,,,,,,,,,,,,
NSB,14Dec2016,Eastern,N,941,901,0,-901,,,,,,,,,,-178,-723,,,,,,,,,,,,,,,
NSB,15Dec2016,Eastern,N,901,863,0,-863,,,,,,,,,,-345,-518,,,,,,,,,,,,,,,
NSB,16Dec2016,Eastern,N,863,885,0,-885,,,,,,,,,,-361,-525,,,,,,,,,,,,,,,
NSB,17Dec2016,Eastern,N,885,920,0,-920,,,,,,,,,,-289,-631,,,,,,,,,,,,,,,
NSB,18Dec2016,Eastern,N,920,"1,047",0,"-1,047",,,,,,,,,,-324,-723,,,,,,,,,,,,,,,
NSB,19Dec2016,Eastern,N,"1,047","1,054",0,"-1,054",,,,,,,,,,-655,-399,,,,,,,,,,,,,,,
NSB,20Dec2016,Eastern,N,"1,054",880,0,-880,,,,,,,,,,-602,-278,,,,,,,,,,,,,,,
NSB,21Dec2016,Eastern,N,880,856,0,-856,,,,,,,,,,-518,-338,,,,,,,,,,,,,,,
NSB,22Dec2016,Eastern,N,856,898,0,-898,,,,,,,,,,-332,-566,,,,,,,,,,,,,,,
NSB,23Dec2016,Eastern,N,898,895,0,-895,,,,,,,,,,-62,-833,,,,,,,,,,,,,,,
NSB,24Dec2016,Eastern,N,895,904,0,-904,,,,,,,,,,48,-952,,,,,,,,,,,,,,,
NSB,25Dec2016,Eastern,N,904,906,0,-906,,,,,,,,,,0,-906,,,,,,,,,,,,,,,
NSB,26Dec2016,Eastern,N,906,951,0,-951,,,,,,,,,,-39,-929,,,,,,,,,,,,,,,
NSB,27Dec2016,Eastern,N,951,913,0,-913,,,,,,,,,,-64,-861,,,,,,,,,,,,,,,
NSB,28Dec2016,Eastern,N,913,944,0,-944,,,,,,,,,,-73,-890,,,,,,,,,,,,,,,
NSB,29Dec2016,Eastern,N,944,956,0,-956,,,,,,,,,,-179,-794,,,,,,,,,,,,,,,
NSB,30Dec2016,Eastern,N,956,"1,010",0,"-1,010",,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,31Dec2016,Eastern,N,"1,010","1,010",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,01Jan2017,Eastern,N,"1,087",924,0,-924,,,,,,,,,,-189,-750,,,,,,,,,,,,,,,
NSB,02Jan2017,Eastern,N,924,941,0,-941,,,,,,,,,,-261,-694,,,,,,,,,,,,,,,
NSB,03Jan2017,Eastern,N,941,"1,013",0,"-1,013",,,,,,,,,,-414,-616,,,,,,,,,,,,,,,
NSB,04Jan2017,Eastern,N,"1,013",932,0,-932,,,,,,,,,,-371,-577,,,,,,,,,,,,,,,
NSB,05Jan2017,Eastern,N,932,874,0,-874,,,,,,,,,,-433,-455,,,,,,,,,,,,,,,
NSB,06Jan2017,Eastern,N,874,898,0,-898,,,,,,,,,,-469,-439,,,,,,,,,,,,,,,
NSB,07Jan2017,Eastern,N,898,962,0,-962,,,,,,,,,,-625,-341,,,,,,,,,,,,,,,
NSB,08Jan2017,Eastern,N,962,"1,412",0,"-1,412",,,,,,,,,,-680,-742,,,,,,,,,,,,,,,
NSB,09Jan2017,Eastern,N,"1,412","1,167",0,"-1,167",,,,,,,,,,-617,-557,,,,,,,,,,,,,,,
NSB,10Jan2017,Eastern,N,"1,167","1,042",0,"-1,042",,,,,,,,,,-489,-563,,,,,,,,,,,,,,,
NSB,11Jan2017,Eastern,N,"1,042",923,0,-923,,,,,,,,,,-372,-562,,,,,,,,,,,,,,,
NSB,12Jan2017,Eastern,N,923,893,0,-893,,,,,,,,,,-364,-543,,,,,,,,,,,,,,,
NSB,13Jan2017,Eastern,N,893,870,0,-870,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,14Jan2017,Eastern,N,870,870,0,,,,,,,,,,,-201,-705,,,,,,,,,,,,,,,
NSB,15Jan2017,Eastern,N,,889,0,-889,,,,,,,,,,-198,-705,,,,,,,,,,,,,,,
NSB,16Jan2017,Eastern,N,889,912,0,-912,,,,,,,,,,-294,-633,,,,,,,,,,,,,,,
NSB,17Jan2017,Eastern,N,912,908,0,-908,,,,,,,,,,-329,-593,,,,,,,,,,,,,,,
NSB,18Jan2017,Eastern,N,908,929,0,-929,,,,,,,,,,-181,-766,,,,,,,,,,,,,,,
NSB,19Jan2017,Eastern,N,929,907,0,-907,,,,,,,,,,-93,-828,,,,,,,,,,,,,,,
NSB,20Jan2017,Eastern,N,907,961,0,-961,,,,,,,,,,-256,-722,,,,,,,,,,,,,,,
NSB,21Jan2017,Eastern,N,961,966,0,-966,,,,,,,,,,-296,-688,,,,,,,,,,,,,,,
NSB,22Jan2017,Eastern,N,966,"1,015",0,"-1,015",,,,,,,,,,-325,-717,,,,,,,,,,,,,,,
NSB,23Jan2017,Eastern,N,"1,015",860,0,-860,,,,,,,,,,-448,-423,,,,,,,,,,,,,,,
NSB,24Jan2017,Eastern,N,860,889,0,-889,,,,,,,,,,-435,-465,,,,,,,,,,,,,,,
NSB,25Jan2017,Eastern,N,889,924,0,-924,,,,,,,,,,-368,-569,,,,,,,,,,,,,,,
NSB,26Jan2017,Eastern,N,924,917,0,-917,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,27Jan2017,Eastern,N,917,917,0,,,,,,,,,,,-368,-496,,,,,,,,,,,,,,,
NSB,28Jan2017,Eastern,N,,"1,067",0,"-1,067",,,,,,,,,,-563,-519,,,,,,,,,,,,,,,
NSB,29Jan2017,Eastern,N,"1,067","1,271",0,"-1,271",,,,,,,,,,-525,-766,,,,,,,,,,,,,,,
NSB,30Jan2017,Eastern,N,"1,271","1,265",0,"-1,265",,,,,,,,,,-657,-619,,,,,,,,,,,,,,,
NSB,31Jan2017,Eastern,N,"1,265","1,239",0,"-1,239",,,,,,,,,,-575,-671,,,,,,,,,,,,,,,
NSB,01Feb2017,Eastern,N,"1,239","1,054",0,"-1,054",,,,,,,,,,-399,-661,,,,,,,,,,,,,,,
NSB,02Feb2017,Eastern,N,"1,054",981,0,-981,,,,,,,,,,-478,-510,,,,,,,,,,,,,,,
NSB,03Feb2017,Eastern,N,981,916,0,-916,,,,,,,,,,-526,-397,,,,,,,,,,,,,,,
NSB,04Feb2017,Eastern,N,916,895,0,-895,,,,,,,,,,-344,-558,,,,,,,,,,,,,,,
NSB,05Feb2017,Eastern,N,895,888,0,-888,,,,,,,,,,-390,-506,,,,,,,,,,,,,,,
NSB,06Feb2017,Eastern,N,888,943,0,-943,,,,,,,,,,-317,-633,,,,,,,,,,,,,,,
NSB,07Feb2017,Eastern,N,943,938,0,-938,,,,,,,,,,-209,-740,,,,,,,,,,,,,,,
NSB,08Feb2017,Eastern,N,938,949,0,-949,,,,,,,,,,-187,-776,,,,,,,,,,,,,,,
NSB,09Feb2017,Eastern,N,949,988,0,-988,,,,,,,,,,-298,-701,,,,,,,,,,,,,,,
NSB,10Feb2017,Eastern,N,988,909,0,-909,,,,,,,,,,-514,-399,,,,,,,,,,,,,,,
NSB,11Feb2017,Eastern,N,909,934,0,-934,,,,,,,,,,-554,-389,,,,,,,,,,,,,,,
NSB,12Feb2017,Eastern,N,934,919,0,-919,,,,,,,,,,-562,-369,,,,,,,,,,,,,,,
NSB,13Feb2017,Eastern,N,919,894,0,-894,,,,,,,,,,-635,-266,,,,,,,,,,,,,,,
NSB,14Feb2017,Eastern,N,894,927,0,-927,,,,,,,,,,-628,-311,,,,,,,,,,,,,,,
NSB,15Feb2017,Eastern,N,927,926,0,-926,,,,,,,,,,-530,-407,,,,,,,,,,,,,,,
NSB,16Feb2017,Eastern,N,926,895,0,-895,,,,,,,,,,-703,-199,,,,,,,,,,,,,,,
NSB,17Feb2017,Eastern,N,895,968,0,-968,,,,,,,,,,-667,-307,,,,,,,,,,,,,,,
NSB,18Feb2017,Eastern,N,968,931,0,-931,,,,,,,,,,-542,-397,,,,,,,,,,,,,,,
NSB,19Feb2017,Eastern,N,931,906,0,-906,,,,,,,,,,-585,-332,,,,,,,,,,,,,,,
NSB,20Feb2017,Eastern,N,906,951,0,-951,,,,,,,,,,-680,-285,,,,,,,,,,,,,,,
NSB,21Feb2017,Eastern,N,951,941,0,-941,,,,,,,,,,-744,-208,,,,,,,,,,,,,,,
NSB,22Feb2017,Eastern,N,941,928,0,-928,,,,,,,,,,-771,-167,,,,,,,,,,,,,,,
NSB,23Feb2017,Eastern,N,928,927,0,-927,,,,,,,,,,-875,-62,,,,,,,,,,,,,,,
NSB,24Feb2017,Eastern,N,927,"1,015",0,"-1,015",,,,,,,,,,-779,-255,,,,,,,,,,,,,,,
NSB,25Feb2017,Eastern,N,"1,015",992,0,-992,,,,,,,,,,-690,-322,,,,,,,,,,,,,,,
NSB,26Feb2017,Eastern,N,992,888,0,-888,,,,,,,,,,-726,-168,,,,,,,,,,,,,,,
NSB,27Feb2017,Eastern,N,888,"1,029",0,"-1,029",,,,,,,,,,-796,-249,,,,,,,,,,,,,,,
NSB,28Feb2017,Eastern,N,"1,029","1,078",0,"-1,078",,,,,,,,,,-738,-363,,,,,,,,,,,,,,,
NSB,01Mar2017,Eastern,N,"1,078","1,108",0,"-1,108",,,,,,,,,,-655,-476,,,,,,,,,,,,,,,
NSB,02Mar2017,Eastern,N,"1,108","1,000",0,"-1,000",,,,,,,,,,-564,-448,,,,,,,,,,,,,,,
NSB,03Mar2017,Eastern,N,"1,000",893,0,-893,,,,,,,,,,-654,-244,,,,,,,,,,,,,,,
NSB,04Mar2017,Eastern,N,893,913,0,-913,,,,,,,,,,-605,-317,,,,,,,,,,,,,,,
NSB,05Mar2017,Eastern,N,913,886,0,-886,,,,,,,,,,-479,-414,,,,,,,,,,,,,,,
NSB,06Mar2017,Eastern,N,886,896,0,-896,,,,,,,,,,-522,-382,,,,,,,,,,,,,,,
NSB,07Mar2017,Eastern,N,896,923,0,-923,,,,,,,,,,-535,-398,,,,,,,,,,,,,,,
NSB,08Mar2017,Eastern,N,923,979,0,-979,,,,,,,,,,-532,-462,,,,,,,,,,,,,,,
NSB,09Mar2017,Eastern,N,979,"1,008",0,"-1,008",,,,,,,,,,-566,-458,,,,,,,,,,,,,,,
NSB,10Mar2017,Eastern,N,"1,008","1,032",0,"-1,032",,,,,,,,,,-608,-425,,,,,,,,,,,,,,,
NSB,11Mar2017,Eastern,N,"1,032","1,004",0,"-1,004",,,,,,,,,,-588,-416,,,,,,,,,,,,,,,
NSB,12Mar2017,Eastern,N,968,930,0,-930,,,,,,,,,,-621,-309,,,,,,,,,,,,,,,
NSB,13Mar2017,Eastern,N,,964,0,,,,,,,,,,,-691,-251,,,,,,,,,,,,,,,
NSB,14Mar2017,Eastern,N,,899,0,-899,,,,,,,,,,-621,-278,,,,,,,,,,,,,,,
NSB,15Mar2017,Eastern,N,899,"1,096",0,"-1,096",,,,,,,,,,-785,-311,,,,,,,,,,,,,,,
NSB,16Mar2017,Eastern,N,"1,096","1,265",0,"-1,265",,,,,,,,,,-590,-675,,,,,,,,,,,,,,,
NSB,17Mar2017,Eastern,N,"1,265","1,173",0,"-1,173",,,,,,,,,,-657,-516,,,,,,,,,,,,,,,
NSB,18Mar2017,Eastern,N,"1,173",996,0,-996,,,,,,,,,,-617,-379,,,,,,,,,,,,,,,
NSB,19Mar2017,Eastern,N,996,897,0,-897,,,,,,,,,,-553,-344,,,,,,,,,,,,,,,
