BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPC,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NSB,02Jan2016,Eastern,N,"1,125",881,0,-881,,,,,,,,,,-563,-318,,,,,,,,,,,,,,,
NSB,03Jan2016,Eastern,N,881,891,0,-891,,,,,,,,,,-390,-501,,,,,,,,,,,,,,,
NSB,04Jan2016,Eastern,N,891,974,0,-974,,,,,,,,,,-539,-435,,,,,,,,,,,,,,,
NSB,05Jan2016,Eastern,N,974,933,0,-933,,,,,,,,,,-448,-485,,,,,,,,,,,,,,,
NSB,06Jan2016,Eastern,N,933,882,0,-882,,,,,,,,,,-510,-372,,,,,,,,,,,,,,,
NSB,07Jan2016,Eastern,N,882,866,0,-866,,,,,,,,,,-436,-430,,,,,,,,,,,,,,,
NSB,08Jan2016,Eastern,N,866,867,0,-867,,,,,,,,,,-394,-473,,,,,,,,,,,,,,,
NSB,09Jan2016,Eastern,N,867,860,0,-860,,,,,,,,,,-499,-361,,,,,,,,,,,,,,,
NSB,10Jan2016,Eastern,N,860,865,0,-865,,,,,,,,,,-726,-139,,,,,,,,,,,,,,,
NSB,11Jan2016,Eastern,N,865,"1,069",0,"-1,069",,,,,,,,,,"-1,112",43,,,,,,,,,,,,,,,
NSB,12Jan2016,Eastern,N,"1,069","1,181",0,"-1,181",,,,,,,,,,-949,-232,,,,,,,,,,,,,,,
NSB,13Jan2016,Eastern,N,"1,181","1,199",0,"-1,199",,,,,,,,,,"-1,098",-101,,,,,,,,,,,,,,,
NSB,14Jan2016,Eastern,N,"1,199","1,080",0,"-1,080",,,,,,,,,,-925,-155,,,,,,,,,,,,,,,
NSB,15Jan2016,Eastern,N,"1,080",895,0,-895,,,,,,,,,,-692,-203,,,,,,,,,,,,,,,
NSB,16Jan2016,Eastern,N,895,880,0,-880,,,,,,,,,,-515,-365,,,,,,,,,,,,,,,
NSB,17Jan2016,Eastern,N,880,889,0,-889,,,,,,,,,,-519,-370,,,,,,,,,,,,,,,
NSB,18Jan2016,Eastern,N,889,"1,165",0,"-1,165",,,,,,,,,,-684,-481,,,,,,,,,,,,,,,
NSB,19Jan2016,Eastern,N,"1,165","1,419",0,"-1,419",,,,,,,,,,0,"-1,419",,,,,,,,,,,,,,,
NSB,20Jan2016,Eastern,N,"1,419","1,398",0,"-1,398",,,,,,,,,,0,"-1,398",,,,,,,,,,,,,,,
NSB,21Jan2016,Eastern,N,"1,398","1,177",0,"-1,177",,,,,,,,,,-77,"-1,100",,,,,,,,,,,,,,,
NSB,22Jan2016,Eastern,N,"1,177",988,0,-988,,,,,,,,,,-509,-479,,,,,,,,,,,,,,,
NSB,23Jan2016,Eastern,N,988,"1,466",0,"-1,466",,,,,,,,,,-916,-550,,,,,,,,,,,,,,,
NSB,24Jan2016,Eastern,N,"1,466","1,718",0,"-1,718",,,,,,,,,,"-1,134",-584,,,,,,,,,,,,,,,
NSB,25Jan2016,Eastern,N,"1,718","1,416",0,"-1,416",,,,,,,,,,-643,-773,,,,,,,,,,,,,,,
NSB,26Jan2016,Eastern,N,"1,416","1,035",0,"-1,035",,,,,,,,,,-598,-437,,,,,,,,,,,,,,,
NSB,27Jan2016,Eastern,N,"1,035",927,0,-927,,,,,,,,,,-421,-506,,,,,,,,,,,,,,,
NSB,28Jan2016,Eastern,N,927,961,0,-961,,,,,,,,,,-481,-480,,,,,,,,,,,,,,,
NSB,29Jan2016,Eastern,N,961,"1,018",0,"-1,018",,,,,,,,,,-734,-284,,,,,,,,,,,,,,,
NSB,30Jan2016,Eastern,N,"1,018","1,056",0,"-1,056",,,,,,,,,,-716,-340,,,,,,,,,,,,,,,
NSB,31Jan2016,Eastern,N,"1,056",971,0,-971,,,,,,,,,,-539,-432,,,,,,,,,,,,,,,
NSB,01Feb2016,Eastern,N,971,902,0,-902,,,,,,,,,,-536,-366,,,,,,,,,,,,,,,
NSB,02Feb2016,Eastern,N,902,916,0,-916,,,,,,,,,,-557,-359,,,,,,,,,,,,,,,
NSB,03Feb2016,Eastern,N,916,963,0,-963,,,,,,,,,,-647,-316,,,,,,,,,,,,,,,
NSB,04Feb2016,Eastern,N,963,948,0,-948,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,05Feb2016,Eastern,N,948,948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,06Feb2016,Eastern,N,,,,,,,,,,,,,,-519,-466,,,,,,,,,,,,,,,
NSB,07Feb2016,Eastern,N,,"1,280",0,"-1,280",,,,,,,,,,-740,-540,,,,,,,,,,,,,,,
NSB,08Feb2016,Eastern,N,"1,280","1,339",0,"-1,339",,,,,,,,,,"-1,106",-233,,,,,,,,,,,,,,,
NSB,09Feb2016,Eastern,N,"1,339","1,233",0,"-1,233",,,,,,,,,,"-1,172",-61,,,,,,,,,,,,,,,
NSB,10Feb2016,Eastern,N,"1,233","1,465",0,"-1,465",,,,,,,,,,"-1,276",-189,,,,,,,,,,,,,,,
NSB,11Feb2016,Eastern,N,"1,465","1,456",0,"-1,456",,,,,,,,,,"-1,173",-283,,,,,,,,,,,,,,,
NSB,12Feb2016,Eastern,N,"1,456","1,086",0,"-1,086",,,,,,,,,,"-1,041",-79,,,,,,,,,,,,,,,
NSB,13Feb2016,Eastern,N,"1,086",986,0,-986,,,,,,,,,,-327,-659,,,,,,,,,,,,,,,
NSB,14Feb2016,Eastern,N,986,"1,059",0,"-1,059",,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,15Feb2016,Eastern,N,"1,059","1,059",0,,,,,,,,,,,-400,-559,,,,,,,,,,,,,,,
NSB,16Feb2016,Eastern,N,,885,0,-885,,,,,,,,,,-278,-607,,,,,,,,,,,,,,,
NSB,17Feb2016,Eastern,N,885,952,0,-952,,,,,,,,,,-328,-624,,,,,,,,,,,,,,,
NSB,18Feb2016,Eastern,N,952,946,0,-946,,,,,,,,,,-499,-447,,,,,,,,,,,,,,,
NSB,19Feb2016,Eastern,N,946,946,0,-946,,,,,,,,,,-532,-401,,,,,,,,,,,,,,,
NSB,20Feb2016,Eastern,N,946,883,0,-883,,,,,,,,,,-249,-634,,,,,,,,,,,,,,,
NSB,21Feb2016,Eastern,N,883,883,0,-883,,,,,,,,,,-266,-617,,,,,,,,,,,,,,,
NSB,22Feb2016,Eastern,N,883,909,0,-909,,,,,,,,,,,,,,,,,,,,,,,,,,
NSB,23Feb2016,Eastern,N,909,909,0,,,,,,,,,,,-533,-404,,,,,,,,,,,,,,,
NSB,24Feb2016,Eastern,N,,974,0,-974,,,,,,,,,,-622,-352,,,,,,,,,,,,,,,
NSB,25Feb2016,Eastern,N,974,913,0,-913,,,,,,,,,,-686,-358,,,,,,,,,,,,,,,
NSB,26Feb2016,Eastern,N,913,"1,044",0,"-1,044",,,,,,,,,,-686,-358,,,,,,,,,,,,,,,
NSB,27Feb2016,Eastern,N,"1,044","1,114",0,"-1,114",,,,,,,,,,-542,-572,,,,,,,,,,,,,,,
NSB,28Feb2016,Eastern,N,"1,114","1,065",0,"-1,065",,,,,,,,,,-420,-645,,,,,,,,,,,,,,,
NSB,29Feb2016,Eastern,N,"1,065",948,0,-948,,,,,,,,,,-476,-472,,,,,,,,,,,,,,,
NSB,01Mar2016,Eastern,N,948,901,0,-901,,,,,,,,,,-502,-399,,,,,,,,,,,,,,,
NSB,02Mar2016,Eastern,N,901,896,0,-896,,,,,,,,,,-727,-169,,,,,,,,,,,,,,,
NSB,03Mar2016,Eastern,N,896,890,0,-890,,,,,,,,,,-784,-106,,,,,,,,,,,,,,,
NSB,04Mar2016,Eastern,N,890,861,0,-861,,,,,,,,,,-584,-277,,,,,,,,,,,,,,,
NSB,05Mar2016,Eastern,N,861,868,0,-868,,,,,,,,,,-578,-290,,,,,,,,,,,,,,,
NSB,06Mar2016,Eastern,N,868,891,0,-891,,,,,,,,,,-509,-382,,,,,,,,,,,,,,,
NSB,07Mar2016,Eastern,N,891,916,0,-916,,,,,,,,,,-426,-490,,,,,,,,,,,,,,,
NSB,08Mar2016,Eastern,N,916,915,0,-915,,,,,,,,,,-478,-437,,,,,,,,,,,,,,,
NSB,09Mar2016,Eastern,N,915,944,0,-944,,,,,,,,,,-618,-328,,,,,,,,,,,,,,,
NSB,10Mar2016,Eastern,N,944,975,0,-975,,,,,,,,,,-647,-332,,,,,,,,,,,,,,,
NSB,11Mar2016,Eastern,N,975,984,0,-984,,,,,,,,,,-560,-427,,,,,,,,,,,,,,,
NSB,12Mar2016,Eastern,N,984,"1,006",0,"-1,006",,,,,,,,,,-494,-512,,,,,,,,,,,,,,,
NSB,13Mar2016,Eastern,N,968,"1,011",0,"-1,011",,,,,,,,,,-487,-524,,,,,,,,,,,,,,,
NSB,14Mar2016,Eastern,N,,"1,049",0,,,,,,,,,,,-595,-538,,,,,,,,,,,,,,,
NSB,15Mar2016,Eastern,N,,"1,171",0,"-1,171",,,,,,,,,,-680,-491,,,,,,,,,,,,,,,
NSB,16Mar2016,Eastern,N,"1,171","1,163",0,"-1,163",,,,,,,,,,-545,-618,,,,,,,,,,,,,,,
NSB,17Mar2016,Eastern,N,"1,163","1,106",0,"-1,106",,,,,,,,,,-379,-727,,,,,,,,,,,,,,,
NSB,18Mar2016,Eastern,N,"1,106","1,008",0,"-1,008",,,,,,,,,,-475,-533,,,,,,,,,,,,,,,
NSB,19Mar2016,Eastern,N,"1,008","1,008",0,,,,,,,,,,,-571,-381,,,,,,,,,,,,,,,
NSB,20Mar2016,Eastern,N,952,993,0,-993,,,,,,,,,,-611,-382,,,,,,,,,,,,,,,
NSB,21Mar2016,Eastern,N,993,893,0,-893,,,,,,,,,,-620,-273,,,,,,,,,,,,,,,
NSB,22Mar2016,Eastern,N,893,959,0,-959,,,,,,,,,,-503,-456,,,,,,,,,,,,,,,
NSB,23Mar2016,Eastern,N,959,930,0,-930,,,,,,,,,,-586,-344,,,,,,,,,,,,,,,
NSB,24Mar2016,Eastern,N,930,984,0,-984,,,,,,,,,,-579,-405,,,,,,,,,,,,,,,
NSB,25Mar2016,Eastern,N,984,994,0,-994,,,,,,,,,,-564,-430,,,,,,,,,,,,,,,
NSB,26Mar2016,Eastern,N,994,"1,071",0,"-1,071",,,,,,,,,,-590,-481,,,,,,,,,,,,,,,
NSB,27Mar2016,Eastern,N,"1,071","1,168",0,"-1,168",,,,,,,,,,-629,-539,,,,,,,,,,,,,,,
NSB,28Mar2016,Eastern,N,"1,168","1,148",0,"-1,148",,,,,,,,,,-604,-544,,,,,,,,,,,,,,,
NSB,29Mar2016,Eastern,N,"1,148",995,0,-995,,,,,,,,,,-533,-497,,,,,,,,,,,,,,,
NSB,30Mar2016,Eastern,N,995,"1,058",0,"-1,058",,,,,,,,,,-578,-480,,,,,,,,,,,,,,,
NSB,31Mar2016,Eastern,N,"1,058","1,189",0,"-1,189",,,,,,,,,,-626,-563,,,,,,,,,,,,,,,
NSB,01Apr2016,Eastern,N,"1,189","1,300",0,"-1,300",,,,,,,,,,-609,-691,,,,,,,,,,,,,,,
NSB,02Apr2016,Eastern,N,"1,300","1,150",0,"-1,150",,,,,,,,,,-640,-510,,,,,,,,,,,,,,,
NSB,03Apr2016,Eastern,N,"1,150",894,0,-894,,,,,,,,,,-399,-495,,,,,,,,,,,,,,,
NSB,04Apr2016,Eastern,N,894,925,0,-925,,,,,,,,,,-364,-561,,,,,,,,,,,,,,,
NSB,05Apr2016,Eastern,N,925,934,0,-934,,,,,,,,,,-395,-539,,,,,,,,,,,,,,,
NSB,06Apr2016,Eastern,N,934,937,0,-937,,,,,,,,,,-516,-421,,,,,,,,,,,,,,,
NSB,07Apr2016,Eastern,N,937,"1,002",0,"-1,002",,,,,,,,,,-639,-363,,,,,,,,,,,,,,,
NSB,08Apr2016,Eastern,N,"1,002","1,031",0,"-1,031",,,,,,,,,,-709,-322,,,,,,,,,,,,,,,
NSB,09Apr2016,Eastern,N,"1,031",865,0,-865,,,,,,,,,,-479,-386,,,,,,,,,,,,,,,
NSB,10Apr2016,Eastern,N,865,888,0,-888,,,,,,,,,,-502,-384,,,,,,,,,,,,,,,
NSB,11Apr2016,Eastern,N,888,954,0,-954,,,,,,,,,,-467,-487,,,,,,,,,,,,,,,
NSB,12Apr2016,Eastern,N,954,997,0,-997,,,,,,,,,,-648,-349,,,,,,,,,,,,,,,
NSB,13Apr2016,Eastern,N,997,"1,016",0,"-1,016",,,,,,,,,,"-1,079",63,,,,,,,,,,,,,,,
NSB,14Apr2016,Eastern,N,"1,016","1,021",0,"-1,021",,,,,,,,,,-987,-34,,,,,,,,,,,,,,,
NSB,15Apr2016,Eastern,N,"1,021",968,0,-968,,,,,,,,,,-866,-102,,,,,,,,,,,,,,,
NSB,16Apr2016,Eastern,N,968,954,0,-954,,,,,,,,,,-582,-372,,,,,,,,,,,,,,,
NSB,17Apr2016,Eastern,N,954,909,0,-909,,,,,,,,,,-498,-411,,,,,,,,,,,,,,,
NSB,18Apr2016,Eastern,N,909,935,0,-935,,,,,,,,,,-580,-355,,,,,,,,,,,,,,,
NSB,19Apr2016,Eastern,N,935,955,0,-955,,,,,,,,,,-601,-354,,,,,,,,,,,,,,,
NSB,20Apr2016,Eastern,N,955,934,0,-934,,,,,,,,,,-559,-375,,,,,,,,,,,,,,,
NSB,21Apr2016,Eastern,N,934,"1,046",0,"-1,046",,,,,,,,,,-688,-358,,,,,,,,,,,,,,,
NSB,22Apr2016,Eastern,N,"1,046","1,058",0,"-1,058",,,,,,,,,,-599,-459,,,,,,,,,,,,,,,
NSB,23Apr2016,Eastern,N,"1,058","1,051",0,"-1,051",,,,,,,,,,-674,-377,,,,,,,,,,,,,,,
NSB,24Apr2016,Eastern,N,"1,051","1,062",0,"-1,062",,,,,,,,,,-606,-456,,,,,,,,,,,,,,,
NSB,25Apr2016,Eastern,N,"1,062","1,044",0,"-1,044",,,,,,,,,,-610,-434,,,,,,,,,,,,,,,
NSB,26Apr2016,Eastern,N,"1,044","1,037",0,"-1,037",,,,,,,,,,-574,-463,,,,,,,,,,,,,,,
NSB,27Apr2016,Eastern,N,"1,037","1,114",0,"-1,114",,,,,,,,,,-656,-458,,,,,,,,,,,,,,,
NSB,28Apr2016,Eastern,N,"1,114","1,171",0,"-1,171",,,,,,,,,,-684,-487,,,,,,,,,,,,,,,
NSB,29Apr2016,Eastern,N,"1,171","1,250",0,"-1,250",,,,,,,,,,-739,-511,,,,,,,,,,,,,,,
NSB,30Apr2016,Eastern,N,"1,250","1,228",0,"-1,228",,,,,,,,,,-576,-652,,,,,,,,,,,,,,,
NSB,01May2016,Eastern,N,"1,228","1,240",0,"-1,240",,,,,,,,,,-616,-624,,,,,,,,,,,,,,,
NSB,02May2016,Eastern,N,"1,240","1,265",0,"-1,265",,,,,,,,,,-821,-444,,,,,,,,,,,,,,,
NSB,03May2016,Eastern,N,"1,265","1,256",0,"-1,256",,,,,,,,,,-816,-440,,,,,,,,,,,,,,,
NSB,04May2016,Eastern,N,"1,256","1,000",0,"-1,000",,,,,,,,,,-497,-503,,,,,,,,,,,,,,,
NSB,05May2016,Eastern,N,"1,000",911,0,-911,,,,,,,,,,-491,-420,,,,,,,,,,,,,,,
NSB,06May2016,Eastern,N,911,855,0,-855,,,,,,,,,,-444,-411,,,,,,,,,,,,,,,
NSB,07May2016,Eastern,N,855,873,0,-873,,,,,,,,,,-317,-556,,,,,,,,,,,,,,,
NSB,08May2016,Eastern,N,873,967,0,-967,,,,,,,,,,-375,-592,,,,,,,,,,,,,,,
NSB,09May2016,Eastern,N,967,"1,041",0,"-1,041",,,,,,,,,,-629,-412,,,,,,,,,,,,,,,
NSB,10May2016,Eastern,N,"1,041","1,063",0,"-1,063",,,,,,,,,,-579,-484,,,,,,,,,,,,,,,
NSB,11May2016,Eastern,N,"1,063","1,175",0,"-1,175",,,,,,,,,,-728,-447,,,,,,,,,,,,,,,
NSB,12May2016,Eastern,N,"1,175","1,146",0,"-1,146",,,,,,,,,,-649,-497,,,,,,,,,,,,,,,
NSB,13May2016,Eastern,N,"1,146","1,222",0,"-1,222",,,,,,,,,,-685,-537,,,,,,,,,,,,,,,
NSB,14May2016,Eastern,N,"1,222","1,197",0,"-1,197",,,,,,,,,,-545,-652,,,,,,,,,,,,,,,
NSB,15May2016,Eastern,N,"1,197","1,110",0,"-1,110",,,,,,,,,,-620,-490,,,,,,,,,,,,,,,
NSB,16May2016,Eastern,N,"1,110","1,230",0,"-1,230",,,,,,,,,,-656,-574,,,,,,,,,,,,,,,
NSB,17May2016,Eastern,N,"1,230","1,188",0,"-1,188",,,,,,,,,,-663,-525,,,,,,,,,,,,,,,
NSB,18May2016,Eastern,N,"1,188","1,184",0,"-1,184",,,,,,,,,,-631,-553,,,,,,,,,,,,,,,
NSB,19May2016,Eastern,N,"1,184","1,287",0,"-1,287",,,,,,,,,,-670,-617,,,,,,,,,,,,,,,
NSB,20May2016,Eastern,N,"1,287","1,160",0,"-1,160",,,,,,,,,,-581,-579,,,,,,,,,,,,,,,
NSB,21May2016,Eastern,N,"1,160","1,205",0,"-1,205",,,,,,,,,,-539,-666,,,,,,,,,,,,,,,
NSB,22May2016,Eastern,N,"1,205","1,259",0,"-1,259",,,,,,,,,,-564,-695,,,,,,,,,,,,,,,
NSB,23May2016,Eastern,N,"1,259","1,179",0,"-1,179",,,,,,,,,,-572,-607,,,,,,,,,,,,,,,
NSB,24May2016,Eastern,N,"1,179","1,223",0,"-1,223",,,,,,,,,,-572,-607,,,,,,,,,,,,,,,
NSB,25May2016,Eastern,N,"1,223","1,260",0,"-1,260",,,,,,,,,,-681,-579,,,,,,,,,,,,,,,
NSB,26May2016,Eastern,N,"1,260","1,221",0,"-1,221",,,,,,,,,,-736,-485,,,,,,,,,,,,,,,
NSB,27May2016,Eastern,N,"1,221","1,320",0,"-1,320",,,,,,,,,,-671,-649,,,,,,,,,,,,,,,
NSB,28May2016,Eastern,N,"1,320","1,402",0,"-1,402",,,,,,,,,,-552,-850,,,,,,,,,,,,,,,
NSB,29May2016,Eastern,N,"1,402","1,402",0,"-1,402",,,,,,,,,,-483,-919,,,,,,,,,,,,,,,
NSB,30May2016,Eastern,N,"1,402","1,380",0,"-1,380",,,,,,,,,,-599,-781,,,,,,,,,,,,,,,
NSB,31May2016,Eastern,N,"1,380","1,366",0,"-1,366",,,,,,,,,,-768,-598,,,,,,,,,,,,,,,
NSB,01Jun2016,Eastern,N,"1,366","1,382",0,"-1,382",,,,,,,,,,-762,-620,,,,,,,,,,,,,,,
NSB,02Jun2016,Eastern,N,"1,382","1,448",0,"-1,448",,,,,,,,,,-702,-746,,,,,,,,,,,,,,,
NSB,03Jun2016,Eastern,N,"1,448","1,514",0,"-1,514",,,,,,,,,,-540,-974,,,,,,,,,,,,,,,
NSB,04Jun2016,Eastern,N,"1,514","1,523",0,"-1,523",,,,,,,,,,-477,"-1,046",,,,,,,,,,,,,,,
NSB,05Jun2016,Eastern,N,"1,523","1,448",0,"-1,448",,,,,,,,,,-278,"-1,170",,,,,,,,,,,,,,,
NSB,06Jun2016,Eastern,N,"1,448","1,302",0,"-1,302",,,,,,,,,,-501,-801,,,,,,,,,,,,,,,
NSB,07Jun2016,Eastern,N,"1,302","1,347",0,"-1,347",,,,,,,,,,-595,-752,,,,,,,,,,,,,,,
NSB,08Jun2016,Eastern,N,"1,347","1,423",0,"-1,423",,,,,,,,,,-645,-778,,,,,,,,,,,,,,,
NSB,09Jun2016,Eastern,N,"1,423","1,352",0,"-1,352",,,,,,,,,,-697,-655,,,,,,,,,,,,,,,
NSB,10Jun2016,Eastern,N,"1,352","1,443",0,"-1,443",,,,,,,,,,-726,-717,,,,,,,,,,,,,,,
NSB,11Jun2016,Eastern,N,"1,443","1,455",0,"-1,455",,,,,,,,,,-600,-855,,,,,,,,,,,,,,,
NSB,12Jun2016,Eastern,N,"1,455","1,427",0,"-1,427",,,,,,,,,,-619,-808,,,,,,,,,,,,,,,
NSB,13Jun2016,Eastern,N,"1,427","1,470",0,"-1,470",,,,,,,,,,-801,-669,,,,,,,,,,,,,,,
NSB,14Jun2016,Eastern,N,"1,470","1,554",0,"-1,554",,,,,,,,,,-859,-695,,,,,,,,,,,,,,,
NSB,15Jun2016,Eastern,N,"1,554","1,527",0,"-1,527",,,,,,,,,,-645,-882,,,,,,,,,,,,,,,
NSB,16Jun2016,Eastern,N,"1,527","1,469",0,"-1,469",,,,,,,,,,-547,-922,,,,,,,,,,,,,,,
NSB,17Jun2016,Eastern,N,"1,469","1,491",0,"-1,491",,,,,,,,,,-607,-884,,,,,,,,,,,,,,,
NSB,18Jun2016,Eastern,N,"1,491","1,304",0,"-1,304",,,,,,,,,,-457,-847,,,,,,,,,,,,,,,
NSB,19Jun2016,Eastern,N,"1,304","1,297",0,"-1,297",,,,,,,,,,-447,-850,,,,,,,,,,,,,,,
NSB,20Jun2016,Eastern,N,"1,297","1,301",0,"-1,301",,,,,,,,,,-634,-667,,,,,,,,,,,,,,,
NSB,21Jun2016,Eastern,N,"1,301","1,302",0,"-1,302",,,,,,,,,,-710,-592,,,,,,,,,,,,,,,
NSB,22Jun2016,Eastern,N,"1,302","1,386",0,"-1,386",,,,,,,,,,-620,-766,,,,,,,,,,,,,,,
NSB,23Jun2016,Eastern,N,"1,386","1,555",0,"-1,555",,,,,,,,,,-754,-801,,,,,,,,,,,,,,,
NSB,24Jun2016,Eastern,N,"1,555","1,618",0,"-1,618",,,,,,,,,,-659,-959,,,,,,,,,,,,,,,
NSB,25Jun2016,Eastern,N,"1,618","1,633",0,"-1,633",,,,,,,,,,-575,"-1,058",,,,,,,,,,,,,,,
NSB,26Jun2016,Eastern,N,"1,633","1,370",0,"-1,370",,,,,,,,,,-388,-982,,,,,,,,,,,,,,,
NSB,27Jun2016,Eastern,N,"1,370","1,465",0,"-1,465",,,,,,,,,,-673,-792,,,,,,,,,,,,,,,
NSB,28Jun2016,Eastern,N,"1,465","1,457",0,"-1,457",,,,,,,,,,-669,-788,,,,,,,,,,,,,,,
NSB,29Jun2016,Eastern,N,"1,457","1,515",0,"-1,515",,,,,,,,,,-732,-783,,,,,,,,,,,,,,,
NSB,30Jun2016,Eastern,N,"1,515","1,436",0,"-1,436",,,,,,,,,,-597,-839,,,,,,,,,,,,,,,
NSB,01Jul2016,Eastern,N,"1,436","1,431",0,"-1,431",,,,,,,,,,-475,-956,,,,,,,,,,,,,,,
NSB,02Jul2016,Eastern,N,"1,431","1,418",0,"-1,418",,,,,,,,,,-464,-954,,,,,,,,,,,,,,,
NSB,03Jul2016,Eastern,N,"1,418","1,628",0,"-1,628",,,,,,,,,,-560,"-1,068",,,,,,,,,,,,,,,
NSB,04Jul2016,Eastern,N,"1,628","1,742",0,"-1,742",,,,,,,,,,-576,"-1,166",,,,,,,,,,,,,,,
NSB,05Jul2016,Eastern,N,"1,742","1,760",0,"-1,760",,,,,,,,,,-620,"-1,140",,,,,,,,,,,,,,,
NSB,06Jul2016,Eastern,N,"1,760","1,756",0,"-1,756",,,,,,,,,,-707,"-1,049",,,,,,,,,,,,,,,
NSB,07Jul2016,Eastern,N,"1,756","1,718",0,"-1,718",,,,,,,,,,-682,"-1,036",,,,,,,,,,,,,,,
NSB,08Jul2016,Eastern,N,"1,718","1,735",0,"-1,735",,,,,,,,,,-675,"-1,060",,,,,,,,,,,,,,,
NSB,09Jul2016,Eastern,N,"1,735","1,680",0,"-1,680",,,,,,,,,,-576,"-1,104",,,,,,,,,,,,,,,
NSB,10Jul2016,Eastern,N,"1,680","1,655",0,"-1,655",,,,,,,,,,-614,"-1,041",,,,,,,,,,,,,,,
NSB,11Jul2016,Eastern,N,"1,655","1,711",0,"-1,711",,,,,,,,,,-520,"-1,188",,,,,,,,,,,,,,,
NSB,12Jul2016,Eastern,N,"1,711","1,712",0,"-1,712",,,,,,,,,,-468,"-1,244",,,,,,,,,,,,,,,
NSB,13Jul2016,Eastern,N,"1,712","1,672",0,"-1,672",,,,,,,,,,-542,"-1,130",,,,,,,,,,,,,,,
NSB,14Jul2016,Eastern,N,"1,672","1,545",0,"-1,545",,,,,,,,,,-611,"-1,043",,,,,,,,,,,,,,,
NSB,15Jul2016,Eastern,N,"1,545","1,687",0,"-1,687",,,,,,,,,,-695,-992,,,,,,,,,,,,,,,
NSB,16Jul2016,Eastern,N,"1,687","1,596",0,"-1,596",,,,,,,,,,-579,"-1,017",,,,,,,,,,,,,,,
NSB,17Jul2016,Eastern,N,"1,596","1,689",0,"-1,689",,,,,,,,,,-748,-941,,,,,,,,,,,,,,,
NSB,18Jul2016,Eastern,N,"1,689","1,727",0,"-1,727",,,,,,,,,,-830,-897,,,,,,,,,,,,,,,
NSB,19Jul2016,Eastern,N,"1,727","1,693",0,"-1,693",,,,,,,,,,-820,-873,,,,,,,,,,,,,,,
NSB,20Jul2016,Eastern,N,"1,693","1,680",0,"-1,680",,,,,,,,,,-866,-814,,,,,,,,,,,,,,,
NSB,21Jul2016,Eastern,N,"1,680","1,716",0,"-1,716",,,,,,,,,,-817,-899,,,,,,,,,,,,,,,
NSB,22Jul2016,Eastern,N,"1,716","1,678",0,"-1,678",,,,,,,,,,-828,-850,,,,,,,,,,,,,,,
NSB,23Jul2016,Eastern,N,"1,678","1,632",0,"-1,632",,,,,,,,,,-828,-850,,,,,,,,,,,,,,,
NSB,24Jul2016,Eastern,N,"1,632","1,632",0,"-1,632",,,,,,,,,,-662,-963,,,,,,,,,,,,,,,
NSB,25Jul2016,Eastern,N,"1,632","1,625",0,"-1,625",,,,,,,,,,-673,-878,,,,,,,,,,,,,,,
NSB,26Jul2016,Eastern,N,"1,625","1,623",0,"-1,623",,,,,,,,,,-668,-955,,,,,,,,,,,,,,,
NSB,27Jul2016,Eastern,N,"1,623","1,694",0,"-1,694",,,,,,,,,,-574,"-1,120",,,,,,,,,,,,,,,
NSB,28Jul2016,Eastern,N,"1,694","1,711",0,"-1,711",,,,,,,,,,-574,"-1,120",,,,,,,,,,,,,,,
NSB,29Jul2016,Eastern,N,"1,711","1,711",0,"-1,711",,,,,,,,,,-533,"-1,098",,,,,,,,,,,,,,,
NSB,30Jul2016,Eastern,N,"1,711","1,638",0,"-1,638",,,,,,,,,,-565,"-1,073",,,,,,,,,,,,,,,
NSB,31Jul2016,Eastern,N,"1,638","1,607",0,"-1,607",,,,,,,,,,-446,"-1,161",,,,,,,,,,,,,,,
NSB,01Aug2016,Eastern,N,"1,607","1,600",0,"-1,600",,,,,,,,,,-626,-974,,,,,,,,,,,,,,,
NSB,02Aug2016,Eastern,N,"1,600","1,600",0,"-1,600",,,,,,,,,,-284,"-1,316",,,,,,,,,,,,,,,
NSB,03Aug2016,Eastern,N,"1,600","1,544",0,"-1,544",,,,,,,,,,-440,"-1,104",,,,,,,,,,,,,,,
NSB,04Aug2016,Eastern,N,"1,544","1,371",0,"-1,371",,,,,,,,,,-399,-972,,,,,,,,,,,,,,,
NSB,05Aug2016,Eastern,N,"1,371","1,477",0,"-1,477",,,,,,,,,,-584,-893,,,,,,,,,,,,,,,
NSB,06Aug2016,Eastern,N,"1,477","1,536",0,"-1,536",,,,,,,,,,-819,-717,,,,,,,,,,,,,,,
NSB,07Aug2016,Eastern,N,"1,536","1,465",0,"-1,465",,,,,,,,,,-676,-789,,,,,,,,,,,,,,,
