BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,06Apr2018,Eastern,N,"1,424","1,497",0,"-1,497",,,,,,,,,,"-1,497",,,,,,,,,,,,,,,
HST,07Apr2018,Eastern,N,"1,501","1,523",0,"-1,523",,,,,,,,,,"-1,523",,,,,,,,,,,,,,,
HST,08Apr2018,Eastern,N,"1,544","1,580",0,"-1,580",,,,,,,,,,"-1,580",,,,,,,,,,,,,,,
HST,09Apr2018,Eastern,N,"1,620","1,669",0,"-1,669",,,,,,,,,,"-1,669",,,,,,,,,,,,,,,
HST,10Apr2018,Eastern,N,"1,696","1,738",0,"-1,738",,,,,,,,,,"-1,738",,,,,,,,,,,,,,,
HST,11Apr2018,Eastern,N,"1,668","1,541",0,"-1,541",,,,,,,,,,"-1,541",,,,,,,,,,,,,,,
HST,12Apr2018,Eastern,N,"1,523","1,425",0,"-1,425",,,,,,,,,,"-1,425",,,,,,,,,,,,,,,
HST,13Apr2018,Eastern,N,"1,561","1,504",0,"-1,504",,,,,,,,,,"-1,504",,,,,,,,,,,,,,,
HST,14Apr2018,Eastern,N,"1,510","1,582",0,"-1,582",,,,,,,,,,"-1,582",,,,,,,,,,,,,,,
HST,15Apr2018,Eastern,N,"1,547","1,700",0,"-1,700",,,,,,,,,,"-1,700",,,,,,,,,,,,,,,
HST,16Apr2018,Eastern,N,"1,551","1,430",0,"-1,430",,,,,,,,,,"-1,430",,,,,,,,,,,,,,,
HST,17Apr2018,Eastern,N,"1,334","1,214",0,"-1,214",,,,,,,,,,"-1,214",,,,,,,,,,,,,,,
HST,18Apr2018,Eastern,N,"1,307","1,329",0,"-1,329",,,,,,,,,,"-1,329",,,,,,,,,,,,,,,
HST,19Apr2018,Eastern,N,"1,405","1,454",0,"-1,454",,,,,,,,,,"-1,454",,,,,,,,,,,,,,,
HST,20Apr2018,Eastern,N,"1,502","1,537",0,"-1,537",,,,,,,,,,"-1,537",,,,,,,,,,,,,,,
HST,21Apr2018,Eastern,N,"1,525","1,546",0,"-1,546",,,,,,,,,,"-1,546",,,,,,,,,,,,,,,
HST,22Apr2018,Eastern,N,"1,537","1,615",0,"-1,615",,,,,,,,,,"-1,615",,,,,,,,,,,,,,,
HST,23Apr2018,Eastern,N,"1,508","1,672",0,"-1,672",,,,,,,,,,"-1,672",,,,,,,,,,,,,,,
HST,24Apr2018,Eastern,N,"1,684","1,723",0,"-1,722",,,,,,,,,,"-1,722",,,,,,,,,,,,,,,
HST,25Apr2018,Eastern,N,"1,690","1,604",0,"-1,605",,,,,,,,,,"-1,605",,,,,,,,,,,,,,,
HST,26Apr2018,Eastern,N,"1,641","1,498",0,"-1,498",,,,,,,,,,"-1,498",,,,,,,,,,,,,,,
HST,27Apr2018,Eastern,N,"1,403","1,393",2,"-1,391",,,,,,,,,,"-1,391",,,,,,,,,,,,,,,
HST,28Apr2018,Eastern,N,"1,554","1,453",0,"-1,453",,,,,,,,,,"-1,453",,,,,,,,,,,,,,,
HST,29Apr2018,Eastern,N,"1,465","1,493",0,"-1,493",,,,,,,,,,"-1,493",,,,,,,,,,,,,,,
HST,30Apr2018,Eastern,N,"1,485","1,522",0,"-1,522",,,,,,,,,,"-1,522",,,,,,,,,,,,,,,
HST,01May2018,Eastern,N,"1,573","1,503",0,"-1,503",,,,,,,,,,"-1,503",,,,,,,,,,,,,,,
HST,02May2018,Eastern,N,"1,519","1,560",0,"-1,560",,,,,,,,,,"-1,560",,,,,,,,,,,,,,,
HST,03May2018,Eastern,N,"1,653","1,583",0,"-1,583",,,,,,,,,,"-1,583",,,,,,,,,,,,,,,
HST,04May2018,Eastern,N,"1,598","1,560",0,"-1,561",,,,,,,,,,"-1,561",,,,,,,,,,,,,,,
HST,05May2018,Eastern,N,"1,476","1,511",0,"-1,511",,,,,,,,,,"-1,511",,,,,,,,,,,,,,,
HST,06May2018,Eastern,N,"1,505","1,674",0,"-1,674",,,,,,,,,,"-1,674",,,,,,,,,,,,,,,
HST,07May2018,Eastern,N,"1,669","1,660",3,"-1,657",,,,,,,,,,"-1,657",,,,,,,,,,,,,,,
HST,08May2018,Eastern,N,"1,654","1,640",0,"-1,639",,,,,,,,,,"-1,639",,,,,,,,,,,,,,,
HST,09May2018,Eastern,N,"1,605","1,603",39,"-1,566",,,,,,,,,,"-1,566",,,,,,,,,,,,,,,
HST,10May2018,Eastern,N,"1,609","1,566",3,"-1,563",,,,,,,,,,"-1,563",,,,,,,,,,,,,,,
HST,11May2018,Eastern,N,"1,572","1,587",7,"-1,580",,,,,,,,,,"-1,580",,,,,,,,,,,,,,,
HST,12May2018,Eastern,N,"1,643","1,407",3,"-1,404",,,,,,,,,,"-1,404",,,,,,,,,,,,,,,
HST,13May2018,Eastern,N,"1,572","1,360",0,"-1,360",,,,,,,,,,"-1,360",,,,,,,,,,,,,,,
HST,14May2018,Eastern,N,"1,571","1,569",6,"-1,566",,,,,,,,,,"-1,566",,,,,,,,,,,,,,,
HST,15May2018,Eastern,N,"1,600","1,582",8,"-1,575",,,,,,,,,,"-1,575",,,,,,,,,,,,,,,
HST,16May2018,Eastern,N,"1,582","1,657",1,"-1,657",,,,,,,,,,"-1,657",,,,,,,,,,,,,,,
HST,17May2018,Eastern,N,"1,693","1,439",0,"-1,439",,,,,,,,,,"-1,439",,,,,,,,,,,,,,,
HST,18May2018,Eastern,N,"1,545","1,536",0,"-1,537",,,,,,,,,,"-1,537",,,,,,,,,,,,,,,
HST,19May2018,Eastern,N,"1,590","1,377",0,"-1,377",,,,,,,,,,"-1,377",,,,,,,,,,,,,,,
HST,20May2018,Eastern,N,"1,561","1,382",0,"-1,382",,,,,,,,,,"-1,382",,,,,,,,,,,,,,,
HST,21May2018,Eastern,N,"1,571","1,422",1,"-1,422",,,,,,,,,,"-1,422",,,,,,,,,,,,,,,
HST,22May2018,Eastern,N,"1,594","1,496",4,"-1,492",,,,,,,,,,"-1,492",,,,,,,,,,,,,,,
HST,23May2018,Eastern,N,"1,527","1,640",5,"-1,635",,,,,,,,,,"-1,635",,,,,,,,,,,,,,,
HST,24May2018,Eastern,N,"1,487","1,631",5,"-1,625",,,,,,,,,,"-1,625",,,,,,,,,,,,,,,
HST,25May2018,Eastern,N,"1,679","1,457",10,"-1,450",,,,,,,,,,"-1,450",,,,,,,,,,,,,,,
HST,26May2018,Eastern,N,"1,432","1,335",0,"-1,335",,,,,,,,,,"-1,335",,,,,,,,,,,,,,,
HST,27May2018,Eastern,N,"1,313","1,515",0,"-1,515",,,,,,,,,,"-1,515",,,,,,,,,,,,,,,
HST,28May2018,Eastern,N,"1,548","1,499",17,"-1,483",,,,,,,,,,"-1,483",,,,,,,,,,,,,,,
HST,29May2018,Eastern,N,"1,526","1,613",23,"-1,589",,,,,,,,,,"-1,589",,,,,,,,,,,,,,,
HST,30May2018,Eastern,N,"1,515","1,785",17,"-1,769",,,,,,,,,,"-1,769",,,,,,,,,,,,,,,
HST,31May2018,Eastern,N,"1,793","1,685",11,"-1,673",,,,,,,,,,"-1,673",,,,,,,,,,,,,,,
HST,01Jun2018,Eastern,N,"1,642","1,672",12,"-1,659",,,,,,,,,,"-1,659",,,,,,,,,,,,,,,
HST,02Jun2018,Eastern,N,"1,638","1,763",0,"-1,763",,,,,,,,,,"-1,763",,,,,,,,,,,,,,,
HST,03Jun2018,Eastern,N,"1,679","1,902",0,"-1,902",,,,,,,,,,"-1,902",,,,,,,,,,,,,,,
HST,04Jun2018,Eastern,N,"1,888","1,952",0,"-1,952",,,,,,,,,,"-1,952",,,,,,,,,,,,,,,
HST,05Jun2018,Eastern,N,"1,952","1,954",0,"-1,954",,,,,,,,,,"-1,954",,,,,,,,,,,,,,,
HST,06Jun2018,Eastern,N,"1,942","1,489",0,"-1,489",,,,,,,,,,,,,,,,,,,,,,,,,
HST,07Jun2018,Eastern,N,"1,936","1,801",0,"-1,801",,,,,,,,,,"-1,801",,,,,,,,,,,,,,,
HST,08Jun2018,Eastern,N,"1,635","1,728",0,"-1,729",,,,,,,,,,"-1,729",,,,,,,,,,,,,,,
HST,09Jun2018,Eastern,N,"1,720","1,536",0,"-1,536",,,,,,,,,,"-1,536",,,,,,,,,,,,,,,
HST,10Jun2018,Eastern,N,"1,821","1,634",0,"-1,634",,,,,,,,,,"-1,634",,,,,,,,,,,,,,,
HST,11Jun2018,Eastern,N,"1,695","1,636",0,"-1,636",,,,,,,,,,"-1,636",,,,,,,,,,,,,,,
HST,12Jun2018,Eastern,N,"1,909","1,657",0,"-1,657",,,,,,,,,,"-1,657",,,,,,,,,,,,,,,
HST,13Jun2018,Eastern,N,"1,829","1,709",0,"-1,709",,,,,,,,,,"-1,709",,,,,,,,,,,,,,,
HST,14Jun2018,Eastern,N,"1,845","1,583",0,"-1,583",,,,,,,,,,"-1,583",,,,,,,,,,,,,,,
HST,15Jun2018,Eastern,N,"1,750","1,691",5,"-1,686",,,,,,,,,,"-1,686",,,,,,,,,,,,,,,
HST,16Jun2018,Eastern,N,"1,741","1,745",0,"-1,745",,,,,,,,,,"-1,745",,,,,,,,,,,,,,,
HST,17Jun2018,Eastern,N,"1,741","1,835",0,"-1,835",,,,,,,,,,"-1,835",,,,,,,,,,,,,,,
HST,18Jun2018,Eastern,N,0,"1,853",2,"-1,853",,,,,,,,,,"-1,853",,,,,,,,,,,,,,,
HST,19Jun2018,Eastern,N,"1,848","1,795",0,"-1,795",,,,,,,,,,"-1,795",,,,,,,,,,,,,,,
HST,20Jun2018,Eastern,N,"1,796","1,879",0,"-1,879",,,,,,,,,,"-1,879",,,,,,,,,,,,,,,
HST,21Jun2018,Eastern,N,"1,880","1,955",0,"-1,955",,,,,,,,,,"-1,955",,,,,,,,,,,,,,,
HST,22Jun2018,Eastern,N,"1,953","1,917",1,"-1,915",,,,,,,,,,"-1,915",,,,,,,,,,,,,,,
HST,23Jun2018,Eastern,N,"1,907","1,705",0,"-1,705",,,,,,,,,,"-1,705",,,,,,,,,,,,,,,
HST,24Jun2018,Eastern,N,"1,860","1,756",0,"-1,756",,,,,,,,,,"-1,756",,,,,,,,,,,,,,,
HST,25Jun2018,Eastern,N,"1,858","1,841",0,"-1,841",,,,,,,,,,"-1,841",,,,,,,,,,,,,,,
HST,26Jun2018,Eastern,N,"1,858","1,873",6,"-1,867",,,,,,,,,,"-1,867",,,,,,,,,,,,,,,
HST,27Jun2018,Eastern,N,"1,882","1,818",0,"-1,819",,,,,,,,,,"-1,819",,,,,,,,,,,,,,,
HST,28Jun2018,Eastern,N,"1,886","1,762",0,"-1,762",,,,,,,,,,"-1,762",,,,,,,,,,,,,,,
HST,29Jun2018,Eastern,N,"1,794","1,708",0,"-1,708",,,,,,,,,,,,,,,,,,,,,,,,,
HST,30Jun2018,Eastern,N,"1,852","1,679",0,"-1,679",,,,,,,,,,,,,,,,,,,,,,,,,
HST,01Jul2018,Eastern,N,"1,748","1,772",0,"-1,772",,,,,,,,,,,,,,,,,,,,,,,,,
HST,02Jul2018,Eastern,N,"1,849","1,942",6,"-1,936",,,,,,,,,,,,,,,,,,,,,,,,,
HST,03Jul2018,Eastern,N,"1,938","1,900",9,"-1,892",,,,,,,,,,,,,,,,,,,,,,,,,
HST,04Jul2018,Eastern,N,"1,892","1,739",0,"-1,739",,,,,,,,,,,,,,,,,,,,,,,,,
HST,05Jul2018,Eastern,N,"1,866","1,735",0,"-1,735",,,,,,,,,,,,,,,,,,,,,,,,,
HST,06Jul2018,Eastern,N,"1,861","1,840",5,"-1,834",,,,,,,,,,,,,,,,,,,,,,,,,
HST,07Jul2018,Eastern,N,"1,848","1,912",0,"-1,912",,,,,,,,,,,,,,,,,,,,,,,,,
HST,08Jul2018,Eastern,N,"1,907","1,926",0,"-1,926",,,,,,,,,,,,,,,,,,,,,,,,,
HST,09Jul2018,Eastern,N,"1,876","2,015",4,"-2,011",,,,,,,,,,,,,,,,,,,,,,,,,
HST,10Jul2018,Eastern,N,"2,056","1,810",0,"-1,810",,,,,,,,,,,,,,,,,,,,,,,,,
HST,11Jul2018,Eastern,N,"1,809","1,694",2,"-1,692",,,,,,,,,,,,,,,,,,,,,,,,,
HST,12Jul2018,Eastern,N,"1,757","1,711",7,"-1,703",,,,,,,,,,,,,,,,,,,,,,,,,
HST,13Jul2018,Eastern,N,"1,777","1,735",9,"-1,725",,,,,,,,,,,,,,,,,,,,,,,,,
HST,14Jul2018,Eastern,N,"1,739","1,809",0,"-1,809",,,,,,,,,,,,,,,,,,,,,,,,,
HST,15Jul2018,Eastern,N,"1,809","1,888",0,"-1,888",,,,,,,,,,,,,,,,,,,,,,,,,
HST,16Jul2018,Eastern,N,"1,871","1,945",0,"-1,945",,,,,,,,,,"-1,945",,,,,,,,,624,,,,,,
HST,17Jul2018,Eastern,N,"1,948","1,882",0,"-1,882",,0,,,,,,,,,,,,,0,,,0,,,,0,,,
HST,18Jul2018,Eastern,N,"1,909","1,913",0,"-1,913",,0,,,,,,,,"-1,913",,,,,0,,,0,606,0,606,0,"1,913",,0.70
HST,19Jul2018,Eastern,N,"1,923","1,925",0,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,20Jul2018,Eastern,N,"1,919","1,896",0,"-1,896",,,,,,,,,,"-1,896",,,,,,,,,604,,,,,,
HST,21Jul2018,Eastern,N,"1,920","1,995",0,"-1,995",,,,,,,,,,"-1,995",,,,,,,,,643,,,,,,
HST,22Jul2018,Eastern,N,"1,999","1,894",0,"-1,894",,,,,,,,,,"-1,894",,,,,,,,,606,,,,,,
HST,23Jul2018,Eastern,N,"1,916","1,852",0,"-1,852",,,,,,,,,,"-1,852",,,,,,,,,590,,,,,,
HST,24Jul2018,Eastern,N,"1,932","1,805",0,"-1,805",,,,,,,,,,"-1,805",,,,,,,,,573,,,,,,
HST,25Jul2018,Eastern,N,"1,838","2,016",19,"-1,990",,,,,,,,,,"-1,990",,,,,,,,,642,,,,,,
HST,26Jul2018,Eastern,N,"1,963","1,920",9,"-1,910",,,,,,,,,,"-1,910",,,,,,,,,619,,,,,,
HST,27Jul2018,Eastern,N,"1,991","1,779",0,"-1,779",,,,,,,,,,"-1,779",,,,,,,,,577,,,,,,
HST,28Jul2018,Eastern,N,"1,748","1,708",0,"-1,708",,,,,,,,,,"-1,708",,,,,,,,,543,,,,,,
HST,29Jul2018,Eastern,N,"1,979","1,652",0,"-1,652",,,,,,,,,,"-1,652",,,,,,,,,516,,,,,,
HST,30Jul2018,Eastern,N,"1,975","1,565",2,"-1,563",,,,,,,,,,"-1,563",,,,,,,,,490,,,,,,
HST,31Jul2018,Eastern,N,"1,931","1,768",0,"-1,768",,,,,,,,,,"-1,768",,,,,,,,,561,,,,,,
HST,01Aug2018,Eastern,N,"1,977","1,817",1,"-1,815",,,,,,,,,,"-1,815",,,,,,,,,580,,,,,,
HST,02Aug2018,Eastern,N,"1,977","1,907",0,"-1,906",,,,,,,,,,"-1,906",,,,,,,,,607,,,,,,
HST,03Aug2018,Eastern,N,"1,902","1,877",0,"-1,877",,,,,,,,,,"-1,877",,,,,,,,,599,,,,,,
HST,04Aug2018,Eastern,N,"1,877","1,880",4,"-1,874",,,,,,,,,,"-1,874",,,,,,,,,598,,,,,,
HST,05Aug2018,Eastern,N,"1,875","1,919",1,"-1,917",,,,,,,,,,"-1,917",,,,,,,,,612,,,,,,
HST,06Aug2018,Eastern,N,"1,958","1,913",7,"-1,904",,,,,,,,,,"-1,904",,,,,,,,,612,,,,,,
HST,07Aug2018,Eastern,N,"1,907","1,891",0,"-1,891",,,,,,,,,,"-1,891",,,,,,,,,608,,,,,,
HST,08Aug2018,Eastern,N,"1,942","1,979",0,"-1,979",,,,,,,,,,"-1,979",,,,,,,,,640,,,,,,
HST,09Aug2018,Eastern,N,"1,984","1,887",5,"-1,883",,5,,,,,,,,"-1,883",,0.91,,,2,,,2,610,0,612,5,"1,888",0.91,0.72
HST,10Aug2018,Eastern,N,"1,971","1,756",3,"-1,753",,3,,,,,,,,"-1,753",,0.91,,,1,,,1,568,0,569,3,"1,756",0.91,0.71
HST,11Aug2018,Eastern,N,"1,689","1,566",0,"-1,566",,0,,,,,,,,"-1,566",,,,,0,,,0,499,0,499,0,"1,566",,0.70
HST,12Aug2018,Eastern,N,"1,678","1,582",0,"-1,582",,0,,,,,,,,"-1,582",,,,,0,,,0,496,0,496,0,"1,582",,0.69
HST,13Aug2018,Eastern,N,"1,803","1,851",0,"-1,851",,0,,,,,,,,"-1,851",,,,,0,,,0,612,0,612,0,"1,851",,0.73
HST,14Aug2018,Eastern,N,"1,836","1,887",2,"-1,885",,2,,,,,,,,"-1,885",,0.91,,,1,,,1,623,0,624,2,"1,887",0.91,0.73
HST,15Aug2018,Eastern,N,"1,891","1,923",8,"-1,914",,8,,,,,,,,"-1,914",,0.91,,,3,,,3,621,0,624,8,"1,922",0.91,0.72
HST,16Aug2018,Eastern,N,"1,924","2,006",1,"-2,004",,1,,,,,,,,"-2,004",,0.92,,,0,,,0,651,0,652,1,"2,005",0.92,0.72
HST,17Aug2018,Eastern,N,"2,004","1,974",0,"-1,974",,0,,,,,,,,"-1,974",,,,,0,,,0,643,0,643,0,"1,974",,0.72
HST,18Aug2018,Eastern,N,"2,017","2,032",2,"-2,030",,2,,,,,,,,"-2,030",,0.92,,,1,,,1,660,0,661,2,"2,032",0.92,0.72
HST,19Aug2018,Eastern,N,"2,004","1,848",0,"-1,848",,0,,,,,,,,"-1,848",,,,,0,,,0,589,0,589,0,"1,848",,0.70
HST,20Aug2018,Eastern,N,"1,952","1,882",2,"-1,881",,2,,,,,,,,"-1,881",,0.92,,,1,,,1,604,0,605,2,"1,883",0.92,0.71
HST,21Aug2018,Eastern,N,"2,000","1,945",0,"-1,945",,0,,,,,,,,"-1,945",,,,,0,,,0,633,0,633,0,"1,945",,0.72
HST,22Aug2018,Eastern,N,"1,960","1,870",0,"-1,870",,0,,,,,,,,"-1,870",,,,,0,,,0,607,0,607,0,"1,870",,0.72
HST,23Aug2018,Eastern,N,"1,998","1,768",1,"-1,767",,1,,,,,,,,"-1,767",,0.92,,,0,,,0,571,0,572,1,"1,768",0.92,0.71
HST,24Aug2018,Eastern,N,"1,834","1,733",0,"-1,733",,0,,,,,,,,"-1,733",,,,,0,,,0,560,0,560,0,"1,733",,0.71
HST,25Aug2018,Eastern,N,"1,905","1,594",0,"-1,594",,0,,,,,,,,"-1,594",,,,,0,,,0,504,0,504,0,"1,594",,0.70
HST,26Aug2018,Eastern,N,"1,918","1,791",0,"-1,791",,0,,,,,,,,"-1,791",,,,,0,,,0,575,0,575,0,"1,791",,0.71
HST,27Aug2018,Eastern,N,"2,005","1,930",11,"-1,917",,11,,,,,,,,"-1,917",,0.91,,,5,,,5,652,0,657,11,"1,928",0.91,0.75
HST,28Aug2018,Eastern,N,"1,933","1,823",0,"-1,822",,0,,,,,,,,"-1,822",,,,,0,,,0,609,0,609,0,"1,822",,0.74
HST,29Aug2018,Eastern,N,"1,931","1,839",0,"-1,837",,0,,,,,,,,"-1,837",,,,,0,,,0,617,0,617,0,"1,837",,0.74
HST,30Aug2018,Eastern,N,"1,818","1,672",3,"-1,668",,3,,,,,,,,"-1,668",,0.92,,,1,,,1,562,0,563,3,"1,671",0.92,0.74
HST,31Aug2018,Eastern,N,"1,793","1,771",0,"-1,770",,0,,,,,,,,"-1,770",,,,,0,,,0,600,0,600,0,"1,770",,0.75
HST,01Sep2018,Eastern,N,"1,849","1,810",0,"-1,810",,0,,,,,,,,"-1,810",,,,,0,,,0,604,0,604,0,"1,810",,0.74
HST,02Sep2018,Eastern,N,"1,829","1,653",0,"-1,653",,0,,,,,,,,"-1,653",,,,,0,,,0,544,0,544,0,"1,653",,0.73
HST,03Sep2018,Eastern,N,"1,635","1,479",0,"-1,478",,0,,,,,,,,"-1,478",,,,,0,,,0,479,0,479,0,"1,478",,0.71
HST,04Sep2018,Eastern,N,"1,739","1,756",0,"-1,756",,0,,,,,,,,"-1,756",,,,,0,,,0,584,0,584,0,"1,756",,0.73
HST,05Sep2018,Eastern,N,"1,935","1,862",0,"-1,862",,0,,,,,,,,"-1,862",,,,,0,,,0,627,0,627,0,"1,862",,0.74
HST,06Sep2018,Eastern,N,"1,864","1,852",2,"-1,850",,2,,,,,,,,"-1,850",,0.91,,,1,,,1,613,0,614,2,"1,852",0.91,0.73
HST,07Sep2018,Eastern,N,"1,848","1,674",0,"-1,674",,0,,,,,,,,"-1,674",,,,,0,,,0,556,0,556,0,"1,674",,0.73
HST,08Sep2018,Eastern,N,"1,820","1,604",0,"-1,604",,0,,,,,,,,"-1,604",,,,,0,,,0,531,0,531,0,"1,604",,0.73
HST,09Sep2018,Eastern,N,"1,601","1,633",0,"-1,633",,0,,,,,,,,"-1,633",,,,,0,,,0,543,0,543,0,"1,633",,0.73
HST,10Sep2018,Eastern,N,"1,748","1,724",0,"-1,724",,0,,,,,,,,"-1,724",,,,,0,,,0,583,0,583,0,"1,724",,0.75
HST,11Sep2018,Eastern,N,"1,733","1,765",0,"-1,765",,0,,,,,,,,"-1,765",,,,,0,,,0,596,0,596,0,"1,765",,0.74
HST,12Sep2018,Eastern,N,"1,848","1,895",0,"-1,895",,0,,,,,,,,"-1,895",,,,,0,,,0,646,0,646,0,"1,895",,0.75
HST,13Sep2018,Eastern,N,"1,947","1,929",0,"-1,929",,0,,,,,,,,"-1,929",,,,,0,,,0,658,0,658,0,"1,929",,0.75
HST,14Sep2018,Eastern,N,"1,916","1,880",1,"-1,880",,1,,,,,,,,"-1,880",,0.91,,,0,,,0,635,0,636,1,"1,881",0.91,0.74
HST,15Sep2018,Eastern,N,"1,876","1,866",0,"-1,866",,0,,,,,,,,"-1,866",,,,,0,,,0,631,0,631,0,"1,866",,0.75
HST,16Sep2018,Eastern,N,"1,860","1,976",0,"-1,976",,0,,,,,,,,"-1,976",,,,,0,,,0,675,0,675,0,"1,976",,0.75
HST,17Sep2018,Eastern,N,"1,972","1,991",0,"-1,991",,0,,,,,,,,"-1,989",,,,,0,,,0,683,0,683,0,"1,989",,0.76
HST,18Sep2018,Eastern,N,"1,998","1,965",0,"-1,965",,0,,,,,,,,"-1,965",,,,,0,,,0,671,0,671,0,"1,965",,0.75
HST,19Sep2018,Eastern,N,"1,903","1,871",0,"-1,871",,0,,,,,,,,"-1,871",,,,,0,,,0,644,0,644,0,"1,871",,0.76
HST,20Sep2018,Eastern,N,"1,883","1,745",0,"-1,745",,0,,,,,,,,"-1,745",,,,,0,,,0,599,0,599,0,"1,745",,0.76
HST,21Sep2018,Eastern,N,"1,864","1,753",0,"-1,753",,0,,,,,,,,"-1,753",,,,,0,,,0,604,0,604,0,"1,753",,0.76
HST,22Sep2018,Eastern,N,"1,786","1,804",0,"-1,804",,0,,,,,,,,"-1,804",,,,,0,,,0,615,0,615,0,"1,804",,0.75
HST,23Sep2018,Eastern,N,"1,785","1,903",0,"-1,903",,0,,,,,,,,"-1,903",,,,,0,,,0,649,0,649,0,"1,903",,0.75
HST,24Sep2018,Eastern,N,"1,980","1,896",0,"-1,896",,0,,,,,,,,"-1,896",,,,,0,,,0,653,0,653,0,"1,896",,0.76
HST,25Sep2018,Eastern,N,"1,884","1,953",5,"-1,948",,5,,,,,,,,"-1,948",,0.92,,,2,,,2,674,0,676,5,"1,953",0.92,0.76
HST,26Sep2018,Eastern,N,"1,931","1,983",0,"-1,983",,0,,,,,,,,"-1,983",,,,,0,,,0,690,0,690,0,"1,983",,0.77
HST,27Sep2018,Eastern,N,"1,980","1,979",0,"-1,979",,0,,,,,,,,"-1,979",,,,,0,,,0,659,0,659,0,"1,979",,0.73
HST,28Sep2018,Eastern,N,"1,975","1,945",0,"-1,945",,0,,,,,,,,"-1,945",,,,,0,,,0,676,0,676,0,"1,945",,0.77
HST,29Sep2018,Eastern,N,"1,872","1,796",0,"-1,796",,0,,,,,,,,"-1,796",,,,,0,,,0,617,0,617,0,"1,796",,0.76
HST,30Sep2018,Eastern,N,"1,786","1,866",0,"-1,866",,0,,,,,,,,"-1,866",,,,,0,,,0,659,0,659,0,"1,866",,0.78
HST,01Oct2018,Eastern,N,"1,728","1,836",1,"-1,836",,1,,,,,,,,"-1,836",,0.92,,,0,,,0,661,0,662,1,"1,837",0.92,0.79
HST,02Oct2018,Eastern,N,"1,834","1,785",0,"-1,785",,0,,,,,,,,"-1,785",,,,,0,,,0,638,0,638,0,"1,785",,0.79
HST,03Oct2018,Eastern,N,"1,782","1,762",0,"-1,762",,0,,,,,,,,"-1,762",,,,,0,,,0,628,0,628,0,"1,762",,0.79
HST,04Oct2018,Eastern,N,"1,690","1,732",2,"-1,730",,2,,,,,,,,"-1,730",,0.92,,,1,,,1,601,0,602,2,"1,732",0.92,0.77
HST,05Oct2018,Eastern,N,"1,797","1,803",0,"-1,803",,0,,,,,,,,"-1,803",,,,,0,,,0,607,0,607,0,"1,803",,0.74
HST,06Oct2018,Eastern,N,"1,793","1,747",0,"-1,747",,0,,,,,,,,"-1,747",,,,,0,,,0,582,0,582,0,"1,747",,0.73
HST,07Oct2018,Eastern,N,"1,726","1,751",0,"-1,751",,0,,,,,,,,"-1,751",,,,,0,,,0,584,0,584,0,"1,751",,0.74
HST,08Oct2018,Eastern,N,"1,796","1,732",2,"-1,728",,2,,,,,,,,"-1,728",,0.92,,,1,,,1,583,0,584,2,"1,730",0.92,0.74
HST,09Oct2018,Eastern,N,"1,718","1,831",0,,,0,,,,,,,,,,,,,0,,,0,,,,0,,,
HST,10Oct2018,Eastern,N,"1,851","1,918",0,"-1,918",,0,,,,,,,,"-1,918",,,,,0,,,0,659,0,659,0,"1,918",,0.76
HST,11Oct2018,Eastern,N,"1,810","1,739",0,"-1,739",,0,,,,,,,,"-1,739",,,,,0,,,0,592,0,592,0,"1,739",,0.75
HST,12Oct2018,Eastern,N,"1,788","1,729",0,"-1,729",,0,,,,,,,,"-1,729",,,,,0,,,0,590,0,590,0,"1,729",,0.75
HST,13Oct2018,Eastern,N,"1,754","1,726",0,"-1,726",,0,,,,,,,,"-1,726",,,,,0,,,0,606,0,606,0,"1,726",,0.77
HST,14Oct2018,Eastern,N,"1,720","1,840",0,"-1,840",,0,,,,,,,,"-1,840",,,,,0,,,0,657,0,657,0,"1,840",,0.79
HST,15Oct2018,Eastern,N,"1,844","1,882",0,"-1,880",,0,,,,,,,,"-1,880",,,,,0,,,0,677,0,677,0,"1,880",,0.79
HST,16Oct2018,Eastern,N,"1,875","1,892",0,"-1,892",,0,,,,,,,,"-1,892",,,,,0,,,0,679,0,679,0,"1,892",,0.79
HST,17Oct2018,Eastern,N,"1,893","1,855",0,"-1,855",,0,,,,,,,,"-1,855",,,,,0,,,0,666,0,666,0,"1,855",,0.79
HST,18Oct2018,Eastern,N,"1,854","1,830",0,"-1,830",,0,,,,,,,,,,,,,0,,,0,,,,0,,,
HST,19Oct2018,Eastern,N,"1,792","1,803",3,"-1,800",,3,,,,,,,,"-1,800",,0.92,,,1,,,1,601,0,602,3,"1,803",0.92,0.74
HST,20Oct2018,Eastern,N,"1,790","1,765",2,"-1,763",,2,,,,,,,,"-1,763",,0.92,,,1,,,1,578,0,579,2,"1,765",0.92,0.72
HST,21Oct2018,Eastern,N,"1,736","1,789",0,"-1,789",,0,,,,,,,,"-1,789",,,,,0,,,0,582,0,582,0,"1,789",,0.72
