BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,MISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GLHB,23Oct2021,Central,Y,,,"3,718","3,686","3,718",,,,,,,,,"3,102",584,2.35,,,"3,971",,,,"3,971",0,"3,937",,"3,718",32,2.35,
GLHB,24Oct2021,Central,Y,,,"3,964","3,934","3,964",,,,,,,,,"3,386",548,2.35,,,"4,231",,,,"4,231",0,"4,199",,"3,964",30,2.35,
GLHB,25Oct2021,Central,Y,,,"6,637","6,593","6,637",,,,,,,,,"3,849","2,744",2.35,,,"7,081",,,,"7,081",0,"7,034",,"6,637",44,2.35,
GLHB,26Oct2021,Central,Y,,,"5,592","5,547","5,592",,,,,,,,,"3,657","1,890",2.36,,,"5,985",,,,"5,985",0,"5,937",,"5,592",45,2.36,
GLHB,27Oct2021,Central,Y,,,"4,669","4,629","4,669",,,,,,,,,"3,262","1,367",2.36,,,"4,998",,,,"4,998",116,"5,072",,"4,669",40,2.36,
GLHB,28Oct2021,Central,Y,,,"5,440","5,393","5,440",,,,,,,,,"3,118","2,275",2.36,,,"5,828",,,,"5,828",43,"5,821",,"5,440",47,2.36,
GLHB,29Oct2021,Central,Y,,,"4,715","4,679","4,715",,,,,,,,,"2,841","1,838",2.36,,,"5,038",,,,"5,038",3,"5,003",,"4,715",36,2.36,
GLHB,30Oct2021,Central,Y,,,"3,395","3,369","3,395",,,,,,,,,"2,618",751,2.35,,,"3,618",,,,"3,618",26,"3,617",,"3,395",26,2.35,
GLHB,31Oct2021,Central,Y,,,"2,469","2,446","2,469",,,,,,,,,"2,444",2,2.35,,,"2,634",,,,"2,634",19,"2,628",,"2,469",23,2.35,
GLHB,01Nov2021,Central,Y,,,"4,600","4,560","4,600",,,,,,,,,"2,786","1,774",2.35,,,"4,901",,,,"4,901",26,"4,885",,"4,600",40,2.35,
GLHB,02Nov2021,Central,Y,,,"5,869","5,820","5,869",,,,,,,,,"3,007","2,813",2.35,,,"6,250",,,,"6,250",14,"6,212",,"5,869",49,2.35,
GLHB,03Nov2021,Central,Y,,,"5,426","5,378","5,426",,,,,,,,,"3,361","2,017",2.35,,,"5,783",,,,"5,783",53,"5,786",,"5,426",48,2.35,
GLHB,04Nov2021,Central,Y,,,"4,632","4,583","4,632",,,,,,,,,"3,745",838,2.35,,,"4,941",,,,"4,941",116,"5,006",,"4,632",49,2.35,
GLHB,05Nov2021,Central,Y,,,"4,747","4,708","4,747",,,,,,,,,"4,574",134,2.36,,,"5,076",,,,"5,076",326,"5,362",,"4,747",39,2.36,
GLHB,06Nov2021,Central,Y,,,"5,603","5,552","5,603",,,,,,,,,"4,280","1,272",2.35,,,"5,980",,,,"5,980",42,"5,969",,"5,603",51,2.35,
GLHB,07Nov2021,Central,Y,,,"3,578","3,543","3,578",,,,,,,,,"3,755",-212,2.35,,,"3,821",,,,"3,821",287,"4,074",,"3,578",35,2.35,
GLHB,08Nov2021,Central,Y,,,"2,469","2,417","2,469",,,,,,,,,"4,068","-1,651",2.35,,,"2,636",,,,"2,636",720,"3,314",,"2,469",52,2.35,
GLHB,09Nov2021,Central,Y,,,"2,590","2,544","2,590",,,,,,,,,"3,931","-1,387",2.35,,,"2,762",,,,"2,762",651,"3,373",,"2,590",46,2.35,
GLHB,10Nov2021,Central,Y,,,"2,539","2,482","2,539",,,,,,,,,"4,157","-1,675",2.35,,,"2,711",,,,"2,711",704,"3,369",,"2,539",57,2.35,
GLHB,11Nov2021,Central,Y,,,"2,567","2,505","2,567",,,,,,,,,"4,541","-2,036",2.35,,,"2,741",,,,"2,741",757,"3,451",,"2,567",62,2.35,
GLHB,12Nov2021,Central,Y,,,"2,463","2,404","2,463",,,,,,,,,"4,404","-2,000",2.36,,,"2,632",,,,"2,632",760,"3,347",,"2,463",59,2.36,
GLHB,13Nov2021,Central,Y,,,"2,452","2,396","2,452",,,,,,,,,"4,277","-1,881",2.35,,,"2,618",,,,"2,618",798,"3,371",,"2,452",56,2.35,
GLHB,14Nov2021,Central,Y,,,"3,325","3,266","3,325",,,,,,,,,"4,666","-1,400",2.36,,,"3,552",,,,"3,552",722,"4,225",,"3,325",59,2.36,
GLHB,15Nov2021,Central,Y,,,"4,078","4,017","4,078",,,,,,,,,"4,706",-689,2.36,,,"4,360",,,,"4,360",435,"4,737",,"4,078",61,2.36,
GLHB,16Nov2021,Central,Y,,,"3,713","3,653","3,713",,,,,,,,,"5,327","-1,674",2.36,,,"3,976",,,,"3,976",693,"4,617",,"3,713",60,2.36,
GLHB,17Nov2021,Central,Y,,,"3,981","3,941","3,981",,,,,,,,,"5,652","-1,711",2.36,,,"4,262",,,,"4,262",697,"4,924",,"3,981",40,2.36,
GLHB,18Nov2021,Central,Y,,,"3,539","3,491","3,539",,,,,,,,,"5,353","-1,862",2.36,,,"3,782",,,,"3,782",740,"4,482",,"3,539",48,2.36,
GLHB,19Nov2021,Central,Y,,,"3,732","3,686","3,732",,,,,,,,,"5,613","-1,927",2.36,,,"3,996",,,,"3,996",822,"4,779",,"3,732",46,2.36,
GLHB,20Nov2021,Central,Y,,,"2,817","2,779","2,817",,,,,,,,,"5,164","-2,385",2.35,,,"3,009",,,,"3,009","1,109","4,087",,"2,817",38,2.35,
GLHB,21Nov2021,Central,Y,,,"2,518","2,475","2,518",,,,,,,,,"5,450","-2,975",2.36,,,"2,691",,,,"2,691","1,259","3,918",,"2,518",43,2.36,
GLHB,22Nov2021,Central,Y,,,"4,057","4,011","4,057",,,,,,,,,"5,324","-1,313",2.35,,,"4,329",,,,"4,329",677,"4,963",,"4,057",46,2.35,
GLHB,23Nov2021,Central,Y,,,"3,170","3,130","3,170",,,,,,,,,"5,683","-2,553",2.36,,,"3,397",,,,"3,397","1,057","4,423",,"3,170",40,2.36,
GLHB,24Nov2021,Central,Y,,,"4,195","4,137","4,195",,,,,,,,,"6,433","-2,296",2.37,,,"4,504",,,,"4,504",917,"5,372",,"4,195",58,2.37,
GLHB,25Nov2021,Central,Y,,,"2,426","2,390","2,426",,,,,,,,,"5,362","-2,972",2.35,,,"2,590",,,,"2,590","1,209","3,774",,"2,426",36,2.35,
GLHB,26Nov2021,Central,Y,,,"2,641","2,600","2,641",,,,,,,,,"5,083","-2,483",2.35,,,"2,820",,,,"2,820","1,051","3,840",,"2,641",41,2.35,
GLHB,27Nov2021,Central,Y,,,"4,582","4,530","4,582",,,,,,,,,"5,893","-1,363",2.36,,,"4,897",,,,"4,897",569,"5,418",,"4,582",52,2.36,
GLHB,28Nov2021,Central,Y,,,"3,470","3,432","3,470",,,,,,,,,"5,438","-2,006",2.35,,,"3,701",,,,"3,701",964,"4,633",,"3,470",38,2.35,
GLHB,29Nov2021,Central,Y,,,"4,676","4,625","4,676",,,,,,,,,"5,700","-1,075",2.36,,,"4,996",,,,"4,996",591,"5,539",,"4,676",51,2.36,
GLHB,30Nov2021,Central,Y,,,"4,225","4,183","4,225",,,,,,,,,"4,752",-569,2.36,,,"4,514",,,,"4,514",481,"4,956",,"4,225",42,2.36,
GLHB,01Dec2021,Central,Y,,,"3,517","3,479","3,517",,,,,,,,,"5,052","-1,573",2.36,,,"3,759",,,,"3,759",694,"4,419",,"3,517",38,2.36,
GLHB,02Dec2021,Central,Y,,,"2,906","2,874","2,906",,,,,,,,,"5,094","-2,220",2.35,,,"3,100",,,,"3,100",948,"4,022",,"2,906",32,2.35,
GLHB,03Dec2021,Central,Y,,,"2,704","2,663","2,704",,,,,,,,,"5,325","-2,662",2.35,,,"2,887",,,,"2,887","1,182","4,037",,"2,704",41,2.35,
GLHB,04Dec2021,Central,Y,,,"3,639","3,600","3,639",,,,,,,,,"5,277","-1,677",2.35,,,"3,878",,,,"3,878",720,"4,563",,"3,639",39,2.35,
GLHB,05Dec2021,Central,Y,,,"3,163","3,127","3,163",,,,,,,,,"5,518","-2,391",2.36,,,"3,385",,,,"3,385",933,"4,289",,"3,163",36,2.36,
GLHB,06Dec2021,Central,Y,,,"5,151","5,102","5,151",,,,,,,,,"5,529",-427,2.36,,,"5,504",,,,"5,504",260,"5,715",,"5,151",49,2.36,
GLHB,07Dec2021,Central,Y,,,"6,746","6,687","6,746",,,,,,,,,"5,569","1,126",2.36,,,"7,217",,,,"7,217",20,"7,182",,"6,746",51,2.36,
GLHB,08Dec2021,Central,Y,,,"7,236","7,177","7,236",,,,,,,,,"5,792","1,346",2.36,,,"7,753",,,,"7,753",0,"7,648",,"7,236",98,2.36,
GLHB,09Dec2021,Central,Y,,,"6,911","6,837","6,911",,,,,,,,,"5,742","1,095",2.36,,,"7,409",,,,"7,409",36,"7,366",,"6,911",74,2.36,
GLHB,10Dec2021,Central,Y,,,"4,965","4,910","4,965",,,,,,,,,"5,178",-268,2.36,,,"5,321",,,,"5,321",295,"5,560",,"4,965",55,2.36,
GLHB,11Dec2021,Central,Y,,,"2,423","2,395","2,423",,,,,,,,,"3,009",-614,2.36,,,"2,589",,,,"2,589",233,"2,795",,"2,423",28,2.36,
GLHB,12Dec2021,Central,Y,,,"2,732","2,701","2,732",,,,,,,,,"3,194",-493,2.36,,,"2,925",,,,"2,925",203,"3,100",,"2,732",31,2.36,
GLHB,13Dec2021,Central,Y,,,"3,904","3,868","3,904",,,,,,,,,"3,788",80,2.36,,,"4,172",,,,"4,172",277,"4,414",,"3,904",36,2.36,
GLHB,14Dec2021,Central,Y,,,"5,014","4,972","5,014",,,,,,,,,"4,531",441,2.36,,,"5,364",,,,"5,364",240,"5,562",,"5,014",42,2.36,
GLHB,15Dec2021,Central,Y,,,"5,701","5,661","5,701",,,,,,,,,"3,782","1,879",2.36,,,"6,105",,,,"6,105",0,"6,062",,"5,701",40,2.36,
GLHB,16Dec2021,Central,Y,,,"4,366","4,330","4,366",,,,,,,,,"3,657",673,2.35,,,"4,663",,,,"4,663",98,"4,724",,"4,366",36,2.35,
GLHB,17Dec2021,Central,Y,,,"6,148","6,105","6,148",,,,,,,,,"4,325","1,780",2.35,,,"6,558",,,,"6,558",0,"6,512",,"6,148",43,2.35,
GLHB,18Dec2021,Central,Y,,,"6,624","6,568","6,624",,,,,,,,,"4,695","1,873",2.35,,,"7,070",,,,"7,070",0,"7,010",,"6,624",56,2.35,
GLHB,19Dec2021,Central,Y,,,"8,715","8,639","8,715",,,,,,,,,"5,708","2,931",2.36,,,"9,317",,,,"9,317",0,"9,235",,"8,715",76,2.36,
GLHB,20Dec2021,Central,Y,,,"9,905","9,820","9,905",,,,,,,,,"6,601","3,219",2.36,,,"10,585",,,,"10,585",0,"10,495",,"9,905",85,2.36,
GLHB,21Dec2021,Central,Y,,,"9,952","9,857","9,952",,,,,,,,,"6,962","2,895",2.35,,,"10,625",,,,"10,625",0,"10,523",,"9,952",95,2.35,
GLHB,22Dec2021,Central,Y,,,"10,181","10,098","10,181",,,,,,,,,"6,237","3,861",2.35,,,"10,865",,,,"10,865",0,"10,777",,"10,181",83,2.35,
GLHB,23Dec2021,Central,Y,,,"9,944","9,843","9,944",,,,,,,,,"7,384","2,459",2.36,,,"10,634",,,,"10,634",0,"10,526",,"9,944",101,2.36,
GLHB,24Dec2021,Central,Y,,,"8,209","8,122","8,209",,,,,,,,,"6,686","1,436",2.36,,,"8,786",,,,"8,786",129,"8,825",,"8,209",87,2.36,
GLHB,25Dec2021,Central,Y,,,"7,101","7,053","7,101",,,,,,,,,"4,817","2,236",2.35,,,"7,554",,,,"7,554",90,"7,594",,"7,101",48,2.35,
GLHB,26Dec2021,Central,Y,,,"9,550","9,471","9,550",,,,,,,,,"5,421","4,050",2.36,,,"10,211",,,,"10,211",0,"10,126",,"9,550",79,2.36,
GLHB,27Dec2021,Central,Y,,,"8,546","8,476","8,546",,,,,,,,,"4,464","4,012",2.35,,,"9,113",,,,"9,113",0,"9,038",,"8,546",70,2.35,
GLHB,28Dec2021,Central,Y,,,"8,216","8,169","8,216",,,,,,,,,"3,153","5,016",2.35,,,"8,776",,,,"8,776",0,"8,726",,"8,216",47,2.35,
GLHB,29Dec2021,Central,Y,,,"9,286","9,231","9,286",,,,,,,,,"2,875","6,356",2.35,,,"9,893",,,,"9,893",0,"9,834",,"9,286",55,2.35,
GLHB,30Dec2021,Central,Y,,,"10,141","10,074","10,141",,,,,,,,,"3,795","6,279",2.35,,,"10,810",,,,"10,810",0,"10,739",,"10,141",67,2.35,
GLHB,31Dec2021,Central,Y,,,"7,853","7,782","7,853",,,,,,,,,"5,012","2,770",2.35,,,"8,380",,,,"8,380",55,"8,360",,"7,853",71,2.35,
GLHB,01Jan2022,Central,Y,,,"6,919","6,867","6,919",,,,,,,,,"4,578","2,289",2.35,,,"7,380",,,,"7,380",59,"7,384",,"6,919",52,2.35,
GLHB,02Jan2022,Central,Y,,,"9,532","9,470","9,532",,,,,,,,,"4,429","5,041",2.35,,,"10,155",,,,"10,155",0,"10,089",,"9,532",62,2.35,
GLHB,03Jan2022,Central,Y,,,"9,668","9,573","9,668",,,,,,,,,"6,708","2,865",2.35,,,"10,319",,,,"10,319",135,"10,355",,"9,668",95,2.35,
GLHB,04Jan2022,Central,Y,,,"10,109","10,030","10,109",,,,,,,,,"7,529","2,501",2.36,,,"10,830",,,,"10,830",80,"10,825",,"10,109",79,2.36,
GLHB,05Jan2022,Central,Y,,,"10,631","10,530","10,631",,,,,,,,,"7,409","3,121",2.36,,,"11,371",,,,"11,371",0,"11,263",,"10,631",101,2.36,
GLHB,06Jan2022,Central,Y,,,"10,870","10,797","10,870",,,,,,,,,"6,069","4,728",2.36,,,"11,624",,,,"11,624",0,"11,546",,"10,870",73,2.36,
GLHB,07Jan2022,Central,Y,,,"10,944","10,856","10,944",,,,,,,,,"5,627","5,229",2.36,,,"11,713",,,,"11,713",0,"11,619",,"10,944",88,2.36,
GLHB,08Jan2022,Central,Y,,,"9,637","9,550","9,637",,,,,,,,,"7,486","2,064",2.37,,,"10,344",,,,"10,344",99,"10,351",,"9,637",87,2.37,
GLHB,09Jan2022,Central,Y,,,"8,962","8,882","8,962",,,,,,,,,"6,338","2,544",2.36,,,"9,595",,,,"9,595",0,"9,509",,"8,962",80,2.36,
GLHB,10Jan2022,Central,Y,,,"5,597","5,543","5,597",,,,,,,,,"5,435",108,2.36,,,"5,988",,,,"5,988",205,"6,138",,"5,597",54,2.36,
GLHB,11Jan2022,Central,Y,,,"3,930","3,879","3,930",,,,,,,,,"6,406","-2,527",2.37,,,"4,227",,,,"4,227","1,173","5,357",,"3,930",51,2.37,
GLHB,12Jan2022,Central,Y,,,"5,365","5,314","5,365",,,,,,,,,"5,983",-669,2.36,,,"5,754",,,,"5,754",365,"6,067",,"5,365",51,2.36,
GLHB,13Jan2022,Central,Y,,,"7,100","7,038","7,100",,,,,,,,,"5,997","1,041",2.36,,,"7,607",,,,"7,607",50,"7,591",,"7,100",62,2.36,
GLHB,14Jan2022,Central,Y,,,"9,076","8,988","9,076",,,,,,,,,"6,958","2,030",2.36,,,"9,735",,,,"9,735",52,"9,694",,"9,076",88,2.36,
GLHB,15Jan2022,Central,Y,,,"8,784","8,696","8,784",,,,,,,,,"7,566","1,130",2.37,,,"9,428",,,,"9,428",64,"9,399",,"8,784",88,2.37,
GLHB,16Jan2022,Central,Y,,,"7,778","7,699","7,778",,,,,,,,,"7,450",249,2.36,,,"8,340",,,,"8,340",235,"8,493",,"7,778",79,2.36,
GLHB,17Jan2022,Central,Y,,,"7,869","7,784","7,869",,,,,,,,,"7,713",71,2.37,,,"8,444",,,,"8,444",342,"8,699",,"7,869",85,2.37,
GLHB,18Jan2022,Central,Y,,,"6,843","6,764","6,843",,,,,,,,,"7,399",-635,2.37,,,"7,343",,,,"7,343",322,"7,586",,"6,843",79,2.37,
GLHB,19Jan2022,Central,Y,,,"6,648","6,577","6,648",,,,,,,,,"6,842",-265,2.37,,,"7,134",,,,"7,134",255,"7,317",,"6,648",71,2.37,
GLHB,20Jan2022,Central,Y,,,"9,625","9,561","9,625",,,,,,,,,"5,549","4,012",2.36,,,"10,303",,,,"10,303",0,"10,235",,"9,625",64,2.36,
GLHB,21Jan2022,Central,Y,,,"8,827","8,754","8,827",,,,,,,,,"5,509","3,245",2.37,,,"9,478",,,,"9,478",0,"9,399",,"8,827",73,2.37,
GLHB,22Jan2022,Central,Y,,,"9,603","9,524","9,603",,,,,,,,,"6,545","2,979",2.36,,,"10,298",,,,"10,298",0,"10,213",,"9,603",79,2.36,
GLHB,23Jan2022,Central,Y,,,"9,362","9,287","9,362",,,,,,,,,"6,179","3,108",2.37,,,"10,046",,,,"10,046",0,"9,966",,"9,362",75,2.37,
GLHB,24Jan2022,Central,Y,,,"9,355","9,277","9,355",,,,,,,,,"6,107","3,170",2.37,,,"10,040",,,,"10,040",0,"9,956",,"9,355",78,2.37,
GLHB,25Jan2022,Central,Y,,,"9,059","8,991","9,059",,,,,,,,,"5,346","3,645",2.36,,,"9,708",,,,"9,708",0,"9,635",,"9,059",68,2.36,
GLHB,26Jan2022,Central,Y,,,"9,477","9,402","9,477",,,,,,,,,"5,965","3,437",2.36,,,"10,162",,,,"10,162",0,"10,081",,"9,477",75,2.36,
GLHB,27Jan2022,Central,Y,,,"9,400","9,329","9,400",,,,,,,,,"5,885","3,444",2.36,,,"10,078",,,,"10,078",0,"10,001",,"9,400",71,2.36,
GLHB,28Jan2022,Central,Y,,,"9,448","9,371","9,448",,,,,,,,,"5,925","3,446",2.36,,,"10,135",,,,"10,135",0,"10,053",,"9,448",77,2.36,
GLHB,29Jan2022,Central,Y,,,"9,099","9,025","9,099",,,,,,,,,"6,051","2,974",2.37,,,"9,781",,,,"9,781",0,"9,702",,"9,099",74,2.37,
GLHB,30Jan2022,Central,Y,,,"9,598","9,520","9,598",,,,,,,,,"5,786","3,734",2.37,,,"10,301",,,,"10,301",0,"10,217",,"9,598",78,2.37,
GLHB,31Jan2022,Central,Y,,,"9,476","9,405","9,476",,,,,,,,,"5,679","3,726",2.37,,,"10,167",,,,"10,167",0,"10,091",,"9,476",71,2.37,
GLHB,01Feb2022,Central,Y,,,"9,122","9,086","9,122",,,,,,,,,"5,552","3,534",2.37,,,"9,789",,,,"9,789",0,"9,751",,"9,122",36,2.37,
GLHB,02Feb2022,Central,Y,,,"8,955","8,933","8,955",,,,,,,,,"5,401","3,532",2.36,,,"9,597",,,,"9,597",0,"9,573",,"8,955",22,2.36,
GLHB,03Feb2022,Central,Y,,,"9,091","9,070","9,091",,,,,,,,,"4,958","4,112",2.36,,,"9,713",,,,"9,713",0,"9,691",,"9,091",21,2.36,
GLHB,04Feb2022,Central,Y,,,"9,440","9,407","9,440",,,,,,,,,"5,368","4,039",2.35,,,"10,070",,,,"10,070",0,"10,035",,"9,440",33,2.35,
GLHB,05Feb2022,Central,Y,,,"9,473","9,430","9,473",,,,,,,,,"6,245","3,185",2.36,,,"10,152",,,,"10,152",0,"10,106",,"9,473",43,2.36,
GLHB,06Feb2022,Central,Y,,,"8,415","8,377","8,415",,,,,,,,,"6,651","1,726",2.36,,,"9,027",,,,"9,027",0,"8,986",,"8,415",38,2.36,
GLHB,07Feb2022,Central,Y,,,"9,050","9,015","9,050",,,,,,,,,"6,351","2,664",2.36,,,"9,698",,,,"9,698",0,"9,661",,"9,050",35,2.36,
GLHB,08Feb2022,Central,Y,,,"9,150","9,112","9,150",,,,,,,,,"6,266","2,846",2.37,,,"9,826",,,,"9,826",0,"9,785",,"9,150",38,2.37,
GLHB,09Feb2022,Central,Y,,,"8,271","8,260","8,271",,,,,,,,,"5,591","2,669",2.36,,,"8,857",,,,"8,857",0,"8,845",,"8,271",11,2.36,
GLHB,10Feb2022,Central,Y,,,"9,245","9,213","9,245",,,,,,,,,"5,298","3,915",2.36,,,"9,896",,,,"9,896",0,"9,862",,"9,245",32,2.36,
GLHB,11Feb2022,Central,Y,,,"9,319","9,287","9,319",,,,,,,,,"5,468","3,819",2.37,,,"10,004",,,,"10,004",0,"9,970",,"9,319",32,2.37,
GLHB,12Feb2022,Central,Y,,,"8,594","8,578","8,594",,,,,,,,,"4,919","3,659",2.36,,,"9,192",,,,"9,192",0,"9,175",,"8,594",16,2.36,
GLHB,13Feb2022,Central,Y,,,"9,088","9,051","9,088",,,,,,,,,"6,243","2,808",2.36,,,"9,730",,,,"9,730",0,"9,691",,"9,088",37,2.36,
GLHB,14Feb2022,Central,Y,,,"9,411","9,367","9,411",,,,,,,,,"6,287","3,080",2.37,,,"10,098",,,,"10,098",0,"10,051",,"9,411",44,2.37,
GLHB,15Feb2022,Central,Y,,,"9,163","9,117","9,163",,,,,,,,,"5,944","3,173",2.37,,,"9,854",,,,"9,854",0,"9,805",,"9,163",46,2.37,
GLHB,16Feb2022,Central,Y,,,"9,232","9,208","9,232",,,,,,,,,"5,549","3,659",2.37,,,"9,911",,,,"9,911",0,"9,885",,"9,232",24,2.37,
GLHB,17Feb2022,Central,Y,,,"8,720","8,667","8,720",,,,,,,,,"3,335","5,332",2.36,,,"9,330",,,,"9,330",0,"9,274",,"8,720",53,2.36,
GLHB,18Feb2022,Central,Y,,,"6,131","6,098","6,131",,,,,,,,,"5,519",579,2.35,,,"6,548",,,,"6,548",35,"6,548",,"6,131",33,2.35,
GLHB,19Feb2022,Central,Y,,,"7,096","7,063","7,096",,,,,,,,,"5,869","1,194",2.36,,,"7,586",,,,"7,586",0,"7,550",,"7,096",33,2.36,
GLHB,20Feb2022,Central,Y,,,"7,081","7,047","7,081",,,,,,,,,"5,864","1,183",2.36,,,"7,586",,,,"7,586",0,"7,549",,"7,081",34,2.36,
GLHB,21Feb2022,Central,Y,,,"7,131","7,077","7,131",,,,,,,,,"6,110",967,2.36,,,"7,639",,,,"7,639",0,"7,581",,"7,131",54,2.36,
GLHB,22Feb2022,Central,Y,,,"7,558","7,491","7,558",,,,,,,,,"5,887","1,604",2.36,,,"8,078",,,,"8,078",50,"8,056",,"7,558",67,2.36,
GLHB,23Feb2022,Central,Y,,,"9,852","9,780","9,852",,,,,,,,,"5,097","4,683",2.35,,,"10,506",,,,"10,506",0,"10,429",,"9,852",72,2.35,
GLHB,24Feb2022,Central,Y,,,"9,607","9,533","9,607",,,,,,,,,"5,664","3,869",2.35,,,"10,233",,,,"10,233",0,"10,154",,"9,607",74,2.35,
GLHB,25Feb2022,Central,Y,,,"9,214","9,135","9,214",,,,,,,,,"5,942","3,193",2.35,,,"9,815",,,,"9,815",0,"9,731",,"9,214",79,2.35,
GLHB,26Feb2022,Central,Y,,,"9,401","9,323","9,401",,,,,,,,,"6,386","2,937",2.35,,,"10,011",,,,"10,011",0,"9,928",,"9,401",78,2.35,
GLHB,27Feb2022,Central,Y,,,"9,421","9,333","9,421",,,,,,,,,"6,095","3,238",2.35,,,"10,046",,,,"10,046",0,"9,952",,"9,421",88,2.35,
GLHB,28Feb2022,Central,Y,,,"9,464","9,388","9,464",,,,,,,,,"6,012","3,376",2.35,,,"10,103",,,,"10,103",0,"10,021",,"9,464",76,2.35,
GLHB,01Mar2022,Central,Y,,,"9,374","9,345","9,374",,,,,,,,,"5,516","3,829",2.35,,,"9,997",,,,"9,997",0,"9,966",,"9,374",29,2.35,
GLHB,02Mar2022,Central,Y,,,"9,413","9,385","9,413",,,,,,,,,"5,842","3,543",2.35,,,"10,021",,,,"10,021",0,"9,992",,"9,413",28,2.35,
GLHB,03Mar2022,Central,Y,,,"9,317","9,284","9,317",,,,,,,,,"5,947","3,337",2.35,,,"9,932",,,,"9,932",0,"9,896",,"9,317",33,2.35,
GLHB,04Mar2022,Central,Y,,,"9,329","9,316","9,329",,,,,,,,,"6,044","3,272",2.36,,,"9,977",,,,"9,977",0,"9,963",,"9,329",13,2.36,
GLHB,05Mar2022,Central,Y,,,"8,820","8,798","8,820",,,,,,,,,"5,984","2,814",2.36,,,"9,426",,,,"9,426",0,"9,402",,"8,820",22,2.36,
GLHB,06Mar2022,Central,Y,,,"8,604","8,589","8,604",,,,,,,,,"5,747","2,842",2.35,,,"9,178",,,,"9,178",0,"9,162",,"8,604",15,2.35,
GLHB,07Mar2022,Central,Y,,,"9,095",,"9,095",,,,,,,,,,,2.35,,,"9,693",,,,"9,693",,,,"9,095",,2.35,
GLHB,08Mar2022,Central,Y,,,"9,406","9,385","9,406",,,,,,,,,"6,420","2,965",2.35,,,"10,026",,,,"10,026",0,"10,004",,"9,406",21,2.35,
GLHB,09Mar2022,Central,Y,,,"8,883","8,866","8,883",,,,,,,,,"6,463","2,403",2.35,,,"9,476",,,,"9,476",50,"9,508",,"8,883",17,2.35,
GLHB,10Mar2022,Central,Y,,,"9,416","9,375","9,416",,,,,,,,,"6,811","2,564",2.36,,,"10,059",,,,"10,059",0,"10,015",,"9,416",41,2.36,
GLHB,11Mar2022,Central,Y,,,"9,389","9,362","9,389",,,,,,,,,"7,279","2,083",2.35,,,"10,017",,,,"10,017",0,"9,988",,"9,389",27,2.35,
GLHB,12Mar2022,Central,Y,,,"9,374","9,346","9,374",,,,,,,,,"6,991","2,355",2.36,,,"10,026",,,,"10,026",0,"9,996",,"9,374",28,2.36,
GLHB,13Mar2022,Central,Y,,,"9,046","8,992","9,046",,,,,,,,,"6,716","2,276",2.36,,,"9,701",,,,"9,701",0,"9,643",,"9,046",54,2.36,
GLHB,14Mar2022,Central,Y,,,"5,754","5,734","5,754",,,,,,,,,"6,951","-1,217",2.36,,,"6,162",,,,"6,162",835,"6,979",,"5,754",20,2.36,
GLHB,15Mar2022,Central,Y,,,"9,337","9,309","9,337",,,,,,,,,"6,625","2,684",2.35,,,"9,962",,,,"9,962",0,"9,932",,"9,337",28,2.35,
GLHB,16Mar2022,Central,Y,,,"9,298","9,200","9,298",,,,,,,,,"6,765","2,435",2.36,,,"9,942",,,,"9,942",0,"9,837",,"9,298",98,2.36,
GLHB,17Mar2022,Central,Y,,,"9,354","9,233","9,354",,,,,,,,,"6,412","2,821",2.36,,,"9,994",,,,"9,994",0,"9,865",,"9,354",121,2.36,
GLHB,18Mar2022,Central,Y,,,"9,241","9,202","9,241",,,,,,,,,"6,336","2,866",2.35,,,"9,862",,,,"9,862",0,"9,820",,"9,241",39,2.35,
GLHB,19Mar2022,Central,Y,,,"9,405","9,385","9,405",,,,,,,,,"6,177","3,208",2.34,,,"10,000",,,,"10,000",0,"9,978",,"9,405",20,2.34,
GLHB,20Mar2022,Central,Y,,,"9,175","9,150","9,175",,,,,,,,,"6,215","2,935",2.36,,,"9,806",,,,"9,806",0,"9,779",,"9,175",25,2.36,
GLHB,21Mar2022,Central,Y,,,"6,882","6,835","6,882",,,,,,,,,"5,562","1,273",2.36,,,"7,354",,,,"7,354",23,"7,327",,"6,882",47,2.36,
GLHB,22Mar2022,Central,Y,,,"6,817","6,743","6,817",,,,,,,,,"4,780","1,963",2.36,,,"7,297",,,,"7,297",0,"7,218",,"6,817",74,2.36,
GLHB,23Mar2022,Central,Y,,,"7,025","6,949","7,025",,,,,,,,,"4,612","2,337",2.36,,,"7,519",,,,"7,519",0,"7,437",,"7,025",76,2.36,
GLHB,24Mar2022,Central,Y,,,"6,991","6,918","6,991",,,,,,,,,"4,635","2,283",2.35,,,"7,463",,,,"7,463",0,"7,385",,"6,991",73,2.35,
GLHB,25Mar2022,Central,Y,,,"7,035","6,964","7,035",,,,,,,,,"5,082","1,882",2.35,,,"7,505",,,,"7,505",0,"7,429",,"7,035",71,2.35,
