BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,EPE,GRID,PSCO,SRP,SWPP,TEPC,WACM,Subregion Frep,Subregion Jica,Subregion KAFB,Subregion KCEC,Subregion LAC,Subregion NTUA,Subregion PNM,Subregion TSGT,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PNM,15Nov2019,Arizona,N,"37,114","37,667","39,693","2,026","14,655","10,994",,,386,"1,332","12,098",228,,"3,309","6,153","-11,284","-3,087",,108,"6,831",-4,"2,012",73,"1,157",827,"1,587",651,"23,993","7,203",2.33,0.91,,"15,491","4,532",,88,"20,111","7,517","8,862","18,766","39,693","37,667",1.12,1.10
PNM,16Nov2019,Arizona,N,"36,010","35,973","43,356","7,383","21,350","11,081",,,408,"1,154","9,127",236,,-994,"9,785","-6,320","-2,934",,72,"5,965","1,809","1,868",71,"1,070",776,"1,759",554,"22,882","6,977",2.33,0.91,,"22,570","4,575",,69,"27,213","4,910","10,976","21,148","43,356","35,973",1.38,1.30
PNM,17Nov2019,Arizona,N,"35,700","35,734","43,552","7,818","22,334","10,523",,,408,"1,674","8,381",232,,"-1,135","7,202","-5,890","-2,518",,327,"6,628","3,204","2,087",72,"1,062",804,"1,760",552,"22,364","7,020",2.33,0.91,,"23,577","4,335",,67,"27,978","4,879","11,323","21,535","43,552","35,734",1.42,1.33
PNM,18Nov2019,Arizona,N,"36,684","36,599","42,998","6,399","20,791","11,295",,,408,"1,675","8,604",225,,"-2,386","8,709","-4,624","-3,181",,72,"6,858",951,"2,115",73,"1,177",792,"1,772",561,"23,049","7,028",2.33,0.91,,"21,933","4,654",,68,"26,656","5,128","10,286","21,498","42,998","36,599",1.37,1.30
PNM,19Nov2019,Arizona,N,"36,792","36,574","46,617","10,043","21,018","13,876",,,408,"1,281","9,808",226,,"4,058","10,428","-10,597","-3,209",,119,"6,017","3,227","1,879",75,"1,192",805,"1,682",499,"23,325","7,016",2.33,0.91,,"22,183","5,717",,74,"27,974","6,257","13,516","20,715","46,617","36,574",1.32,1.25
PNM,20Nov2019,Arizona,N,"36,928","36,270","43,645","7,375","18,573","11,883",,,423,899,"11,658",209,,"3,396","11,058","-10,818","-3,205",,-5,"4,150","2,799","1,659",72,"1,195",812,"1,725",568,"23,459","6,776",2.33,0.91,,"19,636","4,910",,83,"24,629","6,149","11,511","19,268","43,645","36,270",1.24,1.17
PNM,21Nov2019,Arizona,N,"37,629","38,544","39,068",524,"11,562","20,729",,,418,233,"5,889",237,,"-2,971","11,612","-5,209","-2,507",,-813,-332,744,"1,851",76,"1,205",910,"1,593",585,"24,731","7,292",2.33,0.91,,"12,220","8,535",,43,"20,797","6,058","7,126","19,730","39,068","38,544",1.17,1.13
PNM,22Nov2019,Arizona,N,"37,918","38,469","44,436","5,967","16,126","16,897",,,424,"1,355","9,383",251,,"-3,817","12,160","-2,738","-2,429",,207,-84,"2,668","2,036",73,"1,176",985,"1,852",576,"24,361","7,369",2.33,0.91,,"17,026","6,960",,72,"24,057","5,054","8,784","20,327","44,436","38,469",1.19,1.16
PNM,23Nov2019,Arizona,N,"37,515","37,202","45,257","8,055","21,676","11,694",,,408,"1,820","9,451",208,,"-1,829","10,073","-5,382","-2,629",,214,"3,427","4,181","2,096",72,"1,083",956,"1,788",546,"23,471","7,124",2.33,0.91,,"22,878","4,830",,75,"27,783","4,133","10,506","21,410","45,257","37,202",1.35,1.27
PNM,24Nov2019,Arizona,N,"37,834","37,409","48,655","11,246","22,231","10,896",,,408,"1,824","13,050",246,,"1,230","9,305","-7,282","-2,551",,435,"6,438","3,671","2,107",74,"1,081",956,"1,774",553,"23,666","7,162",2.32,0.91,,"23,399","4,500",,97,"27,996","4,479","11,799","20,676","48,655","37,409",1.27,1.22
PNM,25Nov2019,Arizona,N,"39,172","38,407","47,554","9,147","19,681","11,819",,,408,"1,655","13,761",230,,"-1,694","10,430","-6,460","-2,460",,"1,003","3,532","4,796","2,065",75,"1,186",931,"1,832",565,"24,487","7,196",2.33,0.91,,"20,768","4,880",,101,"25,748","4,756","10,745","19,759","47,554","38,407",1.19,1.13
PNM,26Nov2019,Arizona,N,"40,655","40,548","44,997","4,449","15,804","12,649",,,395,"1,452","14,465",232,,"-1,023","9,976","-7,900","-2,623",,160,"2,602","3,257","2,062",87,"1,204","1,115","1,883",634,"25,809","7,738",2.33,0.91,,"16,670","5,221",,104,"21,996","5,401","8,276","19,121","44,997","40,548",1.08,1.04
PNM,27Nov2019,Arizona,N,"40,897","41,619","42,176",557,"19,459","13,850",,,354,629,"7,625",259,,"-5,193","9,528","-3,134","-3,290",,89,"1,583",974,"2,085",78,"1,172","1,063","1,824",632,"26,632","8,131",2.32,0.91,,"20,489","5,710",,56,"26,255","5,090","7,428","23,917","42,176","41,619",1.37,1.27
PNM,28Nov2019,Arizona,N,"37,835","39,336","34,178","-5,158","15,415","14,871",,,336,511,"2,803",242,,"-8,691","10,448",-469,"-3,956",,452,94,"-3,036","1,704",72,"1,097",991,"1,799",594,"25,136","8,005",2.32,0.91,,"16,203","6,129",,24,"22,357","7,200","6,707","22,849","34,178","39,336",1.44,1.28
PNM,29Nov2019,Arizona,N,"38,035","38,827","41,498","2,671","15,389","15,537",,,306,595,"9,517",154,,-591,"11,067","-6,709","-3,213",,134,-144,"2,127","1,818",75,"1,092",977,"1,766",610,"24,860","7,622",2.32,0.91,,"16,161","6,393",,66,"22,620","5,941","8,201","20,360","41,498","38,827",1.20,1.16
PNM,30Nov2019,Arizona,N,"39,738","40,030","47,150","7,120","15,115","14,710",,,273,"1,777","15,018",257,,"5,760","9,854","-9,200","-3,459",,82,792,"3,291","1,980",79,"1,076","1,079","1,799",656,"25,591","7,790",2.32,0.91,,"15,922","6,080",,109,"22,110","5,741","9,257","18,594","47,150","40,030",1.03,1.02
PNM,01Dec2019,Arizona,N,"39,977","39,449","41,582","2,133","15,800","15,516",,,236,"1,684","8,095",251,,"-1,721","10,353","-1,241","-3,938",,-391,-812,-117,"1,987",79,"1,056","1,047","1,797",672,"24,869","7,966",2.32,0.91,,"16,651","6,397",,64,"23,112","4,525","6,008","21,629","41,582","39,449",1.23,1.21
PNM,02Dec2019,Arizona,N,"40,541","40,228","41,148",920,"14,999","15,905",,,190,"1,430","8,444",180,,"2,639","11,117","-10,979","-3,557",,-41,654,"1,087","2,029",81,"1,178",985,"1,831",660,"25,761","7,692",2.32,0.91,,"15,811","6,537",,64,"22,412","7,053","8,336","21,129","41,148","40,228",1.20,1.16
PNM,03Dec2019,Arizona,N,"39,979","38,941","40,718","1,777","15,736","15,222",,,154,"1,504","8,102",0,,-676,"10,788","-3,876","-3,734",,-138,-916,329,"2,041",78,"1,184",947,"1,798",653,"24,756","7,524",2.33,0.91,,"16,612","6,279",,61,"22,952","5,668","7,293","21,328","40,718","38,941",1.24,1.21
PNM,04Dec2019,Arizona,N,"39,923","39,212","45,859","6,647","20,200","15,124",,,144,774,"9,617",0,,"5,032","10,842","-10,407","-3,257",,-49,-271,"4,757","2,006",78,"1,177",963,"1,816",658,"25,238","7,381",2.32,0.91,,"21,260","6,228",,66,"27,555","6,875","11,991","22,439","45,859","39,212",1.32,1.26
PNM,05Dec2019,Arizona,N,"38,912","38,903","48,913","10,010","20,678","13,517",,,158,"1,301","13,259",0,,"6,224","9,678","-11,022","-2,641",,21,906,"6,844","2,105",74,"1,182",935,"1,623",655,"24,939","7,198",2.33,0.91,,"21,814","5,580",,92,"27,486","6,551","12,992","21,045","48,913","38,903",1.24,1.19
PNM,06Dec2019,Arizona,N,"39,247","39,154","38,871",-283,"19,960","13,009",,,173,"1,217","4,512",0,,"-1,824","9,190","-3,902","-3,515",,-297,"-2,031","2,096","2,093",77,"1,160","1,043","1,823",665,"24,842","7,427",2.32,0.91,,"21,015","5,359",,37,"26,411","7,150","7,984","25,577","38,871","39,154",1.50,1.44
PNM,07Dec2019,Arizona,N,"38,097","38,493","39,430",937,"10,704","14,481",,,144,"1,457","12,644",0,,"4,855","10,485","-11,000","-3,422",,-284,-367,670,"2,093",72,"1,062",945,"1,728",632,"24,548","7,312",2.33,0.91,,"11,290","5,978",,89,"17,357","7,314","7,397","17,274","39,430","38,493",0.97,0.99
PNM,08Dec2019,Arizona,N,"38,349","38,660","43,580","4,920","16,496","11,868",,,144,509,"14,563",0,,"3,039","9,876","-11,069","-3,028",,435,"2,790","2,877","1,833",76,"1,067",987,"1,749",643,"25,029","7,268",2.32,0.91,,"17,346","4,893",,95,"22,334","6,459","9,532","19,261","43,580","38,660",1.13,1.10
PNM,09Dec2019,Arizona,N,"39,740","38,830","42,453","3,623","20,064","11,537",,,108,975,"9,769",0,,"-1,101","9,172","-5,871","-2,859",,-154,383,"4,053","1,646",78,"1,180",980,"1,828",654,"25,093","7,334",2.32,0.91,,"21,142","4,761",,68,"25,971","6,404","9,299","23,076","42,453","38,830",1.35,1.31
PNM,10Dec2019,Arizona,N,"39,948","39,664","42,538","2,874","18,651","14,814",,,48,"1,660","7,365",0,,"-3,212","10,579","-3,268","-3,068",,-62,449,"1,456","1,933",83,"1,207","1,033","1,863",675,"25,187","7,671",2.32,0.91,,"19,645","6,113",,57,"25,815","6,051","8,246","23,620","42,538","39,664",1.34,1.31
PNM,11Dec2019,Arizona,N,"40,286","40,016","36,661","-3,355","8,617","17,497",,,48,"1,141","9,358",0,,"-2,883","11,179","-7,579","-3,248",,-67,934,"-1,691","1,762",82,"1,216","1,023","1,862",694,"25,772","7,659",2.32,0.91,,"9,083","7,217",,66,"16,366","8,658","6,176","18,848","36,661","40,016",0.98,1.04
PNM,12Dec2019,Arizona,N,"40,467","39,286","42,890","3,604","14,528","15,075",,,48,"1,517","11,722",0,,"-3,017","10,704","-4,504","-3,190",,19,"4,168",-576,"1,752",79,"1,196","1,020","1,645",659,"25,265","7,409",2.32,0.91,,"15,305","6,215",,83,"21,603","6,757","8,075","20,286","42,890","39,286",1.11,1.14
PNM,13Dec2019,Arizona,N,"39,512","38,976","47,115","8,139","22,550","10,291",,,75,"1,600","12,599",0,,815,"8,372","-8,717","-2,522",,258,"4,847","5,086","2,054",74,"1,164",977,"1,829",648,"25,017","7,195",2.32,0.91,,"23,747","4,238",,90,"28,075","5,697","11,415","22,357","47,115","38,976",1.31,1.26
PNM,14Dec2019,Arizona,N,"37,722","37,326","47,887","10,561","22,982","10,511",,,96,"1,467","12,831",0,,-540,"8,762","-6,710","-2,318",,620,"4,560","6,187","2,021",72,"1,068",969,"1,742",654,"23,901","6,949",2.32,0.91,,"24,138","4,317",,90,"28,545","5,028","11,931","21,641","47,887","37,326",1.31,1.28
PNM,15Dec2019,Arizona,N,"38,608","37,803","50,295","12,492","23,240","11,486",,,96,"1,399","14,038",36,,513,"9,991","-6,957","-2,299",,223,"4,256","6,765","2,032",78,"1,062","1,042","1,784",712,"24,000","7,152",2.32,0.91,,"24,435","4,718",,98,"29,250","5,295","13,030","21,515","50,295","37,803",1.28,1.25
PNM,16Dec2019,Arizona,N,"41,951","40,728","48,629","7,901","23,467","14,161",,,96,"1,507","9,136",262,,"-5,093","11,455","-2,381","-2,971",,132,"3,550","3,209","2,025",86,"1,216","1,170","1,890",792,"26,162","7,465",2.33,0.91,,"24,758","5,831",,69,"30,658","5,538","11,255","24,941","48,629","40,728",1.39,1.35
PNM,17Dec2019,Arizona,N,"42,571","42,220","44,195","1,975","23,493","13,690",,,96,"1,772","5,112",32,,"-7,709","10,726","-1,608","-3,383",,227,"1,912","1,810","1,832",91,"1,233","1,217","1,917",806,"27,233","7,971",2.33,0.91,,"24,800","5,642",,44,"30,486","6,768","9,754","27,500","44,195","42,220",1.52,1.44
PNM,18Dec2019,Arizona,N,"50,568","42,357","39,530","-2,827","21,650","13,159",,,55,"1,738","2,806",122,,"-7,092","9,887","-4,981","-3,639",,-126,"3,311",-187,"2,076",93,"1,231","1,150","1,913",806,"27,227","7,963",2.32,0.91,,"22,824","5,420",,30,"28,274","9,289","9,559","28,004","39,530","42,357",1.58,1.46
PNM,19Dec2019,Arizona,N,"60,687","42,745","41,287","-1,458","11,645","18,769",,,10,"1,302","9,541",20,,-132,"10,779","-10,520","-3,702",,-442,"4,289","-1,730","2,091",87,"1,216","1,151","1,697",772,"27,587","7,935",2.33,0.91,,"12,327","7,731",,68,"20,126","8,931","8,268","20,789","41,287","42,745",1.07,1.07
PNM,20Dec2019,Arizona,N,"41,596","41,638","40,193","-1,445","10,834","16,748",,,0,"1,773","10,838",0,,-394,"10,579","-8,230","-3,495",,102,"1,269","-1,276","2,054",85,"1,158","1,143","1,876",702,"26,699","7,903",2.33,0.91,,"11,463","6,906",,79,"18,448","7,590","6,396","19,642","40,193","41,638",1.01,1.04
PNM,21Dec2019,Arizona,N,"39,704","40,013","37,758","-2,255","11,348","16,589",,,0,"1,766","8,055",0,,"-1,827","9,729","-2,636","-3,991",,-68,-467,"-2,995","2,116",74,"1,036","1,084","1,786",663,"25,253","7,884",2.33,0.91,,"11,979","6,847",,62,"18,887","6,884","5,411","20,361","37,758","40,013",1.10,1.12
PNM,22Dec2019,Arizona,N,"39,343","39,377","38,575",-802,"11,209","17,100",,,0,"1,277","8,989",0,,-221,"10,591","-5,468","-3,695",,-70,368,"-2,307","1,914",76,"1,026","1,087","1,742",667,"24,995","7,763",2.32,0.91,,"11,789","7,047",,64,"18,901","7,502","6,417","19,986","38,575","39,377",1.08,1.12
PNM,23Dec2019,Arizona,N,"40,205","41,116","35,258","-5,858","11,739","16,151",,,0,669,"6,699",0,,"-2,438","10,109","-7,895","-3,788",,-28,503,"-2,321","2,069",82,"1,104","1,127","1,534",697,"26,520","7,947",2.32,0.91,,"12,352","6,648",,46,"19,046","9,615","6,380","22,281","35,258","41,116",1.19,1.19
PNM,24Dec2019,Arizona,N,"38,173","40,310","35,670","-4,640","13,032","14,789",,,0,406,"7,443",0,,-795,"9,704","-10,067","-3,358",,-99,-613,588,"2,068",74,"1,048","1,067","1,308",681,"26,106","7,898",2.32,0.91,,"13,700","6,093",,49,"19,843","9,044","7,139","21,747","35,670","40,310",1.23,1.19
PNM,25Dec2019,Arizona,N,"37,815","37,865","43,530","5,665","20,280","12,431",,,0,"1,158","9,661",0,,"3,435","8,460","-10,519","-2,660",,-11,-131,"7,091","2,061",72,"1,009","1,027","1,256",684,"24,192","7,475",2.32,0.91,,"21,308","5,116",,68,"26,492","6,463","11,092","21,863","43,530","37,865",1.34,1.27
PNM,26Dec2019,Arizona,N,"40,283","38,478","36,482","-1,996","15,663","14,232",,,0,"1,649","4,938",0,,"-1,583","8,715","-4,115","-3,471",,-533,"-2,641","1,632","2,046",74,"1,015","1,056","1,252",694,"24,558","7,664",2.32,0.91,,"16,460","5,866",,41,"22,368","7,701","7,025","23,044","36,482","38,478",1.35,1.32
PNM,27Dec2019,Arizona,N,"40,228","39,585","43,690","4,105","17,271","14,177",,,0,627,"11,615",0,,-253,"9,077","-5,411","-2,834",,-74,"-1,276","4,876","2,062",75,"1,030","1,134","1,291",691,"25,513","7,775",2.32,0.91,,"18,157","5,849",,77,"24,084","6,158","8,678","21,564","43,690","39,585",1.22,1.20
PNM,28Dec2019,Arizona,N,"40,708","40,545","41,597","1,052","14,802","14,458",,,0,899,"11,438",0,,-952,"9,005","-8,591","-2,623",,-104,262,"4,055","2,013",78,996,"1,161","1,263",712,"26,454","7,886",2.31,0.91,,"15,536","5,953",,77,"21,566","6,166","7,046","20,686","41,597","40,545",1.14,1.12
PNM,29Dec2019,Arizona,N,"42,090","41,149","40,622",-527,"13,501","15,461",,,0,"1,473","10,187",0,,"-4,149","9,211","-2,316","-3,228",,-65,"-1,068","1,088","2,003",80,"1,035","1,198","1,288",731,"26,655","8,160",2.31,0.91,,"14,162","6,381",,73,"20,616","5,973","5,637","20,952","40,622","41,149",1.12,1.12
PNM,30Dec2019,Arizona,N,"42,954","42,010","33,855","-8,155","12,356","15,258",,,0,"1,724","4,517",0,,"-9,967","9,016",-399,"-3,501",,11,"-2,745",-570,"2,106",90,"1,085","1,265","1,305",748,"27,012","8,391",2.32,0.91,,"12,982","6,292",,39,"19,313","9,692","5,320","23,685","33,855","42,010",1.26,1.24
PNM,31Dec2019,Arizona,N,"42,513","41,159","34,692","-6,467","12,020","14,643",,,0,"1,429","6,600",0,,"-5,394","9,095","-6,624","-2,887",,6,"-1,955","1,292","2,084",91,"1,070","1,259","1,290",716,"26,588","7,983",2.32,0.91,,"12,623","6,017",,50,"18,690","8,751","5,870","21,572","34,692","41,159",1.19,1.16
PNM,01Jan2020,Arizona,N,"41,471","40,090","44,391","4,301","17,822","10,987",,,0,"1,685","13,897",0,,"2,235","7,821","-11,516","-2,520",,-156,"1,034","7,403","2,051",91,"1,043","1,214","1,296",694,"25,877","7,854",2.24,0.90,,"18,080","4,489",,96,"22,665","6,348","9,222","19,792","44,391","40,090",1.13,1.09
PNM,02Jan2020,Arizona,N,"42,214","41,854","42,257",403,"20,653","10,751",,,0,772,"10,081",0,,"-3,604","7,428","-5,591","-2,867",,23,-71,"5,085","2,041",82,"1,108","1,291","1,384",700,"27,251","8,031",2.23,0.90,,"20,915","4,370",,67,"25,352","6,140","7,392","24,100","42,257","41,854",1.32,1.27
PNM,03Jan2020,Arizona,N,"41,779","40,952","44,651","3,699","21,966","9,936",,,0,"1,858","10,891",0,,"-3,418","7,590","-3,627","-2,868",,227,"1,030","4,765","2,006",86,"1,111","1,225","1,380",694,"26,436","7,991",2.23,0.90,,"22,247","4,038",,79,"26,364","5,141","7,985","23,519","44,651","40,952",1.30,1.27
PNM,04Jan2020,Arizona,N,"39,955","39,407","43,803","4,396","21,443","9,749",,,0,"1,679","10,932",0,,"-1,881","7,485","-5,972","-2,650",,376,"1,238","5,800","2,055",81,"1,032","1,129","1,314",659,"25,391","7,730",2.23,0.90,,"21,702","3,960",,78,"25,740","5,494","8,958","22,276","43,803","39,407",1.30,1.25
PNM,05Jan2020,Arizona,N,"39,349","38,284","41,929","3,645","21,703","9,789",,,0,"1,873","8,564",0,,"-2,761","7,874","-6,284","-2,587",,328,"1,029","6,046","2,105",79,"1,034","1,019","1,280",655,"24,553","7,565",2.24,0.90,,"22,011","3,991",,64,"26,066","5,770","9,564","22,272","41,929","38,284",1.37,1.28
PNM,06Jan2020,Arizona,N,"41,417","40,067","44,615","4,548","22,132","9,534",,,0,"1,951","10,998",0,,"-1,510","7,491","-5,690","-2,901",,912,964,"5,282","2,127",86,"1,175","1,039","1,378",681,"25,770","7,771",2.24,0.89,,"22,468","3,867",,80,"26,415","5,381","9,084","22,711","44,615","40,067",1.31,1.25
PNM,07Jan2020,Arizona,N,"41,223","40,155","42,600","2,445","22,198","9,600",,,0,"1,907","8,895",0,,"-1,633","7,874","-8,440","-2,881",,431,"2,448","4,646","1,917",86,"1,193","1,065","1,386",702,"26,182","7,611",2.24,0.89,,"22,560","3,886",,67,"26,512","5,990","9,114","23,388","42,600","40,155",1.37,1.28
PNM,08Jan2020,Arizona,N,"41,093","40,699","44,159","3,460","21,649","9,123",,,0,"1,674","11,713",0,,908,"7,798","-11,702","-2,640",,537,"2,327","6,232","2,126",86,"1,197","1,057","1,356",704,"26,495","7,684",2.24,0.89,,"22,035","3,698",,83,"25,816","6,463","9,936","22,343","44,159","40,699",1.29,1.21
PNM,09Jan2020,Arizona,N,"40,802","41,109","44,255","3,146","22,160","10,311",,,0,"1,082","10,702",0,,"-1,252","9,625","-8,248","-2,972",,346,762,"4,885","2,103",88,"1,194","1,054","1,388",699,"26,745","7,845",2.24,0.89,,"22,532","4,181",,73,"26,786","7,300","10,197","23,888","44,255","41,109",1.33,1.28
PNM,10Jan2020,Arizona,N,"41,645","40,940","41,948","1,008","22,616","9,854",,,0,"1,260","8,218",0,,"-4,338","9,036","-5,918","-3,001",,226,928,"4,075","2,048",79,"1,179","1,094","1,354",714,"26,532","7,966",2.24,0.89,,"22,969","3,992",,59,"27,019","7,169","9,101","25,086","41,948","40,940",1.42,1.35
PNM,11Jan2020,Arizona,N,"40,917","40,392","45,120","4,728","21,996","9,620",,,0,"1,942","11,562",0,,-889,"8,887","-8,463","-2,745",,193,"2,269","5,476","2,114",73,"1,105","1,068","1,318",699,"26,135","7,883",2.23,0.89,,"22,268","3,885",,83,"26,236","6,191","9,823","22,605","45,120","40,392",1.28,1.23
PNM,12Jan2020,Arizona,N,"40,704","39,096","47,083","7,987","22,118","10,213",,,0,"1,964","12,788",0,,"4,145","8,203","-10,230","-2,541",,376,-174,"8,208","2,123",78,"1,081","1,014","1,302",687,"25,198","7,644",2.23,0.89,,"22,410","4,124",,91,"26,624","6,421","11,742","21,303","47,083","39,096",1.25,1.20
PNM,13Jan2020,Arizona,N,"40,080","39,514","47,414","7,900","22,387","9,997",,,0,"1,941","13,089",0,,"4,758","8,226","-10,028","-2,445",,323,"-1,214","8,280","1,631",84,"1,198","1,028","1,356",687,"25,936","7,588",2.23,0.89,,"22,692","4,042",,93,"26,827","6,521","11,716","21,631","47,414","39,514",1.25,1.21
PNM,14Jan2020,Arizona,N,"40,499","38,689","43,722","5,033","19,929","10,283",,,0,"1,880","11,630",0,,"3,510","8,320","-11,404","-2,371",,462,-409,"6,925","1,610",81,"1,203",978,"1,364",670,"25,514","7,256",2.23,0.89,,"20,197","4,161",,83,"24,441","6,274","10,264","20,451","43,722","38,689",1.23,1.17
PNM,15Jan2020,Arizona,N,"39,105","37,726","38,379",653,"14,829","13,430",,,0,"1,191","8,929",0,,137,"9,137","-7,571","-2,447",,50,"-2,782","4,129","1,599",81,"1,191",959,"1,338",695,"24,788","7,092",2.24,0.89,,"15,040","5,436",,62,"20,538","7,208","7,962","19,785","38,379","37,726",1.18,1.16
PNM,16Jan2020,Arizona,N,"40,167","41,015","33,960","-7,055","14,616","13,990",,,0,185,"5,169",0,,"-7,755","10,139",-984,"-3,305",,45,"-5,337",142,"1,644",84,"1,364","1,046","1,381",810,"27,127","7,705",2.23,0.89,,"14,800","5,650",,33,"20,483","10,186","6,591","24,078","33,960","41,015",1.33,1.29
PNM,17Jan2020,Arizona,N,"39,555","39,229","44,872","5,643","21,551","11,130",,,0,"1,498","10,693",0,,939,"7,919","-5,615","-2,639",,100,"-1,397","6,336","1,867",86,"1,181","1,034","1,288",814,"25,864","7,244",2.24,0.90,,"21,878","4,520",,75,"26,473","5,137","9,286","22,325","44,872","39,229",1.30,1.25
PNM,18Jan2020,Arizona,N,"39,271","38,347","39,228",881,"21,764","10,222",,,0,"2,013","5,213",16,,"-2,885","7,592","-4,172","-2,637",,449,"-2,151","4,685","2,026",76,"1,137","1,052","1,295",740,"24,861","7,242",2.24,0.90,,"22,124","4,155",,45,"26,324","6,253","8,257","24,320","39,228","38,347",1.48,1.40
PNM,19Jan2020,Arizona,N,"39,274","38,387","37,692",-695,"22,171","10,080",,,0,"1,837","3,445",159,,"-4,389","7,603","-3,547","-2,493",,86,"-2,337","4,382","2,101",76,"1,106","1,044","1,266",700,"24,648","7,529",2.24,0.89,,"22,496","4,077",,34,"26,606","7,325","8,381","25,550","37,692","38,387",1.56,1.47
PNM,20Jan2020,Arizona,N,"40,399","38,957","35,760","-3,197","21,555","10,745",,,0,"1,400","1,894",166,,"-5,436","7,461","-3,772","-2,843",,343,"-2,629","3,679","2,011",76,"1,146","1,019","1,280",695,"25,128","7,654",2.25,0.89,,"21,951","4,344",,21,"26,317","7,915","7,800","26,431","35,760","38,957",1.62,1.50
PNM,21Jan2020,Arizona,N,"39,776","40,124","38,992","-1,132","22,113","10,730",,,0,284,"5,655",210,,"-5,406","7,940","-5,443","-2,723",,49,428,"4,023","2,036",85,"1,133","1,023","1,355",675,"26,152","7,689",2.25,0.90,,"22,580","4,358",,38,"26,976","7,130","8,505","25,600","38,992","40,124",1.53,1.41
PNM,22Jan2020,Arizona,N,"39,715","38,641","46,800","8,159","21,992","10,268",,,0,"1,765","12,517",258,,"-2,120","7,517","-2,869","-2,137",,39,"1,544","6,185","2,059",80,"1,126",949,"1,324",655,"25,076","7,366",2.25,0.90,,"22,433","4,168",,90,"26,692","3,665","9,020","21,336","46,800","38,641",1.26,1.22
PNM,23Jan2020,Arizona,N,"39,810","38,572","41,426","2,854","21,784","9,036",,,0,"1,867","8,481",258,,"-4,764","7,263","-4,148","-2,356",,212,"3,179","3,468","2,029",80,"1,205",999,"1,332",655,"24,947","7,315",2.25,0.89,,"22,218","3,667",,65,"25,951","5,355","8,640","22,666","41,426","38,572",1.38,1.30
