BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BANC,CISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
TIDC,05Jan2016,Pacific,N,"6,532","6,623","5,123","-1,519",,,,,,,,,,922,"-2,441",,,,,,,,,,,,,,,
TIDC,06Jan2016,Pacific,N,"6,506","6,638","5,049","-1,605",,,,,,,,,,"1,741","-3,346",,,,,,,,,,,,,,,
TIDC,07Jan2016,Pacific,N,"6,446","6,457","5,218","-1,258",,,,,,,,,,"3,143","-4,401",,,,,,,,,,,,,,,
TIDC,08Jan2016,Pacific,N,"6,293","6,435","5,213","-1,241",,,,,,,,,,"2,861","-4,102",,,,,,,,,,,,,,,
TIDC,09Jan2016,Pacific,N,"5,771","5,745","4,979",-784,,,,,,,,,,948,"-1,732",,,,,,,,,,,,,,,
TIDC,10Jan2016,Pacific,N,"5,349","5,347","5,132",-229,,,,,,,,,,539,-768,,,,,,,,,,,,,,,
TIDC,11Jan2016,Pacific,N,"6,315","6,326","5,297","-1,044",,,,,,,,,,-263,-781,,,,,,,,,,,,,,,
TIDC,12Jan2016,Pacific,N,"6,378","6,529","5,230","-1,318",,,,,,,,,,"-1,407",89,,,,,,,,,,,,,,,
TIDC,13Jan2016,Pacific,N,"6,400","6,314","5,034","-1,298",,,,,,,,,,"-1,650",352,,,,,,,,,,,,,,,
TIDC,14Jan2016,Pacific,N,"6,450","6,482","5,174","-1,326",,,,,,,,,,226,"-1,552",,,,,,,,,,,,,,,
TIDC,15Jan2016,Pacific,N,"6,202","6,090","5,050","-1,055",,,,,,,,,,270,"-1,325",,,,,,,,,,,,,,,
TIDC,16Jan2016,Pacific,N,"5,628","5,567","5,192",-386,,,,,,,,,,"1,266","-1,652",,,,,,,,,,,,,,,
TIDC,17Jan2016,Pacific,N,"5,303","5,398","5,123",-293,,,,,,,,,,822,"-1,115",,,,,,,,,,,,,,,
TIDC,18Jan2016,Pacific,N,"6,308","6,119","4,628","-1,507",,,,,,,,,,411,"-1,918",,,,,,,,,,,,,,,
TIDC,19Jan2016,Pacific,N,"6,344","6,478","4,790","-1,703",,,,,,,,,,-151,"-1,552",,,,,,,,,,,,,,,
TIDC,20Jan2016,Pacific,N,"6,301","6,229","4,860","-1,390",,,,,,,,,,"1,010","-2,400",,,,,,,,,,,,,,,
TIDC,21Jan2016,Pacific,N,"6,306","6,288","4,979","-1,327",,,,,,,,,,736,"-2,063",,,,,,,,,,,,,,,
TIDC,22Jan2016,Pacific,N,"6,147","6,301","4,778","-1,534",,,,,,,,,,286,"-1,820",,,,,,,,,,,,,,,
TIDC,23Jan2016,Pacific,N,"5,603","5,465","4,661",-821,,,,,,,,,,"1,708","-2,529",,,,,,,,,,,,,,,
TIDC,24Jan2016,Pacific,N,"5,369","5,303","4,887",-428,,,,,,,,,,"2,736","-3,164",,,,,,,,,,,,,,,
TIDC,25Jan2016,Pacific,N,"6,300","6,220","5,049",-945,,,,,,,,,,-361,-945,,,,,,,,,,,,,,,
TIDC,26Jan2016,Pacific,N,"6,294","6,334","5,166","-1,186",,,,,,,,,,"-2,002",816,,,,,,,,,,,,,,,
TIDC,27Jan2016,Pacific,N,"6,251","6,318","5,186","-1,150",,,,,,,,,,"-3,317","2,167",,,,,,,,,,,,,,,
TIDC,28Jan2016,Pacific,N,"6,293","6,489","4,815","-1,685",,,,,,,,,,"-3,734","2,049",,,,,,,,,,,,,,,
TIDC,29Jan2016,Pacific,N,"6,225","6,191","4,970","-1,236",,,,,,,,,,"-1,307",71,,,,,,,,,,,,,,,
TIDC,30Jan2016,Pacific,N,"5,484","5,417","4,761",-674,,,,,,,,,,-516,-158,,,,,,,,,,,,,,,
TIDC,31Jan2016,Pacific,N,"5,397","5,485","5,074",-428,,,,,,,,,,"-1,189",761,,,,,,,,,,,,,,,
TIDC,01Feb2016,Pacific,N,"6,358","6,304","4,905","-1,416",,,,,,,,,,"1,232","-2,648",,,,,,,,,,,,,,,
TIDC,02Feb2016,Pacific,N,"6,558","6,566","5,189","-1,392",,,,,,,,,,"1,030","-2,422",,,,,,,,,,,,,,,
TIDC,03Feb2016,Pacific,N,"6,462","6,475","5,081","-1,408",,,,,,,,,,"1,059","-2,467",,,,,,,,,,,,,,,
TIDC,04Feb2016,Pacific,N,"6,494","6,371","4,881","-1,505",,,,,,,,,,578,"-2,083",,,,,,,,,,,,,,,
TIDC,05Feb2016,Pacific,N,"6,166","6,234","5,081","-1,168",,,,,,,,,,"1,165","-2,333",,,,,,,,,,,,,,,
TIDC,06Feb2016,Pacific,N,"5,524","5,548","4,841",-724,,,,,,,,,,"1,886","-2,610",,,,,,,,,,,,,,,
TIDC,07Feb2016,Pacific,N,"5,224","5,128","4,906",-243,,,,,,,,,,"1,919","-2,162",,,,,,,,,,,,,,,
TIDC,08Feb2016,Pacific,N,"6,141","6,062","4,994","-1,085",,,,,,,,,,"1,753","-2,838",,,,,,,,,,,,,,,
TIDC,09Feb2016,Pacific,N,"6,261","6,154","5,575",-595,,,,,,,,,,"1,841","-2,436",,,,,,,,,,,,,,,
TIDC,10Feb2016,Pacific,N,"6,129","6,136","4,924","-1,224",,,,,,,,,,452,"-1,676",,,,,,,,,,,,,,,
TIDC,11Feb2016,Pacific,N,"6,036","6,135","5,077","-1,075",,,,,,,,,,"1,096","-2,171",,,,,,,,,,,,,,,
TIDC,12Feb2016,Pacific,N,"6,008","5,979","5,203",-791,,,,,,,,,,73,-864,,,,,,,,,,,,,,,
TIDC,13Feb2016,Pacific,N,"5,245","5,230","4,925",-321,,,,,,,,,,"1,169","-1,490",,,,,,,,,,,,,,,
TIDC,14Feb2016,Pacific,N,"4,962","4,994","4,662",-350,,,,,,,,,,141,-491,,,,,,,,,,,,,,,
TIDC,15Feb2016,Pacific,N,"5,725","5,462","4,697",-781,,,,,,,,,,324,"-1,105",,,,,,,,,,,,,,,
TIDC,16Feb2016,Pacific,N,"6,144","6,102","5,159",-959,,,,,,,,,,-844,-115,,,,,,,,,,,,,,,
TIDC,17Feb2016,Pacific,N,"6,098","6,219","5,298",-936,,,,,,,,,,"-1,064",128,,,,,,,,,,,,,,,
TIDC,18Feb2016,Pacific,N,"6,189","6,150","5,282",-882,,,,,,,,,,"1,640","-2,522",,,,,,,,,,,,,,,
TIDC,19Feb2016,Pacific,N,"6,114","6,050","4,805","-1,269",,,,,,,,,,462,"-1,731",,,,,,,,,,,,,,,
TIDC,20Feb2016,Pacific,N,"5,432","5,366","4,815",-566,,,,,,,,,,-53,-513,,,,,,,,,,,,,,,
TIDC,21Feb2016,Pacific,N,"5,134","5,115","4,775",-355,,,,,,,,,,"1,706","-2,061",,,,,,,,,,,,,,,
TIDC,22Feb2016,Pacific,N,"6,073","6,119","4,084","-2,048",,,,,,,,,,140,"-2,188",,,,,,,,,,,,,,,
TIDC,23Feb2016,Pacific,N,"6,254","6,199","2,906","-3,297",,,,,,,,,,"-1,175","-2,122",,,,,,,,,,,,,,,
TIDC,24Feb2016,Pacific,N,"6,162","6,152","2,888","-3,275",,,,,,,,,,"-1,467","-1,808",,,,,,,,,,,,,,,
TIDC,25Feb2016,Pacific,N,"6,225","6,203","3,309","-2,906",,,,,,,,,,"-1,030","-1,876",,,,,,,,,,,,,,,
TIDC,26Feb2016,Pacific,N,"6,070","6,118","5,006","-1,130",,,,,,,,,,-650,-480,,,,,,,,,,,,,,,
TIDC,27Feb2016,Pacific,N,"5,355","5,295","4,679",-631,,,,,,,,,,871,"-1,502",,,,,,,,,,,,,,,
TIDC,28Feb2016,Pacific,N,"5,085","5,069","4,712",-371,,,,,,,,,,272,-643,,,,,,,,,,,,,,,
TIDC,29Feb2016,Pacific,N,"6,055","6,111","4,874","-1,249",,,,,,,,,,958,"-2,207",,,,,,,,,,,,,,,
TIDC,01Mar2016,Pacific,N,"6,210","6,296","5,493",-817,,,,,,,,,,"1,238","-2,055",,,,,,,,,,,,,,,
TIDC,02Mar2016,Pacific,N,"6,184","6,208","5,512",-715,,,,,,,,,,"1,662","-2,377",,,,,,,,,,,,,,,
TIDC,03Mar2016,Pacific,N,"6,133","6,231","4,855","-1,394",,,,,,,,,,846,"-2,240",,,,,,,,,,,,,,,
TIDC,04Mar2016,Pacific,N,"6,186","6,124","4,971","-1,171",,,,,,,,,,168,"-1,339",,,,,,,,,,,,,,,
TIDC,05Mar2016,Pacific,N,"5,381","5,453","4,864",-603,,,,,,,,,,"-1,137",534,,,,,,,,,,,,,,,
TIDC,06Mar2016,Pacific,N,"5,156","5,137","3,995","-1,157",,,,,,,,,,-411,-746,,,,,,,,,,,,,,,
TIDC,07Mar2016,Pacific,N,"6,025","6,196","4,096","-2,097",,,,,,,,,,"-1,337",-760,,,,,,,,,,,,,,,
TIDC,08Mar2016,Pacific,N,"6,101","6,116","4,635","-1,493",,,,,,,,,,430,"-1,923",,,,,,,,,,,,,,,
TIDC,09Mar2016,Pacific,N,"6,138","6,133","5,043","-1,104",,,,,,,,,,-675,-429,,,,,,,,,,,,,,,
TIDC,10Mar2016,Pacific,N,"6,221","6,252","4,694","-1,568",,,,,,,,,,"-1,234",-334,,,,,,,,,,,,,,,
TIDC,11Mar2016,Pacific,N,"6,000","6,179","4,914","-1,280",,,,,,,,,,"-2,298","1,018",,,,,,,,,,,,,,,
TIDC,12Mar2016,Pacific,N,"5,317","5,380","4,921",-474,,,,,,,,,,"2,822","-3,296",,,,,,,,,,,,,,,
TIDC,13Mar2016,Pacific,N,,"5,101","4,717",,,,,,,,,,,,,,,,,,,,,,,,,,,
TIDC,14Mar2016,Pacific,N,"6,015","5,961","4,618","-1,358",,,,,,,,,,-552,-806,,,,,,,,,,,,,,,
TIDC,15Mar2016,Pacific,N,"6,124","6,080","4,634","-1,457",,,,,,,,,,-930,-527,,,,,,,,,,,,,,,
TIDC,16Mar2016,Pacific,N,"6,113","6,048","2,431","-3,625",,,,,,,,,,"-3,934",309,,,,,,,,,,,,,,,
TIDC,17Mar2016,Pacific,N,"6,019","6,023","2,493","-3,534",,,,,,,,,,"-2,899",-635,,,,,,,,,,,,,,,
TIDC,18Mar2016,Pacific,N,"6,011","6,029","2,977","-3,058",,,,,,,,,,"-4,362","1,304",,,,,,,,,,,,,,,
TIDC,19Mar2016,Pacific,N,"5,340","5,206","2,534","-2,684",,,,,,,,,,"-4,642","1,958",,,,,,,,,,,,,,,
TIDC,20Mar2016,Pacific,N,"5,112","5,077","2,568","-2,522",,,,,,,,,,"-3,236",714,,,,,,,,,,,,,,,
TIDC,21Mar2016,Pacific,N,"5,969","6,065","2,765","-3,305",,,,,,,,,,"-3,876",571,,,,,,,,,,,,,,,
TIDC,22Mar2016,Pacific,N,"6,129","6,046","1,885","-4,184",,,,,,,,,,"-2,715","-1,469",,,,,,,,,,,,,,,
TIDC,23Mar2016,Pacific,N,"6,002","6,072","1,159","-4,941",,,,,,,,,,"-5,813",872,,,,,,,,,,,,,,,
TIDC,24Mar2016,Pacific,N,"6,026","6,078","1,195","-4,912",,,,,,,,,,"-5,534",622,,,,,,,,,,,,,,,
TIDC,25Mar2016,Pacific,N,"5,967","5,766","1,076","-4,719",,,,,,,,,,"-4,832",113,,,,,,,,,,,,,,,
TIDC,26Mar2016,Pacific,N,"5,306","5,130","1,106","-4,038",,,,,,,,,,"-4,695",657,,,,,,,,,,,,,,,
TIDC,27Mar2016,Pacific,N,"5,064","4,795","1,039","-3,775",,,,,,,,,,"-5,193","1,418",,,,,,,,,,,,,,,
TIDC,28Mar2016,Pacific,N,"5,797","5,917","1,214","-4,714",,,,,,,,,,"-3,877",-837,,,,,,,,,,,,,,,
TIDC,29Mar2016,Pacific,N,"6,030","6,188","1,263","-4,938",,,,,,,,,,"-2,666","-2,272",,,,,,,,,,,,,,,
TIDC,30Mar2016,Pacific,N,"6,054","6,176","1,120","-5,073",,,,,,,,,,"-4,391",-682,,,,,,,,,,,,,,,
TIDC,31Mar2016,Pacific,N,"6,086","6,231","1,929","-4,320",,,,,,,,,,"-2,984","-1,336",,,,,,,,,,,,,,,
TIDC,01Apr2016,Pacific,N,"5,878","6,219","3,297","-2,929",,,,,,,,,,"-1,054","-1,875",,,,,,,,,,,,,,,
TIDC,02Apr2016,Pacific,N,"5,267","5,600","4,715",-894,,,,,,,,,,-850,-44,,,,,,,,,,,,,,,
TIDC,03Apr2016,Pacific,N,"5,168","5,285","4,384",-912,,,,,,,,,,-195,-717,,,,,,,,,,,,,,,
TIDC,04Apr2016,Pacific,N,"6,145","6,399","3,706","-2,708",,,,,,,,,,-361,"-2,347",,,,,,,,,,,,,,,
TIDC,05Apr2016,Pacific,N,"6,735","6,509","3,494","-3,022",,,,,,,,,,-946,"-2,076",,,,,,,,,,,,,,,
TIDC,06Apr2016,Pacific,N,"7,073","6,842","4,170","-2,681",,,,,,,,,,"-1,482","-1,199",,,,,,,,,,,,,,,
TIDC,07Apr2016,Pacific,N,"6,814","6,855","4,387","-2,472",,,,,,,,,,"-3,310",838,,,,,,,,,,,,,,,
TIDC,08Apr2016,Pacific,N,"6,356","6,538","5,075","-1,470",,,,,,,,,,"-1,504",34,,,,,,,,,,,,,,,
TIDC,09Apr2016,Pacific,N,"5,487","5,461","3,922","-1,548",,,,,,,,,,"-3,094","1,546",,,,,,,,,,,,,,,
TIDC,10Apr2016,Pacific,N,"5,158","5,118","3,519","-1,608",,,,,,,,,,"-2,374",766,,,,,,,,,,,,,,,
TIDC,11Apr2016,Pacific,N,"6,042","6,004","4,013","-2,003",,,,,,,,,,"-1,778",-225,,,,,,,,,,,,,,,
TIDC,12Apr2016,Pacific,N,"6,242","6,062","6,026",-49,,,,,,,,,,-505,456,,,,,,,,,,,,,,,
TIDC,13Apr2016,Pacific,N,"6,229","6,009","3,161","-2,852",,,,,,,,,,"-2,478",-374,,,,,,,,,,,,,,,
TIDC,14Apr2016,Pacific,N,"6,147","5,882","3,087","-2,799",,,,,,,,,,"-2,987",188,,,,,,,,,,,,,,,
TIDC,15Apr2016,Pacific,N,"6,066","5,855","1,717","-4,179",,,,,,,,,,"-3,301",-878,,,,,,,,,,,,,,,
TIDC,16Apr2016,Pacific,N,"5,535","5,498","2,350","-3,182",,,,,,,,,,"-2,460",-722,,,,,,,,,,,,,,,
TIDC,17Apr2016,Pacific,N,"5,573","5,500","2,546","-2,988",,,,,,,,,,"-2,077",-911,,,,,,,,,,,,,,,
TIDC,18Apr2016,Pacific,N,"6,948","7,057","2,856","-4,233",,,,,,,,,,"-3,633",-600,,,,,,,,,,,,,,,
TIDC,19Apr2016,Pacific,N,"7,039","7,161","3,070","-4,115",,,,,,,,,,"-4,945",830,,,,,,,,,,,,,,,
TIDC,20Apr2016,Pacific,N,"6,880","7,060","2,080","-4,988",,,,,,,,,,"-4,818",-170,,,,,,,,,,,,,,,
TIDC,21Apr2016,Pacific,N,"6,776","7,035","2,334","-4,708",,,,,,,,,,"-4,293",-415,,,,,,,,,,,,,,,
TIDC,22Apr2016,Pacific,N,"6,392","6,427","2,243","-4,195",,,,,,,,,,"-4,349",154,,,,,,,,,,,,,,,
TIDC,23Apr2016,Pacific,N,"5,485","5,610","2,381","-3,238",,,,,,,,,,"-4,688","1,450",,,,,,,,,,,,,,,
TIDC,24Apr2016,Pacific,N,"5,139","5,257","1,694","-3,572",,,,,,,,,,"-4,005",433,,,,,,,,,,,,,,,
TIDC,25Apr2016,Pacific,N,"6,028","6,184","1,205","-4,986",,,,,,,,,,"-3,352","-1,634",,,,,,,,,,,,,,,
TIDC,26Apr2016,Pacific,N,"6,364","6,568","2,127","-4,452",,,,,,,,,,"-3,852",-600,,,,,,,,,,,,,,,
TIDC,27Apr2016,Pacific,N,"6,408","6,536","2,035","-4,514",,,,,,,,,,"-3,305","-1,209",,,,,,,,,,,,,,,
TIDC,28Apr2016,Pacific,N,"6,686","6,469","2,078","-4,410",,,,,,,,,,"-2,751","-1,659",,,,,,,,,,,,,,,
TIDC,29Apr2016,Pacific,N,"6,532","6,517","1,846","-4,692",,,,,,,,,,"-3,067","-1,625",,,,,,,,,,,,,,,
TIDC,30Apr2016,Pacific,N,"5,808","5,585","1,260","-4,355",,,,,,,,,,"-3,650",-705,,,,,,,,,,,,,,,
TIDC,01May2016,Pacific,N,"5,802","5,801","1,117","-4,696",,,,,,,,,,"-3,453","-1,243",,,,,,,,,,,,,,,
TIDC,02May2016,Pacific,N,"7,192","7,238","2,763","-4,479",,,,,,,,,,"-4,216",-263,,,,,,,,,,,,,,,
TIDC,03May2016,Pacific,N,"7,263","7,510","3,216","-4,299",,,,,,,,,,"-4,784",485,,,,,,,,,,,,,,,
TIDC,04May2016,Pacific,N,"6,847","7,253","3,396","-3,863",,,,,,,,,,"-3,792",-71,,,,,,,,,,,,,,,
TIDC,05May2016,Pacific,N,"6,824","6,831","3,169","-3,669",,,,,,,,,,"-2,146","-1,523",,,,,,,,,,,,,,,
TIDC,06May2016,Pacific,N,"6,526","6,536","3,229","-3,325",,,,,,,,,,"-3,038",-287,,,,,,,,,,,,,,,
TIDC,07May2016,Pacific,N,"5,470","5,783","3,192","-2,435",,,,,,,,,,"-2,370",-65,,,,,,,,,,,,,,,
TIDC,08May2016,Pacific,N,"5,324","5,315","1,605","-3,739",,,,,,,,,,"-3,431",-308,,,,,,,,,,,,,,,
TIDC,09May2016,Pacific,N,"6,772","6,902","1,128","-5,806",,,,,,,,,,"-3,911","-1,895",,,,,,,,,,,,,,,
TIDC,10May2016,Pacific,N,"7,406","7,364","2,358","-5,020",,,,,,,,,,"-2,682","-2,338",,,,,,,,,,,,,,,
TIDC,11May2016,Pacific,N,"7,518","7,763","4,782","-2,990",,,,,,,,,,"-3,774",784,,,,,,,,,,,,,,,
TIDC,12May2016,Pacific,N,"8,050","8,070","5,547","-2,534",,,,,,,,,,"-4,762","2,228",,,,,,,,,,,,,,,
TIDC,13May2016,Pacific,N,"7,666","7,537","5,693","-1,855",,,,,,,,,,"-4,636","2,781",,,,,,,,,,,,,,,
TIDC,14May2016,Pacific,N,"6,140","6,297","3,887","-2,415",,,,,,,,,,"-3,125",710,,,,,,,,,,,,,,,
TIDC,15May2016,Pacific,N,"5,541","5,941","3,264","-2,688",,,,,,,,,,"-2,282",-406,,,,,,,,,,,,,,,
TIDC,16May2016,Pacific,N,"7,020","7,303","3,195","-4,106",,,,,,,,,,"-2,034","-2,072",,,,,,,,,,,,,,,
TIDC,17May2016,Pacific,N,"8,089","8,170","4,740","-3,440",,,,,,,,,,-917,"-2,523",,,,,,,,,,,,,,,
TIDC,18May2016,Pacific,N,"8,588","8,871","6,996","-1,892",,,,,,,,,,"1,511","-3,403",,,,,,,,,,,,,,,
TIDC,19May2016,Pacific,N,"8,018","7,882","5,607","-2,292",,,,,,,,,,"-1,447",-845,,,,,,,,,,,,,,,
TIDC,20May2016,Pacific,N,"6,833","6,847","3,501","-3,354",,,,,,,,,,"-2,697",-657,,,,,,,,,,,,,,,
TIDC,21May2016,Pacific,N,"5,733","5,877","3,795","-2,089",,,,,,,,,,"-1,268",-821,,,,,,,,,,,,,,,
TIDC,22May2016,Pacific,N,"5,475","5,432","3,343","-2,100",,,,,,,,,,-718,"-1,382",,,,,,,,,,,,,,,
TIDC,23May2016,Pacific,N,"6,610","6,688","3,315","-3,379",,,,,,,,,,-501,"-2,878",,,,,,,,,,,,,,,
TIDC,24May2016,Pacific,N,"6,817","7,070","3,380","-3,696",,,,,,,,,,"-3,067",-629,,,,,,,,,,,,,,,
TIDC,25May2016,Pacific,N,"6,829","7,196","3,534","-3,667",,,,,,,,,,"-1,590","-2,077",,,,,,,,,,,,,,,
TIDC,26May2016,Pacific,N,"7,247","7,533","3,646","-3,893",,,,,,,,,,"-1,718","-2,175",,,,,,,,,,,,,,,
TIDC,27May2016,Pacific,N,"7,769","7,680","3,640","-4,047",,,,,,,,,,"-1,710","-2,337",,,,,,,,,,,,,,,
TIDC,28May2016,Pacific,N,"7,549","7,218","3,039","-4,188",,,,,,,,,,"-3,580",-608,,,,,,,,,,,,,,,
TIDC,29May2016,Pacific,N,"7,169","6,908","3,001","-3,931",,,,,,,,,,"-4,107",176,,,,,,,,,,,,,,,
TIDC,30May2016,Pacific,N,"7,916","7,692","5,001","-2,705",,,,,,,,,,-267,"-2,438",,,,,,,,,,,,,,,
TIDC,31May2016,Pacific,N,"9,696","9,556","6,137","-3,433",,,,,,,,,,-196,"-3,237",,,,,,,,,,,,,,,
TIDC,01Jun2016,Pacific,N,"10,125","10,048","6,438","-3,622",,,,,,,,,,"-3,254",-368,,,,,,,,,,,,,,,
TIDC,02Jun2016,Pacific,N,"9,908","9,810","6,010","-3,811",,,,,,,,,,"-1,847","-1,964",,,,,,,,,,,,,,,
TIDC,03Jun2016,Pacific,N,"10,281","9,993","6,280","-3,722",,,,,,,,,,-514,"-3,208",,,,,,,,,,,,,,,
TIDC,04Jun2016,Pacific,N,"9,994","9,075","5,844","-3,241",,,,,,,,,,"-1,680","-1,561",,,,,,,,,,,,,,,
TIDC,05Jun2016,Pacific,N,"8,756","8,381","2,885","-5,532",,,,,,,,,,"-1,657","-3,875",,,,,,,,,,,,,,,
TIDC,06Jun2016,Pacific,N,"9,565","9,799","2,569","-7,264",,,,,,,,,,"-1,632","-5,632",,,,,,,,,,,,,,,
TIDC,07Jun2016,Pacific,N,"9,760","9,537","3,196","-6,353",,,,,,,,,,"-2,109","-4,244",,,,,,,,,,,,,,,
TIDC,08Jun2016,Pacific,N,"9,097","8,472","5,241","-3,241",,,,,,,,,,"-2,709",-532,,,,,,,,,,,,,,,
TIDC,09Jun2016,Pacific,N,"8,647","8,359","5,840","-2,531",,,,,,,,,,"-1,020","-1,511",,,,,,,,,,,,,,,
TIDC,10Jun2016,Pacific,N,"8,148","7,943","5,751","-2,214",,,,,,,,,,"-1,197","-1,017",,,,,,,,,,,,,,,
TIDC,11Jun2016,Pacific,N,"7,537","7,025","3,872","-3,166",,,,,,,,,,"-1,590","-1,576",,,,,,,,,,,,,,,
TIDC,12Jun2016,Pacific,N,"7,267","7,235","3,612","-3,634",,,,,,,,,,-176,"-3,458",,,,,,,,,,,,,,,
TIDC,13Jun2016,Pacific,N,"8,621","8,403","3,770","-4,641",,,,,,,,,,"-1,017","-3,624",,,,,,,,,,,,,,,
TIDC,14Jun2016,Pacific,N,"7,804","7,832","3,498","-4,339",,,,,,,,,,-384,"-3,955",,,,,,,,,,,,,,,
TIDC,15Jun2016,Pacific,N,"7,293","7,268","3,666","-3,612",,,,,,,,,,-95,"-3,517",,,,,,,,,,,,,,,
TIDC,16Jun2016,Pacific,N,"7,332","7,588","3,872","-3,725",,,,,,,,,,"1,884","-5,609",,,,,,,,,,,,,,,
TIDC,17Jun2016,Pacific,N,"7,511","8,115","3,987","-4,135",,,,,,,,,,"-1,176","-2,959",,,,,,,,,,,,,,,
TIDC,18Jun2016,Pacific,N,"7,007","7,088","3,608","-3,494",,,,,,,,,,"-1,912","-1,582",,,,,,,,,,,,,,,
TIDC,19Jun2016,Pacific,N,"7,614","7,254","4,226","-3,038",,,,,,,,,,"-1,858","-1,180",,,,,,,,,,,,,,,
TIDC,20Jun2016,Pacific,N,"9,852","9,022","5,743","-3,297",,,,,,,,,,"-3,102",-195,,,,,,,,,,,,,,,
TIDC,21Jun2016,Pacific,N,"10,177","9,870","6,776","-3,108",,,,,,,,,,"-1,657","-1,451",,,,,,,,,,,,,,,
TIDC,22Jun2016,Pacific,N,"9,935","9,743","6,980","-2,781",,,,,,,,,,-156,"-2,625",,,,,,,,,,,,,,,
TIDC,23Jun2016,Pacific,N,"9,620","9,271","6,818","-2,465",,,,,,,,,,370,"-2,835",,,,,,,,,,,,,,,
TIDC,24Jun2016,Pacific,N,"9,100","8,845","6,569","-2,291",,,,,,,,,,"1,710","-4,001",,,,,,,,,,,,,,,
TIDC,25Jun2016,Pacific,N,"8,969","8,859","6,326","-2,551",,,,,,,,,,481,"-3,032",,,,,,,,,,,,,,,
TIDC,26Jun2016,Pacific,N,"8,451","8,839","6,596","-2,259",,,,,,,,,,486,"-2,745",,,,,,,,,,,,,,,
TIDC,27Jun2016,Pacific,N,"10,150","10,731","7,934","-2,805",,,,,,,,,,"1,042","-3,847",,,,,,,,,,,,,,,
TIDC,28Jun2016,Pacific,N,"10,797","11,228","7,228","-4,011",,,,,,,,,,"-1,150","-2,861",,,,,,,,,,,,,,,
TIDC,29Jun2016,Pacific,N,"10,554","10,624","7,271","-3,365",,,,,,,,,,"-1,237","-2,128",,,,,,,,,,,,,,,
TIDC,30Jun2016,Pacific,N,"9,975","10,209","7,355","-2,862",,,,,,,,,,158,"-3,020",,,,,,,,,,,,,,,
TIDC,01Jul2016,Pacific,N,"10,122","10,565","7,509","-3,074",,,,,,,,,,-438,"-2,636",,,,,,,,,,,,,,,
TIDC,02Jul2016,Pacific,N,"8,933","9,538","6,392","-3,156",,,,,,,,,,-448,"-2,708",,,,,,,,,,,,,,,
TIDC,03Jul2016,Pacific,N,"8,100","8,311","5,980","-2,347",,,,,,,,,,-656,"-1,691",,,,,,,,,,,,,,,
TIDC,04Jul2016,Pacific,N,"8,197","8,256","6,132","-2,137",,,,,,,,,,-468,"-1,669",,,,,,,,,,,,,,,
TIDC,05Jul2016,Pacific,N,"9,491","9,091","6,128","-2,979",,,,,,,,,,-442,"-2,537",,,,,,,,,,,,,,,
TIDC,06Jul2016,Pacific,N,"9,201","8,916","6,285","-2,646",,,,,,,,,,325,"-2,971",,,,,,,,,,,,,,,
TIDC,07Jul2016,Pacific,N,"9,110","8,830","6,195","-2,642",,,,,,,,,,-151,"-2,491",,,,,,,,,,,,,,,
TIDC,08Jul2016,Pacific,N,"8,832","8,808","6,145","-2,676",,,,,,,,,,276,"-2,952",,,,,,,,,,,,,,,
TIDC,09Jul2016,Pacific,N,"7,858","8,173","6,172","-2,014",,,,,,,,,,352,"-2,366",,,,,,,,,,,,,,,
TIDC,10Jul2016,Pacific,N,"7,151","6,810","5,904",-920,,,,,,,,,,"1,299","-2,219",,,,,,,,,,,,,,,
TIDC,11Jul2016,Pacific,N,"8,694","8,688","5,870","-2,835",,,,,,,,,,442,"-3,277",,,,,,,,,,,,,,,
TIDC,12Jul2016,Pacific,N,"9,168","9,173","6,083","-3,097",,,,,,,,,,653,"-3,750",,,,,,,,,,,,,,,
TIDC,13Jul2016,Pacific,N,"9,870","9,672","6,688","-3,000",,,,,,,,,,151,"-3,151",,,,,,,,,,,,,,,
TIDC,14Jul2016,Pacific,N,"10,657","10,365","6,963","-3,416",,,,,,,,,,211,"-3,627",,,,,,,,,,,,,,,
TIDC,15Jul2016,Pacific,N,"10,408","10,035","6,878","-3,168",,,,,,,,,,"-1,438","-1,730",,,,,,,,,,,,,,,
TIDC,16Jul2016,Pacific,N,"9,210","9,070","6,203","-2,881",,,,,,,,,,-811,"-2,070",,,,,,,,,,,,,,,
TIDC,17Jul2016,Pacific,N,"8,286","8,100","5,902","-2,211",,,,,,,,,,-256,"-1,955",,,,,,,,,,,,,,,
TIDC,18Jul2016,Pacific,N,"9,208","8,548","5,847","-2,676",,,,,,,,,,"-1,729",-947,,,,,,,,,,,,,,,
TIDC,19Jul2016,Pacific,N,"8,448","8,815","6,389","-2,438",,,,,,,,,,"-2,085",-353,,,,,,,,,,,,,,,
