BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FMPP,FPL,GVL,NSB,SEC,SOCO,TAL,TEC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
FPC,07Nov2015,Eastern,N,"111,916","148,379","112,350","-36,029",,,,,,,,,,"-9,882","-12,264",3,613,"-10,500","-6,091","-2,171","4,263",,,,,,,,,,,,,,,
FPC,08Nov2015,Eastern,N,"110,437","144,935","109,874","-35,061",,,,,,,,,,"-9,939","-13,213",644,465,"-10,905","-6,226","-1,959","6,072",,,,,,,,,,,,,,,
FPC,09Nov2015,Eastern,N,"116,147","146,291","113,786","-32,505",,,,,,,,,,"-9,216","-13,449",621,353,"-8,262","-6,117","-2,589","6,154",,,,,,,,,,,,,,,
FPC,10Nov2015,Eastern,N,"116,007","143,638","114,595","-29,043",,,,,,,,,,"-9,754","-10,373",-322,304,"-8,397","-5,316","-2,801","7,616",,,,,,,,,,,,,,,
FPC,11Nov2015,Eastern,N,"106,133","137,955","109,834","-28,121",,,,,,,,,,"-8,283","-12,195",-448,313,"-8,273","-6,376","-2,700","9,841",,,,,,,,,,,,,,,
FPC,12Nov2015,Eastern,N,"117,073","137,363","107,821","-29,542",,,,,,,,,,"-9,298","-11,825",315,266,"-7,640","-6,853","-3,113","8,606",,,,,,,,,,,,,,,
FPC,13Nov2015,Eastern,N,"109,935","130,837","99,818","-31,019",,,,,,,,,,"-9,882","-10,987",-84,277,"-11,681","-7,341","-2,795","11,474",,,,,,,,,,,,,,,
FPC,14Nov2015,Eastern,N,"94,839","110,487","82,465","-28,022",,,,,,,,,,"-9,881","-10,914",-43,366,"-11,997","-5,957","-3,201","13,605",,,,,,,,,,,,,,,
FPC,15Nov2015,Eastern,N,"93,791","111,362","82,423","-28,939",,,,,,,,,,"-10,407","-11,982",0,414,"-11,677","-5,511","-3,044","13,268",,,,,,,,,,,,,,,
FPC,16Nov2015,Eastern,N,"101,913","126,695","97,021","-29,674",,,,,,,,,,"-9,081","-12,850",197,531,"-13,791","-5,010","-3,370","13,700",,,,,,,,,,,,,,,
FPC,17Nov2015,Eastern,N,"110,041","135,379","105,602","-29,777",,,,,,,,,,"-11,477","-11,726",-173,398,"-11,494","-5,494","-3,396","13,585",,,,,,,,,,,,,,,
FPC,18Nov2015,Eastern,N,"120,207","144,834","111,992","-32,842",,,,,,,,,,"-13,897","-10,247",-163,395,"-9,180","-6,566","-3,496","10,312",,,,,,,,,,,,,,,
FPC,19Nov2015,Eastern,N,"113,926","141,391","108,328","-33,063",,,,,,,,,,"-7,727","-14,155",-133,400,"-8,715","-7,676","-3,008","7,951",,,,,,,,,,,,,,,
FPC,20Nov2015,Eastern,N,"107,913","135,274","99,087","-36,187",,,,,,,,,,"-5,634","-15,831",-122,376,"-9,257","-7,710","-3,110","5,101",,,,,,,,,,,,,,,
FPC,21Nov2015,Eastern,N,"96,345","121,416","86,620","-34,796",,,,,,,,,,"-5,127","-15,601",68,451,"-12,323","-7,367","-2,747","7,850",,,,,,,,,,,,,,,
FPC,22Nov2015,Eastern,N,"87,103","114,557","84,375","-30,182",,,,,,,,,,"-6,189","-11,523",-131,282,"-12,015","-6,328","-2,706","8,428",,,,,,,,,,,,,,,
FPC,23Nov2015,Eastern,N,"97,695","110,818","74,905","-35,913",,,,,,,,,,"-7,842","-10,008",-864,200,"-12,854","-7,267","-3,072","5,794",,,,,,,,,,,,,,,
FPC,24Nov2015,Eastern,N,"94,382","114,729","82,774","-31,955",,,,,,,,,,"-9,184","-7,018",-730,231,"-11,977","-5,697","-2,752","5,172",,,,,,,,,,,,,,,
FPC,25Nov2015,Eastern,N,"89,906","114,313","83,849","-30,464",,,,,,,,,,"-8,546","-10,437",-66,238,"-12,357","-4,845","-2,694","8,243",,,,,,,,,,,,,,,
FPC,26Nov2015,Eastern,N,"87,087","113,651","83,623","-30,028",,,,,,,,,,"-8,302","-10,275",-226,135,"-14,016","-5,330","-2,799","10,785",,,,,,,,,,,,,,,
FPC,27Nov2015,Eastern,N,"90,688","110,761","81,675","-29,086",,,,,,,,,,"-7,229","-15,323",-242,341,"-12,484","-2,136","-3,002","10,989",,,,,,,,,,,,,,,
FPC,28Nov2015,Eastern,N,"90,483","112,360","78,150","-34,210",,,,,,,,,,"-7,714","-16,736",-367,226,"-13,865","-2,945","-3,219","10,410",,,,,,,,,,,,,,,
FPC,29Nov2015,Eastern,N,"89,066","112,958","79,480","-33,478",,,,,,,,,,"-6,644","-15,565",-415,170,"-13,953","-3,165","-3,208","9,302",,,,,,,,,,,,,,,
FPC,30Nov2015,Eastern,N,"98,607","122,129","93,354","-28,775",,,,,,,,,,"-6,103","-13,236",-14,253,"-13,884","-3,668","-2,878","10,755",,,,,,,,,,,,,,,
FPC,01Dec2015,Eastern,N,"103,728","126,168","96,612","-29,556",,,,,,,,,,"-6,003","-12,329",81,245,"-14,573","-4,313","-2,398","9,734",,,,,,,,,,,,,,,
FPC,02Dec2015,Eastern,N,"106,659","131,983","102,339","-29,644",,,,,,,,,,"-10,562","-5,260",162,206,"-11,162","-4,457","-2,717","4,146",,,,,,,,,,,,,,,
FPC,03Dec2015,Eastern,N,"95,909","120,778","90,943","-29,835",,,,,,,,,,"-9,551","-4,188",87,314,"-12,748","-3,081","-2,764","2,096",,,,,,,,,,,,,,,
FPC,04Dec2015,Eastern,N,"91,471","115,237","87,927","-27,310",,,,,,,,,,"-8,589","-5,462",68,387,"-9,700","-3,197","-2,644","1,827",,,,,,,,,,,,,,,
FPC,05Dec2015,Eastern,N,"87,957","114,886","86,062","-28,824",,,,,,,,,,"-7,913","-7,854",4,274,"-10,377","-3,340","-2,538","2,920",,,,,,,,,,,,,,,
FPC,06Dec2015,Eastern,N,"91,358","115,932","86,030","-29,902",,,,,,,,,,"-7,843","-7,753",-19,159,"-11,799","-3,644","-2,463","3,460",,,,,,,,,,,,,,,
FPC,07Dec2015,Eastern,N,"94,255","113,299","85,466","-27,833",,,,,,,,,,"-6,751","-10,495",-165,290,"-10,873","-3,168","-1,726","5,055",,,,,,,,,,,,,,,
FPC,08Dec2015,Eastern,N,"91,171","114,854","85,553","-29,301",,,,,,,,,,"-5,137","-11,940",-175,334,"-10,801","-4,198","-1,371","3,987",,,,,,,,,,,,,,,
FPC,09Dec2015,Eastern,N,"91,178","116,479","87,801","-28,678",,,,,,,,,,"-6,376","-12,128",-245,328,"-12,332","-4,626","-1,381","8,082",,,,,,,,,,,,,,,
FPC,10Dec2015,Eastern,N,"93,030","118,459","90,069","-28,389",,,,,,,,,,"-7,935","-9,767",-18,405,"-10,417","-2,876","-1,704","3,923",,,,,,,,,,,,,,,
FPC,11Dec2015,Eastern,N,"94,048","116,629","87,821","-28,808",,,,,,,,,,"-6,088","-7,969",3,329,"-10,719","-2,824","-1,817",277,,,,,,,,,,,,,,,
FPC,12Dec2015,Eastern,N,"96,396","118,803","89,328","-29,475",,,,,,,,,,"-5,619","-8,538",-52,187,"-11,131","-2,836","-2,141",655,,,,,,,,,,,,,,,
FPC,13Dec2015,Eastern,N,"98,099","120,401","91,832","-28,569",,,,,,,,,,"-4,185","-12,226",109,515,"-10,039","-2,184","-2,023","1,464",,,,,,,,,,,,,,,
FPC,14Dec2015,Eastern,N,"109,750","132,266","102,154","-30,112",,,,,,,,,,"-3,713","-14,306",146,552,"-11,311","-2,918","-2,065","3,503",,,,,,,,,,,,,,,
FPC,15Dec2015,Eastern,N,"108,512","130,544","101,167","-29,377",,,,,,,,,,"-3,961","-14,008",247,93,"-12,171","-3,561","-1,466","5,450",,,,,,,,,,,,,,,
FPC,16Dec2015,Eastern,N,"107,896","135,602","104,298","-31,304",,,,,,,,,,"-3,350","-13,394",492,0,"-12,491","-4,134","-1,470","3,042",,,,,,,,,,,,,,,
FPC,17Dec2015,Eastern,N,"110,732","137,387","106,588","-30,799",,,,,,,,,,"-3,253","-13,061",467,0,"-10,756","-4,104","-1,460","1,368",,,,,,,,,,,,,,,
FPC,18Dec2015,Eastern,N,"95,414","119,189","89,045","-30,144",,,,,,,,,,"-3,982","-13,381",48,240,"-9,397","-4,731","-1,474","2,533",,,,,,,,,,,,,,,
FPC,19Dec2015,Eastern,N,"101,126","119,268","85,048","-34,220",,,,,,,,,,"-4,276","-19,123",-141,484,"-11,011","-5,483","-1,772","7,102",,,,,,,,,,,,,,,
FPC,20Dec2015,Eastern,N,"92,237","119,537","86,118","-33,419",,,,,,,,,,"-4,905","-16,104",260,440,"-10,956","-5,243","-1,771","4,860",,,,,,,,,,,,,,,
FPC,21Dec2015,Eastern,N,"96,540","119,377","89,863","-29,514",,,,,,,,,,"-6,139","-11,651",423,436,"-10,120","-4,126","-1,209","2,872",,,,,,,,,,,,,,,
FPC,22Dec2015,Eastern,N,"105,184","126,097","90,200","-35,897",,,,,,,,,,"-7,028","-15,986",35,544,"-7,783","-5,262","-1,197",780,,,,,,,,,,,,,,,
FPC,23Dec2015,Eastern,N,"110,331","131,662","96,791","-34,871",,,,,,,,,,"-7,733","-12,380",74,453,"-7,700","-5,853","-1,820",88,,,,,,,,,,,,,,,
FPC,24Dec2015,Eastern,N,"107,169","134,497","97,241","-37,256",,,,,,,,,,"-7,422","-15,595",211,517,"-7,941","-4,828","-2,723",525,,,,,,,,,,,,,,,
FPC,25Dec2015,Eastern,N,"102,290","134,218","97,426","-36,787",,,,,,,,,,"-6,112","-17,548",-16,490,"-12,165","-2,597","-2,730","3,891",,,,,,,,,,,,,,,
FPC,26Dec2015,Eastern,N,"97,683","130,105","94,439","-35,664",,,,,,,,,,"-7,992","-12,151",38,379,"-11,467","-3,931","-2,682","2,147",,,,,,,,,,,,,,,
FPC,27Dec2015,Eastern,N,"102,856","130,605","94,437","-36,166",,,,,,,,,,"-7,149","-16,050",106,514,"-11,525","-4,061","-2,611","4,610",,,,,,,,,,,,,,,
FPC,28Dec2015,Eastern,N,"107,216","138,931","102,869","-36,062",,,,,,,,,,"-8,638","-14,811",470,412,"-11,677","-4,805","-2,571","5,558",,,,,,,,,,,,,,,
FPC,29Dec2015,Eastern,N,"106,873","140,641","104,169","-36,472",,,,,,,,,,"-8,180","-15,999",340,632,"-10,231","-5,549","-2,535","5,050",,,,,,,,,,,,,,,
FPC,30Dec2015,Eastern,N,"109,608","140,371","103,251","-37,120",,,,,,,,,,"-9,354","-10,751",496,461,"-13,542","-5,615","-2,680","3,865",,,,,,,,,,,,,,,
FPC,31Dec2015,Eastern,N,"107,241","132,289","101,191","-39,594",,,,,,,,,,"-10,003","-10,683",395,491,"-10,537","-4,439","-2,730","-2,088",,,,,,,,,,,,,,,
FPC,01Jan2016,Eastern,N,"94,619","128,625","96,728","-31,897",,,,,,,,,,"-7,076","-14,855",195,560,"-9,889","-3,064","-2,565","4,797",,,,,,,,,,,,,,,
FPC,02Jan2016,Eastern,N,"88,887","108,995","76,881","-32,114",,,,,,,,,,"-5,253","-13,753",-132,563,"-8,972","-2,195","-2,748",376,,,,,,,,,,,,,,,
FPC,03Jan2016,Eastern,N,"92,144","110,919","76,426","-34,493",,,,,,,,,,"-5,879","-11,613",41,390,"-10,947","-3,844","-2,863",222,,,,,,,,,,,,,,,
FPC,04Jan2016,Eastern,N,"102,171","125,704","95,755","-29,949",,,,,,,,,,"-6,562","-10,985",405,539,"-9,825","-3,133","-2,749","2,361",,,,,,,,,,,,,,,
FPC,05Jan2016,Eastern,N,"96,798","130,838","100,998","-29,840",,,,,,,,,,"-8,989","-7,900",-91,448,"-8,328","-3,466","-2,799","1,285",,,,,,,,,,,,,,,
FPC,06Jan2016,Eastern,N,"93,095","124,997","96,747","-28,250",,,,,,,,,,"-7,861","-9,009",-491,510,"-6,688","-3,923","-2,614","1,826",,,,,,,,,,,,,,,
FPC,07Jan2016,Eastern,N,"93,321","118,322","93,394","-24,928",,,,,,,,,,"-7,560","-7,641",-484,436,"-7,095","-3,030","-1,814","2,260",,,,,,,,,,,,,,,
FPC,08Jan2016,Eastern,N,"91,536","111,832","85,138","-26,694",,,,,,,,,,"-8,902","-4,693",-513,394,"-7,955","-3,310","-2,445",730,,,,,,,,,,,,,,,
FPC,09Jan2016,Eastern,N,"87,961","107,925","86,288","-21,637",,,,,,,,,,"-7,586","-7,841",773,499,"-7,896","-2,900","-2,401","5,715",,,,,,,,,,,,,,,
FPC,10Jan2016,Eastern,N,"85,864","103,637","85,006","-23,588",,,,,,,,,,"-5,188","-11,950",552,726,"-7,405","-1,372","-2,645","3,693",,,,,,,,,,,,,,,
FPC,11Jan2016,Eastern,N,"104,630","136,243","109,602","-26,641",,,,,,,,,,"-10,044","-12,481",955,"1,112","-4,037","-1,898","-2,569","2,321",,,,,,,,,,,,,,,
FPC,12Jan2016,Eastern,N,"115,275","148,921","106,477","-42,444",,,,,,,,,,"-11,582","-10,094",930,949,"-7,221","-4,419","-2,833","-8,174",,,,,,,,,,,,,,,
FPC,13Jan2016,Eastern,N,"114,384","146,416","112,179","-34,236",,,,,,,,,,"-10,929","-12,956","1,123","1,098","-6,112","-3,679","-2,304",-477,,,,,,,,,,,,,,,
FPC,14Jan2016,Eastern,N,"105,041","139,486","107,590","-31,896",,,,,,,,,,"-8,694","-10,012",657,925,"-8,109","-3,875","-2,372",-416,,,,,,,,,,,,,,,
FPC,15Jan2016,Eastern,N,"91,658","114,720","85,401","-29,319",,,,,,,,,,"-8,059","-11,399",918,692,"-7,159","-2,694","-2,079",461,,,,,,,,,,,,,,,
FPC,16Jan2016,Eastern,N,"87,068","110,506","87,424","-23,082",,,,,,,,,,"-7,705","-9,043",110,515,"-7,764",-866,"-2,234","3,905",,,,,,,,,,,,,,,
FPC,17Jan2016,Eastern,N,"86,210","108,716","84,947","-23,769",,,,,,,,,,"-6,692","-7,366",-279,519,"-7,379","-1,091","-2,389",908,,,,,,,,,,,,,,,
FPC,18Jan2016,Eastern,N,"110,909","143,264","106,605","-36,659",,,,,,,,,,"-8,293","-12,333",131,684,"-8,502","-2,931","-2,458","-2,957",,,,,,,,,,,,,,,
FPC,19Jan2016,Eastern,N,"128,152","164,644","118,662","-45,982",,,,,,,,,,"-8,976","-14,719",617,0,"-9,404","-4,484","-2,602","-6,414",,,,,,,,,,,,,,,
FPC,20Jan2016,Eastern,N,"120,725","167,774","123,101","-44,673",,,,,,,,,,"-9,812","-18,026",214,0,"-7,554","-4,992","-2,703","-1,800",,,,,,,,,,,,,,,
FPC,21Jan2016,Eastern,N,"104,240","144,156","108,871","-35,285",,,,,,,,,,"-10,788","-11,786",-55,77,"-7,763","-4,471","-2,528","2,029",,,,,,,,,,,,,,,
FPC,22Jan2016,Eastern,N,"94,022","121,492","95,538","-25,954",,,,,,,,,,"-10,676","-9,406",-293,509,"-8,358","-2,526","-2,254","7,050",,,,,,,,,,,,,,,
FPC,23Jan2016,Eastern,N,"108,226","157,096","122,552","-34,544",,,,,,,,,,"-12,979","-9,785",-175,916,"-7,545","-4,029","-3,116","2,169",,,,,,,,,,,,,,,
FPC,24Jan2016,Eastern,N,"131,166","178,894","130,839","-48,055",,,,,,,,,,"-13,971","-14,712",-91,"1,134","-9,483","-5,507","-3,285","-2,140",,,,,,,,,,,,,,,
FPC,25Jan2016,Eastern,N,"122,806","167,490","122,769","-44,721",,,,,,,,,,"-12,928","-11,822",118,643,"-13,351","-6,652","-3,331","2,602",,,,,,,,,,,,,,,
FPC,26Jan2016,Eastern,N,"100,126","126,524","98,601","-27,923",,,,,,,,,,"-8,614","-8,871",-565,598,"-10,637","-4,197","-2,561","6,924",,,,,,,,,,,,,,,
FPC,27Jan2016,Eastern,N,"92,610","113,577","90,038","-23,539",,,,,,,,,,"-8,136","-6,215",-125,421,"-9,567","-2,538","-2,029","4,650",,,,,,,,,,,,,,,
FPC,28Jan2016,Eastern,N,"92,716","115,366","85,275","-30,091",,,,,,,,,,"-10,091","-4,728",-18,481,"-10,025","-4,395","-2,721","1,406",,,,,,,,,,,,,,,
FPC,29Jan2016,Eastern,N,"100,334","123,621","95,912","-27,709",,,,,,,,,,"-9,730","-4,244",28,734,"-8,348","-3,212","-2,323",-614,,,,,,,,,,,,,,,
FPC,30Jan2016,Eastern,N,"100,614","126,151","97,142","-29,009",,,,,,,,,,"-10,045","-5,396",-385,716,"-9,445","-3,304","-2,640","1,489",,,,,,,,,,,,,,,
FPC,31Jan2016,Eastern,N,"90,830","117,850","90,226","-27,624",,,,,,,,,,"-11,170","-2,430",-431,539,"-9,833","-2,302","-2,613",629,,,,,,,,,,,,,,,
FPC,01Feb2016,Eastern,N,"94,225","117,895","92,357","-25,538",,,,,,,,,,"-9,706","-4,452",93,536,"-9,209","-2,887","-2,084","2,171",,,,,,,,,,,,,,,
FPC,02Feb2016,Eastern,N,"100,753","121,026","86,368","-34,658",,,,,,,,,,"-9,510","-10,488",207,557,"-10,077","-4,353","-2,333","1,339",,,,,,,,,,,,,,,
FPC,03Feb2016,Eastern,N,"101,497","128,049","91,005","-37,044",,,,,,,,,,"-10,248","-13,551",-255,647,"-10,537","-3,988","-2,278","3,166",,,,,,,,,,,,,,,
FPC,04Feb2016,Eastern,N,"93,236","121,164","89,900","-31,264",,,,,,,,,,"-9,000","-12,665",-40,789,"-8,648","-2,863","-2,377","3,540",,,,,,,,,,,,,,,
FPC,05Feb2016,Eastern,N,"103,894","128,822","93,304","-35,517",,,,,,,,,,"-11,248","-10,419",-191,765,"-8,718","-3,336","-2,316",-54,,,,,,,,,,,,,,,
FPC,06Feb2016,Eastern,N,"104,733","141,503","101,950","-39,553",,,,,,,,,,"-14,063","-7,434",-192,519,"-11,195","-5,038","-2,741",591,,,,,,,,,,,,,,,
FPC,07Feb2016,Eastern,N,"114,010","148,767","107,717","-41,047",,,,,,,,,,"-16,348","-2,452",72,740,"-11,343","-5,480","-2,444","-3,792",,,,,,,,,,,,,,,
FPC,08Feb2016,Eastern,N,"116,550","153,722","113,578","-40,144",,,,,,,,,,"-14,846","-8,534",26,"1,106","-10,361","-5,185","-2,907",557,,,,,,,,,,,,,,,
FPC,09Feb2016,Eastern,N,"121,479","144,722","104,610","-40,112",,,,,,,,,,"-18,251","-7,330",285,"1,172","-8,089","-3,300","-2,712","-1,887",,,,,,,,,,,,,,,
FPC,10Feb2016,Eastern,N,"127,650","162,663","116,562","-46,101",,,,,,,,,,"-16,238","-9,282",537,"1,276","-8,118","-5,253","-3,144","-5,879",,,,,,,,,,,,,,,
FPC,11Feb2016,Eastern,N,"127,388","160,524","119,141","-41,383",,,,,,,,,,"-15,699","-8,876",409,"1,173","-8,792","-5,686","-2,951",-961,,,,,,,,,,,,,,,
FPC,12Feb2016,Eastern,N,"105,413","128,665","95,048","-33,617",,,,,,,,,,"-13,607","-7,180",-286,"1,041","-10,131","-3,237","-2,057","1,840",,,,,,,,,,,,,,,
FPC,13Feb2016,Eastern,N,"94,477","113,498","83,637","-29,861",,,,,,,,,,"-13,864","-4,257",-447,327,"-9,415","-3,716","-2,229","3,740",,,,,,,,,,,,,,,
FPC,14Feb2016,Eastern,N,"101,488","127,721","93,676","-34,045",,,,,,,,,,"-14,550","-3,571",-289,347,"-10,326","-4,346","-2,596","1,286",,,,,,,,,,,,,,,
FPC,15Feb2016,Eastern,N,"92,734","119,540","94,022","-25,518",,,,,,,,,,"-9,730","-7,156",-97,400,"-11,230","-4,077","-2,241","8,613",,,,,,,,,,,,,,,
FPC,16Feb2016,Eastern,N,"91,525","112,932","88,370","-24,562",,,,,,,,,,"-8,255","-6,773",-222,278,"-12,393","-4,765","-2,217","9,785",,,,,,,,,,,,,,,
FPC,17Feb2016,Eastern,N,"93,770","118,244","91,768","-26,476",,,,,,,,,,"-7,376","-8,028",-213,328,"-13,093","-4,770","-2,353","9,029",,,,,,,,,,,,,,,
FPC,18Feb2016,Eastern,N,"98,658","119,576","89,309","-30,267",,,,,,,,,,"-9,704","-6,491",-197,499,"-11,166","-4,955","-2,592","4,339",,,,,,,,,,,,,,,
FPC,19Feb2016,Eastern,N,"93,402","118,528","87,931","-30,597",,,,,,,,,,"-11,455","-4,805",-88,532,"-9,777","-3,991","-2,504","1,491",,,,,,,,,,,,,,,
FPC,20Feb2016,Eastern,N,"91,213","111,840","81,283","-30,557",,,,,,,,,,"-13,597","-10,123",-637,249,"-12,123","-3,740","-2,516","11,930",,,,,,,,,,,,,,,
FPC,21Feb2016,Eastern,N,"88,732","109,145","80,678","-28,467",,,,,,,,,,"-12,979","-10,294",-644,266,"-11,204","-2,562","-2,367","11,317",,,,,,,,,,,,,,,
FPC,22Feb2016,Eastern,N,"92,829","116,437","87,642","-28,795",,,,,,,,,,"-9,637","-11,293",-134,627,"-10,860","-2,728","-2,299","7,529",,,,,,,,,,,,,,,
FPC,23Feb2016,Eastern,N,"98,284","119,839","90,079","-29,760",,,,,,,,,,"-9,598","-10,433",-173,533,"-14,898","-4,165","-2,941","11,915",,,,,,,,,,,,,,,
FPC,24Feb2016,Eastern,N,"96,240","117,607","89,304","-28,303",,,,,,,,,,"-9,946","-10,157",-205,622,"-14,242","-3,545","-2,456","11,626",,,,,,,,,,,,,,,
FPC,25Feb2016,Eastern,N,"95,433","116,701","86,544","-30,157",,,,,,,,,,"-11,405","-12,943",-385,673,"-12,916","-2,084","-2,521","11,427",,,,,,,,,,,,,,,
FPC,26Feb2016,Eastern,N,"109,491","128,073","87,327","-40,746",,,,,,,,,,"-16,534","-13,876",-303,686,"-13,998","-4,347","-2,959","10,585",,,,,,,,,,,,,,,
FPC,27Feb2016,Eastern,N,"110,284","135,290","90,636","-44,654",,,,,,,,,,"-20,776","-3,094",-236,542,"-16,207","-5,906","-3,280","4,303",,,,,,,,,,,,,,,
FPC,28Feb2016,Eastern,N,"100,238","127,291","84,285","-43,006",,,,,,,,,,"-20,288","-2,964",-336,420,"-15,850","-5,164","-2,911","4,087",,,,,,,,,,,,,,,
FPC,29Feb2016,Eastern,N,"93,009","118,526","87,437","-31,089",,,,,,,,,,"-17,619",-789,-525,476,"-12,356","-3,243","-2,689","5,656",,,,,,,,,,,,,,,
FPC,01Mar2016,Eastern,N,"92,659","119,096","84,569","-34,527",,,,,,,,,,"-14,956","-3,009",-292,502,"-12,203","-5,702","-2,257","3,390",,,,,,,,,,,,,,,
FPC,02Mar2016,Eastern,N,"91,891","115,838","87,449","-28,389",,,,,,,,,,"-14,170",747,40,727,"-9,863","-3,194","-2,623",-53,,,,,,,,,,,,,,,
FPC,03Mar2016,Eastern,N,"92,090","116,282","87,763","-28,519",,,,,,,,,,"-15,343",218,16,784,"-9,980","-2,671","-2,480",937,,,,,,,,,,,,,,,
FPC,04Mar2016,Eastern,N,"90,469","114,518","86,011","-28,507",,,,,,,,,,"-16,727","-3,590",-190,584,"-8,822","-3,813","-2,553","6,604",,,,,,,,,,,,,,,
FPC,05Mar2016,Eastern,N,"85,955","111,237","80,783","-30,454",,,,,,,,,,"-14,701","-4,807",-294,578,"-8,391","-3,900","-2,394","3,455",,,,,,,,,,,,,,,
FPC,06Mar2016,Eastern,N,"85,570","110,073","79,688","-30,385",,,,,,,,,,"-14,245","-6,120",-345,509,"-8,559","-3,907","-2,404","4,686",,,,,,,,,,,,,,,
FPC,07Mar2016,Eastern,N,"91,300","118,208","81,397","-36,811",,,,,,,,,,"-13,909","-8,000",-769,426,"-9,584","-4,513","-2,604","2,142",,,,,,,,,,,,,,,
FPC,08Mar2016,Eastern,N,"93,119","117,921","82,715","-35,206",,,,,,,,,,"-11,837","-7,362",-488,478,"-11,392","-5,253","-2,650","3,298",,,,,,,,,,,,,,,
FPC,09Mar2016,Eastern,N,"96,313","121,192","84,808","-36,384",,,,,,,,,,"-12,208","-3,775",-207,618,"-15,538","-4,520","-2,588","1,834",,,,,,,,,,,,,,,
FPC,10Mar2016,Eastern,N,"103,348","128,042","90,197","-37,845",,,,,,,,,,"-12,271","-7,843",-708,647,"-12,734","-5,397","-2,924","3,385",,,,,,,,,,,,,,,
FPC,11Mar2016,Eastern,N,"101,105","127,905","89,415","-38,490",,,,,,,,,,"-12,939","-12,024",-218,560,"-11,637","-4,194","-2,724","4,686",,,,,,,,,,,,,,,
FPC,12Mar2016,Eastern,N,"95,883","122,990","85,798","-37,192",,,,,,,,,,"-10,629","-13,237",-404,494,"-9,597","-5,389","-2,293","3,863",,,,,,,,,,,,,,,
FPC,13Mar2016,Eastern,N,"93,024","118,883","82,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPC,14Mar2016,Eastern,N,"104,456","138,673","99,277","-39,396",,,,,,,,,,"-10,952","-12,929",-540,595,"-10,789","-4,725","-1,968","1,912",,,,,,,,,,,,,,,
FPC,15Mar2016,Eastern,N,"105,227","144,228","109,297","-34,931",,,,,,,,,,"-9,044","-11,868",-368,680,"-11,414","-4,382","-1,996","3,461",,,,,,,,,,,,,,,
FPC,16Mar2016,Eastern,N,"108,354","145,153","109,396","-35,757",,,,,,,,,,"-10,178","-10,876",-415,545,"-12,357","-6,390","-2,221","6,135",,,,,,,,,,,,,,,
FPC,17Mar2016,Eastern,N,"109,380","139,315","106,810","-32,505",,,,,,,,,,"-4,799","-14,803",-729,379,"-10,758","-6,712","-1,931","6,848",,,,,,,,,,,,,,,
FPC,18Mar2016,Eastern,N,"106,731","129,564","99,436","-30,128",,,,,,,,,,"-7,519","-11,507",-193,475,"-9,509","-6,120","-1,755","6,000",,,,,,,,,,,,,,,
FPC,19Mar2016,Eastern,N,"97,823","115,690","80,766","-34,924",,,,,,,,,,"-8,878","-12,632",-352,571,"-9,533","-4,050","-2,026","1,976",,,,,,,,,,,,,,,
FPC,20Mar2016,Eastern,N,"87,429","117,614","81,819","-35,795",,,,,,,,,,"-8,598","-14,832",-229,611,"-10,593","-3,457","-1,907","3,210",,,,,,,,,,,,,,,
FPC,21Mar2016,Eastern,N,"97,567","112,039","81,378","-30,661",,,,,,,,,,"-7,297","-11,321",-456,620,"-9,663","-1,413","-1,401",269,,,,,,,,,,,,,,,
FPC,22Mar2016,Eastern,N,"98,110","120,821","87,107","-33,714",,,,,,,,,,"-8,902","-10,371",-559,503,"-13,648","-3,022","-1,399","3,684",,,,,,,,,,,,,,,
FPC,23Mar2016,Eastern,N,"92,824","118,857","87,126","-31,731",,,,,,,,,,"-10,058","-9,065",-327,586,"-12,115","-3,818","-1,537","4,603",,,,,,,,,,,,,,,
FPC,24Mar2016,Eastern,N,"99,729","122,670","84,894","-37,776",,,,,,,,,,"-12,745","-11,803",-154,579,"-13,438","-4,503","-1,621","5,909",,,,,,,,,,,,,,,
FPC,25Mar2016,Eastern,N,"110,792","110,138","79,166","-36,491",,,,,,,,,,"-12,121","-10,478",-216,564,"-11,341","-4,584","-1,543","3,228",,,,,,,,,,,,,,,
FPC,26Mar2016,Eastern,N,"104,169","127,774","89,581","-38,193",,,,,,,,,,"-8,016","-12,164",-270,590,"-11,620","-4,074","-1,547","-1,092",,,,,,,,,,,,,,,
FPC,27Mar2016,Eastern,N,"104,856","136,317","97,398","-38,919",,,,,,,,,,"-9,129","-13,733",-731,629,"-9,012","-4,559","-1,679",-704,,,,,,,,,,,,,,,
FPC,28Mar2016,Eastern,N,"115,176","137,406","103,467","-33,939",,,,,,,,,,"-8,061","-11,715",-676,604,"-8,873","-4,933","-1,743","1,458",,,,,,,,,,,,,,,
