BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,05May2018,Central,N,"21,618","11,416","13,087",,,,,,,,,,,540,"1,500",,,,,,,,,,,,,,,
AEC,06May2018,Central,N,,"11,227","13,033","1,806",,,,,,,,,,469,"1,337",,,,,,,,,,,,,,,
AEC,07May2018,Central,N,"22,636","11,583","12,859","1,276",,,,,,,,,,341,935,,,,,,,,,,,,,,,
AEC,08May2018,Central,N,"23,332","12,116","13,346","1,230",,,,,,,,,,687,543,,,,,,,,,,,,,,,
AEC,09May2018,Central,N,"24,161","12,450","13,370",920,,,,,,,,,,541,379,,,,,,,,,,,,,,,
AEC,10May2018,Central,N,"24,584","12,639","14,239","1,600",,,,,,,,,,438,"1,162",,,,,,,,,,,,,,,
AEC,11May2018,Central,N,"25,089","12,719","15,777","3,058",,,,,,,,,,311,"2,747",,,,,,,,,,,,,,,
AEC,12May2018,Central,N,"25,357","12,878","15,070","2,192",,,,,,,,,,162,"2,030",,,,,,,,,,,,,,,
AEC,13May2018,Central,N,"26,182","13,232","16,466","3,234",,,,,,,,,,997,"2,237",,,,,,,,,,,,,,,
AEC,14May2018,Central,N,"27,098","13,179","16,672","3,493",,,,,,,,,,"1,173","2,320",,,,,,,,,,,,,,,
AEC,15May2018,Central,N,"23,772","12,475","14,732","2,257",,,,,,,,,,"1,399",858,,,,,,,,,,,,,,,
AEC,16May2018,Central,N,"23,333","12,083","13,633","1,550",,,,,,,,,,"1,092",458,,,,,,,,,,,,,,,
AEC,17May2018,Central,N,"24,416","12,081","13,441","1,360",,,,,,,,,,"1,461",-101,,,,,,,,,,,,,,,
AEC,18May2018,Central,N,"24,659","12,374","13,171",797,,,,,,,,,,"1,904","-1,107",,,,,,,,,,,,,,,
AEC,19May2018,Central,N,"25,647","13,363","13,750",387,,,,,,,,,,"1,394","-1,007",,,,,,,,,,,,,,,
AEC,20May2018,Central,N,"25,266","12,737","12,771",34,,,,,,,,,,"1,638","-1,604",,,,,,,,,,,,,,,
AEC,21May2018,Central,N,"22,970","11,753","11,833",80,,,,,,,,,,"1,545","-1,465",,,,,,,,,,,,,,,
AEC,22May2018,Central,N,"23,472","12,639","13,196",557,,,,,,,,,,"2,490","-1,933",,,,,,,,,,,,,,,
AEC,23May2018,Central,N,"24,830","12,732","14,599","1,867",,,,,,,,,,"2,490",-623,,,,,,,,,,,,,,,
AEC,24May2018,Central,N,"25,564","12,999","14,837","1,838",,,,,,,,,,"1,707",131,,,,,,,,,,,,,,,
AEC,25May2018,Central,N,"25,284","13,054","15,117","2,063",,,,,,,,,,"1,241",822,,,,,,,,,,,,,,,
AEC,26May2018,Central,N,"24,043","12,140","13,892","1,752",,,,,,,,,,"1,437",315,,,,,,,,,,,,,,,
AEC,27May2018,Central,N,"23,075","11,651","13,338","1,687",,,,,,,,,,"1,268",419,,,,,,,,,,,,,,,
AEC,28May2018,Central,N,"23,459","11,396","11,493",97,,,,,,,,,,"1,507","-1,410",,,,,,,,,,,,,,,
AEC,29May2018,Central,N,"25,296","12,502","12,835",333,,,,,,,,,,"1,500","-1,167",,,,,,,,,,,,,,,
AEC,30May2018,Central,N,"26,499","13,520","13,894",374,,,,,,,,,,,,,,,,,,,,,,,,,,
AEC,31May2018,Central,N,,"13,546","13,881",,,,,,,,,,,"1,902","1,245",,,,,,,,,,,,,,,
AEC,01Jun2018,Central,N,,"14,405","18,036","3,631",,,,,,,,,,"2,016","1,615",,,,,,,,,,,,,,,
AEC,02Jun2018,Central,N,"28,613","14,007","17,758","3,751",,,,,,,,,,"2,517","1,234",,,,,,,,,,,,,,,
AEC,03Jun2018,Central,N,"29,382","14,757","17,613","2,856",,,,,,,,,,"2,924",-68,,,,,,,,,,,,,,,
AEC,04Jun2018,Central,N,"27,410","14,209","16,505","2,296",,,,,,,,,,"2,896",-600,,,,,,,,,,,,,,,
AEC,05Jun2018,Central,N,"26,782","11,693","11,826",133,,,,,,,,,,"1,873","-1,740",,,,,,,,,,,,,,,
AEC,06Jun2018,Central,N,"26,967","13,513","14,896","1,383",,,,,,,,,,"2,286",-903,,,,,,,,,,,,,,,
AEC,07Jun2018,Central,N,"28,601","14,364","16,528","2,164",,,,,,,,,,"1,782",382,,,,,,,,,,,,,,,
AEC,08Jun2018,Central,N,"28,535","14,471","17,373","2,902",,,,,,,,,,"2,207",695,,,,,,,,,,,,,,,
AEC,09Jun2018,Central,N,"27,763","13,347","15,804","2,457",,,,,,,,,,"2,167",290,,,,,,,,,,,,,,,
AEC,10Jun2018,Central,N,"27,895","12,051","14,653","2,602",,,,,,,,,,"2,670",-68,,,,,,,,,,,,,,,
AEC,11Jun2018,Central,N,"26,511","12,670","15,106","2,436",,,,,,,,,,"2,452",-16,,,,,,,,,,,,,,,
AEC,12Jun2018,Central,N,"25,617","12,393","15,226","2,833",,,,,,,,,,"2,925",-92,,,,,,,,,,,,,,,
AEC,13Jun2018,Central,N,"26,750","13,260","17,269","4,009",,,,,,,,,,"2,502","1,507",,,,,,,,,,,,,,,
AEC,14Jun2018,Central,N,"26,882","12,594","16,112","3,518",,,,,,,,,,"3,375",143,,,,,,,,,,,,,,,
AEC,15Jun2018,Central,N,"25,520","12,520","17,348","4,828",,,,,,,,,,"2,321","2,507",,,,,,,,,,,,,,,
AEC,16Jun2018,Central,N,"26,077","12,795","18,270","5,475",,,,,,,,,,"2,240","3,235",,,,,,,,,,,,,,,
AEC,17Jun2018,Central,N,"27,203","13,821","18,183","4,362",,,,,,,,,,"1,814","2,548",,,,,,,,,,,,,,,
AEC,18Jun2018,Central,N,"29,460","14,889","21,305","6,416",,,,,,,,,,984,"5,432",,,,,,,,,,,,,,,
AEC,19Jun2018,Central,N,"30,870","15,916","21,961","6,045",,,,,,,,,,"2,252","3,795",,,,,,,,,,,,,,,
AEC,20Jun2018,Central,N,"31,874","16,420","23,773","7,353",,,,,,,,,,"3,048","4,305",,,,,,,,,,,,,,,
AEC,21Jun2018,Central,N,"30,289","15,701","21,197","5,496",,,,,,,,,,"1,608","3,888",,,,,,,,,,,,,,,
AEC,22Jun2018,Central,N,"30,220","15,563","18,632","3,069",,,,,,,,,,924,"2,145",,,,,,,,,,,,,,,
AEC,23Jun2018,Central,N,"30,900","15,984","17,822","1,838",,,,,,,,,,"1,068",770,,,,,,,,,,,,,,,
AEC,24Jun2018,Central,N,"31,532","16,020","18,487","2,467",,,,,,,,,,"1,369","1,098",,,,,,,,,,,,,,,
AEC,25Jun2018,Central,N,"32,210","16,473","20,470","3,997",,,,,,,,,,"1,381","2,616",,,,,,,,,,,,,,,
AEC,26Jun2018,Central,N,"32,203","15,622","20,534","4,912",,,,,,,,,,"1,608","3,304",,,,,,,,,,,,,,,
AEC,27Jun2018,Central,N,"32,136","15,757","18,247","2,490",,,,,,,,,,"1,553",937,,,,,,,,,,,,,,,
AEC,28Jun2018,Central,N,"32,143","15,679","18,588","2,909",,,,,,,,,,"1,300","1,609",,,,,,,,,,,,,,,
AEC,29Jun2018,Central,N,"31,380","15,027","19,468","4,441",,,,,,,,,,,,,,,,,,,,,,,,,,
AEC,30Jun2018,Central,N,,"15,132","19,611",,,,,,,,,,,,,,,,,,,,,,,,,,,
AEC,01Jul2018,Central,N,,,,,,,,,,,,,,"1,362","3,550",,,,,,,,,0,,,,,,
AEC,02Jul2018,Central,N,,"13,745","20,823","7,078","7,954","12,746",,,39,,,86,,"1,256","5,822",2.22,0.92,,"8,024","5,309",,1,"13,334",0,"4,524","8,810","20,825","13,747",1.41,1.41
AEC,03Jul2018,Central,N,"30,337","14,731","23,515","8,784","8,368","14,723",,,335,,,90,,"1,065","7,719",2.22,0.92,,"8,441","6,137",,3,"14,581",0,"5,439","9,141","23,516","14,732",1.37,1.37
AEC,04Jul2018,Central,N,"29,848","14,742","20,851","6,109","7,410","13,696",,,-351,,,96,,"1,219","4,890",2.22,0.92,,"7,470","5,707",,1,"13,177",0,"3,790","9,388","21,219","15,110",1.37,1.37
AEC,05Jul2018,Central,N,"29,621","14,593","22,386","7,793","8,098","14,171",,,24,,,93,,"1,244","6,549",2.22,0.92,,"8,161","5,900",,1,"14,061",0,"4,883","9,178","22,386","14,593",1.38,1.39
AEC,06Jul2018,Central,N,"29,911","14,660","22,832","8,172","8,458","14,246",,,33,,,96,,"1,665","6,507",2.22,0.92,,"8,518","5,948",,1,"14,467",0,"5,172","9,295","22,833","14,661",1.40,1.40
AEC,07Jul2018,Central,N,"28,351","13,396","19,242","5,846","7,737","11,367",,,34,,,104,,"1,770","4,076",2.21,0.92,,"7,769","4,758",,1,"12,528",0,"3,804","8,725","19,242","13,396",1.44,1.44
AEC,08Jul2018,Central,N,"27,787","13,306","17,890","4,584","7,297","10,476",,,24,,,94,,"1,638","2,946",2.21,0.92,,"7,324","4,384",,1,"11,709",0,"3,000","8,708","17,891","13,307",1.44,1.44
AEC,09Jul2018,Central,N,"28,911","14,933","21,325","6,392","6,733","14,465",,,24,,,100,,"1,469","4,923",2.22,0.92,,"6,766","6,033",,1,"12,799",0,"3,809","8,990","21,322","14,930",1.32,1.33
AEC,10Jul2018,Central,N,"30,570","15,320","20,529","5,209","4,217","16,191",,,14,,,109,,"1,556","3,653",2.22,0.92,,"4,246","6,741",,1,"10,987",0,"2,775","8,212","20,531","15,322",1.18,1.18
AEC,11Jul2018,Central,N,"31,635","16,048","23,833","7,785","6,338","17,374",,,12,,,107,,"2,014","5,771",2.21,0.91,,"6,354","7,178",,1,"13,533",0,"4,428","9,105","23,831","16,046",1.25,1.25
AEC,12Jul2018,Central,N,"31,615","16,254","25,550","9,296","8,506","16,904",,,34,,,106,,"2,033","7,263",2.21,0.91,,"8,524","6,990",,1,"15,515",0,"5,628","9,887","25,550","16,254",1.34,1.34
AEC,13Jul2018,Central,N,"31,604","16,391","24,372","7,981","8,523","15,694",,,44,,,104,,"1,619","6,362",2.21,0.91,,"8,529","6,486",,1,"15,016",0,"4,907","10,110","24,365","16,384",1.36,1.36
AEC,14Jul2018,Central,N,"31,253","15,519","23,688","8,169","8,295","15,259",,,21,,,104,,"1,728","6,441",2.20,0.91,,"8,287","6,314",,1,"14,602",0,"5,024","9,578","23,679","15,510",1.36,1.36
AEC,15Jul2018,Central,N,"30,613","14,632","23,318","8,686","8,273","14,929",,,9,,,107,,"1,605","7,081",2.20,0.91,,"8,272","6,175",,1,"14,448",0,"5,359","9,089","23,318","14,632",1.37,1.37
AEC,16Jul2018,Central,N,"30,951","14,719","22,644","7,925","8,637","13,879",,,24,,,105,,"1,419","6,506",2.20,0.91,,"8,636","5,739",,1,"14,376",0,"5,026","9,350","22,645","14,720",1.40,1.40
AEC,17Jul2018,Central,N,"29,755","15,257","22,093","6,836","8,836","13,092",,,57,,,106,,"1,304","5,532",2.20,0.91,,"8,834","5,421",,1,"14,256",0,"4,412","9,844","22,091","15,255",1.42,1.42
AEC,18Jul2018,Central,N,"30,789","15,422","22,607","7,185","8,148","14,331",,,20,,,103,,"1,635","5,550",2.20,0.92,,"8,140","5,948",,1,"14,089",0,"4,468","9,620","22,602","15,417",1.37,1.38
AEC,19Jul2018,Central,N,"30,063","15,175","23,120","7,945","8,601","14,365",,,54,,,105,,"2,096","5,849",2.20,0.92,,"8,585","5,969",,1,"14,555",0,"4,996","9,559","23,125","15,180",1.39,1.39
AEC,20Jul2018,Central,N,"31,430","15,275","23,321","8,046","8,673","14,517",,,20,,,107,,"2,862","5,184",2.20,0.92,,"8,657","6,031",,1,"14,690",0,"5,068","9,622","23,317","15,271",1.39,1.39
AEC,21Jul2018,Central,N,"32,010","16,073","21,707","5,634","8,765","12,800",,,24,,,107,,"3,352","2,282",2.20,0.92,,"8,752","5,325",,1,"14,079",0,"3,651","10,428","21,696","16,062",1.43,1.43
AEC,22Jul2018,Central,N,"32,328","15,644","20,715","5,071","8,604","11,969",,,41,,,95,,"4,001","1,070",2.20,0.92,,"8,594","4,978",,1,"13,572",118,"3,474","10,215","20,709","15,638",1.44,1.44
AEC,23Jul2018,Central,N,"30,613","14,661","19,402","4,741","9,694","9,526",,,67,,,106,,"4,344",397,2.20,0.91,,"9,672","3,948",,1,"13,621",128,"3,509","10,240","19,393","14,652",1.55,1.54
AEC,24Jul2018,Central,N,"29,217","14,652","19,876","5,224","7,511","12,229",,,24,,,106,,"3,332","1,892",2.20,0.91,,"7,492","5,063",,1,"12,556",0,"3,312","9,243","19,870","14,646",1.39,1.39
AEC,25Jul2018,Central,N,"30,048","15,310","22,519","7,209","8,489","13,893",,,24,,,106,,"3,398","3,811",2.20,0.91,,"8,469","5,763",,1,"14,232",0,"4,558","9,675","22,512","15,303",1.39,1.39
AEC,26Jul2018,Central,N,"30,838","15,693","23,950","8,257","6,070","17,752",,,19,,,104,,"3,580","4,677",2.20,0.92,,"6,064","7,374",,1,"13,438",0,"4,592","8,846","23,945","15,688",1.24,1.24
AEC,27Jul2018,Central,N,"31,076","15,482","22,342","6,860","5,216","17,013",,,13,,,108,,"3,554","3,306",2.20,0.92,,"5,217","7,068",,1,"12,286",10,"3,843","8,453","22,350","15,490",1.21,1.20
AEC,28Jul2018,Central,N,"31,019","15,234","22,001","6,767","8,602","13,256",,,38,,,107,,"2,936","3,831",2.21,0.92,,"8,604","5,515",,1,"14,120",0,"4,345","9,775","22,003","15,236",1.41,1.41
AEC,29Jul2018,Central,N,"30,650","14,501","20,760","6,259","8,353","12,298",,,6,,,104,,"2,838","3,421",2.20,0.92,,"8,351","5,118",,1,"13,470",0,"4,061","9,408","20,761","14,502",1.43,1.43
AEC,30Jul2018,Central,N,"30,018","14,414","21,071","6,657","8,198","12,747",,,10,,,106,,"2,865","3,792",2.21,0.92,,"8,200","5,295",,1,"13,496",0,"4,263","9,233","21,061","14,404",1.41,1.41
AEC,31Jul2018,Central,N,,"13,667","20,535","6,868","7,649","12,737",,,38,,,108,,"2,511","4,357",2.20,0.92,,"7,643","5,293",,1,"12,937",0,"4,329","8,608","20,532","13,664",1.39,1.39
AEC,01Aug2018,Central,N,"24,622","12,373","17,447","5,074","6,475","10,828",,,34,,,107,,"2,392","2,682",2.20,0.92,,"6,467","4,497",,1,"10,964",0,"3,194","7,770","17,444","12,370",1.39,1.38
AEC,02Aug2018,Central,N,"24,060","12,378","17,624","5,246","6,587","10,924",,,5,,,105,,"2,493","2,753",2.20,0.91,,"6,575","4,530",,1,"11,106",0,"3,311","7,795","17,621","12,375",1.39,1.39
AEC,03Aug2018,Central,N,"25,226","13,630","20,208","6,578","7,836","12,051",,,211,,,107,,"2,285","4,293",2.20,0.91,,"7,817","4,999",,2,"12,818",0,"4,177","8,641","20,205","13,627",1.40,1.40
AEC,04Aug2018,Central,N,"27,355","14,398","20,882","6,484","8,054","12,840",,,-124,,,104,,"1,961","4,523",2.20,0.92,,"8,045","5,333",,2,"13,380",0,"4,077","9,303","21,220","14,736",1.39,1.39
AEC,05Aug2018,Central,N,"29,686","15,234","22,344","7,110","8,221","13,946",,,71,,,106,,"2,157","4,953",2.20,0.91,,"8,219","5,784",,3,"14,005",0,"4,386","9,619","22,606","15,496",1.37,1.37
AEC,06Aug2018,Central,N,"30,956","15,812","25,894","10,082","8,356","17,838",,,-388,,,79,,"2,253","7,877",2.20,0.91,,"8,354","7,380",,1,"15,735",0,"6,020","9,714","26,289","16,159",1.32,1.33
AEC,07Aug2018,Central,N,"31,119","15,038","25,512","10,474","8,672","16,704",,,35,,,104,,"3,547","6,927",2.21,0.91,,"8,675","6,921",,1,"15,597",0,"6,393","9,203","25,515","15,041",1.35,1.35
AEC,08Aug2018,Central,N,"30,843","15,778","23,579","7,801","8,359","15,006",,,110,,,107,,"3,268","4,533",2.21,0.91,,"8,365","6,221",,1,"14,588",0,"4,808","9,780","23,582","15,781",1.36,1.37
AEC,09Aug2018,Central,N,"30,067","14,809","20,934","6,125","8,419","12,571",,,-166,,,105,,"2,443","3,727",2.21,0.91,,"8,426","5,209",,1,"13,636",0,"3,980","9,656","21,105","14,935",1.42,1.43
AEC,10Aug2018,Central,N,"29,705","14,446","19,998","5,552","7,946","12,126",,,-187,,,104,,"1,827","3,725",2.21,0.91,,"7,948","5,024",,1,"12,972",0,"3,558","9,414","20,195","14,643",1.42,1.42
AEC,11Aug2018,Central,N,"29,373","14,142","21,059","6,917","8,044","12,822",,,86,,,103,,"2,275","4,642",2.21,0.92,,"8,048","5,322",,1,"13,371",0,"4,395","8,976","21,055","14,138",1.40,1.40
AEC,12Aug2018,Central,N,"30,403","15,565","22,864","7,299","8,265","14,490",,,0,,,103,,"2,340","4,959",2.21,0.92,,"8,267","6,018",,1,"14,286",0,"4,553","9,732","22,858","15,559",1.38,1.38
AEC,13Aug2018,Central,N,"30,069","15,035","22,219","7,184","8,322","13,799",,,0,,,101,,"2,400","4,784",2.21,0.91,,"8,324","5,725",,1,"14,049",0,"4,529","9,520","22,222","15,038",1.39,1.40
AEC,14Aug2018,Central,N,"29,999","14,595","20,946","6,351","8,396","12,423",,,18,,,105,,"2,513","3,838",2.21,0.91,,"8,400","5,150",,1,"13,550",0,"4,108","9,443","20,942","14,591",1.43,1.43
AEC,15Aug2018,Central,N,"30,148","14,938","22,361","7,423","8,444","13,797",,,13,,,107,,"3,498","3,925",2.21,0.91,,"8,446","5,719",,1,"14,167",0,"4,692","9,475","22,361","14,938",1.40,1.40
AEC,16Aug2018,Central,N,"28,483","13,916","20,865","6,949","8,206","12,551",,,0,,,105,,"3,612","3,337",2.21,0.91,,"8,213","5,202",,1,"13,415",0,"4,466","8,949","20,862","13,913",1.42,1.42
AEC,17Aug2018,Central,N,"28,400","13,633","20,106","6,473","7,948","12,029",,,31,,,98,,"2,704","3,769",2.21,0.91,,"7,951","4,991",,1,"12,942",0,"4,167","8,775","20,106","13,633",1.42,1.42
AEC,18Aug2018,Central,N,"27,283","13,161","19,247","6,086","7,595","11,548",,,14,,,87,,"1,591","4,495",2.20,0.92,,"7,590","4,804",,1,"12,395",0,"3,923","8,472","19,244","13,158",1.42,1.42
AEC,19Aug2018,Central,N,"27,128","12,797","18,371","5,574","7,488","10,787",,,7,,,87,,"2,085","3,489",2.20,0.92,,"7,485","4,492",,1,"11,977",0,"3,638","8,339","18,369","12,795",1.44,1.44
AEC,20Aug2018,Central,N,"27,533","13,450","19,772","6,322","7,390","12,255",,,34,,,89,,"2,414","3,908",2.20,0.92,,"7,386","5,102",,1,"12,489",0,"3,998","8,491","19,768","13,446",1.39,1.39
AEC,21Aug2018,Central,N,"28,457","14,170","19,669","5,499","7,371","12,169",,,39,,,88,,"2,377","3,122",2.20,0.92,,"7,367","5,069",,1,"12,438",0,"3,485","8,953","19,667","14,168",1.39,1.39
AEC,22Aug2018,Central,N,"28,144","14,699","20,801","6,102","6,418","14,213",,,86,,,86,,"2,474","3,628",2.20,0.92,,"6,411","5,922",,1,"12,334",0,"3,618","8,716","20,803","14,701",1.31,1.31
AEC,23Aug2018,Central,N,"27,159","13,899","19,962","6,063","7,832","11,943",,,89,,,97,,"1,890","4,173",2.20,0.92,,"7,815","4,984",,1,"12,800",0,"3,889","8,911","19,961","13,898",1.41,1.41
AEC,24Aug2018,Central,N,"27,119","14,131","19,812","5,681","7,996","11,906",,,-202,,,103,,"1,231","4,450",2.20,0.92,,"7,970","4,966",,1,"12,937",0,"3,663","9,274","20,058","14,377",1.42,1.42
AEC,25Aug2018,Central,N,"27,375","14,605","21,033","6,428","7,922","12,924",,,72,,,100,,"1,418","5,010",2.20,0.92,,"7,896","5,384",,1,"13,280",0,"4,060","9,220","21,018","14,590",1.39,1.39
AEC,26Aug2018,Central,N,"28,259","14,937","22,268","7,331","8,619","13,711",,,-171,,,98,,630,"6,701",2.20,0.92,,"8,598","5,706",,1,"14,306",91,"4,760","9,637","22,466","15,135",1.40,1.40
AEC,27Aug2018,Central,N,"28,726","14,918","22,674","7,756","8,437","14,125",,,23,,,84,,"1,715","6,041",2.20,0.91,,"8,431","5,855",,1,"14,287",0,"4,882","9,405","22,669","14,913",1.39,1.39
AEC,28Aug2018,Central,N,"29,217","14,867","23,610","8,743","8,581","14,759",,,166,,,97,,"1,568","7,175",2.20,0.91,,"8,580","6,111",,2,"14,693",0,"5,440","9,253","23,603","14,860",1.37,1.37
AEC,29Aug2018,Central,N,"27,890","13,852","21,105","7,253","7,918","13,086",,,1,,,100,,"1,575","5,678",2.21,0.91,,"7,924","5,423",,1,"13,348",0,"4,583","8,765","21,105","13,852",1.39,1.39
AEC,30Aug2018,Central,N,"26,911","13,274","19,149","5,875","8,083","10,938",,,19,,,103,,"2,017","3,858",2.20,0.92,,"8,084","4,545",,1,"12,630",0,"3,876","8,755","19,143","13,268",1.45,1.45
AEC,31Aug2018,Central,N,,"12,793","19,281","6,488","6,835","12,299",,,43,,,103,,"1,921","4,567",2.19,0.91,,"6,798","5,097",,1,"11,896",0,"4,014","7,881","19,280","12,792",1.36,1.36
AEC,01Sep2018,Central,N,"26,588","13,520","18,242","4,722","3,942","14,163",,,27,,,103,,"1,021","3,701",2.19,0.91,,"3,916","5,863",,1,"9,780",7,"2,532","7,256","18,235","13,513",1.18,1.18
AEC,02Sep2018,Central,N,"28,181","13,606","17,238","3,632","4,639","12,477",,,16,,,102,,834,"2,798",2.19,0.91,,"4,606","5,163",,1,"9,770",45,"2,110","7,704","17,234","13,602",1.25,1.25
AEC,03Sep2018,Central,N,"27,970","13,511","17,553","4,042","4,098","13,358",,,1,,,97,,"1,299","2,743",2.19,0.91,,"4,072","5,512",,1,"9,585",0,"2,203","7,382","17,554","13,512",1.20,1.20
AEC,04Sep2018,Central,N,"26,610","12,764","16,250","3,486","3,498","12,852",,,24,,,99,,808,"2,678",2.19,0.91,,,"5,295",,1,"8,775",36,"1,907","6,904","16,474","12,988",1.17,1.17
AEC,05Sep2018,Central,N,"26,772","12,735","16,187","3,452","2,603","13,453",,,36,,,95,,-121,"3,573",2.19,0.91,,"2,587","5,545",,1,"8,133",182,"1,899","6,417","16,187","12,735",1.11,1.11
AEC,06Sep2018,Central,N,"27,210","13,859","18,653","4,794","2,603","15,904",,,48,,,96,,"1,145","3,649",2.19,0.91,,"2,585","6,568",,1,"9,154",4,"2,348","6,809","18,651","13,857",1.08,1.08
AEC,07Sep2018,Central,N,"27,859","14,476","21,469","6,993","3,430","17,891",,,48,,,103,,822,"6,171",2.19,0.91,,"3,407","7,415",,1,"10,823",130,"3,643","7,310","21,472","14,479",1.11,1.11
AEC,08Sep2018,Central,N,"27,393","14,569","19,882","5,313","3,861","15,875",,,44,,,104,,"1,644","3,669",2.19,0.92,,"3,835","6,607",,1,"10,443",0,"2,786","7,657","19,884","14,571",1.16,1.16
AEC,09Sep2018,Central,N,"27,244","14,682","19,355","4,673","4,215","14,982",,,54,,,102,,"2,808","1,865",2.19,0.92,,"4,187","6,236",,1,"10,424",22,"2,536","7,910","19,353","14,680",1.19,1.19
AEC,10Sep2018,Central,N,"27,231","14,316","18,737","4,421","3,522","15,248",,,34,,,101,,"1,906","2,515",2.19,0.91,,"3,497","6,327",,1,"9,825",33,"2,343","7,515","18,905","14,484",1.15,1.14
AEC,11Sep2018,Central,N,"27,025","14,404","19,471","5,067","4,169","15,236",,,6,,,63,,"1,321","3,746",2.19,0.92,,"4,146","6,324",,0,"10,471",0,"2,724","7,747","19,474","14,407",1.19,1.19
AEC,12Sep2018,Central,N,"28,727","14,948","21,349","6,401","4,309","16,910",,,24,,,97,,"1,254","5,147",2.19,0.91,,"4,285","7,009",,1,"11,296",0,"3,381","7,915","21,340","14,939",1.17,1.17
AEC,13Sep2018,Central,N,"29,206","14,772","21,057","6,285","4,187","16,746",,,22,,,98,,"1,926","4,359",2.19,0.91,,"4,163","6,936",,1,"11,099",0,"3,302","7,797","21,053","14,768",1.16,1.16
AEC,14Sep2018,Central,N,"30,294","15,359","20,023","4,664","4,427","15,326",,,170,,,99,,"2,764","1,900",2.19,0.91,,"4,396","6,332",,2,"10,730",132,"2,650","8,213","20,022","15,358",1.18,1.18
AEC,15Sep2018,Central,N,"31,060","16,121","17,459","1,338","3,581","14,024",,,-244,,,102,,"2,032",-694,2.19,0.91,,"3,554","5,790",,1,"9,345",421,"1,184","8,582","17,707","16,369",1.16,1.16
AEC,16Sep2018,Central,N,"30,730","15,673","13,570","-2,103","5,232","8,241",,,0,,,100,,"2,334","-4,437",2.19,0.91,,"5,194","3,402",,1,"8,596","2,170","1,409","9,356","13,573","15,676",1.40,1.32
AEC,17Sep2018,Central,N,"30,774","15,516","12,250","-3,266","4,551","7,603",,,0,,,99,,930,"-4,196",2.19,0.91,,"4,523","3,134",,1,"7,658","2,061",563,"9,156","12,253","15,519",1.38,1.30
AEC,18Sep2018,Central,N,"30,608","15,035","14,512",-523,"4,655","9,755",,,5,,,101,,"1,552","-2,075",2.19,0.91,,"4,629","4,017",,1,"8,647","1,055",937,"8,764","14,516","15,039",1.31,1.28
AEC,19Sep2018,Central,N,"30,697","15,039","15,491",452,"7,563","7,840",,,-15,,,97,,"2,008","-1,556",2.21,0.92,,"7,569","3,261",,1,"10,831",786,"1,399","10,218","15,510","15,058",1.54,1.50
AEC,20Sep2018,Central,N,"30,348","15,277","13,940","-1,337","7,435","6,388",,,4,,,97,,"1,257","-2,594",2.21,0.92,,"7,446","2,660",,1,"10,107","1,300",874,"10,533","13,924","15,261",1.60,1.52
AEC,21Sep2018,Central,N,"29,182","14,648","13,402","-1,246","7,572","5,725",,,0,,,98,,"1,188","-2,434",2.21,0.92,,"7,582","2,391",,1,"9,974","1,222",847,"10,349","13,395","14,641",1.64,1.56
AEC,22Sep2018,Central,N,"28,403","14,281","12,841","-1,440","7,732","5,019",,,0,,,84,,"1,127","-2,567",2.20,0.92,,"7,733",,,1,"9,835","1,294",819,"10,309","12,843","14,283",1.69,1.59
AEC,23Sep2018,Central,N,"27,292","13,652","11,441","-2,211","7,415","3,945",,,0,,,85,,"1,218","-3,429",2.20,0.92,,"7,411",,,1,"9,066","1,712",882,"9,895","11,455","13,666",1.74,1.60
AEC,24Sep2018,Central,N,"27,151","13,269","13,487",218,"7,699","5,683",,,3,,,93,,"1,767","-1,549",2.20,0.92,,"7,694",,,1,"10,068",885,"1,372","9,581","13,484","13,266",1.65,1.59
AEC,25Sep2018,Central,N,"27,195","13,350","12,639",-711,"7,797","4,731",,,5,,,98,,145,-856,2.21,0.92,,"7,804",,,1,"9,782",722,460,"10,044","12,639","13,350",1.71,1.66
AEC,26Sep2018,Central,N,"26,545","13,730","12,302","-1,428","7,784","4,403",,,15,,,98,,-484,-944,2.21,0.92,,"7,789",,,1,"9,635","1,152",495,"10,291","12,313","13,741",1.73,1.65
AEC,27Sep2018,Central,N,"24,925","12,720","9,107","-3,613","7,890","1,098",,,20,,,96,,-359,"-3,254",2.20,0.92,,"7,887",,,1,"8,363","1,936",135,"10,164","9,142","12,755",2.02,1.76
AEC,28Sep2018,Central,N,"24,447","12,755","12,009",-746,"7,818","4,090",,,3,,,97,,-16,-730,2.21,0.92,,"7,820",,,1,"9,534",983,813,"9,704","12,015","12,761",1.75,1.68
AEC,29Sep2018,Central,N,"25,044","13,661","14,285",624,"7,101","7,056",,,24,,,101,,-250,874,2.20,0.92,,"7,099","2,947",,1,"10,048",260,755,"9,552","14,282","13,658",1.55,1.54
