BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PACW,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AVRN,19Dec2019,Pacific,Y,,,"16,239","16,239",,"13,574",,,0,0,"2,665",,,"2,665","13,574",,0.91,,,"5,592",,17,"5,608",0,"5,608",,"16,239",0,0.76,
AVRN,20Dec2019,Pacific,Y,,,"28,334","28,334",,"10,060",,,0,0,"18,274",,,"18,274","10,060",,0.91,,,"4,149",,115,"4,264",0,"4,264",,"28,334",0,0.33,
AVRN,21Dec2019,Pacific,Y,,,"22,363","22,363",,"10,014",,,0,0,"12,349",,,"12,349","10,014",,0.91,,,"4,133",,77,"4,210",0,"4,210",,"22,363",0,0.42,
AVRN,22Dec2019,Pacific,Y,,,"13,808","13,808",,"12,519",,,0,0,"1,289",,,"1,289","12,519",,0.91,,,"5,159",,8,"5,167",1,"5,166",,"13,816",8,0.82,
AVRN,23Dec2019,Pacific,Y,,,"20,674","20,674",,"11,053",,,0,0,"9,621",,,"9,621","11,053",,0.91,,,"4,550",,60,"4,610",0,"4,610",,"20,674",0,0.49,
AVRN,24Dec2019,Pacific,Y,,,"13,228","13,228",,"12,956",,,0,0,272,,,272,"12,956",,0.91,,,"5,337",,2,"5,340",10,"5,317",,"13,308",80,0.88,
AVRN,25Dec2019,Pacific,Y,,,"12,680","12,680",,"12,512",,,0,0,168,,,168,"12,512",,0.91,,,"5,149",,1,"5,151",9,"5,136",,"12,738",58,0.89,
AVRN,26Dec2019,Pacific,Y,,,"12,845","12,845",,"13,051",,,0,0,-206,,,-206,"13,051",,0.91,,,"5,380",,0,"5,380",32,"5,327",,"13,051",206,0.91,
AVRN,27Dec2019,Pacific,Y,,,"18,247","18,247",,"11,360",,,0,0,"6,887",,,"6,887","11,360",,0.91,,,"4,687",,43,"4,730",2,"4,727",,"18,261",14,0.57,
AVRN,28Dec2019,Pacific,Y,,,"12,389","12,389",,"12,551",,,0,0,-162,,,-162,"12,551",,0.91,,,"5,168",,0,"5,168",21,"5,121",,"12,555",166,0.91,
AVRN,29Dec2019,Pacific,Y,,,"13,096","13,096",,"12,468",,,0,0,628,,,628,"12,468",,0.91,,,"5,146",,4,"5,150",12,"5,131",,"13,174",78,0.86,
AVRN,30Dec2019,Pacific,Y,,,"13,288","13,288",,"12,207",,,0,0,"1,081",,,"1,081","12,207",,0.91,,,"5,034",,8,"5,041",18,"5,012",,"13,404",116,0.83,
AVRN,31Dec2019,Pacific,Y,,,"28,806","28,806",,"9,347",,,0,0,"19,459",,,"19,459","9,347",,0.91,,,"3,841",,122,"3,963",0,"3,963",,"28,806",0,0.30,
AVRN,01Jan2020,Pacific,Y,,,"34,104","34,104",,"6,765",,,0,0,"27,339",,,"27,339","6,765",,0.90,,,"2,777",,169,"2,945",0,"2,945",,"34,104",0,0.19,
AVRN,02Jan2020,Pacific,Y,,,"21,605","21,605",,"9,746",,,0,0,"11,859",,,"11,859","9,746",,0.90,,,"3,979",,73,"4,052",0,"4,052",,"21,605",0,0.41,
AVRN,03Jan2020,Pacific,Y,,,"17,746","17,746",,"11,147",,,0,0,"6,599",,,"6,599","11,147",,0.90,,,"4,551",,41,"4,592",0,"4,592",,"17,746",0,0.57,
AVRN,04Jan2020,Pacific,Y,,,"30,189","30,189",,"9,762",,,0,0,"20,427",,,"20,427","9,762",,0.90,,,"3,987",,126,"4,113",0,"4,113",,"30,189",0,0.30,
AVRN,05Jan2020,Pacific,Y,,,"25,543","25,543",,"10,426",,,0,0,"15,117",,,"15,117","10,426",,0.90,,,"4,270",,93,"4,363",0,"4,363",,"25,543",0,0.38,
AVRN,06Jan2020,Pacific,Y,,,"33,658","33,658",,"9,856",,,0,0,"23,802",,,"23,802","9,856",,0.90,,,"4,017",,147,"4,163",0,"4,163",,"33,658",0,0.27,
AVRN,07Jan2020,Pacific,Y,,,"25,775","25,775",,"9,902",,,0,0,"15,873",,,"15,873","9,902",,0.90,,,"4,027",,98,"4,125",0,"4,125",,"25,775",0,0.35,
AVRN,08Jan2020,Pacific,Y,,,"32,424","32,424",,"9,411",,,0,0,"23,013",,,"23,013","9,411",,0.90,,,"3,833",,142,"3,975",0,"3,975",,"32,424",0,0.27,
AVRN,09Jan2020,Pacific,Y,,,"23,832","23,832",,"10,770",,,0,0,"13,062",,,"13,062","10,770",,0.90,,,"4,387",,81,"4,468",0,"4,468",,"23,832",0,0.41,
AVRN,10Jan2020,Pacific,Y,,,"19,596","19,596",,"11,255",,,0,0,"8,341",,,"8,341","11,255",,0.90,,,"4,581",,51,"4,633",0,"4,633",,"19,596",0,0.52,
AVRN,11Jan2020,Pacific,Y,,,"38,657","38,657",,"10,677",,,0,0,"27,980",,,"27,980","10,677",,0.89,,,"4,331",,173,"4,504",0,"4,504",,"38,657",0,0.26,
AVRN,12Jan2020,Pacific,Y,,,"35,629","35,629",,"9,423",,,0,0,"26,206",,,"26,206","9,423",,0.89,,,"3,823",,162,"3,985",0,"3,985",,"35,629",0,0.25,
AVRN,13Jan2020,Pacific,Y,,,"19,253","19,253",,"11,939",,,0,0,"7,314",,,"7,314","11,939",,0.90,,,"4,851",,45,"4,896",1,"4,893",,"19,262",9,0.56,
AVRN,14Jan2020,Pacific,Y,,,"21,573","21,573",,"11,214",,,0,0,"10,359",,,"10,359","11,214",,0.90,,,"4,558",,64,"4,622",2,"4,613",,"21,602",29,0.47,
AVRN,15Jan2020,Pacific,Y,,,"16,071","16,071",,"11,252",,,0,0,"4,819",,,"4,819","11,252",,0.90,,,"4,575",,30,"4,605",0,"4,604",,"16,074",3,0.63,
AVRN,16Jan2020,Pacific,Y,,,"13,748","13,748",,"11,553",,,0,0,"2,195",,,"2,195","11,553",,0.89,,,"4,688",,14,"4,702",5,"4,673",,"13,832",84,0.75,
AVRN,17Jan2020,Pacific,Y,,,"13,940","13,940",,"11,641",,,0,0,"2,299",,,"2,299","11,641",,0.90,,,"4,752",,14,"4,767",1,"4,758",,"13,966",26,0.75,
AVRN,18Jan2020,Pacific,Y,,,"13,002","13,002",,"12,544",,,0,0,458,,,458,"12,544",,0.90,,,"5,122",,3,"5,125",2,"5,112",,"13,039",37,0.87,
AVRN,19Jan2020,Pacific,Y,,,"14,122","14,122",,"12,097",,,0,0,"2,025",,,"2,025","12,097",,0.90,,,"4,915",,13,"4,928",0,"4,928",,"14,122",0,0.77,
AVRN,20Jan2020,Pacific,Y,,,"12,692","12,692",,"12,668",,,0,0,24,,,24,"12,668",,0.90,,,"5,146",,1,"5,147",8,"5,104",,"12,820",128,0.89,
AVRN,21Jan2020,Pacific,Y,,,"18,603","18,603",,"10,931",,,0,0,"7,672",,,"7,672","10,931",,0.90,,,"4,461",,47,"4,509",0,"4,509",,"18,603",0,0.53,
AVRN,22Jan2020,Pacific,Y,,,"14,905","14,905",,"11,567",,,0,0,"3,338",,,"3,338","11,567",,0.90,,,"4,717",,21,"4,738",1,"4,735",,"14,914",9,0.70,
AVRN,23Jan2020,Pacific,Y,,,"13,400","13,400",,"10,691",,,0,0,"2,709",,,"2,709","10,691",,0.90,,,"4,359",,17,"4,375",0,"4,372",,"13,410",10,0.72,
AVRN,24Jan2020,Pacific,Y,,,"9,766","9,766",,-39,,,0,0,"9,805",,,"9,805",-39,,0.90,,,,,61,78,19,96,,"9,848",82,0.02,
AVRN,25Jan2020,Pacific,Y,,,"3,024","3,024",,130,,,0,0,"2,894",,,"2,894",130,,0.90,,,,,18,98,20,107,,"3,123",99,0.07,
AVRN,26Jan2020,Pacific,Y,,,"11,260","11,260",,"4,480",,,0,0,"6,780",,,"6,780","4,480",,0.90,,,"1,821",,42,"1,863",0,"1,863",,"11,260",0,0.36,
AVRN,27Jan2020,Pacific,Y,,,"13,898","13,898",,"9,026",,,0,0,"4,872",,,"4,872","9,026",,0.90,,,"3,666",,30,"3,696",0,"3,695",,"13,901",3,0.59,
AVRN,28Jan2020,Pacific,Y,,,"19,722","19,722",,"10,008",,,0,0,"9,714",,,"9,714","10,008",,0.90,,,"4,066",,60,"4,126",0,"4,126",,"19,722",0,0.46,
AVRN,29Jan2020,Pacific,Y,,,"18,083","18,083",,"9,568",,,0,0,"8,515",,,"8,515","9,568",,0.89,,,"3,883",,53,"3,936",0,"3,936",,"18,083",0,0.48,
AVRN,30Jan2020,Pacific,Y,,,"13,470","13,470",,"11,449",,,0,0,"2,021",,,"2,021","11,449",,0.90,,,"4,654",,13,"4,666",0,"4,663",,"13,480",10,0.76,
AVRN,31Jan2020,Pacific,Y,,,"32,894","32,894",,"8,262",,,0,0,"24,632",,,"24,632","8,262",,0.90,,,"3,366",,152,"3,518",0,"3,518",,"32,894",0,0.24,
AVRN,01Feb2020,Pacific,Y,,,"31,515","31,515",,"1,782",,,0,0,"29,733",,,"29,733","1,782",,0.90,,,,,184,927,7,933,,"31,552",37,0.06,
AVRN,02Feb2020,Pacific,Y,,,"16,286","16,286",,"7,335",,,0,0,"8,951",,,"8,951","7,335",,0.90,,,"3,007",,55,"3,063",0,"3,063",,"16,286",0,0.41,
AVRN,03Feb2020,Pacific,Y,,,"21,883","21,883",,"9,410",,,0,0,"12,473",,,"12,473","9,410",,0.90,,,"3,845",,77,"3,923",0,"3,923",,"21,883",0,0.40,
AVRN,04Feb2020,Pacific,Y,,,"20,920","20,920",,"9,688",,,0,0,"11,232",,,"11,232","9,688",,0.90,,,"3,946",,69,"4,015",0,"4,015",,"20,920",0,0.42,
AVRN,05Feb2020,Pacific,Y,,,"26,946","26,946",,"4,373",,,0,0,"22,573",,,"22,573","4,373",,0.90,,,"1,779",,139,"1,918",0,"1,918",,"26,946",0,0.16,
AVRN,06Feb2020,Pacific,Y,,,"29,958","29,958",,"3,909",,,0,0,"26,049",,,"26,049","3,909",,0.90,,,"1,594",,161,"1,755",0,"1,755",,"29,958",0,0.13,
AVRN,07Feb2020,Pacific,Y,,,"29,114","29,114",,"3,951",,,0,0,"25,163",,,"25,163","3,951",,0.90,,,"1,613",,155,"1,769",0,"1,769",,"29,114",0,0.13,
AVRN,08Feb2020,Pacific,Y,,,"28,936","28,936",,537,,,0,0,"28,399",,,"28,399",537,,0.90,,,,,175,421,9,429,,"28,998",62,0.03,
AVRN,09Feb2020,Pacific,Y,,,"11,506","11,506",,"4,811",,,0,0,"6,695",,,"6,695","4,811",,0.90,,,"1,974",,41,"2,015",0,"2,015",,"11,506",0,0.39,
AVRN,10Feb2020,Pacific,Y,,,"11,773","11,773",,"10,650",,,0,0,"1,123",,,"1,123","10,650",,0.90,,,"4,347",,7,"4,354",2,"4,330",,"11,839",66,0.81,
AVRN,11Feb2020,Pacific,Y,,,"29,928","29,928",,"5,371",,,0,0,"24,557",,,"24,557","5,371",,0.90,,,"2,193",,152,"2,345",0,"2,345",,"29,928",0,0.17,
AVRN,12Feb2020,Pacific,Y,,,"4,506","4,506",,-43,,,0,0,"4,549",,,"4,549",-43,,0.90,,,,,28,41,15,49,,"4,604",98,0.02,
AVRN,13Feb2020,Pacific,Y,,,"14,011","14,011",,34,,,0,0,"13,977",,,"13,977",34,,0.90,,,,,86,126,14,138,,"14,074",63,0.02,
AVRN,14Feb2020,Pacific,Y,,,"22,491","22,491",,-22,,,0,0,"22,513",,,"22,513",-22,,0.90,,,,,139,154,12,165,,"22,550",59,0.02,
AVRN,15Feb2020,Pacific,Y,,,"12,915","12,915",,"2,218",,,0,0,"10,697",,,"10,697","2,218",,0.90,,,,,66,984,4,988,,"12,943",28,0.17,
AVRN,16Feb2020,Pacific,Y,,,"30,704","30,704",,"3,803",,,0,0,"26,901",,,"26,901","3,803",,0.90,,,"1,554",,166,"1,720",0,"1,720",,"30,704",0,0.12,
AVRN,17Feb2020,Pacific,Y,,,"19,968","19,968",,"5,997",,,0,0,"13,971",,,"13,971","5,997",,0.90,,,"2,456",,86,"2,542",0,"2,542",,"19,968",0,0.28,
AVRN,18Feb2020,Pacific,Y,,,"13,815","13,815",,"11,520",,,0,0,"2,295",,,"2,295","11,520",,0.90,,,"4,712",,14,"4,726",0,"4,726",,"13,815",0,0.75,
AVRN,19Feb2020,Pacific,Y,,,"15,871","15,871",,"11,622",,,0,0,"4,249",,,"4,249","11,622",,0.90,,,"4,751",,26,"4,778",0,"4,778",,"15,871",0,0.66,
AVRN,20Feb2020,Pacific,Y,,,"13,223","13,223",,"11,932",,,0,0,"1,291",,,"1,291","11,932",,0.90,,,"4,890",,8,"4,898",3,"4,883",,"13,268",45,0.81,
AVRN,21Feb2020,Pacific,Y,,,"12,334","12,334",,"12,074",,,0,0,260,,,260,"12,074",,0.91,,,"4,960",,2,"4,963",6,"4,929",,"12,431",97,0.88,
AVRN,22Feb2020,Pacific,Y,,,"24,140","24,140",,"7,976",,,0,0,"16,164",,,"16,164","7,976",,0.91,,,"3,275",,100,"3,374",0,"3,374",,"24,140",0,0.31,
AVRN,23Feb2020,Pacific,Y,,,"27,653","27,653",,"4,722",,,0,0,"22,931",,,"22,931","4,722",,0.91,,,"1,939",,142,"2,080",0,"2,080",,"27,653",0,0.17,
AVRN,24Feb2020,Pacific,Y,,,"30,097","30,097",,"4,693",,,0,0,"25,404",,,"25,404","4,693",,0.90,,,"1,922",,157,"2,079",0,"2,079",,"30,097",0,0.15,
AVRN,25Feb2020,Pacific,Y,,,"12,519","12,519",,"12,561",,,0,0,-42,,,-42,"12,561",,0.91,,,"5,157",,0,"5,157",7,"5,118",,"12,632",113,0.90,
AVRN,26Feb2020,Pacific,Y,,,"22,269","22,269",,"9,171",,,0,0,"13,098",,,"13,098","9,171",,0.90,,,"3,751",,81,"3,832",1,"3,824",,"22,294",25,0.38,
AVRN,27Feb2020,Pacific,Y,,,"12,995","12,995",,"11,718",,,0,0,"1,277",,,"1,277","11,718",,0.90,,,"4,789",,8,"4,797",3,"4,782",,"13,042",47,0.81,
AVRN,28Feb2020,Pacific,Y,,,"21,772","21,772",,"8,923",,,0,0,"12,849",,,"12,849","8,923",,0.90,,,"3,648",,79,"3,727",1,"3,719",,"21,796",24,0.38,
AVRN,29Feb2020,Pacific,Y,,,"30,991","30,991",,"3,774",,,0,0,"27,217",,,"27,217","3,774",,0.91,,,"1,551",,168,"1,719",0,"1,719",,"30,991",0,0.12,
AVRN,01Mar2020,Pacific,Y,,,"19,715","19,715",,"4,351",,,0,0,"15,364",,,"15,364","4,351",,0.90,,,"1,785",,95,"1,880",0,"1,880",,"19,715",0,0.21,
AVRN,02Mar2020,Pacific,Y,,,"38,786","38,786",,"7,417",,,0,0,"31,369",,,"31,369","7,417",,0.90,,,"3,025",,194,"3,219",0,"3,219",,"38,786",0,0.18,
AVRN,03Mar2020,Pacific,Y,,,"34,759","34,759",,"8,880",,,0,0,"25,879",,,"25,879","8,880",,0.90,,,"3,624",,160,"3,784",0,"3,784",,"34,759",0,0.24,
AVRN,04Mar2020,Pacific,Y,,,"24,361","24,361",,"10,589",,,0,0,"13,772",,,"13,772","10,589",,0.90,,,"4,330",,85,"4,415",3,"4,395",,"24,418",57,0.40,
AVRN,05Mar2020,Pacific,Y,,,"15,232","15,232",,"12,399",,,0,0,"2,833",,,"2,833","12,399",,0.90,,,"5,089",,18,"5,107",2,"5,091",,"15,278",46,0.74,
AVRN,06Mar2020,Pacific,Y,,,"17,163","17,163",,"10,683",,,0,0,"6,480",,,"6,480","10,683",,0.90,,,"4,376",,40,"4,416",0,"4,416",,"17,163",0,0.57,
AVRN,07Mar2020,Pacific,Y,,,"20,650","20,650",,"10,835",,,0,0,"9,815",,,"9,815","10,835",,0.91,,,"4,452",,61,"4,513",0,"4,513",,"20,650",0,0.48,
AVRN,08Mar2020,Pacific,Y,,,"13,010","13,010",,"10,123",,,0,0,"2,887",,,"2,887","10,123",,0.91,,,"4,168",,18,"4,186",0,"4,186",,"13,010",0,0.71,
AVRN,09Mar2020,Pacific,Y,,,"15,074","15,074",,"12,931",,,0,0,"2,143",,,"2,143","12,931",,0.90,,,"5,286",,13,"5,299",0,"5,299",,"15,074",0,0.78,
AVRN,10Mar2020,Pacific,Y,,,"21,363","21,363",,"11,077",,,0,0,"10,286",,,"10,286","11,077",,0.90,,,"4,516",,64,"4,580",0,"4,580",,"21,363",0,0.47,
AVRN,11Mar2020,Pacific,Y,,,"36,729","36,729",,"8,667",,,0,0,"28,062",,,"28,062","8,667",,0.90,,,"3,545",,173,"3,718",0,"3,718",,"36,729",0,0.22,
AVRN,12Mar2020,Pacific,Y,,,"15,775","15,775",,"13,315",,,0,0,"2,460",,,"2,460","13,315",,0.91,,,"5,473",,15,"5,488",0,"5,488",,"15,775",0,0.77,
AVRN,13Mar2020,Pacific,Y,,,"14,760","14,760",,"13,877",,,0,0,883,,,883,"13,877",,0.90,,,"5,681",,6,"5,687",6,"5,667",,"14,824",64,0.85,
AVRN,14Mar2020,Pacific,Y,,,"26,231","26,231",,"8,955",,,0,0,"17,276",,,"17,276","8,955",,0.90,,,"3,654",,107,"3,761",0,"3,761",,"26,231",0,0.32,
AVRN,15Mar2020,Pacific,Y,,,"18,623","18,623",,"9,661",,,0,0,"8,962",,,"8,962","9,661",,0.90,,,"3,951",,55,"4,006",0,"4,006",,"18,623",0,0.47,
AVRN,16Mar2020,Pacific,Y,,,"15,053","15,053",,"11,782",,,0,0,"3,271",,,"3,271","11,782",,0.90,,,"4,811",,20,"4,831",0,"4,831",,"15,053",0,0.71,
AVRN,17Mar2020,Pacific,Y,,,"13,908","13,908",,"13,714",,,0,0,194,,,194,"13,714",,0.90,,,"5,611",,1,"5,612",4,"5,598",,"13,953",45,0.89,
AVRN,18Mar2020,Pacific,Y,,,"14,992","14,992",,"13,694",,,0,0,"1,298",,,"1,298","13,694",,0.90,,,"5,602",,8,"5,610",4,"5,599",,"15,030",38,0.82,
AVRN,19Mar2020,Pacific,Y,,,"13,993","13,993",,"13,353",,,0,0,640,,,640,"13,353",,0.91,,,"5,485",,4,"5,489",2,"5,484",,"14,010",17,0.86,
AVRN,20Mar2020,Pacific,Y,,,"14,734","14,734",,"12,334",,,0,0,"2,400",,,"2,400","12,334",,0.90,,,"5,054",,15,"5,069",3,"5,061",,"14,763",29,0.76,
AVRN,21Mar2020,Pacific,Y,,,"19,633","19,633",,"11,331",,,0,0,"8,302",,,"8,302","11,331",,0.90,,,"4,628",,51,"4,679",0,"4,679",,"19,633",0,0.53,
AVRN,22Mar2020,Pacific,Y,,,"17,788","17,788",,"11,375",,,0,0,"6,413",,,"6,413","11,375",,0.90,,,"4,653",,40,"4,693",0,"4,693",,"17,788",0,0.58,
AVRN,23Mar2020,Pacific,Y,,,"32,677","32,677",,"9,279",,,0,0,"23,398",,,"23,398","9,279",,0.90,,,"3,792",,144,"3,937",0,"3,937",,"32,677",0,0.27,
AVRN,24Mar2020,Pacific,Y,,,"19,296","19,296",,"12,377",,,0,0,"6,919",,,"6,919","12,377",,0.90,,,"5,065",,43,"5,107",0,"5,107",,"19,296",0,0.58,
AVRN,25Mar2020,Pacific,Y,,,"24,959","24,959",,"10,160",,,0,0,"14,799",,,"14,799","10,160",,0.90,,,"4,164",,91,"4,256",0,"4,256",,"24,959",0,0.38,
AVRN,26Mar2020,Pacific,Y,,,"33,817","33,817",,"8,722",,,0,0,"25,095",,,"25,095","8,722",,0.90,,,"3,566",,155,"3,721",0,"3,721",,"33,817",0,0.24,
AVRN,27Mar2020,Pacific,Y,,,"28,165","28,165",,"9,849",,,0,0,"18,316",,,"18,316","9,849",,0.90,,,"4,023",,113,"4,136",0,"4,136",,"28,165",0,0.32,
AVRN,28Mar2020,Pacific,Y,,,"17,711","17,711",,"6,766",,,0,0,"10,945",,,"10,945","6,766",,0.91,,,"2,780",,68,"2,848",0,"2,848",,"17,711",0,0.35,
AVRN,29Mar2020,Pacific,Y,,,"23,170","23,170",,"10,487",,,0,0,"12,683",,,"12,683","10,487",,0.90,,,"4,297",,78,"4,375",0,"4,375",,"23,170",0,0.42,
AVRN,30Mar2020,Pacific,Y,,,"29,786","29,786",,"9,949",,,0,0,"19,837",,,"19,837","9,949",,0.90,,,"4,069",,122,"4,192",0,"4,192",,"29,786",0,0.31,
AVRN,31Mar2020,Pacific,Y,,,"30,276","30,276",,"9,224",,,0,0,"21,052",,,"21,052","9,224",,0.90,,,"3,772",,130,"3,902",0,"3,902",,"30,276",0,0.28,
AVRN,01Apr2020,Pacific,Y,,,"17,446","17,446",,"11,167",,,0,0,"6,279",,,"6,279","11,167",,0.90,,,"4,582",,39,"4,621",0,"4,621",,"17,446",0,0.58,
AVRN,02Apr2020,Pacific,Y,,,"19,919","19,919",,"10,553",,,0,0,"9,366",,,"9,366","10,553",,0.90,,,"4,327",,58,"4,385",0,"4,385",,"19,919",0,0.49,
AVRN,03Apr2020,Pacific,Y,,,"30,365","30,365",,"10,110",,,0,0,"20,255",,,"20,255","10,110",,0.90,,,"4,128",,125,"4,253",0,"4,253",,"30,365",0,0.31,
AVRN,04Apr2020,Pacific,Y,,,"14,840","14,840",,"12,043",,,0,0,"2,797",,,"2,797","12,043",,0.90,,,"4,905",,18,"4,923",5,"4,910",,"14,885",45,0.73,
AVRN,05Apr2020,Pacific,Y,,,"13,110","13,110",,"11,561",,,0,0,"1,549",,,"1,549","11,561",,0.90,,,"4,719",,10,"4,729",2,"4,724",,"13,127",17,0.79,
AVRN,06Apr2020,Pacific,Y,,,"22,643","22,643",,"9,303",,,0,0,"13,340",,,"13,340","9,303",,0.90,,,"3,803",,82,"3,886",1,"3,884",,"22,650",7,0.38,
AVRN,07Apr2020,Pacific,Y,,,"24,242","24,242",,"6,234",,,0,0,"18,008",,,"18,008","6,234",,0.90,,,"2,545",,111,"2,656",0,"2,656",,"24,242",0,0.24,
AVRN,08Apr2020,Pacific,Y,,,"12,346","12,346",,"10,255",,,0,0,"2,091",,,"2,091","10,255",,0.90,,,"4,198",,13,"4,211",1,"4,208",,"12,356",10,0.75,
AVRN,09Apr2020,Pacific,Y,,,"12,151","12,151",,"11,956",,,0,0,195,,,195,"11,956",,0.90,,,"4,899",,2,"4,901",6,"4,885",,"12,205",54,0.89,
AVRN,10Apr2020,Pacific,Y,,,"24,981","24,981",,"9,674",,,0,0,"15,307",,,"15,307","9,674",,0.90,,,"3,962",,95,"4,057",0,"4,057",,"24,981",0,0.36,
AVRN,11Apr2020,Pacific,Y,,,"25,570","25,570",,"10,456",,,0,0,"15,114",,,"15,114","10,456",,0.90,,,"4,289",,93,"4,382",0,"4,382",,"25,570",0,0.38,
AVRN,12Apr2020,Pacific,Y,,,"13,870","13,870",,"11,060",,,0,0,"2,810",,,"2,810","11,060",,0.91,,,"4,547",,17,"4,565",0,"4,565",,"13,870",0,0.73,
AVRN,13Apr2020,Pacific,Y,,,"13,994","13,994",,"11,979",,,0,0,"2,015",,,"2,015","11,979",,0.90,,,"4,898",,12,"4,911",0,"4,911",,"13,994",0,0.77,
AVRN,14Apr2020,Pacific,Y,,,"31,070","31,070",,"9,934",,,0,0,"21,136",,,"21,136","9,934",,0.90,,,"4,057",,130,"4,187",0,"4,187",,"31,070",0,0.30,
AVRN,15Apr2020,Pacific,Y,,,"21,654","21,654",,"5,451",,,0,0,"16,203",,,"16,203","5,451",,0.90,,,"2,231",,100,"2,331",0,"2,331",,"21,654",0,0.24,
AVRN,16Apr2020,Pacific,Y,,,"15,321","15,321",,"11,871",,,0,0,"3,450",,,"3,450","11,871",,0.90,,,"4,864",,21,"4,886",0,"4,886",,"15,321",0,0.70,
AVRN,17Apr2020,Pacific,Y,,,"15,472","15,472",,"10,405",,,0,0,"5,067",,,"5,067","10,405",,0.90,,,"4,251",,31,"4,282",1,"4,280",,"15,480",8,0.61,
AVRN,18Apr2020,Pacific,Y,,,"31,180","31,180",,"8,518",,,0,0,"22,662",,,"22,662","8,518",,0.91,,,"3,498",,140,"3,638",0,"3,638",,"31,180",0,0.26,
AVRN,19Apr2020,Pacific,Y,,,"20,493","20,493",,"9,833",,,0,0,"10,660",,,"10,660","9,833",,0.90,,,"4,018",,66,"4,084",0,"4,084",,"20,493",0,0.44,
AVRN,20Apr2020,Pacific,Y,,,"23,648","23,648",,"10,757",,,0,0,"12,891",,,"12,891","10,757",,0.90,,,"4,403",,80,"4,482",0,"4,482",,"23,648",0,0.42,
AVRN,21Apr2020,Pacific,Y,,,"39,105","39,105",,"8,425",,,0,0,"30,680",,,"30,680","8,425",,0.90,,,"3,440",,189,"3,629",0,"3,629",,"39,105",0,0.20,
AVRN,22Apr2020,Pacific,Y,,,"21,621","21,621",,"9,637",,,0,0,"11,984",,,"11,984","9,637",,0.90,,,"3,948",,74,"4,022",0,"4,022",,"21,621",0,0.41,
AVRN,23Apr2020,Pacific,Y,,,"32,388","32,388",,"4,157",,,0,0,"28,231",,,"28,231","4,157",,0.90,,,"1,702",,174,"1,876",0,"1,876",,"32,388",0,0.13,
AVRN,24Apr2020,Pacific,Y,,,"13,956","13,956",,"9,309",,,0,0,"4,647",,,"5,734","11,236",,0.90,,,"3,819",,29,"3,847",0,"3,847",,"13,957",3,0.61,
AVRN,25Apr2020,Pacific,Y,,,"24,425","24,425",,"10,941",,,0,0,"13,484",,,"13,484","10,941",,0.90,,,"4,469",,83,"4,552",0,"4,552",,"24,425",0,0.41,
AVRN,26Apr2020,Pacific,Y,,,"12,275","12,275",,"4,439",,,0,0,"7,836",,,"7,836","4,439",,0.90,,,"1,816",,48,"1,865",0,"1,865",,"12,275",0,0.33,
AVRN,27Apr2020,Pacific,Y,,,"26,653","26,653",,"3,720",,,0,0,"22,933",,,"22,933","3,720",,0.90,,,"1,520",,142,"1,661",0,"1,661",,"26,653",0,0.14,
AVRN,28Apr2020,Pacific,Y,,,"10,215","10,215",,"8,614",,,0,0,"1,601",,,"1,601","8,614",,0.90,,,"3,528",,10,"3,538",0,"3,536",,"10,220",5,0.76,
AVRN,29Apr2020,Pacific,Y,,,"20,017","20,017",,"9,415",,,0,0,"10,602",,,"10,602","9,415",,0.90,,,"3,864",,65,"3,929",0,"3,928",,"20,021",4,0.43,
AVRN,30Apr2020,Pacific,Y,,,"32,200","32,200",,"5,867",,,0,0,"26,333",,,"26,333","5,867",,0.90,,,"2,396",,163,"2,559",0,"2,559",,"32,200",0,0.18,
AVRN,01May2020,Pacific,Y,,,"8,015","8,015",,"5,456",,,0,0,"2,559",,,"2,559","5,456",,0.90,,,"2,234",,16,"2,250",0,"2,250",,"8,016",1,0.62,
AVRN,02May2020,Pacific,Y,,,"10,378","10,378",,-5,,,0,0,"10,383",,,"10,383",-5,,0.90,,,,,64,88,15,100,,"10,442",64,0.02,
AVRN,03May2020,Pacific,Y,,,"13,689","13,689",,-58,,,0,0,"13,747",,,"13,747",-58,,,,,,,85,85,13,98,,"13,747",58,0.01,
AVRN,04May2020,Pacific,Y,,,"1,608","1,608",,266,,,0,0,"1,342",,,"1,342",266,,0.90,,,,,8,133,12,136,,"1,672",64,0.18,
AVRN,05May2020,Pacific,Y,,,"5,480","5,480",,-23,,,0,0,"5,503",,,"5,503",-23,,0.90,,,,,34,45,13,56,,"5,529",49,0.02,
AVRN,06May2020,Pacific,Y,,,"29,132","29,132",,-36,,,0,0,"29,168",,,"29,168",-36,,,,,,,180,180,9,189,,"29,168",36,0.01,
AVRN,07May2020,Pacific,Y,,,"3,357","3,357",,111,,,0,0,"3,246",,,"3,246",111,,0.90,,,,,20,76,6,79,,"3,412",55,0.05,
