BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PACW,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PGE,16Nov2019,Pacific,N,"53,298","53,097","13,503","-39,594",0,"8,605",,,"4,532",,0,258,,"-37,557","-2,037",,0.86,,0,"3,342",,30,"3,372","5,103",0,"8,475","13,395","52,989",0.56,0.35
PGE,17Nov2019,Pacific,N,"52,438","52,366","12,646","-39,720",0,"7,660",,,"4,622",,0,254,,"-37,540","-2,180",,0.85,,0,"2,967",,31,"2,998","4,100",0,"7,098","12,536","52,256",0.53,0.30
PGE,18Nov2019,Pacific,N,"55,487","56,025","15,151","-40,874",0,"9,766",,,"5,009",,0,250,,"-38,915","-1,959",,0.85,,0,"3,785",,33,"3,818","5,813",0,"9,631","15,025","55,899",0.56,0.38
PGE,19Nov2019,Pacific,N,"56,994","56,558","13,281","-43,277",0,"9,097",,,"3,931",,0,253,,"-40,939","-2,338",,0.85,,0,"3,527",,26,"3,553","5,779",0,"9,332","13,281","56,558",0.59,0.36
PGE,20Nov2019,Pacific,N,"58,981","57,968","13,894","-44,074",0,"8,994",,,"4,607",,0,293,,"-41,695","-2,379",,0.86,,0,"3,496",,31,"3,527","6,312",0,"9,839","13,894","57,968",0.56,0.37
PGE,21Nov2019,Pacific,N,"61,307","60,227","14,697","-45,530",0,"9,762",,,"4,676",,0,259,,"-43,246","-2,284",,0.85,,0,"3,781",,31,"3,812","6,516",0,"10,328","14,697","60,227",0.57,0.38
PGE,22Nov2019,Pacific,N,"62,051","61,923","13,860","-48,063",0,"9,194",,,"4,405",,0,261,,"-45,858","-2,205",,0.85,,0,"3,563",,29,"3,592","6,535",0,"10,127","13,860","61,923",0.57,0.36
PGE,23Nov2019,Pacific,N,"59,334","59,524","11,483","-48,041",0,"6,992",,,"4,237",,0,254,,"-45,708","-2,333",,0.86,,0,"2,716",,28,"2,745","6,183",0,"8,928","11,483","59,524",0.53,0.33
PGE,24Nov2019,Pacific,N,"55,878","56,702","10,571","-46,131",0,"5,578",,,"4,733",,0,260,,"-43,632","-2,499",,0.86,,0,"2,167",,31,"2,199","4,632",0,"6,831","10,571","56,702",0.46,0.27
PGE,25Nov2019,Pacific,N,"61,219","61,328","11,441","-49,887",0,"6,438",,,"4,731",,0,272,,"-47,499","-2,388",,0.86,,0,"2,500",,31,"2,532","4,712",0,"7,244","11,441","61,328",0.49,0.26
PGE,26Nov2019,Pacific,N,"63,528","64,979","12,813","-52,166",0,"7,969",,,"4,590",,0,254,,"-50,173","-1,993",,0.86,,0,"3,094",,30,"3,124","5,159",0,"8,283","12,813","64,979",0.54,0.28
PGE,27Nov2019,Pacific,N,"65,433","64,776","11,861","-52,916",0,"6,687",,,"4,920",,0,254,,"-50,901","-2,015",,0.86,,0,"2,594",,32,"2,626","4,902",0,"7,528","11,861","64,777",0.49,0.26
PGE,28Nov2019,Pacific,N,"61,623","60,780","12,835","-47,945",0,"8,274",,,"4,320",,0,241,,"-45,995","-1,950",,0.85,,0,"3,208",,29,"3,237","6,001",0,"9,237","12,835","60,780",0.56,0.34
PGE,29Nov2019,Pacific,N,"63,439","62,594","13,727","-48,867",0,"8,583",,,"4,878",,0,266,,"-46,983","-1,884",,0.85,,0,"3,322",,32,"3,354","4,017",0,"7,372","13,727","62,594",0.54,0.26
PGE,30Nov2019,Pacific,N,"64,689","65,431","14,681","-50,750",0,"9,725",,,"4,709",,0,247,,"-48,780","-1,970",,0.86,,0,"3,781",,31,"3,813","4,589",0,"8,402","14,681","65,431",0.57,0.28
PGE,01Dec2019,Pacific,N,"63,799","63,826","13,669","-50,157",0,"9,006",,,"4,543",,0,133,,"-47,970","-2,187",,0.85,,0,"3,492",,29,"3,522","6,063",0,"9,585","13,682","63,839",0.57,0.33
PGE,02Dec2019,Pacific,N,"66,460","65,878","13,762","-52,116",0,"8,997",,,"4,704",,0,90,,"-50,326","-1,790",,0.85,,0,"3,479",,30,"3,509","5,916",0,"9,425","13,791","65,907",0.56,0.32
PGE,03Dec2019,Pacific,N,"66,667","66,838","16,514","-50,324",0,"11,441",,,"4,839",,0,234,,"-48,715","-1,609",,0.86,,0,"4,439",,32,"4,471","5,519",0,"9,990","16,514","66,838",0.60,0.33
PGE,04Dec2019,Pacific,N,"63,770","63,360","15,570","-47,791",0,"10,797",,,"4,503",,0,270,,"-46,877",-914,,0.85,,0,"4,182",,30,"4,212","5,322",0,"9,533","15,570","63,361",0.60,0.33
PGE,05Dec2019,Pacific,N,"62,911","62,762","15,913","-46,849",0,"10,896",,,"4,764",,0,253,,"-45,789","-1,060",,0.86,,0,"4,231",,31,"4,262","4,062",0,"8,324","15,913","62,762",0.59,0.29
PGE,06Dec2019,Pacific,N,"62,505","62,342","15,431","-46,911",0,"10,740",,,"4,431",,0,260,,"-45,578","-1,333",,0.85,,0,"4,161",,29,"4,191","4,142",0,"8,333","15,431","62,342",0.60,0.29
PGE,07Dec2019,Pacific,N,"57,903","58,483","15,116","-43,367",0,"10,181",,,"4,693",,0,242,,"-41,410","-1,957",,0.86,,0,"3,953",,31,"3,984","4,498",0,"8,483","15,116","58,483",0.58,0.32
PGE,08Dec2019,Pacific,N,"56,754","56,406","15,983","-40,424",0,"11,144",,,"4,600",,0,239,,"-38,374","-2,050",,0.85,,0,"4,320",,30,"4,350","4,677",0,"9,027","15,983","56,407",0.60,0.35
PGE,09Dec2019,Pacific,N,"61,186","61,069","17,118","-43,951",0,"12,036",,,"4,841",,0,241,,"-42,025","-1,926",,0.86,,0,"4,671",,32,"4,703","4,897",0,"9,600","17,118","61,069",0.61,0.35
PGE,10Dec2019,Pacific,N,"63,421","65,299","21,228","-44,071",0,"15,154",,,"5,834",,0,240,,"-42,256","-1,815",,0.86,,0,"5,883",,38,"5,921","5,512",0,"11,433","21,228","65,299",0.61,0.39
PGE,11Dec2019,Pacific,N,"62,629","62,960","19,115","-43,845",0,"14,254",,,"4,620",,0,241,,"-42,120","-1,725",,0.86,,0,"5,530",,30,"5,560","5,921",0,"11,481","19,115","62,960",0.64,0.40
PGE,12Dec2019,Pacific,N,"61,140","61,479","17,256","-44,224",0,"11,646",,,"5,381",,0,229,,"-42,248","-1,976",,0.85,,0,"4,516",,35,"4,551","5,835",0,"10,386","17,256","61,480",0.58,0.37
PGE,13Dec2019,Pacific,N,"61,884","61,519","16,610","-44,909",0,"10,394",,,"5,967",,0,249,,"-43,186","-1,723",,0.85,,0,"4,027",,39,"4,066","5,843",0,"9,909","16,610","61,519",0.54,0.36
PGE,14Dec2019,Pacific,N,"59,676","59,254","15,589","-43,665",0,"9,926",,,"5,421",,0,242,,"-41,848","-1,817",,0.85,,0,"3,834",,36,"3,869","5,744",0,"9,614","15,589","59,254",0.55,0.36
PGE,15Dec2019,Pacific,N,"61,461","61,075","15,728","-45,347",0,"10,317",,,"5,160",,0,251,,"-43,412","-1,935",,0.85,,0,"3,986",,34,"4,020","6,888",0,"10,908","15,728","61,075",0.56,0.39
PGE,16Dec2019,Pacific,N,"66,614","64,998","16,231","-48,768",0,"11,005",,,"4,983",,0,243,,"-47,025","-1,743",,0.85,,0,"4,262",,33,"4,295","7,740",0,"12,035","16,231","64,999",0.58,0.41
PGE,17Dec2019,Pacific,N,"67,509","67,982","19,526","-48,456",0,"14,211",,,"5,072",,0,243,,"-46,810","-1,646",,0.85,,0,"5,510",,33,"5,543","7,159",0,"12,702","19,526","67,982",0.63,0.41
PGE,18Dec2019,Pacific,N,"68,615","68,379","20,641","-47,738",0,"15,593",,,"4,783",,0,265,,"-45,830","-1,908",,0.85,,0,"6,043",,32,"6,075","8,422",0,"14,496","20,641","68,379",0.65,0.47
PGE,19Dec2019,Pacific,N,"64,047","64,122","15,748","-48,374",0,"10,890",,,"4,619",,0,239,,"-46,438","-1,936",,0.85,,0,"4,220",,30,"4,250","8,559",0,"12,809","15,748","64,122",0.59,0.44
PGE,20Dec2019,Pacific,N,"58,669","58,621","16,275","-42,346",0,"10,106",,,"5,924",,0,245,,"-40,399","-1,947",,0.86,,0,"3,920",,39,"3,958","6,242",0,"10,200","16,275","58,621",0.54,0.38
PGE,21Dec2019,Pacific,N,"55,802","56,886","16,717","-40,169",0,"10,995",,,"5,496",,0,226,,"-38,102","-2,067",,0.86,,0,"4,269",,36,"4,305","6,305",0,"10,610","16,717","56,886",0.57,0.41
PGE,22Dec2019,Pacific,N,"57,855","58,449","18,300","-40,149",0,"12,489",,,"5,559",,0,252,,"-38,357","-1,792",,0.85,,0,"4,842",,36,"4,878","7,086",0,"11,964","18,300","58,449",0.59,0.45
PGE,23Dec2019,Pacific,N,"61,804","62,154","20,483","-41,671",0,"14,970",,,"5,273",,0,240,,"-39,829","-1,842",,0.85,,0,"5,797",,35,"5,831","4,348",0,"10,179","20,483","62,154",0.63,0.36
PGE,24Dec2019,Pacific,N,"62,094","63,115","15,592","-47,523",0,"10,690",,,"4,670",,0,232,,"-45,434","-2,089",,0.85,,0,"4,142",,31,"4,173","6,388",0,"10,562","15,592","63,115",0.59,0.37
PGE,25Dec2019,Pacific,N,"58,143","58,709","15,366","-43,343",0,"9,982",,,"5,146",,0,238,,"-41,135","-2,208",,0.85,,0,"3,864",,34,"3,898","7,227",0,"11,125","15,366","58,709",0.56,0.42
PGE,26Dec2019,Pacific,N,"65,752","65,412","18,387","-47,025",0,"13,326",,,"4,824",,0,237,,"-45,191","-1,834",,0.85,,0,"5,167",,32,"5,199","7,767",0,"12,966","18,387","65,412",0.62,0.44
PGE,27Dec2019,Pacific,N,"64,670","63,750","16,641","-47,109",0,"11,543",,,"4,882",,0,218,,"-45,384","-1,725",,0.86,,0,"4,480",,32,"4,512","6,486",0,"10,998","16,643","63,752",0.60,0.38
PGE,28Dec2019,Pacific,N,"58,764","59,201","14,814","-44,387",0,"10,195",,,"4,429",,0,194,,"-42,496","-1,891",,0.85,,0,"3,948",,29,"3,977","6,350",0,"10,328","14,818","59,205",0.59,0.38
PGE,29Dec2019,Pacific,N,"58,687","59,062","16,052","-43,010",0,"11,150",,,"4,655",,0,247,,"-41,020","-1,964",,0.86,,0,"4,328",,31,"4,359","6,686",0,"11,045","16,052","59,036",0.60,0.41
PGE,30Dec2019,Pacific,N,"63,109","61,834","16,552","-45,282",0,"11,762",,,"4,547",,0,243,,"-43,761","-1,521",,0.86,,0,"4,563",,30,"4,593","7,083",46,"11,629","16,552","61,834",0.61,0.41
PGE,31Dec2019,Pacific,N,"58,744","60,582","14,159","-46,423",0,"9,538",,,"4,381",,0,240,,"-44,236","-2,187",,0.85,,0,"3,687",,29,"3,716","6,085",0,"9,801","14,159","60,582",0.58,0.36
PGE,01Jan2020,Pacific,N,"54,559","53,802","14,147","-39,656",0,"7,936",,,"5,980",,0,231,,"-37,624","-2,032",,0.85,,0,"3,046",,38,"3,084","4,347",0,"7,431","14,147","53,803",0.48,0.30
PGE,02Jan2020,Pacific,N,"59,955","60,211","16,188","-44,023",0,"9,456",,,"6,675",,0,68,,"-42,196","-1,827",,0.84,,0,"3,611",,42,"3,653","4,901",0,"8,554","16,199","60,222",0.50,0.31
PGE,03Jan2020,Pacific,N,"59,314","58,196","16,385","-41,811",0,"10,741",,,"5,558",,0,86,,"-39,752","-2,059",,0.84,,0,"4,100",,35,"4,135","4,578",0,"8,714","16,385","58,196",0.56,0.33
PGE,04Jan2020,Pacific,N,"57,392","57,490","15,171","-42,319",0,"9,704",,,"5,340",,0,127,,"-40,122","-2,197",,0.84,,0,"3,705",,34,"3,739","4,022",0,"7,761","15,171","57,490",0.54,0.30
PGE,05Jan2020,Pacific,N,"58,752","58,607","16,189","-42,418",0,"10,686",,,"5,262",,0,241,,"-40,243","-2,175",,0.84,,0,"4,092",,34,"4,125","4,205",0,"8,330","16,189","58,607",0.56,0.31
PGE,06Jan2020,Pacific,N,"62,956","62,848","15,273","-47,575",0,"9,566",,,"5,475",,0,232,,"-45,610","-1,965",,0.84,,0,"3,645",,35,"3,680","3,765",0,"7,445","15,273","62,848",0.53,0.26
PGE,07Jan2020,Pacific,N,"61,994","60,018","15,309","-44,709",0,"9,140",,,"5,928",,0,241,,"-42,809","-1,900",,0.84,,0,"3,476",,38,"3,514","3,857",0,"7,371","15,309","60,018",0.51,0.27
PGE,08Jan2020,Pacific,N,"62,804","62,622","16,750","-45,872",0,"9,950",,,"6,543",,0,257,,"-43,963","-1,909",,0.84,,0,"3,790",,42,"3,832","3,836",0,"7,668","16,750","62,622",0.50,0.27
PGE,09Jan2020,Pacific,N,"64,368","66,089","17,953","-48,136",0,"11,979",,,"5,878",,0,96,,"-45,591","-2,545",,0.84,,0,"4,561",,37,"4,598","4,524",0,"9,122","17,953","66,089",0.56,0.30
PGE,10Jan2020,Pacific,N,"64,094","64,587","18,410","-46,177",0,"13,075",,,"5,239",,0,96,,"-43,080","-3,097",,0.84,,0,"4,977",,33,"5,010","4,381",0,"9,391","18,410","64,587",0.60,0.32
PGE,11Jan2020,Pacific,N,"59,439","59,971","15,676","-44,295",0,"9,251",,,"6,326",,0,99,,"-41,199","-3,049",,0.84,,0,"3,509",,40,"3,549","3,026",0,"6,575","15,676","59,924",0.50,0.24
PGE,12Jan2020,Pacific,N,"60,699","60,803","15,410","-45,393",0,"9,043",,,"6,134",,0,233,,"-42,214","-3,179",,0.84,,0,"3,431",,39,"3,471","3,090",0,"6,560","15,410","60,803",0.50,0.24
PGE,13Jan2020,Pacific,N,"68,049","67,584","16,268","-51,316",0,"9,880",,,"6,158",,0,230,,"-47,891","-3,425",,0.84,,0,"3,754",,39,"3,793","3,774",0,"7,568","16,268","67,584",0.51,0.25
PGE,14Jan2020,Pacific,N,"67,505","68,424","16,009","-52,415",0,"10,538",,,"5,236",,0,235,,"-48,870","-3,545",,0.84,,0,"4,006",,34,"4,040","3,422",0,"7,462","16,009","68,424",0.56,0.24
PGE,15Jan2020,Pacific,N,"70,038","70,760","16,527","-54,233",0,"10,849",,,"5,419",,0,259,,"-50,809","-3,424",,0.84,,0,"4,125",,35,"4,160","4,257",0,"8,417","16,527","70,760",0.55,0.26
PGE,16Jan2020,Pacific,N,"66,634","66,949","16,498","-50,451",0,"11,310",,,"4,947",,0,241,,"-47,053","-3,398",,0.84,,0,"4,292",,32,"4,324","3,964",0,"8,288","16,498","66,949",0.58,0.27
PGE,17Jan2020,Pacific,N,"68,033","67,533","16,172","-51,362",0,"10,920",,,"5,021",,0,231,,"-47,964","-3,398",,0.84,,0,"4,168",,32,"4,201","4,111",0,"8,311","16,172","67,534",0.57,0.27
PGE,18Jan2020,Pacific,N,"60,391","60,180","15,666","-44,514",0,"10,322",,,"5,110",,0,234,,"-42,165","-2,349",,0.84,,0,"3,941",,33,"3,974","3,361",0,"7,335","15,666","60,180",0.56,0.27
PGE,19Jan2020,Pacific,N,"57,442","56,457","16,751","-39,706",0,"11,128",,,"5,387",,0,236,,"-37,974","-1,732",,0.84,,0,"4,229",,35,"4,263","3,186",0,"7,450","16,751","56,457",0.56,0.29
PGE,20Jan2020,Pacific,N,"62,203","62,621","19,154","-43,467",0,"13,682",,,"5,230",,0,242,,"-42,130","-1,337",,0.84,,0,"5,197",,34,"5,231","3,365",0,"8,597","19,154","62,621",0.60,0.30
PGE,21Jan2020,Pacific,N,"62,711","62,452","16,464","-45,988",0,"10,611",,,"5,615",,0,238,,"-44,203","-1,785",,0.84,,0,"4,050",,36,"4,086","3,461",0,"7,547","16,464","62,452",0.55,0.27
PGE,22Jan2020,Pacific,N,"62,190","62,128","15,483","-46,645",0,"9,887",,,"5,326",,0,270,,"-43,505","-3,140",,0.84,,0,"3,771",,35,"3,805","3,742",0,"7,548","15,483","62,128",0.54,0.27
PGE,23Jan2020,Pacific,N,"59,552","59,279","17,278","-42,001",0,"10,169",,,"6,868",,0,241,,"-38,602","-3,399",,0.84,,0,"3,877",,44,"3,921","3,177",0,"7,097","17,278","59,279",0.50,0.26
PGE,24Jan2020,Pacific,N,"58,359","57,475","16,815","-40,660",0,"9,723",,,"6,846",,0,246,,"-37,168","-3,492",,0.84,,0,"3,692",,44,"3,736","2,559",0,"6,295","16,815","57,475",0.49,0.24
PGE,25Jan2020,Pacific,N,"54,375","53,092","17,340","-35,753",0,"10,147",,,"6,954",,0,239,,"-32,140","-3,613",,0.84,,0,"3,855",,44,"3,899","2,787",0,"6,687","17,340","53,093",0.50,0.28
PGE,26Jan2020,Pacific,N,"54,441","53,840","17,565","-36,275",0,"10,431",,,"6,888",,0,246,,"-32,685","-3,590",,0.84,,0,"3,965",,44,"4,009","2,798",0,"6,807","17,565","53,840",0.50,0.28
PGE,27Jan2020,Pacific,N,"60,168","61,290","18,562","-42,728",0,"10,944",,,"7,374",,0,244,,"-39,344","-3,384",,0.84,,0,"4,157",,47,"4,204","3,030",0,"7,235","18,562","61,290",0.50,0.26
PGE,28Jan2020,Pacific,N,"60,092","60,416","17,404","-43,012",0,"9,971",,,"7,190",,0,243,,"-39,265","-3,747",,0.84,,0,"3,788",,46,"3,834","2,506",0,"6,340","17,404","60,416",0.49,0.23
PGE,29Jan2020,Pacific,N,"60,582","61,338","18,507","-42,832",0,"10,794",,,"7,444",,0,269,,"-39,209","-3,623",,0.84,,0,"4,097",,48,"4,144","2,503",0,"6,648","18,507","61,339",0.49,0.24
PGE,30Jan2020,Pacific,N,"60,281","59,490","18,814","-40,676",0,"11,298",,,"7,281",,0,235,,"-37,222","-3,454",,0.84,,0,"4,294",,46,"4,341","3,115",0,"7,456","18,814","59,490",0.51,0.28
PGE,31Jan2020,Pacific,N,"56,664","55,978","16,555","-39,423",0,"9,213",,,"7,110",,0,232,,"-35,702","-3,721",,0.84,,0,"3,510",,45,"3,555","2,245",0,"5,800","16,555","55,978",0.47,0.23
PGE,01Feb2020,Pacific,N,"54,308","54,475","17,770","-36,705",0,"9,605",,,"7,919",,0,246,,"-33,297","-3,408",,0.84,,0,"3,677",,50,"3,727","2,034",0,"5,761","17,770","54,475",0.46,0.23
PGE,02Feb2020,Pacific,N,"59,584","59,296","18,699","-40,598",0,"10,844",,,"7,613",,0,242,,"-37,067","-3,531",,0.85,,0,"4,158",,48,"4,206","2,783",0,"6,989","18,699","59,297",0.50,0.26
PGE,03Feb2020,Pacific,N,"66,908","65,973","18,143","-47,830",0,"11,009",,,"6,885",,0,249,,"-46,039","-1,791",,0.84,,0,"4,207",,44,"4,251","2,696",0,"6,947","18,143","65,973",0.52,0.23
PGE,04Feb2020,Pacific,N,"68,631","69,160","19,160","-50,000",0,"12,797",,,"6,113",,0,250,,"-49,006",-994,,0.84,,0,"4,873",,39,"4,912","2,921",1,"7,832","19,160","69,160",0.57,0.25
PGE,05Feb2020,Pacific,N,"63,912","64,073","17,514","-46,559",0,"9,784",,,"7,428",,0,302,,"-44,748","-1,811",,0.84,,0,"3,722",,48,"3,770","1,872",0,"5,642","17,514","64,073",0.47,0.19
PGE,06Feb2020,Pacific,N,"59,206","59,001","17,646","-41,356",0,"9,482",,,"7,919",,0,245,,"-39,147","-2,209",,0.84,,0,"3,616",,50,"3,666","1,328",0,"4,994","17,646","59,002",0.46,0.19
PGE,07Feb2020,Pacific,N,"57,709","57,843","17,927","-39,916",0,"9,915",,,"7,771",,0,241,,"-37,052","-2,864",,0.84,,0,"3,786",,49,"3,835","1,236",0,"5,071","17,927","57,843",0.47,0.19
PGE,08Feb2020,Pacific,N,"57,330","57,281","17,427","-39,854",0,"9,168",,,"8,010",,0,249,,"-36,824","-3,030",,0.84,,0,"3,514",,51,"3,565","1,220",0,"4,784","17,427","57,281",0.45,0.18
PGE,09Feb2020,Pacific,N,"59,416","59,365","17,558","-41,807",0,"9,747",,,"7,569",,0,242,,"-38,487","-3,320",,0.85,,0,"3,738",,48,"3,787","1,795",0,"5,582","17,558","59,365",0.48,0.21
PGE,10Feb2020,Pacific,N,"64,168","62,722","17,706","-45,016",0,"10,372",,,"7,091",,0,243,,"-42,422","-2,594",,0.84,,0,"3,959",,45,"4,004","2,101",0,"6,104","17,706","62,722",0.50,0.21
PGE,11Feb2020,Pacific,N,"64,205","65,407","16,195","-49,212",0,"9,717",,,"6,233",,0,245,,"-47,073","-2,139",,0.84,,0,"3,711",,40,"3,751","1,928",0,"5,679","16,195","65,407",0.51,0.19
PGE,12Feb2020,Pacific,N,"63,011","62,142","16,833","-45,309",0,"10,072",,,"6,497",,0,264,,"-43,275","-2,034",,0.84,,0,"3,851",,42,"3,892","1,340",0,"5,232","16,833","62,142",0.51,0.19
PGE,13Feb2020,Pacific,N,"65,028","65,550","15,999","-49,551",0,"10,204",,,"5,558",,0,237,,"-47,987","-1,564",,0.84,,0,"3,893",,36,"3,928","1,476",0,"5,404","15,999","65,550",0.54,0.18
PGE,14Feb2020,Pacific,N,"62,613","61,378","14,999","-46,380",0,"8,944",,,"5,816",,0,239,,"-44,542","-1,838",,0.84,,0,"3,425",,37,"3,463","1,370",0,"4,833","14,999","61,379",0.51,0.17
PGE,15Feb2020,Pacific,N,"57,627","58,986","16,283","-42,703",0,"9,954",,,"6,103",,0,226,,"-40,580","-2,123",,0.84,,0,"3,812",,39,"3,851","1,582",0,"5,433","16,283","58,986",0.52,0.20
PGE,16Feb2020,Pacific,N,"57,908","56,125","15,341","-40,784",0,"8,614",,,"6,487",,0,240,,"-39,267","-1,517",,0.84,,0,"3,292",,42,"3,334","1,171",0,"4,505","15,341","56,125",0.48,0.18
PGE,17Feb2020,Pacific,N,"62,866","61,364","17,009","-44,356",0,"10,647",,,"6,108",,0,254,,"-43,287","-1,069",,0.84,,0,"4,077",,39,"4,116","1,707",0,"5,823","17,009","61,365",0.53,0.21
PGE,18Feb2020,Pacific,N,"64,831","63,760","18,712","-45,048",0,"12,825",,,"5,656",,0,231,,"-43,875","-1,173",,0.84,,0,"4,905",,36,"4,941","2,674",2,"7,613","18,712","63,760",0.58,0.26
PGE,19Feb2020,Pacific,N,"64,210","61,965","18,738","-43,227",0,"13,332",,,"5,164",,0,242,,"-42,569",-658,,0.84,,0,"5,096",,33,"5,130","2,504",0,"7,633","18,738","61,965",0.60,0.27
PGE,20Feb2020,Pacific,N,"61,964","61,094","18,187","-42,907",0,"12,206",,,"5,721",,0,260,,"-42,496",-411,,0.84,,0,"4,677",,37,"4,714","2,926",16,"7,624","18,187","61,094",0.57,0.28
PGE,21Feb2020,Pacific,N,"61,304","59,845","16,235","-43,610",0,"11,117",,,"4,878",,0,240,,"-43,344",-266,,0.85,,0,"4,271",,32,"4,302","2,750",6,"7,046","16,235","59,845",0.58,0.26
PGE,22Feb2020,Pacific,N,"56,985","55,967","14,910","-41,057",0,"9,532",,,"5,143",,0,235,,"-40,799",-258,,0.85,,0,"3,660",,33,"3,693","2,321",12,"6,002","14,910","55,967",0.55,0.24
PGE,23Feb2020,Pacific,N,"56,382","56,127","14,345","-41,782",0,"8,639",,,"5,468",,0,238,,"-42,072",290,,0.85,,0,"3,316",,35,"3,351","1,754",40,"5,065","14,345","56,127",0.52,0.20
PGE,24Feb2020,Pacific,N,"62,175","61,764","15,374","-46,390",0,"9,701",,,"5,429",,0,244,,"-46,937",547,,0.84,,0,"3,715",,35,"3,750","1,826",49,"5,527","15,374","61,764",0.54,0.20
PGE,25Feb2020,Pacific,N,"62,935","61,361","16,821","-44,540",0,"11,444",,,"5,136",,0,241,,"-44,607",67,,0.85,,0,"4,393",,33,"4,426","2,530",31,"6,924","16,821","61,361",0.58,0.25
PGE,26Feb2020,Pacific,N,"59,083","57,835","15,642","-42,193",0,"10,370",,,"4,999",,0,273,,"-41,609",-584,,0.84,,0,"3,966",,33,"3,999","2,557",0,"6,555","15,642","57,835",0.56,0.25
PGE,27Feb2020,Pacific,N,"59,249","58,423","16,139","-42,284",0,"10,650",,,"5,243",,0,246,,"-41,613",-671,,0.84,,0,"4,070",,34,"4,104","2,876",11,"6,969","16,139","58,423",0.56,0.26
PGE,28Feb2020,Pacific,N,"58,972","57,770","15,754","-42,017",0,"10,889",,,"4,626",,0,239,,"-40,654","-1,363",,0.84,,0,"4,161",,30,"4,191","2,278",0,"6,469","15,754","57,771",0.59,0.25
PGE,29Feb2020,Pacific,N,"56,967","57,259","13,616","-43,643",0,"8,330",,,"5,034",,0,252,,"-42,038","-1,605",,0.85,,0,"3,199",,33,"3,232","2,184",0,"5,416","13,616","57,259",0.52,0.21
PGE,01Mar2020,Pacific,N,"58,600","58,394","16,325","-42,069",0,"10,788",,,"5,279",,0,258,,"-41,726",-343,,0.85,,0,"4,139",,34,"4,173","2,562",8,"6,727","16,325","58,394",0.56,0.25
PGE,02Mar2020,Pacific,N,"61,417","62,184","15,268","-46,916",0,"10,261",,,"4,768",,0,239,,"-47,240",324,,0.84,,0,"3,916",,31,"3,947","2,432",43,"6,335","15,268","62,184",0.57,0.22
PGE,03Mar2020,Pacific,N,"59,039","56,840","15,809","-41,031",0,"10,905",,,"4,815",,0,89,,"-40,696",-335,,0.84,,0,"4,162",,30,"4,192","1,235",8,"5,418","15,809","56,840",0.58,0.21
PGE,04Mar2020,Pacific,N,"57,200","56,239","17,121","-39,118",0,"11,964",,,"4,931",,0,226,,"-38,710",-408,,0.84,,0,"4,574",,32,"4,606","1,896",17,"6,484","17,121","56,239",0.59,0.25
PGE,05Mar2020,Pacific,N,"58,508","57,755","20,784","-36,971",0,"14,936",,,"5,602",,0,246,,"-36,728",-243,,0.85,,0,"5,728",,36,"5,764","1,886",17,"7,634","20,784","57,755",0.61,0.29
PGE,06Mar2020,Pacific,N,"57,515","59,400","20,049","-39,351",0,"14,962",,,"4,832",,0,255,,"-39,408",57,,0.84,,0,"5,731",,31,"5,762","2,193",30,"7,926","20,049","59,400",0.63,0.29
PGE,07Mar2020,Pacific,N,"57,297","57,348","17,448","-39,900",0,"12,153",,,"4,987",,0,308,,"-40,396",496,,0.85,,0,"4,670",,33,"4,703","2,696",60,"7,339","17,448","57,348",0.59,0.28
PGE,08Mar2020,Pacific,N,"55,742","55,181","16,434","-38,747",0,"11,400",,,"4,808",,0,226,,"-39,299",552,,0.85,,0,"4,389",,31,"4,420","3,080",70,"7,431","16,434","55,181",0.59,0.30
PGE,09Mar2020,Pacific,N,"62,272","61,346","23,830","-37,516",0,"18,595",,,"4,998",,0,237,,"-38,045",529,,0.84,,0,"7,106",,32,"7,138","3,019",102,"10,055","23,830","61,346",0.66,0.36
PGE,10Mar2020,Pacific,N,"60,166","59,611","21,679","-37,932",0,"16,625",,,"4,817",,0,237,,"-37,967",35,,0.84,,0,"6,339",,31,"6,370","3,561",58,"9,873","21,679","59,611",0.65,0.37
PGE,11Mar2020,Pacific,N,"59,020","58,628","18,063","-40,565",0,"13,273",,,"4,512",,0,278,,"-40,518",-47,,0.84,,0,"5,074",,30,"5,104","3,321",25,"8,400","18,063","58,628",0.62,0.32
PGE,12Mar2020,Pacific,N,"60,270","59,973","23,371","-36,602",0,"18,740",,,"4,406",,0,225,,"-36,901",299,,0.85,,0,"7,202",,29,"7,231","3,761",59,"10,932","23,371","59,973",0.68,0.40
PGE,13Mar2020,Pacific,N,"61,496","63,349","24,886","-38,464",0,"19,841",,,"4,826",,0,219,,"-39,486","1,022",,0.84,,0,"7,597",,31,"7,628","4,000",177,"11,450","24,886","63,350",0.68,0.40
