BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PACW,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PGE,23Mar2017,Pacific,N,"57,921","57,473","14,849","-42,662",,,,,,,,,,"-49,870","7,208",,,,,,,,,,,,,,,
PGE,24Mar2017,Pacific,N,"56,261","56,722","14,295","-42,412",,,,,,,,,,"-49,258","6,846",,,,,,,,,,,,,,,
PGE,25Mar2017,Pacific,N,"53,063","52,389","13,218","-39,151",,,,,,,,,,"-45,639","6,488",,,,,,,,,,,,,,,
PGE,26Mar2017,Pacific,N,"53,049","53,388","13,519","-39,880",,,,,,,,,,"-46,349","6,469",,,,,,,,,,,,,,,
PGE,27Mar2017,Pacific,N,"57,704","56,213","12,111","-44,128",,,,,,,,,,"-51,661","7,533",,,,,,,,,,,,,,,
PGE,28Mar2017,Pacific,N,"57,236","56,026","13,933","-42,079",,,,,,,,,,"-49,579","7,500",,,,,,,,,,,,,,,
PGE,29Mar2017,Pacific,N,"56,598","55,944","13,395","-42,450",,,,,,,,,,"-49,801","7,351",,,,,,,,,,,,,,,
PGE,30Mar2017,Pacific,N,"56,714","55,569","13,083","-42,531",,,,,,,,,,"-49,921","7,390",,,,,,,,,,,,,,,
PGE,31Mar2017,Pacific,N,"55,825","52,691","12,928","-39,769",,,,,,,,,,"-44,693","3,484",,,,,,,,,,,,,,,
PGE,01Apr2017,Pacific,N,"51,903","50,378","11,781","-38,607",,,,,,,,,,"-36,029","-2,578",,,,,,,,,,,,,,,
PGE,02Apr2017,Pacific,N,"51,592","50,681","11,206","-39,437",,,,,,,,,,"-36,607","-2,830",,,,,,,,,,,,,,,
PGE,03Apr2017,Pacific,N,"57,544","55,979","12,013","-43,974",,,,,,,,,,"-40,965","-3,009",,,,,,,,,,,,,,,
PGE,04Apr2017,Pacific,N,"56,249","55,786","10,339","-45,460",,,,,,,,,,"-42,101","-3,359",,,,,,,,,,,,,,,
PGE,05Apr2017,Pacific,N,"55,053","54,558","10,609","-43,916",,,,,,,,,,"-40,370","-3,487",,,,,,,,,,,,,,,
PGE,06Apr2017,Pacific,N,"54,574","54,095","10,856","-43,288",,,,,,,,,,"-39,800","-3,498",,,,,,,,,,,,,,,
PGE,07Apr2017,Pacific,N,"54,305","50,595","9,587","-40,992",,,,,,,,,,"-38,164","-2,828",,,,,,,,,,,,,,,
PGE,08Apr2017,Pacific,N,"53,157","51,730","9,715","-42,030",,,,,,,,,,"-39,213","-2,817",,,,,,,,,,,,,,,
PGE,09Apr2017,Pacific,N,"52,785","52,701","10,674","-41,981",,,,,,,,,,"-38,858","-3,123",,,,,,,,,,,,,,,
PGE,10Apr2017,Pacific,N,"57,389","56,702","10,863","-45,901",,,,,,,,,,"-42,507","-3,394",,,,,,,,,,,,,,,
PGE,11Apr2017,Pacific,N,"57,568","56,923","11,501","-45,405",,,,,,,,,,"-41,585","-3,820",,,,,,,,,,,,,,,
PGE,12Apr2017,Pacific,N,"56,111","55,666","9,763","-45,893",,,,,,,,,,"-41,995","-3,898",,,,,,,,,,,,,,,
PGE,13Apr2017,Pacific,N,"56,924","56,562","10,733","-45,820",,,,,,,,,,"-42,060","-3,760",,,,,,,,,,,,,,,
PGE,14Apr2017,Pacific,N,"56,440","55,377","11,153","-44,232",,,,,,,,,,"-40,482","-3,750",,,,,,,,,,,,,,,
PGE,15Apr2017,Pacific,N,"51,994","50,938","9,746","-41,223",,,,,,,,,,"-37,571","-3,652",,,,,,,,,,,,,,,
PGE,16Apr2017,Pacific,N,"50,057","49,489","9,847","-39,673",,,,,,,,,,"-35,763","-3,622",,,,,,,,,,,,,,,
PGE,17Apr2017,Pacific,N,"54,370","53,840","10,493","-43,352",,,,,,,,,,"-40,064","-3,288",,,,,,,,,,,,,,,
PGE,18Apr2017,Pacific,N,"54,391","52,779","10,368","-42,404",,,,,,,,,,"-39,235","-3,169",,,,,,,,,,,,,,,
PGE,19Apr2017,Pacific,N,"54,635","55,024","10,388","-44,636",,,,,,,,,,"-41,140","-3,496",,,,,,,,,,,,,,,
PGE,20Apr2017,Pacific,N,"55,112","54,512","10,369","-44,119",,,,,,,,,,"-40,744","-3,375",,,,,,,,,,,,,,,
PGE,21Apr2017,Pacific,N,"52,857","52,972","10,567","-42,360",,,,,,,,,,"-39,024","-3,336",,,,,,,,,,,,,,,
PGE,22Apr2017,Pacific,N,"47,297","47,875","9,612","-38,350",,,,,,,,,,"-33,933","-4,417",,,,,,,,,,,,,,,
PGE,23Apr2017,Pacific,N,"49,761","49,700","10,825","-38,836",,,,,,,,,,"-34,325","-4,511",,,,,,,,,,,,,,,
PGE,24Apr2017,Pacific,N,"55,422","55,846","10,808","-45,052",,,,,,,,,,"-41,539","-3,458",,,,,,,,,,,,,,,
PGE,25Apr2017,Pacific,N,"55,872","55,693","10,069","-45,573",,,,,,,,,,"-41,962","-3,611",,,,,,,,,,,,,,,
PGE,26Apr2017,Pacific,N,"54,845","54,490","9,672","-44,835",,,,,,,,,,"-41,414","-3,508",,,,,,,,,,,,,,,
PGE,27Apr2017,Pacific,N,"55,987","55,815","10,294","-45,553",,,,,,,,,,"-41,721","-3,832",,,,,,,,,,,,,,,
PGE,28Apr2017,Pacific,N,"54,584","54,041","10,027","-44,025",,,,,,,,,,"-40,284","-3,741",,,,,,,,,,,,,,,
PGE,29Apr2017,Pacific,N,"49,200","49,008","9,253","-39,756",,,,,,,,,,"-36,005","-3,751",,,,,,,,,,,,,,,
PGE,30Apr2017,Pacific,N,"47,931","47,875","9,144","-38,683",,,,,,,,,,"-35,067","-3,616",,,,,,,,,,,,,,,
PGE,01May2017,Pacific,N,"55,010","55,343","10,503","-44,789",,,,,,,,,,"-41,671","-3,118",,,,,,,,,,,,,,,
PGE,02May2017,Pacific,N,"53,724","53,421","9,228","-44,213",,,,,,,,,,"-41,005","-3,229",,,,,,,,,,,,,,,
PGE,03May2017,Pacific,N,"54,998","54,094","8,951","-45,193",,,,,,,,,,"-41,684","-3,478",,,,,,,,,,,,,,,
PGE,04May2017,Pacific,N,"56,613","56,314","10,629","-45,720",,,,,,,,,,"-41,759","-3,961",,,,,,,,,,,,,,,
PGE,05May2017,Pacific,N,"50,979","50,636","9,972","-40,634",,,,,,,,,,"-36,762","-3,872",,,,,,,,,,,,,,,
PGE,06May2017,Pacific,N,"48,484","47,797","9,937","-37,865",,,,,,,,,,"-34,245","-3,620",,,,,,,,,,,,,,,
PGE,07May2017,Pacific,N,"47,619","47,288","9,736","-37,539",,,,,,,,,,"-34,292","-3,247",,,,,,,,,,,,,,,
PGE,08May2017,Pacific,N,"52,831","51,792","11,194","-40,606",,,,,,,,,,"-37,689","-2,917",,,,,,,,,,,,,,,
PGE,09May2017,Pacific,N,"52,759","52,006","8,766","-43,244",,,,,,,,,,"-41,494","-1,750",,,,,,,,,,,,,,,
PGE,10May2017,Pacific,N,"52,953","51,756","8,174","-43,581",,,,,,,,,,"-41,574","-2,004",,,,,,,,,,,,,,,
PGE,11May2017,Pacific,N,"51,193","51,519","8,502","-43,053",,,,,,,,,,"-40,525","-2,528",,,,,,,,,,,,,,,
PGE,12May2017,Pacific,N,"52,617","52,371","9,166","-43,159",,,,,,,,,,"-40,112","-3,047",,,,,,,,,,,,,,,
PGE,13May2017,Pacific,N,"49,782","50,189","8,083","-42,113",,,,,,,,,,"-39,087","-3,026",,,,,,,,,,,,,,,
PGE,14May2017,Pacific,N,"48,557","48,066","8,243","-39,831",,,,,,,,,,"-36,604","-3,227",,,,,,,,,,,,,,,
PGE,15May2017,Pacific,N,"53,693","52,828","9,568","-43,203",,,,,,,,,,"-39,887","-3,316",,,,,,,,,,,,,,,
PGE,16May2017,Pacific,N,"54,141","56,412","15,667","-40,751",,,,,,,,,,"-37,877","-2,874",,,,,,,,,,,,,,,
PGE,17May2017,Pacific,N,"53,490","53,967","8,981","-45,005",,,,,,,,,,"-42,307","-2,698",,,,,,,,,,,,,,,
PGE,18May2017,Pacific,N,"53,220","52,499","8,706","-43,814",,,,,,,,,,"-40,897","-2,917",,,,,,,,,,,,,,,
PGE,19May2017,Pacific,N,"51,794","51,625","8,099","-43,485",,,,,,,,,,"-39,962","-3,523",,,,,,,,,,,,,,,
PGE,20May2017,Pacific,N,"47,505","46,590","8,021","-38,554",,,,,,,,,,"-35,261","-3,293",,,,,,,,,,,,,,,
PGE,21May2017,Pacific,N,"49,456","49,541","13,359","-36,265",,,,,,,,,,"-32,886","-3,379",,,,,,,,,,,,,,,
PGE,22May2017,Pacific,N,"59,585","60,426","18,548","-41,847",,,,,,,,,,"-38,318","-3,529",,,,,,,,,,,,,,,
PGE,23May2017,Pacific,N,"59,170","59,119","15,588","-43,534",,,,,,,,,,"-39,944","-3,590",,,,,,,,,,,,,,,
PGE,24May2017,Pacific,N,"51,968","50,751","8,489","-42,294",,,,,,,,,,"-37,789","-4,505",,,,,,,,,,,,,,,
PGE,25May2017,Pacific,N,"52,709","51,082","11,445","-39,603",,,,,,,,,,"-34,739","-4,864",,,,,,,,,,,,,,,
PGE,26May2017,Pacific,N,"54,130","53,736","13,673","-40,039",,,,,,,,,,"-35,314","-4,725",,,,,,,,,,,,,,,
PGE,27May2017,Pacific,N,"52,107","52,524","14,743","-37,803",,,,,,,,,,"-32,588","-5,215",,,,,,,,,,,,,,,
PGE,28May2017,Pacific,N,"54,746","50,225","14,543","-35,705",,,,,,,,,,"-30,639","-5,066",,,,,,,,,,,,,,,
PGE,29May2017,Pacific,N,"54,364","47,688","14,776","-32,908",,,,,,,,,,"-28,331","-4,577",,,,,,,,,,,,,,,
PGE,30May2017,Pacific,N,"48,742","50,755","13,780","-36,917",,,,,,,,,,"-32,340","-4,577",,,,,,,,,,,,,,,
PGE,31May2017,Pacific,N,"52,423","51,595","10,502","-41,110",,,,,,,,,,"-37,275","-3,835",,,,,,,,,,,,,,,
PGE,01Jun2017,Pacific,N,"52,077","52,020","7,084","-44,910",,,,,,,,,,"-40,031","-4,837",,,,,,,,,,,,,,,
PGE,02Jun2017,Pacific,N,"52,106","51,275","7,664","-43,602",,,,,,,,,,"-39,325","-4,277",,,,,,,,,,,,,,,
PGE,03Jun2017,Pacific,N,"46,899","46,320","6,550","-39,826",,,,,,,,,,"-35,879","-3,947",,,,,,,,,,,,,,,
PGE,04Jun2017,Pacific,N,"45,954","45,711","6,905","-38,820",,,,,,,,,,"-34,642","-4,178",,,,,,,,,,,,,,,
PGE,05Jun2017,Pacific,N,"53,373","51,954","8,300","-43,634",,,,,,,,,,"-40,133","-3,501",,,,,,,,,,,,,,,
PGE,06Jun2017,Pacific,N,"55,421","55,459","9,778","-45,686",,,,,,,,,,"-42,047","-3,639",,,,,,,,,,,,,,,
PGE,07Jun2017,Pacific,N,"55,436","53,999","9,556","-44,445",,,,,,,,,,"-40,093","-4,352",,,,,,,,,,,,,,,
PGE,08Jun2017,Pacific,N,"51,613","51,087","7,123","-43,965",,,,,,,,,,"-39,223","-4,742",,,,,,,,,,,,,,,
PGE,09Jun2017,Pacific,N,"50,216","49,398","7,409","-42,010",,,,,,,,,,"-36,999","-5,011",,,,,,,,,,,,,,,
PGE,10Jun2017,Pacific,N,"46,709","46,499","6,725","-39,766",,,,,,,,,,"-34,744","-5,022",,,,,,,,,,,,,,,
PGE,11Jun2017,Pacific,N,"45,924","46,138","6,543","-39,620",,,,,,,,,,"-34,726","-4,894",,,,,,,,,,,,,,,
PGE,12Jun2017,Pacific,N,"51,305","51,083","5,932","-45,151",,,,,,,,,,"-40,420","-4,731",,,,,,,,,,,,,,,
PGE,13Jun2017,Pacific,N,"51,626","51,016","5,900","-45,056",,,,,,,,,,"-40,379","-4,820",,,,,,,,,,,,,,,
PGE,14Jun2017,Pacific,N,"51,926","51,129","6,400","-44,728",,,,,,,,,,"-39,926","-4,802",,,,,,,,,,,,,,,
PGE,15Jun2017,Pacific,N,"51,210","50,778","6,709","-44,070",,,,,,,,,,"-38,300","-5,770",,,,,,,,,,,,,,,
PGE,16Jun2017,Pacific,N,"50,734","50,978","5,630","-45,393",,,,,,,,,,"-40,003","-5,390",,,,,,,,,,,,,,,
PGE,17Jun2017,Pacific,N,"47,470","47,033","6,811","-40,207",,,,,,,,,,"-34,620","-5,587",,,,,,,,,,,,,,,
PGE,18Jun2017,Pacific,N,"49,521","49,904","9,652","-40,201",,,,,,,,,,"-34,162","-6,039",,,,,,,,,,,,,,,
PGE,19Jun2017,Pacific,N,"60,068","61,854","13,914","-47,940",,,,,,,,,,"-41,036","-6,904",,,,,,,,,,,,,,,
PGE,20Jun2017,Pacific,N,"57,576","57,769","5,929","-51,874",,,,,,,,,,"-45,689","-6,185",,,,,,,,,,,,,,,
PGE,21Jun2017,Pacific,N,"53,973","53,257","6,091","-47,140",,,,,,,,,,"-41,306","-5,834",,,,,,,,,,,,,,,
PGE,22Jun2017,Pacific,N,"55,535","55,411","10,968","-44,415",,,,,,,,,,"-39,685","-4,730",,,,,,,,,,,,,,,
PGE,23Jun2017,Pacific,N,"58,520","59,929","12,738","-47,268",,,,,,,,,,"-41,904","-5,364",,,,,,,,,,,,,,,
PGE,24Jun2017,Pacific,N,"59,855","61,787","13,045","-48,749",,,,,,,,,,"-43,586","-5,163",,,,,,,,,,,,,,,
PGE,25Jun2017,Pacific,N,"63,584","65,597","12,527","-53,032",,,,,,,,,,"-47,343","-5,689",,,,,,,,,,,,,,,
PGE,26Jun2017,Pacific,N,"61,365","58,815","12,615","-46,231",,,,,,,,,,"-41,659","-4,572",,,,,,,,,,,,,,,
PGE,27Jun2017,Pacific,N,"55,759","54,493","6,919","-47,592",,,,,,,,,,"-43,335","-4,257",,,,,,,,,,,,,,,
PGE,28Jun2017,Pacific,N,"54,641","52,764","5,231","-47,519",,,,,,,,,,"-43,524","-3,995",,,,,,,,,,,,,,,
PGE,29Jun2017,Pacific,N,"55,666","55,194","5,089","-50,045",,,,,,,,,,"-45,730","-4,315",,,,,,,,,,,,,,,
PGE,30Jun2017,Pacific,N,"58,379","58,244","4,914","-53,362",,,,,,,,,,"-48,627","-4,735",,,,,,,,,,,,,,,
PGE,01Jul2017,Pacific,N,"51,425","49,376","9,093","-40,251",,,,,,,,,,"-36,579","-3,672",,,,,,,,,,,,,,,
PGE,02Jul2017,Pacific,N,"51,682","50,223","13,146","-37,129",,,,,,,,,,"-33,421","-3,708",,,,,,,,,,,,,,,
PGE,03Jul2017,Pacific,N,"49,738","51,667","13,288","-38,348",,,,,,,,,,"-34,717","-3,631",,,,,,,,,,,,,,,
PGE,04Jul2017,Pacific,N,"50,946","50,319","12,942","-37,375",,,,,,,,,,"-33,804","-3,571",,,,,,,,,,,,,,,
PGE,05Jul2017,Pacific,N,"55,646","59,981","14,350","-45,667",,,,,,,,,,"-41,480","-4,199",,,,,,,,,,,,,,,
PGE,06Jul2017,Pacific,N,"60,504","60,616","14,896","-45,686",,,,,,,,,,"-41,960","-3,726",,,,,,,,,,,,,,,
PGE,07Jul2017,Pacific,N,"58,376","53,701","13,121","-40,531",,,,,,,,,,"-36,791","-3,740",,,,,,,,,,,,,,,
PGE,08Jul2017,Pacific,N,"51,443","52,084","15,228","-36,932",,,,,,,,,,"-33,062","-3,870",,,,,,,,,,,,,,,
PGE,09Jul2017,Pacific,N,"52,045","53,412","12,627","-40,714",,,,,,,,,,"-36,799","-3,915",,,,,,,,,,,,,,,
PGE,10Jul2017,Pacific,N,"56,597","56,326","13,008","-43,357",,,,,,,,,,"-39,714","-3,643",,,,,,,,,,,,,,,
PGE,11Jul2017,Pacific,N,"55,349","54,591","12,497","-42,111",,,,,,,,,,"-38,614","-3,498",,,,,,,,,,,,,,,
PGE,12Jul2017,Pacific,N,"56,669","57,089","13,894","-43,201",,,,,,,,,,"-39,489","-3,712",,,,,,,,,,,,,,,
PGE,13Jul2017,Pacific,N,"56,601","55,545","13,330","-42,218",,,,,,,,,,"-38,825","-3,393",,,,,,,,,,,,,,,
PGE,14Jul2017,Pacific,N,"56,056","57,100","17,011","-40,089",,,,,,,,,,"-36,539","-3,550",,,,,,,,,,,,,,,
PGE,15Jul2017,Pacific,N,"52,129","52,359","12,708","-39,662",,,,,,,,,,"-36,178","-3,484",,,,,,,,,,,,,,,
PGE,16Jul2017,Pacific,N,"48,344","49,318","13,625","-35,696",,,,,,,,,,"-32,405","-3,291",,,,,,,,,,,,,,,
PGE,17Jul2017,Pacific,N,"55,264","54,640","18,127","-36,509",,,,,,,,,,"-33,078","-3,431",,,,,,,,,,,,,,,
PGE,18Jul2017,Pacific,N,"57,206","57,594","15,638","-41,922",,,,,,,,,,"-37,954","-3,968",,,,,,,,,,,,,,,
PGE,19Jul2017,Pacific,N,"56,639","56,999","14,981","-42,008",,,,,,,,,,"-37,772","-4,236",,,,,,,,,,,,,,,
PGE,20Jul2017,Pacific,N,"55,839","54,707","13,503","-41,204",,,,,,,,,,"-37,339","-3,865",,,,,,,,,,,,,,,
PGE,21Jul2017,Pacific,N,"55,369","56,886","16,935","-39,951",,,,,,,,,,"-36,620","-3,331",,,,,,,,,,,,,,,
PGE,22Jul2017,Pacific,N,"56,343","58,739","18,630","-40,109",,,,,,,,,,"-36,832","-3,277",,,,,,,,,,,,,,,
PGE,23Jul2017,Pacific,N,"56,576","56,911","17,332","-39,579",,,,,,,,,,"-36,621","-2,958",,,,,,,,,,,,,,,
PGE,24Jul2017,Pacific,N,"60,582","60,026","17,245","-42,781",,,,,,,,,,"-39,440","-3,341",,,,,,,,,,,,,,,
PGE,25Jul2017,Pacific,N,"62,722","62,621","18,295","-44,326",,,,,,,,,,"-40,954","-3,372",,,,,,,,,,,,,,,
PGE,26Jul2017,Pacific,N,"61,809","62,039","18,345","-43,694",,,,,,,,,,"-40,582","-3,112",,,,,,,,,,,,,,,
PGE,27Jul2017,Pacific,N,"58,713","56,417","15,470","-40,947",,,,,,,,,,"-38,669","-2,278",,,,,,,,,,,,,,,
PGE,28Jul2017,Pacific,N,"56,242","55,900","16,371","-39,529",,,,,,,,,,"-37,042","-2,487",,,,,,,,,,,,,,,
PGE,29Jul2017,Pacific,N,"53,018","54,286","16,708","-37,578",,,,,,,,,,"-34,530","-3,048",,,,,,,,,,,,,,,
PGE,30Jul2017,Pacific,N,"54,262","56,653","18,290","-38,363",,,,,,,,,,"-35,546","-2,817",,,,,,,,,,,,,,,
PGE,31Jul2017,Pacific,N,"62,842","62,974","18,175","-44,799",,,,,,,,,,"-41,718","-3,081",,,,,,,,,,,,,,,
PGE,01Aug2017,Pacific,N,"67,091","68,457","20,467","-47,990",,,,,,,,,,"-44,498","-3,492",,,,,,,,,,,,,,,
PGE,02Aug2017,Pacific,N,"72,136","74,185","22,781","-51,404",,,,,,,,,,"-47,487","-3,917",,,,,,,,,,,,,,,
PGE,03Aug2017,Pacific,N,"75,611","75,959","23,802","-52,157",,,,,,,,,,"-48,481","-3,676",,,,,,,,,,,,,,,
PGE,04Aug2017,Pacific,N,"71,352","71,584","21,557","-50,027",,,,,,,,,,"-46,639","-3,388",,,,,,,,,,,,,,,
PGE,05Aug2017,Pacific,N,"59,090","59,497","17,309","-42,188",,,,,,,,,,"-39,215","-2,973",,,,,,,,,,,,,,,
PGE,06Aug2017,Pacific,N,"58,701","58,823","19,962","-38,861",,,,,,,,,,"-35,883","-2,978",,,,,,,,,,,,,,,
PGE,07Aug2017,Pacific,N,"66,730","67,460","19,809","-47,651",,,,,,,,,,"-44,058","-3,593",,,,,,,,,,,,,,,
PGE,08Aug2017,Pacific,N,"67,125","68,176","25,025","-43,151",,,,,,,,,,"-39,460","-3,691",,,,,,,,,,,,,,,
PGE,09Aug2017,Pacific,N,"68,056","69,669","21,779","-47,890",,,,,,,,,,"-44,486","-3,404",,,,,,,,,,,,,,,
PGE,10Aug2017,Pacific,N,"67,987","68,068","22,182","-45,886",,,,,,,,,,"-42,613","-3,273",,,,,,,,,,,,,,,
PGE,11Aug2017,Pacific,N,"63,637","64,482","21,749","-42,733",,,,,,,,,,"-39,395","-3,338",,,,,,,,,,,,,,,
PGE,12Aug2017,Pacific,N,"53,866","53,347","13,069","-40,278",,,,,,,,,,"-37,608","-2,670",,,,,,,,,,,,,,,
PGE,13Aug2017,Pacific,N,"50,286","49,541","14,096","-35,445",,,,,,,,,,"-32,817","-2,628",,,,,,,,,,,,,,,
PGE,14Aug2017,Pacific,N,"53,725","52,796","16,215","-36,581",,,,,,,,,,"-35,279","-1,302",,,,,,,,,,,,,,,
PGE,15Aug2017,Pacific,N,"54,694","55,319","16,711","-38,608",,,,,,,,,,"-37,360","-1,248",,,,,,,,,,,,,,,
PGE,16Aug2017,Pacific,N,"56,772","58,048","16,948","-41,100",,,,,,,,,,"-39,903","-1,197",,,,,,,,,,,,,,,
PGE,17Aug2017,Pacific,N,"58,099","58,032","16,433","-41,599",,,,,,,,,,"-40,146","-1,453",,,,,,,,,,,,,,,
PGE,18Aug2017,Pacific,N,"56,603","57,143","13,830","-43,313",,,,,,,,,,"-41,743","-1,570",,,,,,,,,,,,,,,
PGE,19Aug2017,Pacific,N,"50,845","51,811","15,072","-36,739",,,,,,,,,,"-34,994","-1,745",,,,,,,,,,,,,,,
PGE,20Aug2017,Pacific,N,"51,029","49,745","17,769","-31,976",,,,,,,,,,"-29,570","-2,406",,,,,,,,,,,,,,,
PGE,21Aug2017,Pacific,N,"59,480","58,158","18,699","-39,460",,,,,,,,,,"-36,797","-2,663",,,,,,,,,,,,,,,
PGE,22Aug2017,Pacific,N,"62,013","62,873","22,818","-40,055",,,,,,,,,,"-39,011","-1,044",,,,,,,,,,,,,,,
PGE,23Aug2017,Pacific,N,"60,087","59,423","20,735","-38,688",,,,,,,,,,"-37,875",,,,,,,,,,,,,,,,
PGE,24Aug2017,Pacific,N,"56,630","56,331","17,909","-38,422",,,,,,,,,,"-36,813","-1,609",,,,,,,,,,,,,,,
PGE,25Aug2017,Pacific,N,"54,700","54,614","19,027","-35,587",,,,,,,,,,"-33,952","-1,635",,,,,,,,,,,,,,,
PGE,26Aug2017,Pacific,N,"53,141","54,613","20,373","-34,240",,,,,,,,,,"-31,179","-3,061",,,,,,,,,,,,,,,
PGE,27Aug2017,Pacific,N,"57,610","57,416","19,327","-38,089",,,,,,,,,,"-34,370","-3,719",,,,,,,,,,,,,,,
PGE,28Aug2017,Pacific,N,"66,575","67,511","22,701","-44,810",,,,,,,,,,"-41,170","-3,640",,,,,,,,,,,,,,,
PGE,29Aug2017,Pacific,N,"64,783","64,335","22,900","-41,435",,,,,,,,,,"-38,742","-2,693",,,,,,,,,,,,,,,
PGE,30Aug2017,Pacific,N,"58,059","58,767","19,653","-39,114",,,,,,,,,,"-36,025","-3,089",,,,,,,,,,,,,,,
PGE,31Aug2017,Pacific,N,"58,836","60,590","19,634","-40,956",,,,,,,,,,"-37,647","-3,309",,,,,,,,,,,,,,,
PGE,01Sep2017,Pacific,N,"60,410","61,422","22,449","-38,973",,,,,,,,,,"-34,367","-4,606",,,,,,,,,,,,,,,
PGE,02Sep2017,Pacific,N,"59,787","60,801","21,941","-38,860",,,,,,,,,,"-34,376","-4,484",,,,,,,,,,,,,,,
PGE,03Sep2017,Pacific,N,"63,078","61,346","20,429","-40,917",,,,,,,,,,"-36,357","-4,560",,,,,,,,,,,,,,,
PGE,04Sep2017,Pacific,N,"64,671","62,180","20,659","-41,521",,,,,,,,,,"-36,764","-4,757",,,,,,,,,,,,,,,
PGE,05Sep2017,Pacific,N,"68,921","68,759","20,626","-48,133",,,,,,,,,,"-43,811","-4,322",,,,,,,,,,,,,,,
PGE,06Sep2017,Pacific,N,"65,986","63,703","22,287","-41,416",,,,,,,,,,"-37,593","-3,823",,,,,,,,,,,,,,,
PGE,07Sep2017,Pacific,N,"62,158","62,714","20,443","-42,271",,,,,,,,,,"-38,486","-3,785",,,,,,,,,,,,,,,
PGE,08Sep2017,Pacific,N,"57,019","57,602","15,190","-42,413",,,,,,,,,,"-38,181","-4,232",,,,,,,,,,,,,,,
PGE,09Sep2017,Pacific,N,"50,937","52,966","13,897","-39,069",,,,,,,,,,"-35,695","-3,374",,,,,,,,,,,,,,,
PGE,10Sep2017,Pacific,N,"50,594","51,172","14,560","-36,612",,,,,,,,,,"-33,000","-3,612",,,,,,,,,,,,,,,
PGE,11Sep2017,Pacific,N,"57,738","59,471","21,753","-37,718",,,,,,,,,,"-33,822","-3,896",,,,,,,,,,,,,,,
PGE,12Sep2017,Pacific,N,"59,386","60,736","16,863","-43,874",,,,,,,,,,"-39,752","-4,122",,,,,,,,,,,,,,,
PGE,13Sep2017,Pacific,N,"54,088","53,960","13,035","-40,925",,,,,,,,,,"-35,427","-5,498",,,,,,,,,,,,,,,
PGE,14Sep2017,Pacific,N,"53,627","53,737","13,951","-39,786",,,,,,,,,,"-33,562","-6,224",,,,,,,,,,,,,,,
PGE,15Sep2017,Pacific,N,"53,002","52,498","14,946","-37,552",,,,,,,,,,"-30,792","-6,760",,,,,,,,,,,,,,,
PGE,16Sep2017,Pacific,N,"48,710","47,798","13,769","-34,030",,,,,,,,,,"-27,296","-6,734",,,,,,,,,,,,,,,
PGE,17Sep2017,Pacific,N,"47,149","46,894","14,223","-32,671",,,,,,,,,,"-26,492","-6,179",,,,,,,,,,,,,,,
PGE,18Sep2017,Pacific,N,"52,517","51,286","13,135","-38,151",,,,,,,,,,"-33,521","-4,630",,,,,,,,,,,,,,,
PGE,19Sep2017,Pacific,N,"52,586","51,557","15,286","-36,272",,,,,,,,,,"-31,758","-4,514",,,,,,,,,,,,,,,
PGE,20Sep2017,Pacific,N,"52,804","51,919","14,716","-37,203",,,,,,,,,,"-31,164","-6,039",,,,,,,,,,,,,,,
PGE,21Sep2017,Pacific,N,"53,018","52,129","14,805","-37,324",,,,,,,,,,"-30,923","-6,401",,,,,,,,,,,,,,,
PGE,22Sep2017,Pacific,N,"51,973","51,194","14,324","-36,870",,,,,,,,,,"-30,899","-5,971",,,,,,,,,,,,,,,
PGE,23Sep2017,Pacific,N,"48,182","47,151","13,741","-33,410",,,,,,,,,,"-28,560","-4,850",,,,,,,,,,,,,,,
PGE,24Sep2017,Pacific,N,"47,325","46,890","14,001","-32,889",,,,,,,,,,"-27,894","-4,995",,,,,,,,,,,,,,,
PGE,25Sep2017,Pacific,N,"52,790","51,590","13,406","-38,184",,,,,,,,,,"-32,724","-5,460",,,,,,,,,,,,,,,
PGE,26Sep2017,Pacific,N,"53,821","53,733","18,434","-35,299",,,,,,,,,,"-30,171","-5,128",,,,,,,,,,,,,,,
PGE,27Sep2017,Pacific,N,"56,188","55,714","12,822","-42,892",,,,,,,,,,"-35,698","-7,194",,,,,,,,,,,,,,,
PGE,28Sep2017,Pacific,N,"57,205","57,036","14,281","-42,755",,,,,,,,,,"-35,995","-6,760",,,,,,,,,,,,,,,
PGE,29Sep2017,Pacific,N,"52,785","51,458","14,351","-37,107",,,,,,,,,,"-32,938","-4,169",,,,,,,,,,,,,,,
PGE,30Sep2017,Pacific,N,"48,247","46,701","12,101","-34,601",,,,,,,,,,"-31,320","-3,281",,,,,,,,,,,,,,,
PGE,01Oct2017,Pacific,N,"47,636","46,732","12,798","-33,934",,,,,,,,,,"-28,426","-5,508",,,,,,,,,,,,,,,
PGE,02Oct2017,Pacific,N,"53,018","51,763","13,289","-38,474",,,,,,,,,,"-33,025","-5,449",,,,,,,,,,,,,,,
