BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPC,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GVL,29Jun2020,Eastern,N,"7,173","7,452","6,805",-646,"1,732","3,645",,,,,,"1,435",,194,-845,2.25,0.90,,"1,768","1,493",,9,"3,269",251,107,"3,413","6,812","7,463",1.06,1.01
GVL,30Jun2020,Eastern,N,"7,222","6,933","6,332",-602,"1,507","3,604",,,,,,"1,224",,347,-945,2.25,0.90,,"1,537","1,475",,8,"3,020",272,164,"3,127","6,335","6,933",1.05,0.99
GVL,01Jul2020,Eastern,N,"7,251","6,333","5,812",-518,"1,325","3,493",,,,,,"1,003",,297,-819,2.24,0.90,,"1,349","1,425",,6,"2,780",250,165,"2,865","5,821","6,343",1.05,1.00
GVL,02Jul2020,Eastern,N,"6,837","6,543","6,110",-432,"1,445","3,500",,,,,,"1,176",,73,-505,2.24,0.90,,"1,470","1,428",,7,"2,905",242,136,"3,010","6,121","6,553",1.05,1.01
GVL,03Jul2020,Eastern,N,"6,672","6,478","5,980",-496,"1,360","3,541",,,,,,"1,089",,63,-559,2.24,0.90,,"1,382","1,446",,7,"2,835",223,99,"2,960","5,990","6,486",1.04,1.01
GVL,04Jul2020,Eastern,N,"6,363","5,672","5,486",-186,"1,301","3,293",,,,,,898,,155,-345,2.24,0.90,,"1,322","1,346",,6,"2,673",164,148,"2,690","5,492","5,682",1.07,1.04
GVL,05Jul2020,Eastern,N,"6,399","5,931","5,607",-327,"1,350","3,330",,,,,,934,,186,-514,2.24,0.90,,"1,372","1,359",,6,"2,737",197,148,"2,786","5,614","5,942",1.07,1.03
GVL,06Jul2020,Eastern,N,"6,679","6,154","5,684",-470,"1,296","3,450",,,,,,954,,115,-587,2.24,0.90,,"1,318","1,407",,6,"2,731",220,109,"2,842","5,700","6,172",1.06,1.02
GVL,07Jul2020,Eastern,N,"6,041","6,326","5,940",-382,"1,296","3,513",,,,,,"1,130",,186,-570,2.24,0.90,,"1,318","1,433",,7,"2,759",209,132,"2,835","5,939","6,323",1.02,0.99
GVL,08Jul2020,Eastern,N,"6,076","6,839","6,259",-580,"1,252","3,707",,,,,,"1,306",,61,-639,2.25,0.90,,,"1,515",,8,"2,808",249,91,"2,966","6,275","6,853",0.99,0.95
GVL,09Jul2020,Eastern,N,"6,301","7,383","6,844",-540,"1,764","3,672",,,,,,"1,408",,185,-729,2.25,0.90,,"1,797","1,502",,9,"3,308",277,149,"3,436","6,844","7,388",1.07,1.03
GVL,10Jul2020,Eastern,N,,"7,652","7,101",-551,"2,015","3,719",,,,,,"1,368",,128,-681,2.25,0.90,,"2,052","1,520",,,"3,581",283,156,"3,708","7,129","7,682",1.11,1.06
GVL,11Jul2020,Eastern,N,"7,043","7,403","6,750",-652,"1,716","3,648",,,,,,"1,387",,135,-786,2.24,0.90,,"1,745","1,491",,9,"3,244",281,118,"3,408","6,751","7,402",1.06,1.02
GVL,12Jul2020,Eastern,N,"7,021","7,304","6,578",-724,"1,539","3,658",,,,,,"1,381",,204,-929,2.24,0.90,,"1,564","1,494",,9,"3,066",318,150,"3,234","6,578","7,303",1.03,0.98
GVL,13Jul2020,Eastern,N,,"7,522","6,554",-966,"1,534","3,675",,,,,,"1,342",,-106,-863,2.24,0.90,,"1,561","1,505",,8,"3,074",387,91,"3,370","6,551","7,520",1.03,0.99
GVL,14Jul2020,Eastern,N,"6,997","7,914","6,746","-1,169","1,556","3,667",,,,,,"1,525",,-176,-994,2.24,0.90,,"1,582","1,500",,9,"3,091",435,64,"3,463","6,748","7,918",1.01,0.96
GVL,15Jul2020,Eastern,N,"7,415","7,607","6,580","-1,031","1,547","3,726",,,,,,"1,308",,-126,-900,2.24,0.90,,"1,574","1,521",,8,"3,103",377,61,"3,419","6,581","7,607",1.04,0.99
GVL,16Jul2020,Eastern,N,"7,197","7,123","6,506",-615,"1,610","3,571",,,,,,"1,327",,-36,-581,2.24,0.90,,"1,638","1,458",,8,"3,105",274,91,"3,288","6,508","7,125",1.05,1.02
GVL,17Jul2020,Eastern,N,"7,288","6,993","6,283",-713,"1,557","3,490",,,,,,"1,237",,-124,-585,2.25,0.90,,"1,586","1,428",,8,"3,021",280,52,"3,250","6,284","6,993",1.06,1.02
GVL,18Jul2020,Eastern,N,"7,009","6,924","6,275",-650,"1,406","3,535",,,,,,"1,326",,-40,-610,2.25,0.90,,"1,433","1,447",,8,"2,888",285,91,"3,082","6,267","6,917",1.02,0.98
GVL,19Jul2020,Eastern,N,"7,293","7,245","6,477",-768,"1,459","3,634",,,,,,"1,384",,-167,-598,2.24,0.90,,"1,485","1,486",,9,"2,980",359,99,"3,240","6,477","7,242",1.01,0.99
GVL,20Jul2020,Eastern,N,"7,263","7,624","6,388","-1,239","1,497","3,558",,,,,,"1,333",,-370,-868,2.25,0.90,,"1,526","1,454",,8,"2,988",468,35,"3,421","6,388","7,626",1.03,0.99
GVL,21Jul2020,Eastern,N,"6,915","7,138","6,249",-891,"1,399","3,546",,,,,,"1,312",,-197,-694,2.25,0.90,,"1,425","1,449",,8,"2,882",325,40,"3,167","6,257","7,148",1.02,0.98
GVL,22Jul2020,Eastern,N,"7,252","6,431","5,805",-629,"1,314","3,397",,,,,,"1,090",,-213,-413,2.24,0.90,,"1,337","1,387",,7,"2,731",289,78,"2,942","5,801","6,427",1.04,1.01
GVL,23Jul2020,Eastern,N,"7,198","6,512","5,865",-648,"1,307","3,389",,,,,,"1,167",,-405,-242,2.25,0.90,,"1,331","1,385",,7,"2,723",281,26,"2,979","5,863","6,510",1.02,1.01
GVL,24Jul2020,Eastern,N,"7,012","6,968","6,241",-727,"1,382","3,480",,,,,,"1,381",,-381,-343,2.24,0.90,,"1,407","1,423",,9,"2,838",317,39,"3,116","6,243","6,967",1.00,0.99
GVL,25Jul2020,Eastern,N,"6,943","6,845","6,192",-653,"1,373","3,544",,,,,,"1,286",,-212,-441,2.24,0.90,,"1,398","1,448",,8,"2,854",294,73,"3,075","6,203","6,856",1.01,0.99
GVL,26Jul2020,Eastern,N,"6,805","6,961","6,347",-611,"1,489","3,549",,,,,,"1,324",,-116,-496,2.24,0.90,,"1,516","1,451",,8,"2,975",276,84,"3,166","6,362","6,974",1.03,1.00
GVL,27Jul2020,Eastern,N,"6,401","6,600","6,111",-488,"1,307","3,567",,,,,,"1,232",,-18,-468,2.24,0.90,,"1,331","1,457",,8,"2,796",209,70,"2,935","6,106","6,592",1.01,0.98
GVL,28Jul2020,Eastern,N,"6,547","6,375","5,890",-489,"1,326","3,333",,,,,,"1,245",,-17,-471,2.25,0.90,,"1,350","1,362",,8,"2,720",218,78,"2,860","5,904","6,392",1.02,0.99
GVL,29Jul2020,Eastern,N,"6,750","6,134","5,646",-484,"1,315","3,341",,,,,,991,,-34,-452,2.25,0.90,,"1,339","1,364",,6,"2,709",203,61,"2,851","5,647","6,133",1.06,1.02
GVL,30Jul2020,Eastern,N,"6,884","6,763","6,290",-477,"1,384","3,643",,,,,,"1,262",,120,-591,2.25,0.90,,"1,409","1,489",,8,"2,906",212,98,"3,020","6,289","6,760",1.02,0.98
GVL,31Jul2020,Eastern,N,"7,145","7,434","6,654",-779,"1,643","3,639",,,,,,"1,367",,-161,-619,2.24,0.90,,"1,671","1,487",,8,"3,166",317,63,"3,421","6,649","7,429",1.05,1.02
GVL,01Aug2020,Eastern,N,"7,039","7,344","6,579",-766,"1,733","3,513",,,,,,"1,332",,-116,-654,2.24,0.90,,"1,762","1,435",,8,"3,205",296,60,"3,440","6,578","7,348",1.07,1.03
GVL,02Aug2020,Eastern,N,"6,916","6,652","6,031",-622,"1,373","3,546",,,,,,"1,117",,-6,-616,2.24,0.90,,"1,396","1,451",,7,"2,854",238,67,"3,025","6,036","6,658",1.04,1.00
GVL,03Aug2020,Eastern,N,"7,100","7,538","6,597",-941,"1,560","3,646",,,,,,"1,387",,-51,-892,2.24,0.90,,"1,586","1,490",,9,"3,084",350,78,"3,356","6,593","7,536",1.03,0.98
GVL,04Aug2020,Eastern,N,,"8,003","6,957","-1,045","1,751","3,694",,,,,,"1,509",,-203,-843,2.24,0.90,,"1,780","1,511",,9,"3,301",361,24,"3,637","6,954","8,000",1.05,1.00
GVL,05Aug2020,Eastern,N,"7,509","7,561","6,615",-947,"1,522","3,627",,,,,,"1,476",,131,"-1,076",2.24,0.90,,"1,548","1,485",,9,"3,042",339,99,"3,282","6,625","7,570",1.01,0.96
GVL,06Aug2020,Eastern,N,"7,138","6,800","6,161",-638,"1,429","3,435",,,,,,"1,308",,224,-865,2.24,0.90,,"1,452","1,407",,8,"2,867",260,125,"3,002","6,172","6,813",1.02,0.97
GVL,07Aug2020,Eastern,N,"6,525","6,359","5,844",-513,"1,323","3,361",,,,,,"1,171",,281,-793,2.24,0.91,,"1,346","1,380",,7,"2,733",249,160,"2,822","5,855","6,367",1.03,0.98
GVL,08Aug2020,Eastern,N,"6,911","6,513","6,191",-322,"1,425","3,479",,,,,,"1,290",,510,-831,2.24,0.90,,"1,449","1,427",,8,"2,884",236,243,"2,877","6,194","6,515",1.03,0.97
GVL,09Aug2020,Eastern,N,"6,970","7,206","6,506",-702,"1,488","3,602",,,,,,"1,410",,140,-840,2.24,0.90,,"1,515","1,477",,9,"3,000",328,155,"3,173","6,500","7,200",1.02,0.97
GVL,10Aug2020,Eastern,N,"7,364","7,363","6,610",-754,"1,689","3,588",,,,,,"1,336",,4,-756,2.25,0.90,,"1,720","1,469",,8,"3,197",331,116,"3,412","6,613","7,365",1.07,1.02
GVL,11Aug2020,Eastern,N,"7,322","6,602","6,029",-574,"1,335","3,457",,,,,,"1,237",,74,-649,2.24,0.90,,"1,358","1,413",,8,"2,779",245,97,"2,927","6,029","6,604",1.02,0.98
GVL,12Aug2020,Eastern,N,"7,251","6,925","6,439",-484,"1,514","3,524",,,,,,"1,393",,152,-641,2.25,0.90,,"1,544","1,442",,9,"2,994",245,135,"3,104","6,431","6,920",1.03,0.99
GVL,13Aug2020,Eastern,N,"7,047","7,220","6,502",-717,"1,482","3,620",,,,,,"1,399",,14,-733,2.25,0.90,,"1,510","1,481",,9,"2,999",305,101,"3,204","6,501","7,220",1.02,0.98
GVL,14Aug2020,Eastern,N,,"7,012","6,426",-588,"1,385","3,467",,,,,,"1,576",,55,-637,2.24,0.90,,"1,409","1,418",,10,"2,837",244,88,"2,993","6,428","7,010",0.97,0.94
GVL,15Aug2020,Eastern,N,"6,838","6,424","5,941",-484,"1,314","3,406",,,,,,"1,228",,314,-798,2.24,0.90,,"1,334","1,391",,8,"2,733",227,149,"2,811","5,948","6,432",1.01,0.96
GVL,16Aug2020,Eastern,N,"7,036","7,050","6,476",-575,"1,488","3,587",,,,,,"1,406",,203,-779,2.24,0.90,,"1,510","1,467",,9,"2,986",281,155,"3,112","6,481","7,057",1.02,0.97
GVL,17Aug2020,Eastern,N,"7,131","7,010","6,357",-652,"1,404","3,505",,,,,,"1,450",,7,-663,2.24,0.90,,"1,426","1,432",,9,"2,868",276,94,"3,050","6,359","7,015",0.99,0.96
GVL,18Aug2020,Eastern,N,"7,098","6,746","6,181",-566,"1,427","3,412",,,,,,"1,342",,238,-803,2.24,0.90,,"1,449","1,395",,8,"2,852",256,131,"2,977","6,181","6,746",1.02,0.97
GVL,19Aug2020,Eastern,N,"7,011","6,188","5,843",-338,"1,307","3,316",,,,,,"1,217",,364,-707,2.24,0.90,,"1,328","1,357",,8,"2,693",217,184,"2,725","5,840","6,183",1.02,0.97
GVL,20Aug2020,Eastern,N,"6,982","6,249","5,899",-350,"1,331","3,335",,,,,,"1,224",,218,-565,2.24,0.90,,"1,352","1,367",,8,"2,726",205,145,"2,786","5,890","6,237",1.02,0.98
GVL,21Aug2020,Eastern,N,"6,748","5,651","5,493",-160,"1,307","3,121",,,,,,"1,070",,269,-428,2.24,0.90,,"1,326","1,279",,7,"2,612",155,157,"2,610","5,498","5,657",1.05,1.02
GVL,22Aug2020,Eastern,N,"6,170","5,547","5,628",,"1,320","3,149",,,,,,"1,173",,,,2.24,0.90,,"1,340","1,289",,7,"2,637",,,,"5,642",,1.03,
GVL,23Aug2020,Eastern,N,"6,120","6,507","6,260",-246,"1,417","3,307",,,,,,"1,544",,261,-509,2.24,0.90,,"1,441","1,353",,10,"2,803",201,173,"2,831","6,268","6,516",0.99,0.96
GVL,24Aug2020,Eastern,N,"6,520","7,451","6,584",-870,"1,490","3,524",,,,,,"1,579",,-115,-750,2.25,0.90,,"1,517","1,440",,10,"2,967",339,58,"3,248","6,593","7,458",0.99,0.96
GVL,25Aug2020,Eastern,N,"6,985","7,501","6,638",,"1,493","3,559",,,,,,"1,593",,,,2.25,0.90,,"1,521","1,455",,10,"2,986",,,,"6,645",,0.99,
GVL,26Aug2020,Eastern,N,"7,301","7,998","7,084",-914,"1,969","3,361",,,,,,"1,749",,-151,-763,2.24,0.90,,"2,005","1,375",,11,"3,390",354,63,"3,681","7,079","7,993",1.06,1.02
GVL,27Aug2020,Eastern,N,"7,215","7,688","6,705",-987,"1,546","3,341",,,,,,"1,817",,-200,-787,2.25,0.90,,"1,575","1,366",,11,"2,952",379,53,"3,277","6,704","7,691",0.97,0.94
GVL,28Aug2020,Eastern,N,"7,255","7,202","6,529",-672,"1,613","3,226",,,,,,"1,689",,-17,-660,2.25,0.90,,"1,644","1,321",,10,"2,975",258,61,"3,173","6,528","7,205",1.00,0.97
GVL,29Aug2020,Eastern,N,"6,661","6,632","5,917",-715,"1,513","3,184",,,,,,"1,217",,-32,-682,2.24,0.91,,"1,538","1,307",,8,"2,852",286,72,"3,067","5,914","6,628",1.06,1.02
GVL,30Aug2020,Eastern,N,"6,315","6,405","5,923",-484,"1,340","3,146",,,,,,"1,432",,158,-642,2.24,0.91,,"1,361","1,294",,9,"2,664",225,124,"2,765","5,918","6,402",0.99,0.95
GVL,31Aug2020,Eastern,N,,"6,542","6,120",-418,"1,342","3,282",,,,,,"1,488",,230,-649,2.24,0.91,,"1,364","1,349",,9,"2,722",200,122,"2,799","6,112","6,531",0.98,0.94
GVL,01Sep2020,Eastern,N,"6,806","6,539","6,084",-456,"1,345","3,280",,,,,,"1,461",,144,-603,2.24,0.91,,"1,365","1,347",,9,"2,722",182,78,"2,826","6,086","6,545",0.99,0.95
GVL,02Sep2020,Eastern,N,"6,544","7,442","6,720",-719,"1,568","3,455",,,,,,"1,695",,50,-772,2.24,0.90,,"1,593","1,417",,10,"3,021",279,82,"3,219","6,718","7,440",0.99,0.95
GVL,03Sep2020,Eastern,N,"6,516","7,731","7,438",-293,"1,820","3,842",,,,,,"1,780",,195,-489,2.24,0.91,,"1,851","1,579",,11,"3,442",165,114,"3,493","7,442","7,736",1.02,1.00
GVL,04Sep2020,Eastern,N,"7,594","7,817","6,830",-987,"1,765","3,350",,,,,,"1,721",,-79,-908,2.24,0.90,,"1,793","1,374",,11,"3,178",350,48,"3,479","6,836","7,823",1.02,0.98
GVL,05Sep2020,Eastern,N,"7,632","7,596","6,723",-870,"1,761","3,323",,,,,,"1,638",,55,-927,2.24,0.90,,"1,785","1,363",,10,"3,158",326,88,"3,396","6,722","7,594",1.04,0.99
GVL,06Sep2020,Eastern,N,,"6,907","6,137",-770,"1,405","3,264",,,,,,"1,465",,169,-940,2.24,0.91,,"1,427","1,342",,9,"2,777",316,130,"2,963","6,134","6,905",1.00,0.95
GVL,07Sep2020,Eastern,N,"6,993","6,453","5,926",-523,"1,368","3,255",,,,,,"1,305",,199,-725,2.24,0.90,,"1,391","1,335",,8,"2,734",230,128,"2,836","5,928","6,454",1.02,0.97
GVL,08Sep2020,Eastern,N,"6,918","6,517","6,003",-512,"1,351","3,198",,,,,,"1,458",,74,-585,2.25,0.91,,"1,377","1,316",,9,"2,702",239,112,"2,829","6,007","6,518",0.99,0.96
GVL,09Sep2020,Eastern,N,"6,340","6,793","6,325",-468,"1,501","3,337",,,,,,"1,489",,-40,-428,2.25,0.91,,"1,531","1,372",,9,"2,913",246,117,"3,042","6,327","6,795",1.01,0.99
GVL,10Sep2020,Eastern,N,"6,378","6,689","6,181",-510,"1,446","3,341",,,,,,"1,391",,-39,-468,2.25,0.90,,"1,473","1,371",,9,"2,853",216,70,"2,999","6,178","6,685",1.02,0.99
GVL,11Sep2020,Eastern,N,,"6,631","6,346",-289,"1,556","3,407",,,,,,"1,374",,172,-458,2.24,0.90,,"1,582","1,397",,8,"2,987",168,123,"3,032","6,337","6,623",1.04,1.01
GVL,12Sep2020,Eastern,N,"6,286","6,511","6,171",-341,"1,458","3,352",,,,,,"1,362",,266,-605,2.24,0.90,,"1,481","1,373",,8,"2,862",176,135,"2,903","6,172","6,511",1.02,0.98
GVL,13Sep2020,Eastern,N,"5,941","6,402","6,090",-314,"1,328","3,435",,,,,,"1,328",,509,-821,2.24,0.90,,"1,347","1,405",,8,"2,760",221,229,"2,752","6,091","6,403",1.00,0.95
GVL,14Sep2020,Eastern,N,"6,400","6,415","5,938",-478,"1,302","3,381",,,,,,"1,253",,217,-696,2.24,0.90,,"1,322","1,383",,8,"2,713",240,151,"2,802","5,936","6,415",1.01,0.96
GVL,15Sep2020,Eastern,N,"6,099","6,550","6,126",-421,"1,301","3,525",,,,,,"1,298",,90,-506,2.23,0.90,,"1,318","1,443",,8,"2,769",197,95,"2,871","6,124","6,540",1.00,0.97
GVL,16Sep2020,Eastern,N,"6,328","6,791","6,065",-728,"1,349","3,384",,,,,,"1,333",,-1,-724,2.23,0.90,,"1,367","1,384",,8,"2,760",312,105,"2,967","6,066","6,791",1.00,0.96
GVL,17Sep2020,Eastern,N,"6,307","6,620","5,954",-667,"1,407","3,439",,,,,,"1,113",,-73,-591,2.23,0.90,,"1,425","1,407",,7,"2,840",277,76,"3,041","5,959","6,623",1.05,1.01
GVL,18Sep2020,Eastern,N,"6,408","6,624","5,939",-686,"1,374","3,367",,,,,,"1,196",,-233,-449,2.23,0.90,,"1,392","1,379",,7,"2,778",289,51,"3,016","5,937","6,619",1.03,1.00
GVL,19Sep2020,Eastern,N,"6,115","5,489","4,727",-765,"1,322","3,476",,,,,,-71,,-288,-478,2.24,0.91,,"1,340","1,428",,,"2,768",289,21,"3,036","4,800","5,566",1.27,1.20
GVL,20Sep2020,Eastern,N,"5,875","5,051","4,594",-463,"1,314","3,307",,,,,,-24,,11,-477,2.24,0.91,,"1,334","1,359",,,"2,693",201,89,"2,805","4,621","5,087",1.28,1.22
GVL,21Sep2020,Eastern,N,"6,194","5,455","4,701",-754,"1,323","3,462",,,,,,-79,,-84,-670,2.24,0.90,,"1,343","1,418",,,"2,761",322,105,"2,979","4,785","5,539",1.27,1.19
GVL,22Sep2020,Eastern,N,"5,761","5,419","4,708",-710,"1,304","3,443",,,,,,-38,,-240,-472,2.24,0.90,,"1,322","1,405",,,"2,727",305,95,"2,937","4,747","5,459",1.27,1.19
GVL,23Sep2020,Eastern,N,"5,665","5,679","4,855",-824,"1,354","3,527",,,,,,-24,,-155,-666,2.23,0.90,,"1,372","1,439",,,"2,811",347,111,"3,048","4,881","5,702",1.27,1.18
GVL,24Sep2020,Eastern,N,"5,628","6,326","5,178","-1,146","1,532","3,666",,,,,,-24,,-355,-792,2.24,0.90,,"1,554","1,498",,,"3,051",470,88,"3,434","5,198","6,345",1.29,1.19
GVL,25Sep2020,Eastern,N,"6,092","6,874","5,312","-1,561","1,733","3,601",,,,,,-24,,-740,-822,2.24,0.91,,"1,759","1,479",,,"3,238",606,15,"3,829","5,334","6,896",1.34,1.22
GVL,26Sep2020,Eastern,N,"6,249","6,913","5,311",,"1,737","3,598",,,,,,-24,,-599,-914,2.24,0.91,,"1,763","1,479",,,"3,242",591,45,"3,788","5,335","6,848",1.34,1.22
GVL,27Sep2020,Eastern,N,"6,228","6,091","4,983","-1,111","1,465","3,532",,,,,,-16,,-206,-905,2.24,0.91,,"1,487","1,453",,,"2,940",401,51,"3,289","4,997","6,108",1.30,1.19
GVL,28Sep2020,Eastern,N,"6,154","6,072","5,117",-960,"1,487","3,639",,,,,,-13,,-162,-799,2.24,0.91,,"1,514","1,499",,,"3,013",354,51,"3,316","5,126","6,087",1.30,1.20
GVL,29Sep2020,Eastern,N,"5,262","5,922","4,957",-961,"1,383","3,579",,,,,,-22,,-309,-656,2.24,0.90,,"1,405","1,468",,,"2,873",380,46,"3,207","4,962","5,927",1.28,1.19
GVL,30Sep2020,Eastern,N,,"4,800","4,472",-327,"1,304","3,179",,,,,,-15,,69,-400,2.24,0.90,,"1,324","1,302",,,"2,626",179,129,"2,676","4,483","4,814",1.29,1.23
GVL,01Oct2020,Eastern,N,,"4,843","4,593",-249,"1,306","3,308",,,,,,-17,,120,-366,2.24,0.90,,"1,324","1,354",,,"2,679",186,172,"2,693","4,614","4,860",1.28,1.22
GVL,02Oct2020,Eastern,N,"4,873","4,763","4,528",-240,"1,315","3,229",,,,,,-14,,151,-391,2.23,0.90,,"1,332","1,318",,,"2,649",183,186,"2,647","4,544","4,784",1.29,1.22
GVL,03Oct2020,Eastern,N,"4,322","4,589","4,578",-7,"1,304","3,286",,,,,,-13,,477,-486,2.23,0.90,,"1,319","1,342",,,"2,661",137,275,"2,523","4,590","4,599",1.28,1.21
GVL,04Oct2020,Eastern,N,,"4,531","4,639",107,"1,307","3,348",,,,,,-13,,474,-372,2.23,0.90,,"1,321","1,365",,,"2,686",111,275,"2,522","4,655","4,553",1.27,1.22
GVL,05Oct2020,Eastern,N,"4,603","4,978","4,751",-226,"1,297","3,466",,,,,,-13,,114,-344,2.24,0.90,,"1,318","1,420",,,"2,737",204,189,"2,752","4,763","4,993",1.27,1.22
GVL,06Oct2020,Eastern,N,"5,255","6,184","5,431",-753,"1,939","3,502",,,,,,-6,,-236,-522,2.23,0.90,,"1,965","1,431",,,"3,396",367,114,"3,649","5,441","6,199",1.38,1.30
GVL,07Oct2020,Eastern,N,"5,649","6,556","5,684",-871,"2,003","3,695",,,,,,-8,,-24,-846,2.24,0.90,,"2,033","1,510",,,"3,543",336,82,"3,797","5,698","6,568",1.37,1.27
GVL,08Oct2020,Eastern,N,"6,300","6,701","5,352","-1,344","1,768","3,597",,,,,,-12,,-302,"-1,044",2.24,0.90,,"1,797","1,471",,,"3,269",519,62,"3,725","5,365","6,711",1.34,1.22
GVL,09Oct2020,Eastern,N,"5,785","6,614","5,311","-1,303","1,770","3,549",,,,,,-19,,-115,"-1,188",2.24,0.90,,"1,796","1,453",,,"3,249",472,68,"3,652","5,319","6,622",1.35,1.22
GVL,10Oct2020,Eastern,N,"6,149","6,214","5,002","-1,212","1,505","3,507",,,,,,-5,,-228,-982,2.24,0.90,,"1,526","1,432",,,"2,959",487,91,"3,355","5,012","6,222",1.30,1.19
GVL,11Oct2020,Eastern,N,,"6,230","4,942","-1,286","1,414","3,542",,,,,,0,,-382,-906,2.24,0.90,,"1,438","1,453",,0,"2,891",545,91,"3,345","4,956","6,244",1.29,1.18
GVL,12Oct2020,Eastern,N,,"5,989","5,031",-962,"1,505","3,534",,,,,,-3,,-258,-704,2.24,0.90,,"1,530","1,446",,,"2,976",398,64,"3,310","5,039","6,001",1.30,1.22
GVL,13Oct2020,Eastern,N,"6,150","6,201","4,919","-1,285","1,449","3,480",,,,,,-8,,-379,-906,2.24,0.90,,"1,473","1,425",,,"2,898",523,72,"3,348","4,929","6,214",1.30,1.19
GVL,14Oct2020,Eastern,N,"6,081","6,327","4,920","-1,409","1,519","3,421",,,,,,0,,-474,-935,2.24,0.90,,"1,546","1,403",,0,"2,948",580,75,"3,454","4,940","6,349",1.32,1.20
GVL,15Oct2020,Eastern,N,"5,937","6,230","4,922","-1,308","1,498","3,438",,,,,,0,,-320,-987,2.24,0.90,,"1,521","1,410",,0,"2,932",550,107,"3,375","4,936","6,243",1.31,1.19
GVL,16Oct2020,Eastern,N,,"6,044","4,958","-1,090","1,550","3,411",,,,,,0,,-151,-942,2.24,0.90,,"1,573","1,398",,0,"2,971",423,80,"3,314","4,961","6,054",1.32,1.21
GVL,17Oct2020,Eastern,N,"5,716","5,043","4,569",-473,"1,365","3,206",,,,,,0,,319,-790,2.24,0.91,,"1,387","1,319",,0,"2,706",256,216,"2,746","4,571","5,042",1.31,1.20
GVL,18Oct2020,Eastern,N,"5,428","5,389","4,968",-421,"1,576","3,399",,,,,,0,,445,-869,2.24,0.90,,"1,600","1,394",,0,"2,994",277,282,"2,988","4,975","5,399",1.33,1.22
GVL,19Oct2020,Eastern,N,"5,678","5,917","4,818","-1,100","1,339","3,475",,,,,,0,,101,"-1,197",2.23,0.90,,"1,356","1,416",,0,"2,773",438,168,"3,043","4,814","5,910",1.27,1.14
GVL,20Oct2020,Eastern,N,"5,716","6,063","4,938","-1,121","1,371","3,576",,,,,,0,,120,"-1,238",2.24,0.90,,"1,390","1,462",,0,"2,852",444,169,"3,126","4,947","6,065",1.27,1.14
GVL,21Oct2020,Eastern,N,"5,557","5,971","4,912","-1,054","1,385","3,533",,,,,,0,,228,"-1,280",2.24,0.90,,"1,406","1,445",,0,"2,851",389,161,"3,078","4,918","5,970",1.28,1.14
GVL,22Oct2020,Eastern,N,"5,466","5,962","4,974",-988,"1,502","3,482",,,,,,0,,193,"-1,180",2.24,0.90,,"1,528","1,429",,0,"2,956",375,155,"3,176","4,984","5,971",1.31,1.17
GVL,23Oct2020,Eastern,N,,"5,800","4,904",-893,"1,519","3,386",,,,,,-1,,284,"-1,179",2.24,0.91,,"1,543","1,391",,,"2,935",380,217,"3,098","4,905","5,800",1.32,1.18
GVL,24Oct2020,Eastern,N,"5,320","5,588","4,759",-832,"1,535","3,237",,,,,,-10,,165,-994,2.24,0.90,,"1,556","1,324",,,"2,880",349,187,"3,042","4,772","5,601",1.33,1.20
GVL,25Oct2020,Eastern,N,"5,440","5,915","4,915","-1,001","1,645","3,291",,,,,,-11,,19,"-1,017",2.24,0.90,,"1,669","1,350",,,"3,018",397,163,"3,252","4,936","5,934",1.35,1.21
GVL,26Oct2020,Eastern,N,"5,677","6,243","4,964","-1,278","1,630","3,347",,,,,,-9,,37,"-1,315",2.24,0.90,,"1,654","1,366",,,"3,020",467,119,"3,368","4,977","6,255",1.34,1.19
GVL,27Oct2020,Eastern,N,"6,146","6,565","5,434","-1,130","2,055","3,415",,,,,,-35,,183,"-1,313",2.24,0.90,,"2,085","1,395",,,"3,480",422,149,"3,752","5,470","6,600",1.40,1.25
GVL,28Oct2020,Eastern,N,"6,360","6,726","5,364","-1,363","2,060","3,337",,,,,,-32,,1,"-1,365",2.24,0.90,,"2,091","1,369",,,"3,461",489,101,"3,849","5,397","6,761",1.41,1.25
GVL,29Oct2020,Eastern,N,"6,084","6,538","5,597",-943,"2,475","3,132",,,,,,0,,-41,-903,2.24,0.91,,"2,515","1,286",,0,"3,801",329,55,"4,076","5,607","6,551",1.49,1.37
GVL,30Oct2020,Eastern,N,"5,559","4,527","3,938",-589,"1,507","2,457",,,,,,-10,,-34,-556,2.24,0.90,,"1,531","1,006",,,"2,537",266,109,"2,695","3,964","4,554",1.41,1.30
GVL,31Oct2020,Eastern,N,"4,381","4,632","4,035",-599,"1,549","2,513",,,,,,-13,,305,-903,2.25,0.91,,"1,578","1,033",,,"2,611",321,262,"2,669","4,062","4,660",1.42,1.26
