BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPC,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GVL,05Feb2018,Eastern,N,"4,252","4,439","4,287",-153,,,,,,,,,,-378,223,,,,,,,,,,,,,,,
GVL,06Feb2018,Eastern,N,"4,391","4,699","4,641",-59,,,,,,,,,,-321,264,,,,,,,,,,,,,,,
GVL,07Feb2018,Eastern,N,"4,295","4,623","4,930",307,,,,,,,,,,285,25,,,,,,,,,,,,,,,
GVL,08Feb2018,Eastern,N,"4,337","4,556","5,796","1,234",,,,,,,,,,"1,050",189,,,,,,,,,,,,,,,
GVL,09Feb2018,Eastern,N,"4,445","4,589","4,758",167,,,,,,,,,,197,-30,,,,,,,,,,,,,,,
GVL,10Feb2018,Eastern,N,"4,022","4,612","4,724",113,,,,,,,,,,630,-519,,,,,,,,,,,,,,,
GVL,11Feb2018,Eastern,N,"4,162","4,809","4,648",-157,,,,,,,,,,389,-551,,,,,,,,,,,,,,,
GVL,12Feb2018,Eastern,N,"4,580","4,935","4,860",-72,,,,,,,,,,523,-602,,,,,,,,,,,,,,,
GVL,13Feb2018,Eastern,N,"4,423","4,642","4,690",53,,,,,,,,,,327,-271,,,,,,,,,,,,,,,
GVL,14Feb2018,Eastern,N,"4,470","4,502","4,565",63,,,,,,,,,,187,-124,,,,,,,,,,,,,,,
GVL,15Feb2018,Eastern,N,"4,597","4,699","4,661",-36,,,,,,,,,,-87,52,,,,,,,,,,,,,,,
GVL,16Feb2018,Eastern,N,"4,470","4,725","4,768",41,,,,,,,,,,302,-258,,,,,,,,,,,,,,,
GVL,17Feb2018,Eastern,N,"4,156","4,621","4,568",-46,,,,,,,,,,283,-333,,,,,,,,,,,,,,,
GVL,18Feb2018,Eastern,N,"4,156","4,786","4,856",69,,,,,,,,,,399,-328,,,,,,,,,,,,,,,
GVL,19Feb2018,Eastern,N,"4,770","5,136","5,039",-96,,,,,,,,,,317,-415,,,,,,,,,,,,,,,
GVL,20Feb2018,Eastern,N,"4,521","5,279","4,723",-553,,,,,,,,,,213,-770,,,,,,,,,,,,,,,
GVL,21Feb2018,Eastern,N,"4,734","5,516","4,892",-625,,,,,,,,,,114,-739,,,,,,,,,,,,,,,
GVL,22Feb2018,Eastern,N,"4,338","5,283","5,243",-39,,,,,,,,,,517,-556,,,,,,,,,,,,,,,
GVL,23Feb2018,Eastern,N,"4,348","5,287","5,050",-239,,,,,,,,,,350,-588,,,,,,,,,,,,,,,
GVL,24Feb2018,Eastern,N,"4,623","5,036","4,962",-73,,,,,,,,,,102,-174,,,,,,,,,,,,,,,
GVL,25Feb2018,Eastern,N,"4,611","5,176","4,981",-193,,,,,,,,,,59,-252,,,,,,,,,,,,,,,
GVL,26Feb2018,Eastern,N,"4,926","5,240","5,150",-89,,,,,,,,,,-72,-18,,,,,,,,,,,,,,,
GVL,27Feb2018,Eastern,N,"4,529","4,540","5,075",543,,,,,,,,,,403,137,,,,,,,,,,,,,,,
GVL,28Feb2018,Eastern,N,"4,480","4,776","4,917",141,,,,,,,,,,-17,158,,,,,,,,,,,,,,,
GVL,01Mar2018,Eastern,N,"5,042","5,406","5,022",-385,,,,,,,,,,71,-455,,,,,,,,,,,,,,,
GVL,02Mar2018,Eastern,N,"4,623","4,540","4,140",-400,,,,,,,,,,31,-427,,,,,,,,,,,,,,,
GVL,03Mar2018,Eastern,N,"3,984","3,954","3,511",-445,,,,,,,,,,-154,-290,,,,,,,,,,,,,,,
GVL,04Mar2018,Eastern,N,"3,882","4,099","3,596",-502,,,,,,,,,,-182,-322,,,,,,,,,,,,,,,
GVL,05Mar2018,Eastern,N,"4,143","4,449","4,111",-339,,,,,,,,,,139,-480,,,,,,,,,,,,,,,
GVL,06Mar2018,Eastern,N,"4,366","4,387","3,794",-596,,,,,,,,,,49,-644,,,,,,,,,,,,,,,
GVL,07Mar2018,Eastern,N,"4,113","4,166","3,668",-494,,,,,,,,,,82,-579,,,,,,,,,,,,,,,
GVL,08Mar2018,Eastern,N,"4,284","4,592","4,001",-589,,,,,,,,,,199,-789,,,,,,,,,,,,,,,
GVL,09Mar2018,Eastern,N,"4,356","4,771","4,196",-577,,,,,,,,,,293,-870,,,,,,,,,,,,,,,
GVL,10Mar2018,Eastern,N,"4,031","4,480","4,017",-463,,,,,,,,,,647,"-1,107",,,,,,,,,,,,,,,
GVL,11Mar2018,Eastern,N,"3,848","4,206","3,762",-444,,,,,,,,,,382,-824,,,,,,,,,,,,,,,
GVL,12Mar2018,Eastern,N,"4,309","4,368","3,945",-422,,,,,,,,,,43,-464,,,,,,,,,,,,,,,
GVL,13Mar2018,Eastern,N,"4,370","4,848","4,370",-480,,,,,,,,,,413,-891,,,,,,,,,,,,,,,
GVL,14Mar2018,Eastern,N,"5,448","4,888","4,404",-484,,,,,,,,,,332,-816,,,,,,,,,,,,,,,
GVL,15Mar2018,Eastern,N,"4,542","5,138","4,557",-583,,,,,,,,,,409,-987,,,,,,,,,,,,,,,
GVL,16Mar2018,Eastern,N,"4,370","4,844","4,308",-540,,,,,,,,,,457,-996,,,,,,,,,,,,,,,
GVL,17Mar2018,Eastern,N,"4,120","4,301","3,888",-413,,,,,,,,,,411,-824,,,,,,,,,,,,,,,
GVL,18Mar2018,Eastern,N,"4,377","4,574","4,043",-529,,,,,,,,,,434,-960,,,,,,,,,,,,,,,
GVL,19Mar2018,Eastern,N,"4,704","4,625","3,974",-650,,,,,,,,,,269,-923,,,,,,,,,,,,,,,
GVL,20Mar2018,Eastern,N,"4,313","4,737","3,660","-1,081",,,,,,,,,,158,"-1,237",,,,,,,,,,,,,,,
GVL,21Mar2018,Eastern,N,"4,009","4,158","2,909","-1,246",,,,,,,,,,285,"-1,099",,,,,,,,,,,,,,,
GVL,22Mar2018,Eastern,N,"4,143","4,642","4,576",-69,,,,,,,,,,591,-660,,,,,,,,,,,,,,,
GVL,23Mar2018,Eastern,N,"4,312","4,752","4,667",-85,,,,,,,,,,662,-747,,,,,,,,,,,,,,,
GVL,24Mar2018,Eastern,N,"4,262","4,336","4,300",-33,,,,,,,,,,589,-623,,,,,,,,,,,,,,,
GVL,25Mar2018,Eastern,N,"4,309","4,370","4,399",30,,,,,,,,,,630,-602,,,,,,,,,,,,,,,
GVL,26Mar2018,Eastern,N,"4,566","4,310","4,401",91,,,,,,,,,,528,-441,,,,,,,,,,,,,,,
GVL,27Mar2018,Eastern,N,"4,698","4,506","4,665",157,,,,,,,,,,778,-618,,,,,,,,,,,,,,,
GVL,28Mar2018,Eastern,N,"4,714","4,590","4,819",233,,,,,,,,,,776,-548,,,,,,,,,,,,,,,
GVL,29Mar2018,Eastern,N,"5,405","4,767","4,395",-369,,,,,,,,,,461,-832,,,,,,,,,,,,,,,
GVL,30Mar2018,Eastern,N,"4,962","4,503","4,034",-467,,,,,,,,,,377,-848,,,,,,,,,,,,,,,
GVL,31Mar2018,Eastern,N,"4,210","4,187","3,769",-420,,,,,,,,,,743,"-1,165",,,,,,,,,,,,,,,
GVL,01Apr2018,Eastern,N,"4,309","4,325","4,203",-122,,,,,,,,,,907,"-1,030",,,,,,,,,,,,,,,
GVL,02Apr2018,Eastern,N,"5,032","5,010","4,656",-356,,,,,,,,,,902,"-1,256",,,,,,,,,,,,,,,
GVL,03Apr2018,Eastern,N,"5,189","5,129","4,283",-845,,,,,,,,,,792,"-1,634",,,,,,,,,,,,,,,
GVL,04Apr2018,Eastern,N,"5,173","4,995","4,140",-857,,,,,,,,,,551,"-1,408",,,,,,,,,,,,,,,
GVL,05Apr2018,Eastern,N,"4,587","4,493","3,803",-691,,,,,,,,,,539,"-1,228",,,,,,,,,,,,,,,
GVL,06Apr2018,Eastern,N,"4,563","4,750","3,901",-848,,,,,,,,,,588,"-1,435",,,,,,,,,,,,,,,
GVL,07Apr2018,Eastern,N,"4,359","4,357","4,477",122,,,,,,,,,,855,-737,,,,,,,,,,,,,,,
GVL,08Apr2018,Eastern,N,"4,108","4,239","4,388",151,,,,,,,,,,872,-725,,,,,,,,,,,,,,,
GVL,09Apr2018,Eastern,N,"4,853","4,166","3,341",-827,,,,,,,,,,760,"-1,583",,,,,,,,,,,,,,,
GVL,10Apr2018,Eastern,N,"4,374","4,364","3,202","-1,158",,,,,,,,,,17,"-1,179",,,,,,,,,,,,,,,
GVL,11Apr2018,Eastern,N,"4,539","4,446","3,270","-1,177",,,,,,,,,,-213,-960,,,,,,,,,,,,,,,
GVL,12Apr2018,Eastern,N,"4,699","4,575","3,065","-1,504",,,,,,,,,,318,"-1,821",,,,,,,,,,,,,,,
GVL,13Apr2018,Eastern,N,"5,102","4,919","2,941","-1,977",,,,,,,,,,307,"-2,281",,,,,,,,,,,,,,,
GVL,14Apr2018,Eastern,N,"5,517","5,088","3,088","-2,001",,,,,,,,,,-238,"-1,762",,,,,,,,,,,,,,,
GVL,15Apr2018,Eastern,N,"4,598","4,777","3,112","-1,664",,,,,,,,,,-298,"-1,368",,,,,,,,,,,,,,,
GVL,16Apr2018,Eastern,N,"4,186","4,260","2,716","-1,544",,,,,,,,,,-126,"-1,419",,,,,,,,,,,,,,,
GVL,17Apr2018,Eastern,N,"4,251","4,465","3,083","-1,383",,,,,,,,,,-154,"-1,228",,,,,,,,,,,,,,,
GVL,18Apr2018,Eastern,N,"4,746","4,725","3,806",-920,,,,,,,,,,384,"-1,304",,,,,,,,,,,,,,,
GVL,19Apr2018,Eastern,N,"5,028","4,951","4,768",-184,,,,,,,,,,665,-850,,,,,,,,,,,,,,,
GVL,20Apr2018,Eastern,N,"4,703","4,484","3,218","-1,268",,,,,,,,,,-204,"-1,066",,,,,,,,,,,,,,,
GVL,21Apr2018,Eastern,N,"4,315","4,589","3,329","-1,261",,,,,,,,,,7,"-1,267",,,,,,,,,,,,,,,
GVL,22Apr2018,Eastern,N,"4,054","4,870","3,519","-1,353",,,,,,,,,,28,"-1,382",,,,,,,,,,,,,,,
GVL,23Apr2018,Eastern,N,"4,256","5,478","3,557","-1,922",,,,,,,,,,-308,"-1,612",,,,,,,,,,,,,,,
GVL,24Apr2018,Eastern,N,"4,244","4,954","2,900","-2,050",,,,,,,,,,-418,"-1,634",,,,,,,,,,,,,,,
GVL,25Apr2018,Eastern,N,"4,256","4,850","3,357","-1,491",,,,,,,,,,-205,"-1,284",,,,,,,,,,,,,,,
GVL,26Apr2018,Eastern,N,"4,962","4,962","4,137",-827,,,,,,,,,,202,"-1,032",,,,,,,,,,,,,,,
GVL,27Apr2018,Eastern,N,"4,779","4,903","4,156",-747,,,,,,,,,,74,-820,,,,,,,,,,,,,,,
GVL,28Apr2018,Eastern,N,"4,808","4,654","4,485",-170,,,,,,,,,,607,-779,,,,,,,,,,,,,,,
GVL,29Apr2018,Eastern,N,"4,541","5,005","4,690",-316,,,,,,,,,,717,"-1,033",,,,,,,,,,,,,,,
GVL,30Apr2018,Eastern,N,"5,203","5,195","4,918",-279,,,,,,,,,,796,"-1,073",,,,,,,,,,,,,,,
GVL,01May2018,Eastern,N,"5,233","5,118","4,197",-919,,,,,,,,,,574,"-1,494",,,,,,,,,,,,,,,
GVL,02May2018,Eastern,N,"5,216","5,217","4,387",-830,,,,,,,,,,619,"-1,450",,,,,,,,,,,,,,,
GVL,03May2018,Eastern,N,"5,556","5,312","4,638",-672,,,,,,,,,,559,"-1,233",,,,,,,,,,,,,,,
GVL,04May2018,Eastern,N,"5,311","5,552","4,659",-894,,,,,,,,,,761,"-1,654",,,,,,,,,,,,,,,
GVL,05May2018,Eastern,N,"5,344","5,316","4,104","-1,212",,,,,,,,,,468,"-1,679",,,,,,,,,,,,,,,
GVL,06May2018,Eastern,N,"5,763","5,686","4,254","-1,435",,,,,,,,,,214,"-1,650",,,,,,,,,,,,,,,
GVL,07May2018,Eastern,N,"6,244","5,734","4,732","-1,004",,,,,,,,,,506,"-1,506",,,,,,,,,,,,,,,
GVL,08May2018,Eastern,N,"5,308","5,585","5,331",-256,,,,,,,,,,"1,058","-1,315",,,,,,,,,,,,,,,
GVL,09May2018,Eastern,N,"5,307","5,629","5,430",-198,,,,,,,,,,921,"-1,116",,,,,,,,,,,,,,,
GVL,10May2018,Eastern,N,"5,295","5,829","5,862",38,,,,,,,,,,"1,072","-1,035",,,,,,,,,,,,,,,
GVL,11May2018,Eastern,N,"6,338","6,259","6,207",-50,,,,,,,,,,"1,035","-1,087",,,,,,,,,,,,,,,
GVL,12May2018,Eastern,N,"5,719","6,004","5,526",-474,,,,,,,,,,773,"-1,248",,,,,,,,,,,,,,,
GVL,13May2018,Eastern,N,"5,763","5,301","5,229",-74,,,,,,,,,,763,-839,,,,,,,,,,,,,,,
GVL,14May2018,Eastern,N,"5,467","5,317","5,459",142,,,,,,,,,,762,-621,,,,,,,,,,,,,,,
GVL,15May2018,Eastern,N,"5,043","5,347","5,262",-81,,,,,,,,,,"1,167","-1,251",,,,,,,,,,,,,,,
GVL,16May2018,Eastern,N,"5,612","5,318","5,366",45,,,,,,,,,,"1,408","-1,360",,,,,,,,,,,,,,,
GVL,17May2018,Eastern,N,"5,671","5,299","5,034",-268,,,,,,,,,,"1,354","-1,626",,,,,,,,,,,,,,,
GVL,18May2018,Eastern,N,"5,671","5,492","5,318",-170,,,,,,,,,,"1,441","-1,610",,,,,,,,,,,,,,,
GVL,19May2018,Eastern,N,"5,571","5,545","5,360",,,,,,,,,,,"1,411","-1,570",,,,,,,,,,,,,,,
GVL,20May2018,Eastern,N,"5,571","4,861","5,183",323,,,,,,,,,,"1,410","-1,086",,,,,,,,,,,,,,,
GVL,21May2018,Eastern,N,"5,671","5,186","5,155",-33,,,,,,,,,,"1,172","-1,204",,,,,,,,,,,,,,,
GVL,22May2018,Eastern,N,"5,931","5,633","5,271",-359,,,,,,,,,,"1,015","-1,376",,,,,,,,,,,,,,,
GVL,23May2018,Eastern,N,"5,745","5,904","4,053","-1,853",,,,,,,,,,-566,"-1,288",,,,,,,,,,,,,,,
GVL,24May2018,Eastern,N,"5,671","6,333","4,330","-2,004",,,,,,,,,,-851,"-1,151",,,,,,,,,,,,,,,
GVL,25May2018,Eastern,N,"5,918","6,252","5,870",-384,,,,,,,,,,-12,-373,,,,,,,,,,,,,,,
GVL,26May2018,Eastern,N,"5,297","5,709","6,169",467,,,,,,,,,,431,33,,,,,,,,,,,,,,,
GVL,27May2018,Eastern,N,"5,297","5,161","4,969",-189,,,,,,,,,,414,-603,,,,,,,,,,,,,,,
GVL,28May2018,Eastern,N,"6,711","5,683","5,195",-491,,,,,,,,,,530,"-1,020",,,,,,,,,,,,,,,
GVL,29May2018,Eastern,N,"6,379","6,173","5,535",-638,,,,,,,,,,340,-976,,,,,,,,,,,,,,,
GVL,30May2018,Eastern,N,"6,624","5,517","5,304",-210,,,,,,,,,,667,-877,,,,,,,,,,,,,,,
GVL,31May2018,Eastern,N,"6,025","6,278","5,588",-686,,,,,,,,,,586,"-1,272",,,,,,,,,,,,,,,
GVL,01Jun2018,Eastern,N,"6,192","6,787","6,584",-201,,,,,,,,,,875,"-1,078",,,,,,,,,,,,,,,
GVL,02Jun2018,Eastern,N,"5,936","6,492","6,589",94,,,,,,,,,,"1,180","-1,086",,,,,,,,,,,,,,,
GVL,03Jun2018,Eastern,N,"6,500","6,443","6,654",215,,,,,,,,,,"1,189",-972,,,,,,,,,,,,,,,
GVL,04Jun2018,Eastern,N,"6,402","7,076","7,226",152,,,,,,,,,,"1,122",-974,,,,,,,,,,,,,,,
GVL,05Jun2018,Eastern,N,"6,484","6,548","6,654",107,,,,,,,,,,"1,114","-1,006",,,,,,,,,,,,,,,
GVL,06Jun2018,Eastern,N,"6,188","5,472","5,660",189,,,,,,,,,,"1,038",-854,,,,,,,,,,,,,,,
GVL,07Jun2018,Eastern,N,"6,484","6,019","6,754",735,,,,,,,,,,"1,612",-880,,,,,,,,,,,,,,,
GVL,08Jun2018,Eastern,N,"6,399","5,672","6,429",756,,,,,,,,,,"1,581",-822,,,,,,,,,,,,,,,
GVL,09Jun2018,Eastern,N,"5,786","5,791","7,146","1,351",,,,,,,,,,"1,898",-544,,,,,,,,,,,,,,,
GVL,10Jun2018,Eastern,N,"5,786","5,693","6,964","1,268",,,,,,,,,,"1,716",-448,,,,,,,,,,,,,,,
GVL,11Jun2018,Eastern,N,"6,490","5,946","7,122","1,177",,,,,,,,,,"1,895",-718,,,,,,,,,,,,,,,
GVL,12Jun2018,Eastern,N,"6,358","5,942","6,648",704,,,,,,,,,,"1,646",-937,,,,,,,,,,,,,,,
GVL,13Jun2018,Eastern,N,"6,144","6,575","7,169",591,,,,,,,,,,"1,457",-863,,,,,,,,,,,,,,,
GVL,14Jun2018,Eastern,N,"6,828","6,767","7,366",601,,,,,,,,,,"1,374",-774,,,,,,,,,,,,,,,
GVL,15Jun2018,Eastern,N,"6,831","6,872","7,231",362,,,,,,,,,,"1,243",-883,,,,,,,,,,,,,,,
GVL,16Jun2018,Eastern,N,"6,607","6,075","5,346",-728,,,,,,,,,,508,"-1,235",,,,,,,,,,,,,,,
GVL,17Jun2018,Eastern,N,"6,403","6,256","6,179",-77,,,,,,,,,,"1,077","-1,153",,,,,,,,,,,,,,,
GVL,18Jun2018,Eastern,N,"6,490","6,887","7,119",230,,,,,,,,,,"1,096",-867,,,,,,,,,,,,,,,
GVL,19Jun2018,Eastern,N,"6,865","6,882","6,883",-3,,,,,,,,,,969,-970,,,,,,,,,,,,,,,
GVL,20Jun2018,Eastern,N,"6,775","6,851","6,923",70,,,,,,,,,,884,-814,,,,,,,,,,,,,,,
GVL,21Jun2018,Eastern,N,"7,024","6,992","6,937",-56,,,,,,,,,,747,-800,,,,,,,,,,,,,,,
GVL,22Jun2018,Eastern,N,"6,834","7,327","7,269",-58,,,,,,,,,,763,-819,,,,,,,,,,,,,,,
GVL,23Jun2018,Eastern,N,,"7,290","7,298",10,,,,,,,,,,"1,237","-1,226",,,,,,,,,,,,,,,
GVL,24Jun2018,Eastern,N,"6,785","7,226","7,324",97,,,,,,,,,,"1,026",-932,,,,,,,,,,,,,,,
GVL,25Jun2018,Eastern,N,"6,537","7,383","7,452",71,,,,,,,,,,"1,003",-934,,,,,,,,,,,,,,,
GVL,26Jun2018,Eastern,N,"6,935","7,179","7,375",196,,,,,,,,,,941,-745,,,,,,,,,,,,,,,
GVL,27Jun2018,Eastern,N,"6,935","6,866","7,171",308,,,,,,,,,,"1,081",-775,,,,,,,,,,,,,,,
GVL,28Jun2018,Eastern,N,"6,994","6,946","7,118",172,,,,,,,,,,"1,294","-1,120",,,,,,,,,,,,,,,
GVL,29Jun2018,Eastern,N,"6,885","6,327","6,522",191,,,,,,,,,,"1,142",-953,,,,,,,,,,,,,,,
GVL,30Jun2018,Eastern,N,"6,025","6,091","6,095",6,,,,,,,,,,"1,051","-1,045",,,,,,,,,,,,,,,
GVL,01Jul2018,Eastern,N,"5,270","6,401","6,289",-116,"2,297","3,203",,,,,,785,,"1,043","-1,155",2.23,0.92,,"2,325","1,335",,,"3,665",340,481,"3,206","6,325","6,437",1.28,1.10
GVL,02Jul2018,Eastern,N,"6,814","7,187","6,550",-641,"3,205","3,248",,,,,,98,,793,"-1,429",2.22,0.92,,"3,234","1,353",,,"4,588",460,493,"4,555","6,634","7,270",1.52,1.38
GVL,03Jul2018,Eastern,N,"6,839","6,742","6,247",-502,"2,667","3,326",,,,,,248,,503,"-1,004",2.22,0.92,,"2,690","1,387",,,"4,079",367,351,"4,095","6,292","6,793",1.43,1.33
GVL,04Jul2018,Eastern,N,"6,954","5,985","5,292",-692,"2,139","3,228",,,,,,-74,,464,"-1,155",2.22,0.92,,"2,157","1,345",,,"3,502",364,275,"3,591","5,367","6,058",1.44,1.31
GVL,05Jul2018,Eastern,N,"6,797","6,290","5,766",-525,"2,604","3,257",,,,,,-97,,677,"-1,201",2.22,0.92,,"2,625","1,357",,,"3,981",385,414,"3,952","5,899","6,423",1.49,1.36
GVL,06Jul2018,Eastern,N,"6,669","6,470","6,378",-93,"1,511","3,216",,,,,,"1,653",,"1,075","-1,173",2.22,0.92,,"1,522","1,343",,11,"2,876",376,466,"2,785","6,380","6,478",0.99,0.95
GVL,07Jul2018,Eastern,N,"6,230","5,943","5,993",51,"1,793","3,208",,,,,,998,,"1,159","-1,109",2.21,0.92,,"1,801","1,343",,7,"3,150",351,561,"2,940","5,999","5,949",1.16,1.09
GVL,08Jul2018,Eastern,N,"6,230","6,145","5,634",-509,646,"3,440",,,,,,"1,733",,889,"-1,398",2.21,0.92,,,"1,440",,12,"2,176",456,377,"2,255","5,896","6,405",0.81,0.78
GVL,09Jul2018,Eastern,N,"6,930","6,524","7,015",490,"1,782","3,266",,,,,,"1,961",,"1,632","-1,142",2.22,0.92,,,"1,363",,13,"3,176",369,716,"2,828","7,017","6,527",1.00,0.96
GVL,10Jul2018,Eastern,N,"7,042","7,105","7,314",212,"2,228","3,208",,,,,,"1,876",,"1,632","-1,425",2.22,0.92,,"2,245","1,337",,12,"3,594",459,756,"3,297","7,312","7,105",1.08,1.02
GVL,11Jul2018,Eastern,N,"6,766","7,353","7,591",239,"2,430","3,254",,,,,,"1,904",,"1,663","-1,423",2.21,0.91,,"2,436","1,345",,13,"3,794",452,786,"3,460","7,588","7,348",1.10,1.04
GVL,12Jul2018,Eastern,N,"7,133","7,121","7,268",149,"2,201","3,180",,,,,,"1,886",,"1,610","-1,466",2.21,0.91,,"2,206","1,315",,13,"3,534",464,742,"3,256","7,267","7,123",1.07,1.01
GVL,13Jul2018,Eastern,N,"7,100","7,057","7,261",205,"2,070","3,329",,,,,,"1,860",,"1,354","-1,151",2.21,0.91,,"2,072","1,376",,12,"3,461",367,619,"3,208","7,259","7,056",1.05,1.00
GVL,14Jul2018,Eastern,N,"6,951","6,801","6,843",45,"1,824","3,276",,,,,,"1,736",,"1,186","-1,144",2.20,0.91,,"1,822","1,356",,12,"3,190",364,531,"3,023","6,836","6,794",1.03,0.98
GVL,15Jul2018,Eastern,N,"6,951","6,564","6,679",112,"1,777","3,195",,,,,,"1,706",,"1,169","-1,056",2.20,0.91,,"1,777","1,322",,11,"3,110",340,526,"2,924","6,678","6,565",1.03,0.98
GVL,16Jul2018,Eastern,N,"6,935","6,791","6,784",-6,"1,791","3,218",,,,,,"1,761",,908,-909,2.20,0.91,,"1,791","1,331",,12,"3,134",296,407,"3,023","6,770","6,771",1.02,0.98
GVL,17Jul2018,Eastern,N,"6,620","6,259","6,517",259,"1,359","3,229",,,,,,"1,929",,797,-541,2.20,0.91,,"1,358","1,337",,13,"2,708",173,325,"2,556","6,517","6,261",0.92,0.90
GVL,18Jul2018,Eastern,N,"6,842","6,578","6,775",194,"1,726","3,175",,,,,,"1,879",,740,-542,2.20,0.92,,"1,725","1,318",,12,"3,055",173,330,"2,897","6,780","6,582",0.99,0.97
GVL,19Jul2018,Eastern,N,"6,724","6,274","6,490",215,"1,464","3,244",,,,,,"1,789",,937,-723,2.20,0.92,,"1,461","1,348",,12,"2,821",232,394,"2,659","6,497","6,283",0.96,0.93
GVL,20Jul2018,Eastern,N,"6,422","6,062","6,410",349,"1,649","3,224",,,,,,"1,537",,"1,119",-773,2.20,0.92,,"1,646","1,340",,10,"2,996",248,506,"2,738","6,410","6,064",1.03,1.00
GVL,21Jul2018,Eastern,N,"6,405","6,123","5,414",-711,"2,365","3,158",,,,,,-105,,780,"-1,488",2.20,0.92,,"2,361","1,314",,,"3,675",482,462,"3,695","5,523","6,231",1.47,1.31
GVL,22Jul2018,Eastern,N,"6,424","5,488","5,207",-280,"1,780","3,116",,,,,,312,,"1,104","-1,383",2.20,0.92,,"1,778","1,296",,,"3,077",447,559,"2,964","5,326","5,605",1.27,1.17
GVL,23Jul2018,Eastern,N,"6,724","6,021","6,360",337,"1,598","3,053",,,,,,"1,703",,"1,233",-897,2.20,0.91,,"1,595","1,266",,11,"2,872",289,548,"2,613","6,354","6,018",1.00,0.96
GVL,24Jul2018,Eastern,N,"6,583","6,336","6,524",184,"1,872","3,087",,,,,,"1,558",,"1,197","-1,013",2.20,0.91,,"1,868","1,278",,10,"3,156",325,554,"2,927","6,517","6,333",1.07,1.02
GVL,25Jul2018,Eastern,N,"6,246","6,747","7,062",311,"2,211","3,132",,,,,,"1,713",,"1,341","-1,029",2.20,0.91,,"2,206","1,299",,11,"3,517",334,640,"3,211","7,056","6,744",1.10,1.05
GVL,26Jul2018,Eastern,N,"6,802","6,683","6,847",166,"1,725","3,174",,,,,,"1,940",,"1,093",-926,2.20,0.92,,"1,724","1,318",,13,"3,055",305,477,"2,884","6,839","6,672",0.98,0.95
GVL,27Jul2018,Eastern,N,"6,504","7,362","7,443",81,"2,450","3,241",,,,,,"1,756",,"1,178","-1,099",2.20,0.92,,"2,450","1,347",,12,"3,809",360,573,"3,596","7,447","7,368",1.13,1.08
GVL,28Jul2018,Eastern,N,"6,740","7,195","7,192",-7,"2,280","3,165",,,,,,"1,754",,"1,109","-1,116",2.21,0.92,,"2,281","1,317",,12,"3,610",358,531,"3,437","7,199","7,206",1.11,1.05
GVL,29Jul2018,Eastern,N,"6,343","6,651","6,650",-1,"1,793","3,176",,,,,,"1,684",,"1,058","-1,058",2.20,0.92,,"1,793","1,321",,11,"3,125",333,475,"2,984","6,653","6,653",1.04,0.99
GVL,30Jul2018,Eastern,N,"6,504","6,143","6,233",91,"1,407","3,128",,,,,,"1,688",,985,-889,2.20,0.92,,"1,407","1,300",,11,"2,718",280,417,"2,581","6,223","6,127",0.96,0.93
GVL,31Jul2018,Eastern,N,"6,256","5,969","6,123",158,"1,310","3,122",,,,,,"1,687",,856,-700,2.20,0.92,,"1,309","1,297",,11,"2,618",224,360,"2,482","6,119","5,963",0.94,0.92
GVL,01Aug2018,Eastern,N,"6,158","6,434","6,648",214,"1,789","3,134",,,,,,"1,731",,966,-750,2.20,0.92,,"1,787","1,302",,12,"3,100",243,439,"2,905","6,654","6,438",1.03,0.99
GVL,02Aug2018,Eastern,N,"6,158","6,317","6,193",-123,"1,443","3,171",,,,,,"1,592",,794,-918,2.20,0.91,,"1,441","1,315",,11,"2,766",296,342,"2,720","6,206","6,330",0.98,0.95
GVL,03Aug2018,Eastern,N,"6,308","6,520","6,852",333,"1,966","3,173",,,,,,"1,711",,"1,145",-816,2.20,0.91,,"1,961","1,316",,11,"3,289",264,534,"3,019","6,850","6,521",1.06,1.02
GVL,04Aug2018,Eastern,N,"6,343","6,892","7,276",383,"2,205","3,217",,,,,,"1,852",,"1,520","-1,132",2.20,0.92,,"2,203","1,336",,12,"3,552",362,711,"3,202","7,274","6,886",1.08,1.03
GVL,05Aug2018,Eastern,N,"6,573","7,019","7,422",400,"2,314","3,205",,,,,,"1,902",,"1,420","-1,015",2.20,0.91,,"2,314","1,330",,13,"3,656",325,672,"3,309","7,421","7,016",1.09,1.04
GVL,06Aug2018,Eastern,N,"6,839","7,379","7,782",403,"2,610","3,240",,,,,,"1,942",,"1,450","-1,046",2.20,0.91,,"2,610","1,341",,13,"3,964",337,706,"3,595","7,792","7,388",1.12,1.07
GVL,07Aug2018,Eastern,N,"6,962","7,457","7,691",235,"2,579","3,222",,,,,,"1,894",,"1,218",-980,2.21,0.91,,"2,581","1,335",,13,"3,928",317,592,"3,653","7,695","7,457",1.13,1.08
