BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,26Apr2019,Eastern,N,"355,378","372,012","314,841","-57,171",0,"76,628","112,575",0,"80,005",0,"28,819","16,750",,"-16,201","-21,818","4,133","-23,289","27,903","39,155","14,021","24,172","22,610","46,533","5,656","18,293","123,036","11,925","38,593",,1.00,,0,"34,918",0,"1,494","36,411","20,407",851,"55,968","314,777","371,952",0.26,0.33
NYIS,27Apr2019,Eastern,N,"335,290","349,211","306,651","-42,560",0,"64,113","118,157",0,"76,433",0,"31,834","16,050",,"-9,802","-24,490","10,469","-18,738","26,990","38,703","12,822","23,233","21,351","41,598","5,597","18,308","110,330","12,222","37,932",,1.01,,0,"29,238",0,"1,521","30,758","16,924","1,375","46,307","306,587","349,148",0.22,0.29
NYIS,28Apr2019,Eastern,N,"330,508","347,093","288,553","-58,540",0,"67,418","119,383",0,"77,058",0,"7,397","17,239",,"-13,371","-28,860","9,301","-25,610","26,747","37,473","13,055","22,231","22,434","43,672","5,995","17,205","109,986","11,980","36,189",,1.01,,0,"30,737",0,"1,387","32,124","22,287","1,393","53,017","288,495","347,035",0.25,0.34
NYIS,29Apr2019,Eastern,N,"362,415","373,049","298,053","-74,996",0,"81,575","120,423","3,450","71,568",0,"5,563","15,407",,"-26,799","-25,822",458,"-22,836","27,239","39,908","13,946","24,889","22,141","44,756","6,360","18,371","122,788","12,407","40,114",,1.00,2.15,0,"37,127","3,361","1,336","41,824","27,006",492,"68,337","297,986","372,985",0.31,0.40
NYIS,30Apr2019,Eastern,N,"362,597","376,362","302,190","-74,172",0,"94,345","113,697",0,"71,740",0,"3,283","19,058",,"-25,628","-20,330","2,251","-30,466","28,522","39,622","14,286","24,546","22,449","46,789","6,280","18,232","124,142","11,975","39,400",,1.00,,0,"42,798",0,"1,303","44,101","28,838",877,"72,062","302,123","376,296",0.32,0.42
NYIS,01May2019,Eastern,N,"364,898","378,242","306,126","-72,116",0,"92,123","109,374","3,048","66,570",0,"15,707","19,240",,"-24,288","-27,058","3,721","-24,500","28,811","39,510","14,090","24,655","22,777","47,276","6,303","18,603","124,392","12,471","39,235",,1.00,2.14,0,"41,736","2,962","1,323","46,020","28,745",945,"73,820","306,062","378,187",0.33,0.43
NYIS,02May2019,Eastern,N,"366,701","375,043","317,026","-58,017",0,"97,346","112,742","1,811","86,362",0,"2,629","16,071",,"-23,013","-15,438","4,986","-24,557","28,708","38,666","13,991","24,351","22,542","45,483","6,271","18,147","125,825","12,445","38,499",,1.00,2.14,0,"44,243","1,761","1,366","47,371","24,416",966,"70,821","316,961","374,983",0.33,0.42
NYIS,03May2019,Eastern,N,"364,469","371,225","312,996","-58,229",0,"94,434","112,449",0,"85,339",0,"3,768","16,945",,"-23,484","-13,674","7,335","-28,406","28,089","37,930","14,142","23,927","22,457","47,128","6,041","17,681","124,402","12,088","37,223",,1.00,,0,"42,924",0,"1,370","44,294","25,449","1,264","68,479","312,935","371,164",0.31,0.41
NYIS,04May2019,Eastern,N,"337,299","342,662","290,249","-52,413",0,"76,755","112,925","3,764","81,619",0,258,"14,855",,"-8,948","-27,270","5,671","-21,873","25,359","35,344","13,246","22,049","21,134","43,961","5,633","15,216","113,412","11,471","35,717",,1.00,2.15,0,"34,859","3,666","1,315","39,840","22,398",997,"61,242","290,176","342,596",0.30,0.39
NYIS,05May2019,Eastern,N,"324,012","340,667","274,929","-65,738",0,"64,204","112,301",0,"79,771",0,"1,708","16,882",,"-19,116","-30,180","8,811","-25,255","25,812","35,240","13,211","20,945","21,175","44,311","5,599","15,709","112,693","11,497","34,351",,1.01,,0,"29,270",0,"1,321","30,591","26,818","1,405","56,004","274,866","340,606",0.25,0.36
NYIS,06May2019,Eastern,N,"360,801","364,361","311,219","-53,142",0,"83,830","120,228","11,000","79,710",0,"4,462","11,925",,"-21,456","-21,084","12,298","-22,903","26,817","37,770","13,788","23,292","21,956","44,565","5,660","16,996","124,527","11,545","37,332",,1.00,2.15,0,"38,130","10,711","1,357","50,198","23,826","2,398","71,626","311,155","364,300",0.36,0.43
NYIS,07May2019,Eastern,N,"364,636","369,243","322,393","-46,850",0,"82,655","125,831","9,785","85,028",0,"4,992","14,039",,"-18,490","-18,533","12,466","-22,290","27,743","38,608","13,725","24,007","22,160","44,582","5,558","17,753","125,335","11,352","38,302",,1.00,2.15,0,"37,598","9,528","1,442","48,568","21,643","2,236","67,974","322,330","369,177",0.33,0.41
NYIS,08May2019,Eastern,N,"358,539","366,332","311,616","-54,716",0,"84,037","126,333",654,"82,183",0,"7,534","10,816",,"-21,848","-23,138","13,120","-22,854","26,314","37,533","13,988","23,512","21,662","44,600","5,485","17,452","125,344","11,845","38,477",,1.01,2.15,0,"38,319",637,"1,423","40,379","23,903","2,184","62,098","311,557","366,277",0.29,0.37
NYIS,09May2019,Eastern,N,"361,216","369,421","323,836","-45,585",0,"79,214","126,189",0,"78,029",0,"24,347","15,997",,"-22,261","-18,859","12,490","-16,960","27,763","38,239","13,756","24,117","21,800","45,258","5,574","18,343","123,486","12,089","38,873",,1.01,,0,"36,118",0,"1,534","37,652","20,685","1,887","56,451","323,776","369,366",0.26,0.34
NYIS,10May2019,Eastern,N,"364,358","376,560","329,296","-47,264",0,"82,988","126,403",0,"81,482",0,"27,348","11,015",,"-18,996","-19,774","10,781","-19,274","28,593","38,134","14,204","23,760","22,614","46,484","5,712","18,581","127,630","12,368","38,358",,1.00,,0,"37,720",0,"1,544","39,264","22,173","1,684","59,753","329,236","376,499",0.26,0.35
NYIS,11May2019,Eastern,N,"330,766","334,942","288,697","-46,245",0,"60,375","126,329",0,"84,913",0,"6,291","10,722",,"-3,322","-19,010","-4,476","-19,440","24,606","34,143","12,447","20,713","20,044","42,210","5,382","15,636","114,199","11,554","33,884",,1.00,,0,"27,456",0,"1,432","28,888","15,884",235,"44,536","288,630","334,878",0.22,0.29
NYIS,12May2019,Eastern,N,"332,703","345,036","294,073","-50,963",0,"61,099","125,715",0,"85,397",0,"11,308","10,499",,"-19,600","-23,858","12,062","-19,568","26,597","36,878","12,719","21,831","21,593","44,768","5,850","17,446","112,482","11,661","33,089",,1.00,,0,"27,771",0,"1,461","29,232","22,495","1,687","50,040","294,018","344,982",0.22,0.32
NYIS,13May2019,Eastern,N,"372,788","386,684","337,346","-49,338",0,"97,092","127,014",0,"86,065",0,"11,467","15,649",,"-24,256","-16,177","9,759","-18,661","29,179","41,189","14,457","25,008","23,945","49,623","6,494","20,047","127,578","11,654","37,388",,1.00,,0,"44,093",0,"1,506","45,600","21,779","1,595","65,783","337,287","386,622",0.30,0.38
NYIS,14May2019,Eastern,N,"370,210","385,783","325,844","-59,939",0,"96,235","127,404","3,285","80,268",0,"5,063","13,520",,"-26,793","-21,839","13,052","-24,346","29,446","40,978","14,490","25,284","23,726","48,454","6,445","20,089","127,299","12,122","37,332",,1.00,2.14,0,"43,747","3,196","1,419","48,362","26,887","2,368","72,881","325,775","385,701",0.33,0.42
NYIS,15May2019,Eastern,N,"358,561","371,303","310,435","-60,868",0,"86,715","127,074",0,"79,469",0,"7,045","10,072",,"-25,190","-22,476","9,689","-22,889","27,428","39,105","14,158","24,469","22,215","45,295","5,872","18,869","125,446","11,864","36,457",,1.00,,0,"39,399",0,"1,403","40,801","26,175","1,599","65,377","310,375","371,241",0.29,0.39
NYIS,16May2019,Eastern,N,"359,980","368,350","310,723","-57,627",0,"88,930","126,998",0,"80,058",0,"3,863","10,816",,"-23,229","-23,258","9,538","-20,679","26,754","38,329","14,166","23,824","21,882","45,758","5,662","17,942","126,102","11,568","36,239",,1.00,,0,"40,504",0,"1,391","41,894","23,554","1,569","63,879","310,665","368,293",0.30,0.38
NYIS,17May2019,Eastern,N,"367,154","375,950","330,199","-45,751",0,"90,734","126,180",0,"86,664",0,"14,429","12,124",,"-21,312","-20,613","13,110","-16,942","27,402","37,854","14,606","23,347","22,618","47,381","5,869","18,291","131,001","11,791","35,663",,1.01,,0,"41,377",0,"1,501","42,878","20,456","2,055","61,280","330,131","375,888",0.29,0.36
NYIS,18May2019,Eastern,N,"330,132","338,167","290,119","-48,048",0,"67,334","121,121",0,"87,106",0,"3,276","11,224",,"-6,760","-27,205","2,627","-16,713","24,146","34,380","13,237","20,935","20,767","43,320","5,412","15,389","115,861","11,285","33,315",,1.00,,0,"30,684",0,"1,397","32,081","18,091",786,"49,386","290,061","338,112",0.24,0.32
NYIS,19May2019,Eastern,N,"336,202","354,391","299,622","-54,769",0,"67,529","125,932",0,"81,223",0,"13,833","11,042",,"-20,063","-30,850","10,083","-13,940","26,072","37,511","13,956","22,511","22,980","44,325","5,822","17,061","118,365","11,106","34,557",,1.00,,0,"30,773",0,"1,455","32,229","23,160","1,444","53,945","299,559","354,329",0.24,0.34
NYIS,20May2019,Eastern,N,"401,484","421,140","364,055","-57,085",0,"113,562","125,454","1,778","80,633",0,"24,159","18,405",,"-17,000","-29,969","3,949","-14,059","29,929","40,847","17,788","24,505","27,171","54,703","6,998","18,496","152,580","11,488","36,520",,1.01,2.15,0,"51,885","1,733","1,559","55,177","22,274",765,"76,686","363,991","421,070",0.33,0.40
NYIS,21May2019,Eastern,N,"371,880","378,589","333,479","-45,110",0,"95,270","127,346",728,"81,346",0,"17,294","11,440",,"-14,413","-21,581","5,298","-14,416","26,663","38,068","15,051","23,155","22,114","48,678","6,083","17,314","133,705","11,650","35,993",,1.01,2.15,0,"43,548",712,"1,489","45,748","17,516",903,"62,361","333,424","378,536",0.30,0.36
NYIS,22May2019,Eastern,N,"365,136","376,159","326,783","-49,376",0,"96,888","124,608",349,"87,068",0,"6,096","11,722",,"-24,604","-20,690","7,221","-11,309","26,786","38,322","14,622","23,681","22,156","47,955","6,099","17,607","131,494","11,363","35,960",,1.00,2.15,0,"44,163",340,"1,439","45,943","20,948","1,503","65,389","326,731","376,113",0.31,0.38
NYIS,23May2019,Eastern,N,"375,737","388,415","334,592","-53,823",0,"97,404","127,687",0,"80,193",0,"17,629","11,617",,"-24,781","-27,276","12,897","-14,664","28,415","40,437","15,114","24,809","23,674","49,351","6,285","18,460","133,209","11,421","37,117",,1.01,,0,"44,415",0,"1,487","45,902","24,800","2,057","68,644","334,530","388,354",0.30,0.39
NYIS,24May2019,Eastern,N,"374,793","386,320","337,118","-49,202",0,"101,037","126,428",0,"86,775",0,"10,906","11,911",,"-15,982","-27,151","9,673","-15,748","28,260","38,216","15,105","23,233","23,675","50,923","6,419","17,931","135,155","11,182","36,095",,1.00,,0,"46,008",0,"1,480","47,488","21,908","1,580","67,816","337,057","386,265",0.31,0.39
NYIS,25May2019,Eastern,N,"339,471","347,374","302,237","-45,137",0,"73,732","125,972",0,"78,059",0,"12,759","11,663",,"-9,269","-28,040","-2,173","-5,647","25,579","35,014","13,279","22,029","21,772","46,250","5,922","16,240","115,120","11,331","34,722",,1.00,,0,"33,594",0,"1,433","35,027","16,527",410,"51,143","302,185","347,314",0.26,0.32
NYIS,26May2019,Eastern,N,"361,941","371,149","310,256","-60,893",0,"73,563","124,916",0,"84,518",0,"16,028","11,179",,"-19,472","-25,297","-2,669","-13,455","26,683","35,893","14,928","21,731","24,258","53,238","6,735","17,346","124,725","11,038","34,447",,1.01,,0,"33,586",0,"1,484","35,070","23,125",544,"57,651","310,204","371,097",0.25,0.34
NYIS,27May2019,Eastern,N,"361,755","378,610","321,419","-57,191",0,"89,853","126,240",0,"91,563",0,"2,644","11,056",,"-16,343","-27,873","7,106","-20,175","26,428","37,093","15,408","21,267","24,043","55,372","6,570","16,135","130,806","11,002","34,365",,1.01,,0,"41,076",0,"1,452","42,528","23,475","1,279","64,723","321,356","378,641",0.29,0.38
NYIS,28May2019,Eastern,N,"377,856","403,083","345,401","-57,682",0,"107,417","126,663",0,"86,550",0,"8,982","15,727",,"-24,056","-25,943","14,369","-22,052","28,506","40,048","15,545","24,092","24,032","53,476","6,403","18,649","142,568","11,901","37,737",,1.01,,0,"48,997",0,"1,492","50,489","27,291","2,671","75,109","345,339","403,021",0.32,0.41
NYIS,29May2019,Eastern,N,"390,355","393,607","347,021","-46,586",0,"112,495","127,027",669,"87,246",0,"1,062","18,461",,"-20,399","-29,626","10,880","-7,442","27,759","39,507","14,958","24,322","23,736","51,100","6,416","17,973","138,576","11,846","37,294",,1.01,2.15,0,"51,327",652,"1,466","53,445","23,101","2,148","74,398","346,960","393,547",0.34,0.42
NYIS,30May2019,Eastern,N,"405,158","388,162","352,193","-35,969",0,"107,225","127,475",0,"86,045",0,"9,073","22,315",,"-11,819","-30,402","22,570","-16,318","28,278","40,660","14,727","24,819","23,793","50,071","6,258","17,859","132,614","11,584","37,382",,1.00,,0,"48,850",0,"1,536","50,386","23,414","3,986","69,813","352,133","388,102",0.32,0.40
NYIS,31May2019,Eastern,N,"393,486","405,886","352,966","-52,920",0,"118,540","127,244","1,549","85,480",0,"4,247","15,844",,"-16,654","-31,214","8,693","-13,739","28,525","38,936","16,193","23,926","25,404","56,416","7,007","17,524","143,687","11,533","36,610",,1.00,2.15,0,"54,020","1,509","1,460","56,989","24,704","1,885","79,808","352,904","405,818",0.36,0.43
NYIS,01Jun2019,Eastern,N,"367,995","381,974","324,032","-57,942",0,"92,984","126,488",0,"83,508",0,"9,340","11,651",,"-24,224","-29,036","13,879","-18,566","27,537","37,007","15,019","22,481","24,324","53,351","6,722","17,543","130,607","11,559","35,703",,1.00,,0,"42,352",0,"1,449","43,801","26,702","2,364","68,139","323,971","381,918",0.30,0.39
NYIS,02Jun2019,Eastern,N,"366,839","383,548","327,459","-56,089",0,"94,238","127,098",828,"80,787",0,"13,273","11,179",,"-21,183","-29,668","10,580","-15,816","28,004","35,880","15,956","21,537","24,891","54,325","6,780","17,132","132,932","11,493","34,498",,1.00,2.14,0,"42,874",803,"1,457","45,134","25,358","1,857","68,635","327,403","383,490",0.30,0.39
NYIS,03Jun2019,Eastern,N,"378,035","388,387","355,405","-32,982",0,"105,453","127,219",0,"87,792",0,"22,734","12,146",,"-21,657","-16,919","24,610","-19,016","27,686","37,856","14,970","22,970","22,948","52,020","5,988","18,805","136,132","11,816","37,078",,1.00,,0,"48,004",0,"1,567","49,571","21,418","4,153","66,836","355,344","388,326",0.31,0.38
NYIS,04Jun2019,Eastern,N,"375,618","383,231","341,402","-41,829",0,"100,817","126,852",0,"91,192",0,"11,370","11,113",,"-26,591","-16,627","15,618","-14,229","28,586","38,600","14,450","23,829","22,425","49,386","6,076","18,829","130,630","12,064","38,241",,1.00,,0,"45,883",0,"1,508","47,392","21,422","2,547","66,266","341,344","383,173",0.31,0.38
NYIS,05Jun2019,Eastern,N,"407,005","416,778","368,020","-48,758",0,"136,899","127,508",0,"84,031",0,"7,974","11,545",,"-26,182","-15,361","18,662","-25,880","30,459","39,950","16,397","24,943","25,704","56,526","7,202","18,850","145,649","12,001","38,984",,1.00,,0,"62,145",0,"1,449","63,594","26,432","3,699","86,327","367,957","416,718",0.38,0.46
NYIS,06Jun2019,Eastern,N,"436,393","451,560","387,722","-63,838",0,"160,951","127,854",0,"85,278",0,"1,579","12,001",,"-26,692","-24,388","8,894","-21,651","31,120","40,211","19,004","24,716","28,952","66,062","8,670","18,531","163,065","11,650","39,463",,1.00,,0,"73,126",0,"1,422","74,548","29,377","1,998","101,926","387,663","451,500",0.42,0.50
NYIS,07Jun2019,Eastern,N,"417,962","433,666","372,582","-61,084",0,"140,327","128,027",0,"87,734",0,"4,380","12,056",,"-29,908","-16,847","8,252","-22,581","30,180","39,233","17,972","24,603","27,856","61,499","7,593","18,412","155,590","11,593","39,012",,1.00,,0,"63,717",0,"1,456","65,174","27,086","1,990","90,269","372,524","433,608",0.39,0.46
NYIS,08Jun2019,Eastern,N,"386,825","392,216","323,556","-68,660",0,"99,269","127,433",0,"81,087",0,"3,790","11,924",,"-35,493","-9,894","9,364","-32,641","27,643","36,655","16,066","22,300","26,030","55,370","7,006","17,558","135,629","11,439","36,406",,1.01,,0,"45,300",0,"1,406","46,707","27,628","1,774","72,560","323,503","392,167",0.32,0.41
NYIS,09Jun2019,Eastern,N,"367,567","378,039","312,183","-65,856",0,"91,335","125,115",0,"75,064",0,"8,566","12,045",,"-31,254","-27,763","16,042","-22,880","27,855","38,146","14,555","23,109","24,253","50,144","6,381","17,577","126,640","11,504","37,764",,1.01,,0,"41,679",0,"1,385","43,064","28,654","2,903","68,815","312,125","377,980",0.30,0.40
NYIS,10Jun2019,Eastern,N,"407,617","412,262","345,010","-67,252",0,"116,117","126,494",0,"73,047",0,"18,046","11,243",,"-35,084","-27,238","21,967","-26,899","30,871","41,175","16,118","26,195","24,810","53,848","6,526","20,080","139,108","12,115","41,301",,1.00,,0,"52,841",0,"1,435","54,276","32,764","4,336","82,705","344,947","412,201",0.35,0.44
NYIS,11Jun2019,Eastern,N,"400,777","412,942","350,726","-62,216",0,"109,424","129,859",393,"78,393",0,"22,014","11,976",,"-31,522","-24,853","23,611","-32,492","30,433","38,527","17,582","24,582","25,378","56,735","6,755","19,474","142,714","12,009","38,630",,1.01,2.14,0,"49,898",381,"1,519","51,798","32,958","4,515","80,241","352,059","417,315",0.32,0.42
NYIS,12Jun2019,Eastern,N,"392,309","403,418","342,605","-60,813",0,"109,683","126,945",0,"87,468",0,"4,100","14,348",,"-35,621","-22,404","22,091","-24,874","29,246","38,850","15,773","24,997","24,053","53,988","6,755","19,180","138,851","11,837","39,775",,1.00,,0,"49,970",0,"1,460","51,431","29,456","4,133","76,754","342,544","403,352",0.33,0.42
NYIS,13Jun2019,Eastern,N,"388,241","394,619","330,278","-64,341",0,"88,865","127,249",0,"86,335",0,"16,110","11,660",,"-32,439","-24,009","12,247","-20,138","29,555","38,359","15,069","25,063","23,877","51,577","6,316","19,578","133,742","11,864","39,494",,1.00,,0,"40,486",0,"1,514","41,999","27,236","2,039","67,196","330,219","394,558",0.28,0.38
NYIS,14Jun2019,Eastern,N,"377,494","388,608","333,084","-55,524",0,"93,356","118,360",0,"82,980",0,"26,241","12,083",,"-29,765","-25,959","19,647","-19,444","28,849","37,389","15,444","23,586","23,720","51,594","6,338","19,477","132,404","11,797","37,889",,1.01,,0,"42,614",0,"1,503","44,117","24,732","3,281","65,568","333,020","388,541",0.29,0.37
NYIS,15Jun2019,Eastern,N,"364,673","375,909","320,805","-55,104",0,"81,588","115,053",0,"87,155",0,"25,230","11,718",,"-28,377","-24,623","13,413","-15,513","27,630","35,616","15,019","22,197","23,554","52,087","6,600","18,396","126,902","11,507","36,283",,1.00,,0,"37,077",0,"1,500","38,577","23,896","2,240","60,232","320,744","375,844",0.27,0.35
NYIS,16Jun2019,Eastern,N,"378,352","389,609","314,384","-75,225",0,"97,198","114,529",0,"89,085",0,"1,924","11,586",,"-32,011","-25,052","6,657","-24,823","28,623","35,338","15,884","21,693","24,662","55,659","7,164","17,457","136,393","11,443","35,175",,1.00,,0,"44,115",0,"1,362","45,477","29,962","1,231","74,208","314,322","389,551",0.32,0.42
NYIS,17Jun2019,Eastern,N,"439,990","438,278","355,337","-82,941",0,"130,496","113,641",893,"87,519",0,612,"22,114",,"-37,984","-26,954","9,240","-27,243","30,530","39,411","17,684","24,716","26,793","62,138","8,226","19,391","158,268","12,027","38,970",,1.00,2.14,0,"59,274",868,"1,404","61,546","37,316","2,072","96,791","355,275","438,216",0.38,0.49
NYIS,18Jun2019,Eastern,N,"436,415","440,296","367,924","-72,372",0,"136,810","119,044","10,120","88,194",0,221,"13,461",,"-36,770","-21,147","12,865","-27,319","31,558","41,224","17,232","26,068","26,749","59,968","7,992","19,939","157,077","12,165","40,211",,1.00,2.15,0,"62,154","9,848","1,386","73,387","35,000","2,859","105,528","367,850","440,221",0.44,0.53
