BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PSEI,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
SCL,26May2020,Pacific,N,"20,762","21,130","24,409","3,279",,,,,"24,409",,,,,"2,892",387,,,,,,,151,151,9,22,138,"24,409","21,130",0.01,0.01
SCL,27May2020,Pacific,N,"21,024","21,048","24,241","3,193",,,,,"24,241",,,,,"3,367",-174,,,,,,,150,150,67,27,190,"24,241","21,048",0.01,0.02
SCL,28May2020,Pacific,N,"21,256","21,338","25,894","4,556",,,,,"25,894",,,,,"5,028",-472,,,,,,,160,160,150,54,255,"25,894","21,338",0.01,0.03
SCL,29May2020,Pacific,N,"22,152","22,065","25,624","3,557",,,,,"25,624",,,,,"4,467",-910,,,,,,,158,158,236,61,334,"25,624","22,067",0.01,0.03
SCL,30May2020,Pacific,N,"19,778","21,133","24,540","3,405",,,,,"24,540",,,,,"2,886",519,,,,,,,152,152,13,26,139,"24,540","21,135",0.01,0.01
SCL,31May2020,Pacific,N,"19,990","21,124","25,564","4,423",,,,,"25,564",,,,,"3,278","1,145",,,,,,,158,158,0,27,131,"25,564","21,141",0.01,0.01
SCL,01Jun2020,Pacific,N,"21,654","22,046","25,966","3,919",,,,,"25,966",,,,,"2,970",949,,,,,,,160,160,0,24,136,"25,966","22,047",0.01,0.01
SCL,02Jun2020,Pacific,N,"20,926","21,191","26,123","4,932",,,,,"26,123",,,,,"4,547",385,,,,,,,161,161,10,33,138,"26,123","21,191",0.01,0.01
SCL,03Jun2020,Pacific,N,"20,746","20,847","25,434","4,587",,,,,"25,434",,,,,"4,186",401,,,,,,,157,157,21,31,147,"25,434","20,847",0.01,0.02
SCL,04Jun2020,Pacific,N,"20,744","20,829","24,845","4,016",,,,,"24,845",,,,,"3,226",790,,,,,,,153,153,1,25,129,"24,845","20,829",0.01,0.01
SCL,05Jun2020,Pacific,N,"21,548","21,641","27,403","5,762",,,,,"27,403",,,,,"5,066",696,,,,,,,169,169,0,36,134,"27,403","21,641",0.01,0.01
SCL,06Jun2020,Pacific,N,"20,776","20,451","24,318","3,867",,,,,"24,318",,,,,"2,368","1,499",,,,,,,150,150,1,24,126,"24,318","20,451",0.01,0.01
SCL,07Jun2020,Pacific,N,"21,234","20,579","21,004",425,,,,,"21,004",,,,,"-1,341","1,766",,,,,,,130,130,12,13,129,"21,004","20,579",0.01,0.01
SCL,08Jun2020,Pacific,N,"21,178","21,584","25,978","4,394",,,,,"25,978",,,,,"3,450",944,,,,,,,160,160,0,28,133,"25,978","21,584",0.01,0.01
SCL,09Jun2020,Pacific,N,"21,098","21,440","28,088","6,648",,,,,"28,088",,,,,"6,151",497,,,,,,,173,173,6,42,137,"28,088","21,440",0.01,0.01
SCL,10Jun2020,Pacific,N,"21,408","21,176","27,758","6,582",,,,,"27,758",,,,,"6,552",30,,,,,,,171,171,37,48,160,"27,758","21,176",0.01,0.02
SCL,11Jun2020,Pacific,N,"21,228","20,934","27,161","6,227",,,,,"27,161",,,,,"6,064",163,,,,,,,168,168,30,43,154,"27,161","20,934",0.01,0.02
SCL,12Jun2020,Pacific,N,"21,994","21,783","26,711","4,928",,,,,"26,711",,,,,"4,892",36,,,,,,,165,165,24,34,155,"26,711","21,783",0.01,0.02
SCL,13Jun2020,Pacific,N,"21,208","20,424","23,020","2,596",,,,,"23,020",,,,,"1,664",932,,,,,,,142,142,4,19,127,"23,020","20,424",0.01,0.01
SCL,14Jun2020,Pacific,N,"21,434","19,373","23,330","3,957",,,,,"23,330",,,,,"3,040",917,,,,,,,144,144,5,29,120,"23,330","19,373",0.01,0.01
SCL,15Jun2020,Pacific,N,"22,470","21,083","25,834","4,751",,,,,"25,834",,,,,"4,886",-135,,,,,,,159,159,76,38,198,"25,834","21,083",0.01,0.02
SCL,16Jun2020,Pacific,N,"21,194","20,915","25,120","4,205",,,,,"25,120",,,,,"3,701",504,,,,,,,155,155,6,27,134,"25,120","20,915",0.01,0.01
SCL,17Jun2020,Pacific,N,"21,240","20,914","24,628","3,714",,,,,"24,628",,,,,"3,296",418,,,,,,,152,152,1,23,129,"24,628","20,914",0.01,0.01
SCL,18Jun2020,Pacific,N,"22,446","21,940","25,280","3,340",,,,,"25,280",,,,,"3,936",-596,,,,,,,156,156,123,37,242,"25,280","21,940",0.01,0.02
SCL,19Jun2020,Pacific,N,"22,800","22,519","25,382","2,863",,,,,"25,382",,,,,"2,482",381,,,,,,,157,157,37,28,166,"25,382","22,519",0.01,0.02
SCL,20Jun2020,Pacific,N,"21,174","20,968","24,310","3,342",,,,,"24,310",,,,,"3,221",121,,,,,,,150,150,22,24,148,"24,310","20,968",0.01,0.02
SCL,21Jun2020,Pacific,N,"20,550","20,359","21,103",744,,,,,"21,103",,,,,855,-111,,,,,,,130,130,27,12,146,"21,103","20,359",0.01,0.02
SCL,22Jun2020,Pacific,N,"22,516","22,365","24,468","2,103",,,,,"24,468",,,,,"3,048",-945,,,,,,,151,151,228,40,339,"24,468","22,365",0.01,0.03
SCL,23Jun2020,Pacific,N,"23,520","23,118","25,660","2,541",,,,,"25,660",,,,,"3,961","-1,420",,,,,,,158,158,376,60,475,"25,660","23,119",0.01,0.05
SCL,24Jun2020,Pacific,N,"22,466","22,326","25,384","3,058",,,,,"25,384",,,,,"3,593",-535,,,,,,,157,157,61,30,188,"25,384","22,326",0.01,0.02
SCL,25Jun2020,Pacific,N,"22,120","22,128","28,606","6,478",,,,,"28,606",,,,,"6,905",-427,,,,,,,177,177,143,74,246,"28,606","22,128",0.01,0.02
SCL,26Jun2020,Pacific,N,"22,986","22,820","29,097","6,277",,,,,"29,097",,,,,"6,194",83,,,,,,,180,180,16,43,153,"29,097","22,820",0.01,0.01
SCL,27Jun2020,Pacific,N,"20,522","20,675","24,509","3,834",,,,,"24,509",,,,,"2,325","1,509",,,,,,,151,151,2,26,128,"24,509","20,675",0.01,0.01
SCL,28Jun2020,Pacific,N,"20,504","20,656","26,700","6,044",,,,,"26,700",,,,,"4,373","1,671",,,,,,,165,165,1,38,128,"26,700","20,656",0.01,0.01
SCL,29Jun2020,Pacific,N,"22,636","22,239","28,749","6,510",,,,,"28,749",,,,,"5,199","1,311",,,,,,,177,177,3,42,139,"28,749","22,239",0.01,0.01
SCL,30Jun2020,Pacific,N,"22,216","22,179","28,648","6,469",,,,,"28,648",,,,,"5,230","1,239",,,,,,,177,177,0,40,137,"28,648","22,179",0.01,0.01
SCL,01Jul2020,Pacific,N,"21,378","21,105","22,709","1,604",,,,,"22,709",,,,,317,"1,287",,,,,,,140,140,17,18,139,"22,709","21,105",0.01,0.01
SCL,02Jul2020,Pacific,N,"21,070","20,909","27,078","6,169",,,,,"27,078",,,,,"5,604",565,,,,,,,167,167,20,44,143,"27,078","20,909",0.01,0.02
SCL,03Jul2020,Pacific,N,"20,548","20,613","29,571","8,958",,,,,"29,571",,,,,"9,068",-110,,,,,,,183,183,29,64,148,"29,571","20,613",0.01,0.02
SCL,04Jul2020,Pacific,N,"20,921","19,668","23,249","3,581",,,,,"23,249",,,,,"3,781",-200,,,,,,,144,144,91,30,204,"23,249","19,668",0.01,0.02
SCL,05Jul2020,Pacific,N,"20,761","20,270","22,076","1,806",,,,,"22,076",,,,,"2,308",-502,,,,,,,136,136,165,25,276,"22,076","20,270",0.01,0.03
SCL,06Jul2020,Pacific,N,"22,074","22,110","24,752","2,642",,,,,"24,752",,,,,"2,696",-54,,,,,,,153,153,85,26,212,"24,752","22,110",0.01,0.02
SCL,07Jul2020,Pacific,N,"21,304","21,292","27,958","6,666",,,,,"27,958",,,,,"6,032",634,,,,,,,173,173,6,43,136,"27,958","21,292",0.01,0.01
SCL,08Jul2020,Pacific,N,"21,168","21,140","25,148","4,008",,,,,"25,148",,,,,"4,600",-592,,,,,,,155,155,182,57,280,"25,148","21,140",0.01,0.03
SCL,09Jul2020,Pacific,N,"21,182","20,971","25,012","4,041",,,,,"25,012",,,,,"5,155","-1,114",,,,,,,154,154,344,94,405,"25,012","20,971",0.01,0.04
SCL,10Jul2020,Pacific,N,"21,975","21,741","22,864","1,123",,,,,"22,864",,,,,"2,981","-1,858",,,,,,,141,141,610,78,673,"22,864","21,741",0.01,0.07
SCL,11Jul2020,Pacific,N,"20,800","20,366","19,856",-510,,,,,"19,856",,,,,753,"-1,263",,,,,,,123,123,387,32,478,"19,856","20,366",0.01,0.05
SCL,12Jul2020,Pacific,N,"20,749","20,344","20,983",639,,,,,"20,983",,,,,"1,604",-965,,,,,,,130,130,221,26,325,"20,983","20,344",0.01,0.04
SCL,13Jul2020,Pacific,N,"22,362","22,367","22,001",-366,,,,,"22,001",,,,,"1,656","-2,022",,,,,,,136,136,692,66,762,"22,001","22,367",0.01,0.08
SCL,14Jul2020,Pacific,N,"21,902","21,840","21,513",-327,,,,,"21,513",,,,,"1,468","-1,795",,,,,,,133,133,702,77,758,"21,513","21,840",0.01,0.08
SCL,15Jul2020,Pacific,N,"22,252","22,005","21,913",-92,,,,,"21,913",,,,,"1,214","-1,306",,,,,,,135,135,506,53,588,"21,913","22,005",0.01,0.06
SCL,16Jul2020,Pacific,N,"22,100","22,207","19,343","-2,864",,,,,"19,343",,,,,"-2,024",-840,,,,,,,119,119,437,5,551,"19,343","22,207",0.01,0.05
SCL,17Jul2020,Pacific,N,"22,532","21,964","21,173",-791,,,,,"21,173",,,,,-41,-750,,,,,,,131,131,267,13,385,"21,173","21,964",0.01,0.04
SCL,18Jul2020,Pacific,N,"21,218","20,951","21,841",890,,,,,"21,841",,,,,"1,490",-600,,,,,,,135,135,241,24,352,"21,841","20,951",0.01,0.04
SCL,19Jul2020,Pacific,N,"21,492","21,699","21,629",-70,,,,,"21,629",,,,,"1,088","-1,158",,,,,,,134,134,488,41,580,"21,629","21,699",0.01,0.06
SCL,20Jul2020,Pacific,N,"23,920","24,674","21,365","-3,309",,,,,"21,365",,,,,623,"-3,932",,,,,,,132,132,"1,598",159,"1,570","21,365","24,674",0.01,0.14
SCL,21Jul2020,Pacific,N,"24,484","24,663","22,235","-2,428",,,,,"22,235",,,,,-761,"-1,667",,,,,,,137,137,729,37,829,"22,235","24,663",0.01,0.07
SCL,22Jul2020,Pacific,N,"22,740","22,278","19,684","-2,594",,,,,"19,684",,,,,"-2,115",-479,,,,,,,122,122,347,8,461,"19,684","22,278",0.01,0.05
SCL,23Jul2020,Pacific,N,"21,694","21,144","18,465","-2,679",,,,,"18,465",,,,,"-2,177",-502,,,,,,,114,114,264,1,377,"18,465","21,144",0.01,0.04
SCL,24Jul2020,Pacific,N,"22,280","21,571","16,873","-4,698",,,,,"16,873",,,,,"-3,989",-709,,,,,,,104,104,438,0,542,"16,873","21,571",0.01,0.06
SCL,25Jul2020,Pacific,N,"20,944","20,541","14,833","-5,708",,,,,"14,833",,,,,"-4,395","-1,313",,,,,,,92,92,869,0,960,"14,833","20,541",0.01,0.10
SCL,26Jul2020,Pacific,N,"21,844","21,469","12,131","-9,338",,,,,"12,131",,,,,"-7,520","-1,818",,,,,,,75,75,"1,385",0,"1,460","12,131","21,469",0.01,0.15
SCL,27Jul2020,Pacific,N,"24,940","25,220","14,910","-10,310",,,,,"14,910",,,,,"-8,296","-2,014",,,,,,,92,92,"1,569",4,"1,657","14,910","25,220",0.01,0.14
SCL,28Jul2020,Pacific,N,"24,762","23,822","16,114","-7,708",,,,,"16,114",,,,,"-6,100","-1,608",,,,,,,99,99,984,0,"1,083","16,114","23,822",0.01,0.10
SCL,29Jul2020,Pacific,N,"23,616","22,805","12,963","-9,842",,,,,"12,963",,,,,"-7,908","-1,934",,,,,,,80,80,"1,430",0,"1,510","12,963","22,805",0.01,0.15
SCL,30Jul2020,Pacific,N,"23,652","23,535","15,373","-8,162",,,,,"15,373",,,,,"-6,701","-1,461",,,,,,,95,95,"1,097",6,"1,186","15,373","23,535",0.01,0.11
SCL,31Jul2020,Pacific,N,"24,324","24,001","12,505","-11,496",,,,,"12,505",,,,,"-9,995","-1,501",,,,,,,77,77,"1,227",0,"1,305","12,505","24,001",0.01,0.12
SCL,01Aug2020,Pacific,N,"21,964","21,506","12,135","-9,371",,,,,"12,135",,,,,"-7,260","-2,111",,,,,,,75,75,"1,316",0,"1,391","12,135","21,506",0.01,0.14
SCL,02Aug2020,Pacific,N,"22,094","21,845","11,165","-10,680",,,,,"11,165",,,,,"-8,986","-1,694",,,,,,,69,69,"1,257",0,"1,326","11,165","21,845",0.01,0.13
SCL,03Aug2020,Pacific,N,"23,798","24,040","13,562","-10,478",,,,,"13,562",,,,,"-8,684","-1,794",,,,,,,84,84,"1,365",0,"1,449","13,562","24,040",0.01,0.13
SCL,04Aug2020,Pacific,N,"23,706","23,948","12,747","-11,201",,,,,"12,747",,,,,"-8,938","-2,263",,,,,,,79,79,"1,806",0,"1,885","12,747","23,948",0.01,0.17
SCL,05Aug2020,Pacific,N,"22,880","23,000","11,965","-11,035",,,,,"11,965",,,,,"-9,228","-1,807",,,,,,,74,74,"1,532",0,"1,606","11,965","23,000",0.01,0.15
SCL,06Aug2020,Pacific,N,"22,034","21,375","10,267","-11,108",,,,,"10,267",,,,,"-10,327",-781,,,,,,,63,63,818,0,881,"10,267","21,375",0.01,0.09
SCL,07Aug2020,Pacific,N,"22,628","22,019","10,423","-11,596",,,,,"10,423",,,,,"-9,775","-1,821",,,,,,,64,64,"1,480",0,"1,544","10,423","22,019",0.01,0.15
SCL,08Aug2020,Pacific,N,"21,094","20,542","10,011","-10,531",,,,,"10,011",,,,,"-9,332","-1,199",,,,,,,62,62,"1,027",0,"1,089","10,011","20,542",0.01,0.12
SCL,09Aug2020,Pacific,N,"20,874","20,675","9,952","-10,723",,,,,"9,952",,,,,"-8,450","-2,273",,,,,,,61,61,"1,791",0,"1,852","9,952","20,675",0.01,0.20
SCL,10Aug2020,Pacific,N,"23,385","23,172","10,303","-12,869",,,,,"10,303",,,,,"-10,202","-2,667",,,,,,,64,64,"2,271",0,"2,335","10,303","23,172",0.01,0.22
SCL,11Aug2020,Pacific,N,"22,632","22,262","9,081","-13,181",,,,,"9,081",,,,,"-11,582","-1,599",,,,,,,56,56,"1,642",0,"1,698","9,081","22,262",0.01,0.17
SCL,12Aug2020,Pacific,N,"21,396","20,975","9,109","-11,866",,,,,"9,109",,,,,"-10,669","-1,197",,,,,,,56,56,"1,357",0,"1,413","9,109","20,975",0.01,0.15
SCL,13Aug2020,Pacific,N,"21,346","21,084","10,537","-10,547",,,,,"10,537",,,,,"-8,777","-1,770",,,,,,,65,65,"1,673",0,"1,738","10,537","21,084",0.01,0.18
SCL,14Aug2020,Pacific,N,"22,550","22,332","8,766","-13,566",,,,,"8,766",,,,,"-10,852","-2,714",,,,,,,54,54,"2,471",0,"2,525","8,766","22,332",0.01,0.25
SCL,15Aug2020,Pacific,N,"21,876","22,105","9,169","-12,936",,,,,"9,169",,,,,"-10,970","-1,966",,,,,,,57,57,"2,254",7,"2,304","9,169","22,105",0.01,0.23
SCL,16Aug2020,Pacific,N,"22,866","23,749","8,502","-15,247",,,,,"8,502",,,,,"-12,900","-2,347",,,,,,,52,52,"2,534",3,"2,584","8,502","23,749",0.01,0.24
SCL,17Aug2020,Pacific,N,"25,226","26,039","9,979","-16,060",,,,,"9,979",,,,,"-12,764","-3,296",,,,,,,62,62,"2,716",0,"2,777","9,979","26,039",0.01,0.24
SCL,18Aug2020,Pacific,N,"24,612","24,621","10,293","-14,328",,,,,"10,293",,,,,"-11,494","-2,834",,,,,,,64,64,"2,260",0,"2,323","10,293","24,621",0.01,0.21
SCL,19Aug2020,Pacific,N,"23,168","23,193","8,521","-14,672",,,,,"8,521",,,,,"-12,383","-2,289",,,,,,,53,53,"1,876",0,"1,928","8,521","23,193",0.01,0.18
SCL,20Aug2020,Pacific,N,"22,878","23,056","8,262","-14,794",,,,,"8,262",,,,,"-12,724","-2,070",,,,,,,51,51,"1,707",0,"1,758","8,262","23,056",0.01,0.17
SCL,21Aug2020,Pacific,N,"23,570","23,454","9,469","-13,985",,,,,"9,469",,,,,"-11,735","-2,250",,,,,,,58,58,"1,785",0,"1,844","9,469","23,454",0.01,0.17
SCL,22Aug2020,Pacific,N,"21,316","21,015","7,173","-13,842",,,,,"7,173",,,,,"-11,381","-2,461",,,,,,,44,44,"1,992",0,"2,037","7,173","21,015",0.01,0.21
SCL,23Aug2020,Pacific,N,"21,292","20,820","6,225","-14,595",,,,,"6,225",,,,,"-11,527","-3,068",,,,,,,38,38,"2,829",0,"2,868","6,225","20,820",0.01,0.30
SCL,24Aug2020,Pacific,N,"22,938","22,709","6,658","-16,051",,,,,"6,658",,,,,"-12,771","-3,280",,,,,,,41,41,"2,837",0,"2,878","6,658","22,709",0.01,0.28
SCL,25Aug2020,Pacific,N,"22,824","22,790","7,918","-14,872",,,,,"7,918",,,,,"-11,722","-3,150",,,,,,,49,49,"2,659",0,"2,708","7,918","22,790",0.01,0.26
SCL,26Aug2020,Pacific,N,"21,666","21,709","6,428","-15,281",,,,,"6,428",,,,,"-12,806","-2,475",,,,,,,40,40,"2,325",0,"2,365","6,428","21,709",0.01,0.24
SCL,27Aug2020,Pacific,N,"21,822","21,786","6,839","-14,947",,,,,"6,839",,,,,"-12,723","-2,224",,,,,,,42,42,"2,202",0,"2,244","6,839","21,786",0.01,0.23
SCL,28Aug2020,Pacific,N,"22,562","22,560","9,055","-13,505",,,,,"9,055",,,,,"-10,952","-2,553",,,,,,,56,56,"2,152",0,"2,208","9,055","22,560",0.01,0.22
SCL,29Aug2020,Pacific,N,"20,846","20,581","6,052","-14,529",,,,,"6,052",,,,,"-12,723","-1,806",,,,,,,37,37,"1,840",0,"1,878","6,052","20,581",0.01,0.20
SCL,30Aug2020,Pacific,N,"20,962","20,470","7,502","-12,968",,,,,"7,502",,,,,"-10,552","-2,416",,,,,,,46,46,"2,345",0,"2,392","7,502","20,470",0.01,0.26
SCL,31Aug2020,Pacific,N,"22,648","22,204","5,697","-16,507",,,,,"5,697",,,,,"-14,044","-2,463",,,,,,,35,35,"2,438",0,"2,474","5,697","22,204",0.01,0.25
SCL,01Sep2020,Pacific,N,"23,076","23,230","6,538","-16,692",,,,,"6,538",,,,,"-13,840","-2,852",,,,,,,40,40,"3,005",0,"3,045","6,538","23,230",0.01,0.29
SCL,02Sep2020,Pacific,N,"22,544","22,650","5,498","-17,152",,,,,"5,498",,,,,"-14,551","-2,601",,,,,,,34,34,"2,915",0,"2,949","5,498","22,650",0.01,0.29
SCL,03Sep2020,Pacific,N,"22,460","22,280","5,466","-16,814",,,,,"5,466",,,,,"-14,127","-2,687",,,,,,,34,34,"2,895",0,"2,929","5,466","22,280",0.01,0.29
SCL,04Sep2020,Pacific,N,"23,666","23,357","6,895","-16,462",,,,,"6,895",,,,,"-13,176","-3,286",,,,,,,43,43,"2,427",0,"2,469","6,895","23,357",0.01,0.23
SCL,05Sep2020,Pacific,N,"21,640","20,987","6,065","-14,922",,,,,"6,065",,,,,"-12,429","-2,493",,,,,,,37,37,"2,004",0,"2,042","6,065","20,987",0.01,0.21
SCL,06Sep2020,Pacific,N,,"20,954","6,858","-14,096",,,,,"6,858",,,,,"-11,726","-2,370",,,,,,,42,42,"2,477",0,"2,519","6,858","20,954",0.01,0.27
SCL,07Sep2020,Pacific,N,,"21,993","8,902","-13,091",,,,,"8,902",,,,,"-10,982","-2,109",,,,,,,55,55,"2,218",0,"2,273","8,902","21,993",0.01,0.23
SCL,08Sep2020,Pacific,N,"23,982","23,288","9,793","-13,495",,,,,"9,793",,,,,"-12,005","-1,490",,,,,,,60,60,"1,567",0,"1,627","9,793","23,288",0.01,0.15
SCL,09Sep2020,Pacific,N,"23,321","23,278","10,937","-12,341",,,,,"10,937",,,,,"-11,221","-1,120",,,,,,,68,68,"1,169",0,"1,237","10,937","23,278",0.01,0.12
SCL,10Sep2020,Pacific,N,"24,044","23,591","11,438","-12,153",,,,,"11,438",,,,,"-10,950","-1,203",,,,,,,71,71,"1,215",0,"1,285","11,438","23,591",0.01,0.12
SCL,11Sep2020,Pacific,N,"23,667","23,255","10,400","-12,855",,,,,"10,400",,,,,"-11,878",-977,,,,,,,64,64,"1,000",0,"1,064","10,400","23,255",0.01,0.10
SCL,12Sep2020,Pacific,N,"20,904","21,269","11,205","-10,064",,,,,"11,205",,,,,"-9,430",-634,,,,,,,69,69,762,0,831,"11,205","21,269",0.01,0.09
SCL,13Sep2020,Pacific,N,,"21,135","9,602","-11,533",,,,,"9,602",,,,,"-10,284","-1,249",,,,,,,59,59,"1,232",0,"1,291","9,602","21,135",0.01,0.13
SCL,14Sep2020,Pacific,N,"22,770","22,143","11,976","-10,167",,,,,"11,976",,,,,"-8,960","-1,207",,,,,,,74,74,"1,112",0,"1,186","11,976","22,143",0.01,0.12
SCL,15Sep2020,Pacific,N,"23,362","22,475","10,836","-11,639",,,,,"10,836",,,,,"-10,040","-1,599",,,,,,,67,67,"1,491",0,"1,558","10,836","22,475",0.01,0.15
SCL,16Sep2020,Pacific,N,"22,699","22,315","7,913","-14,402",,,,,"7,913",,,,,"-12,834","-1,568",,,,,,,49,49,"1,722",0,"1,771","7,913","22,315",0.01,0.18
SCL,17Sep2020,Pacific,N,"22,230","22,365","10,410","-11,955",,,,,"10,410",,,,,"-10,559","-1,396",,,,,,,64,64,"1,428",0,"1,492","10,410","22,365",0.01,0.15
SCL,18Sep2020,Pacific,N,"21,510","22,907","11,187","-11,720",,,,,"11,187",,,,,"-10,247","-1,473",,,,,,,69,69,"1,274",0,"1,343","11,187","22,907",0.01,0.13
SCL,19Sep2020,Pacific,N,"19,966","21,537","11,377","-10,160",,,,,"11,377",,,,,"-9,491",-669,,,,,,,70,70,910,0,980,"11,377","21,537",0.01,0.10
SCL,20Sep2020,Pacific,N,"19,749","21,327","11,852","-9,475",,,,,"11,852",,,,,"-8,365","-1,110",,,,,,,73,73,"1,183",1,"1,256","11,852","21,327",0.01,0.13
SCL,21Sep2020,Pacific,N,"21,636","22,778","13,409","-9,369",,,,,"13,409",,,,,"-7,375","-1,994",,,,,,,83,83,"1,539",0,"1,621","13,409","22,778",0.01,0.16
SCL,22Sep2020,Pacific,N,"21,763","22,673","12,328","-10,345",,,,,"12,328",,,,,"-8,229","-2,116",,,,,,,76,76,"1,487",0,"1,563","12,328","22,673",0.01,0.15
SCL,23Sep2020,Pacific,N,"21,692","22,254","12,691","-9,563",,,,,"12,691",,,,,"-7,690","-1,873",,,,,,,78,78,"1,426",0,"1,504","12,691","22,254",0.01,0.15
SCL,24Sep2020,Pacific,N,"21,537","21,770","10,762","-11,008",,,,,"10,762",,,,,"-9,272","-1,736",,,,,,,66,66,"1,326",0,"1,393","10,762","21,770",0.01,0.14
SCL,25Sep2020,Pacific,N,"21,572","22,761","12,437","-10,324",,,,,"12,437",,,,,"-9,058","-1,266",,,,,,,77,77,"1,133",0,"1,210","12,437","22,761",0.01,0.12
SCL,26Sep2020,Pacific,N,"19,964","21,334","14,055","-7,279",,,,,"14,055",,,,,"-6,186","-1,093",,,,,,,87,87,811,0,898,"14,055","21,334",0.01,0.09
SCL,27Sep2020,Pacific,N,"19,928","21,129","15,373","-5,756",,,,,"15,373",,,,,"-4,294","-1,462",,,,,,,95,95,859,0,953,"15,373","21,129",0.01,0.10
SCL,28Sep2020,Pacific,N,"21,949","23,065","15,607","-7,458",,,,,"15,607",,,,,"-5,920","-1,538",,,,,,,96,96,967,0,"1,064","15,607","23,065",0.01,0.10
SCL,29Sep2020,Pacific,N,"22,377","23,233","15,715","-7,518",,,,,"15,715",,,,,"-5,709","-1,809",,,,,,,97,97,"1,191",0,"1,288","15,715","23,233",0.01,0.12
SCL,30Sep2020,Pacific,N,"22,790","22,237","14,032","-8,205",,,,,"14,032",,,,,"-6,274","-1,931",,,,,,,87,87,"1,188",0,"1,275","14,032","22,237",0.01,0.13
SCL,01Oct2020,Pacific,N,"22,200","21,746","12,683","-9,063",,,,,"12,683",,,,,"-7,747","-1,316",,,,,,,78,78,"1,156",0,"1,234","12,683","21,746",0.01,0.13
SCL,02Oct2020,Pacific,N,"21,823","22,692","16,181","-6,511",,,,,"16,181",,,,,"-5,766",-745,,,,,,,100,100,756,0,856,"16,181","22,692",0.01,0.08
SCL,03Oct2020,Pacific,N,"20,151","21,133","16,449","-4,684",,,,,"16,449",,,,,"-4,035",-649,,,,,,,102,102,640,3,739,"16,449","21,133",0.01,0.08
SCL,04Oct2020,Pacific,N,"20,110","21,358","15,587","-5,771",,,,,"15,587",,,,,"-5,268",-503,,,,,,,96,96,584,0,680,"15,587","21,358",0.01,0.07
SCL,05Oct2020,Pacific,N,"22,047","23,026","15,427","-7,599",,,,,"15,427",,,,,"-6,284","-1,315",,,,,,,95,95,955,0,"1,050","15,427","23,026",0.01,0.10
SCL,06Oct2020,Pacific,N,"21,963","22,736","14,485","-8,251",,,,,"14,485",,,,,"-6,143","-2,108",,,,,,,89,89,"1,440",0,"1,529","14,485","22,736",0.01,0.15
SCL,07Oct2020,Pacific,N,"21,904","21,904","14,675","-7,229",,,,,"14,675",,,,,"-5,864","-1,365",,,,,,,91,91,"1,110",0,"1,201","14,675","21,904",0.01,0.12
SCL,08Oct2020,Pacific,N,"21,950","21,787","14,518","-7,269",,,,,"14,518",,,,,"-6,631",-638,,,,,,,90,90,651,0,741,"14,518","21,787",0.01,0.07
SCL,09Oct2020,Pacific,N,"21,784","22,584","15,179","-7,405",,,,,"15,179",,,,,"-6,172","-1,233",,,,,,,94,94,886,0,979,"15,179","22,584",0.01,0.10
SCL,10Oct2020,Pacific,N,"20,585","21,447","15,729","-5,718",,,,,"15,729",,,,,"-4,875",-843,,,,,,,97,97,607,0,705,"15,729","21,447",0.01,0.07
SCL,11Oct2020,Pacific,N,"20,353","21,925","15,466","-6,459",,,,,"15,466",,,,,"-4,892","-1,567",,,,,,,95,95,757,0,852,"15,466","21,925",0.01,0.09
SCL,12Oct2020,Pacific,N,"22,635","23,744","15,286","-8,458",,,,,"15,286",,,,,"-6,234","-2,224",,,,,,,94,94,"1,001",0,"1,096","15,286","23,744",0.01,0.10
SCL,13Oct2020,Pacific,N,"22,576","23,628","14,446","-9,182",,,,,"14,446",,,,,"-6,916","-2,266",,,,,,,89,89,"1,046",0,"1,135","14,446","23,628",0.01,0.11
SCL,14Oct2020,Pacific,N,"22,700","22,816","14,939","-7,877",,,,,"14,939",,,,,"-5,935","-1,942",,,,,,,92,92,931,0,"1,024","14,939","22,816",0.01,0.10
SCL,15Oct2020,Pacific,N,"22,619","22,558","16,215","-6,343",,,,,"16,215",,,,,"-4,335","-2,008",,,,,,,100,100,"1,051",0,"1,151","16,215","22,558",0.01,0.11
SCL,16Oct2020,Pacific,N,"22,474","23,661","16,977","-6,684",,,,,"16,977",,,,,"-4,576","-2,108",,,,,,,105,105,"1,063",0,"1,168","16,977","23,661",0.01,0.11
SCL,17Oct2020,Pacific,N,"21,241","22,110","16,550","-5,560",,,,,"16,550",,,,,"-2,900","-2,660",,,,,,,102,102,902,0,"1,004","16,550","22,110",0.01,0.10
SCL,18Oct2020,Pacific,N,"20,730","22,564","15,999","-6,565",,,,,"15,999",,,,,"-4,204","-2,361",,,,,,,99,99,971,0,"1,070","15,999","22,564",0.01,0.10
