BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PSEI,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
SCL,18May2018,Pacific,N,"23,397","23,507","27,312","3,805",,,,,,,,,,"4,407",-602,,,,,,,,,,,,,,,
SCL,19May2018,Pacific,N,"22,230","22,274","29,014","6,740",,,,,,,,,,"6,769",-29,,,,,,,,,,,,,,,
SCL,20May2018,Pacific,N,"22,014","21,717","26,344","4,627",,,,,,,,,,"3,879",748,,,,,,,,,,,,,,,
SCL,21May2018,Pacific,N,"23,980","24,204","26,906","2,702",,,,,,,,,,"3,172",-470,,,,,,,,,,,,,,,
SCL,22May2018,Pacific,N,"24,534","24,582","27,072","2,490",,,,,,,,,,"3,505","-1,015",,,,,,,,,,,,,,,
SCL,23May2018,Pacific,N,"24,339","24,897","27,010","2,113",,,,,,,,,,"3,106",-993,,,,,,,,,,,,,,,
SCL,24May2018,Pacific,N,"23,522","22,869","25,478","2,609",,,,,,,,,,"1,886",723,,,,,,,,,,,,,,,
SCL,25May2018,Pacific,N,"23,443","23,212","25,142","1,930",,,,,,,,,,"1,769",161,,,,,,,,,,,,,,,
SCL,26May2018,Pacific,N,"21,486","21,307","22,080",773,,,,,,,,,,575,198,,,,,,,,,,,,,,,
SCL,27May2018,Pacific,N,"21,313","21,030","23,700","2,670",,,,,,,,,,"2,242",428,,,,,,,,,,,,,,,
SCL,28May2018,Pacific,N,"22,460","21,587","23,637","2,050",,,,,,,,,,"1,708",342,,,,,,,,,,,,,,,
SCL,29May2018,Pacific,N,"23,890","23,433","24,245",812,,,,,,,,,,"2,883","-2,071",,,,,,,,,,,,,,,
SCL,30May2018,Pacific,N,"23,767","23,556","26,358","2,802",,,,,,,,,,"5,811","-3,009",,,,,,,,,,,,,,,
SCL,31May2018,Pacific,N,"23,264","22,367","24,624","2,257",,,,,,,,,,"3,641","-1,384",,,,,,,,,,,,,,,
SCL,01Jun2018,Pacific,N,"23,634","23,139","25,099","1,960",,,,,,,,,,"2,930",-970,,,,,,,,,,,,,,,
SCL,02Jun2018,Pacific,N,"21,968","21,740","27,337","5,597",,,,,,,,,,"7,667","-2,070",,,,,,,,,,,,,,,
SCL,03Jun2018,Pacific,N,"22,136","21,593","27,534","5,941",,,,,,,,,,"7,384","-1,443",,,,,,,,,,,,,,,
SCL,04Jun2018,Pacific,N,"24,062","23,786","25,439","1,653",,,,,,,,,,"3,450","-1,797",,,,,,,,,,,,,,,
SCL,05Jun2018,Pacific,N,"23,920","23,621","27,568","3,947",,,,,,,,,,"6,136","-2,189",,,,,,,,,,,,,,,
SCL,06Jun2018,Pacific,N,"24,129","23,976","27,229","3,253",,,,,,,,,,"5,765","-2,512",,,,,,,,,,,,,,,
SCL,07Jun2018,Pacific,N,"22,898","22,216","26,715","4,499",,,,,,,,,,"6,027","-1,528",,,,,,,,,,,,,,,
SCL,08Jun2018,Pacific,N,"23,172","22,163","27,705","5,542",,,,,,,,,,"7,351","-1,809",,,,,,,,,,,,,,,
SCL,09Jun2018,Pacific,N,"21,784","21,641","25,861","4,220",,,,,,,,,,"5,006",-786,,,,,,,,,,,,,,,
SCL,10Jun2018,Pacific,N,"22,253","21,719","25,646","3,927",,,,,,,,,,"4,291",-364,,,,,,,,,,,,,,,
SCL,11Jun2018,Pacific,N,"24,113","23,459","28,558","5,099",,,,,,,,,,"6,567","-1,468",,,,,,,,,,,,,,,
SCL,12Jun2018,Pacific,N,"24,111","22,214","26,715","4,501",,,,,,,,,,"4,702","-1,611",,,,,,,,,,,,,,,
SCL,13Jun2018,Pacific,N,"23,760","23,968","27,653","3,685",,,,,,,,,,"4,679",-994,,,,,,,,,,,,,,,
SCL,14Jun2018,Pacific,N,"22,751","22,656","29,777","7,121",,,,,,,,,,"8,248","-1,127",,,,,,,,,,,,,,,
SCL,15Jun2018,Pacific,N,"23,038","23,353","29,125","5,772",,,,,,,,,,"7,338","-1,566",,,,,,,,,,,,,,,
SCL,16Jun2018,Pacific,N,"21,585","21,935","29,413","7,478",,,,,,,,,,"8,771","-1,293",,,,,,,,,,,,,,,
SCL,17Jun2018,Pacific,N,"22,760","22,665","28,679","6,014",,,,,,,,,,"7,765","-1,751",,,,,,,,,,,,,,,
SCL,18Jun2018,Pacific,N,"25,645","26,310","28,469","2,159",,,,,,,,,,"4,773","-2,614",,,,,,,,,,,,,,,
SCL,19Jun2018,Pacific,N,"26,562","25,896","27,568","1,672",,,,,,,,,,"4,328","-2,656",,,,,,,,,,,,,,,
SCL,20Jun2018,Pacific,N,"27,597","25,773","27,999","2,226",,,,,,,,,,"4,896","-2,670",,,,,,,,,,,,,,,
SCL,21Jun2018,Pacific,N,"25,202","23,214","27,490","4,276",,,,,,,,,,"5,280","-1,004",,,,,,,,,,,,,,,
SCL,22Jun2018,Pacific,N,"24,279","23,483","24,873","1,390",,,,,,,,,,"3,300","-1,910",,,,,,,,,,,,,,,
SCL,23Jun2018,Pacific,N,"22,513","21,887","25,114","3,227",,,,,,,,,,"5,619","-2,392",,,,,,,,,,,,,,,
SCL,24Jun2018,Pacific,N,"23,290","21,727","25,069","3,342",,,,,,,,,,"5,624","-2,282",,,,,,,,,,,,,,,
SCL,25Jun2018,Pacific,N,"24,840","23,782","24,813","1,031",,,,,,,,,,"3,021","-1,990",,,,,,,,,,,,,,,
SCL,26Jun2018,Pacific,N,"24,665","23,579","23,769",190,,,,,,,,,,"1,985","-1,795",,,,,,,,,,,,,,,
SCL,27Jun2018,Pacific,N,"24,337","23,380","24,782","1,402",,,,,,,,,,"2,326",-924,,,,,,,,,,,,,,,
SCL,28Jun2018,Pacific,N,"23,153","22,317","24,352","2,035",,,,,,,,,,"1,164",871,,,,,,,,,,,,,,,
SCL,29Jun2018,Pacific,N,"24,060","23,283","26,129","2,846",,,,,,,,,,"1,511","1,335",,,,,,,,,,,,,,,
SCL,30Jun2018,Pacific,N,"21,924","21,783","25,449","3,666",,,,,,,,,,"2,431","1,235",,,,,,,,,,,,,,,
SCL,01Jul2018,Pacific,N,"22,041","21,506","23,188","1,682",,,,,"23,188",,,,,"1,285",397,,,,,,,154,154,5,13,146,"23,188","21,506",0.01,0.01
SCL,02Jul2018,Pacific,N,"23,899","23,289","23,331",42,,,,,"23,331",,,,,-159,201,,,,,,,155,155,38,6,187,"23,331","23,289",0.01,0.02
SCL,03Jul2018,Pacific,N,"24,014","23,363","24,151",788,,,,,"24,151",,,,,"1,509",-721,,,,,,,161,161,269,32,397,"24,151","23,363",0.01,0.04
SCL,04Jul2018,Pacific,N,"22,412","21,876","24,354","2,478",,,,,"24,354",,,,,"2,440",38,,,,,,,162,162,90,25,227,"24,354","21,876",0.01,0.02
SCL,05Jul2018,Pacific,N,"23,840","23,408","21,755","-1,653",,,,,"21,755",,,,,-588,"-1,065",,,,,,,145,145,438,7,576,"21,755","23,408",0.01,0.05
SCL,06Jul2018,Pacific,N,"24,860","24,246","20,269","-3,977",,,,,"20,269",,,,,"-3,049",-928,,,,,,,135,135,514,2,646,"20,269","24,246",0.01,0.06
SCL,07Jul2018,Pacific,N,"22,664","22,231","20,099","-2,132",,,,,"20,099",,,,,-961,"-1,171",,,,,,,134,134,536,17,653,"20,099","22,231",0.01,0.06
SCL,08Jul2018,Pacific,N,"22,626","21,919","19,272","-2,647",,,,,"19,272",,,,,"-1,299","-1,348",,,,,,,128,128,806,20,914,"19,272","21,919",0.01,0.09
SCL,09Jul2018,Pacific,N,"25,517","24,495","17,548","-6,947",,,,,"17,548",,,,,"-5,620","-1,327",,,,,,,117,117,"1,060",0,"1,177","17,548","24,495",0.01,0.11
SCL,10Jul2018,Pacific,N,"25,013","24,134","17,592","-6,542",,,,,"17,592",,,,,"-6,348",-194,,,,,,,117,117,548,6,659,"17,592","24,134",0.01,0.06
SCL,11Jul2018,Pacific,N,"24,853","25,026","18,209","-6,817",,,,,"18,209",,,,,"-5,503","-1,314",,,,,,,121,121,"1,017",0,"1,138","18,209","25,026",0.01,0.10
SCL,12Jul2018,Pacific,N,"24,660","24,824","18,748","-6,076",,,,,"18,748",,,,,"-4,868","-1,208",,,,,,,125,125,916,0,"1,041","18,748","24,824",0.01,0.09
SCL,13Jul2018,Pacific,N,"25,549","25,425","20,629","-4,796",,,,,"20,629",,,,,"-4,030",-766,,,,,,,137,137,628,0,765,"20,629","25,425",0.01,0.07
SCL,14Jul2018,Pacific,N,"23,379","23,284","20,634","-2,650",,,,,"20,634",,,,,"-2,723",73,,,,,,,137,137,385,10,511,"20,634","23,284",0.01,0.05
SCL,15Jul2018,Pacific,N,"23,826","24,255","18,967","-5,288",,,,,"18,967",,,,,"-4,948",-340,,,,,,,126,126,746,5,867,"18,967","24,255",0.01,0.08
SCL,16Jul2018,Pacific,N,"26,928","26,892","17,835","-9,057",,,,,"17,835",,,,,"-10,589","1,532",,,,,,,119,119,"1,153",62,"1,210","17,835","26,892",0.01,0.10
SCL,17Jul2018,Pacific,N,"27,027","26,716","16,560","-10,156",,,,,"16,560",,,,,"-13,210","3,054",,,,,,,110,110,"1,090",126,"1,073","16,560","26,716",0.01,0.09
SCL,18Jul2018,Pacific,N,"25,520","25,309","16,551","-8,758",,,,,"16,551",,,,,"-11,797","3,039",,,,,,,110,110,881,111,880,"16,551","25,309",0.01,0.08
SCL,19Jul2018,Pacific,N,"23,747","22,817","15,463","-7,354",,,,,"15,463",,,,,"-9,643","2,289",,,,,,,103,103,712,78,737,"15,463","22,817",0.01,0.07
SCL,20Jul2018,Pacific,N,"24,248","23,624","14,215","-9,409",,,,,"14,215",,,,,"-10,414","1,005",,,,,,,94,94,932,57,970,"14,215","23,624",0.01,0.09
SCL,21Jul2018,Pacific,N,"22,522","22,273","14,398","-7,875",,,,,"14,398",,,,,"-7,572",-303,,,,,,,96,96,764,7,853,"14,398","22,273",0.01,0.08
SCL,22Jul2018,Pacific,N,"23,240","22,822","13,655","-9,167",,,,,"13,655",,,,,"-8,787",-380,,,,,,,91,91,853,1,944,"13,655","22,822",0.01,0.09
SCL,23Jul2018,Pacific,N,"26,287","25,859","15,260","-10,599",,,,,"15,260",,,,,"-10,078",-521,,,,,,,101,101,"1,250",2,"1,349","15,260","25,859",0.01,0.12
SCL,24Jul2018,Pacific,N,"26,684","26,511","13,473","-13,038",,,,,"13,473",,,,,"-11,169","-1,869",,,,,,,90,90,"2,087",0,"2,176","13,473","26,511",0.01,0.18
SCL,25Jul2018,Pacific,N,"26,484","26,895","12,867","-14,028",,,,,"12,867",,,,,"-11,536","-2,492",,,,,,,86,86,"2,626",0,"2,711","12,867","26,895",0.01,0.22
SCL,26Jul2018,Pacific,N,"25,987","26,171","12,825","-13,346",,,,,"12,825",,,,,"-11,791","-1,555",,,,,,,85,85,"1,974",0,"2,059","12,825","26,171",0.01,0.17
SCL,27Jul2018,Pacific,N,"26,463","26,053","12,782","-13,271",,,,,"12,782",,,,,"-11,954","-1,317",,,,,,,85,85,"1,608",0,"1,693","12,782","26,053",0.01,0.14
SCL,28Jul2018,Pacific,N,"24,328","23,771","13,129","-10,642",,,,,"13,129",,,,,"-9,745",-897,,,,,,,87,87,"1,159",0,"1,246","13,129","23,771",0.01,0.12
SCL,29Jul2018,Pacific,N,"25,111","24,747","12,512","-12,235",,,,,"12,512",,,,,"-11,371",-864,,,,,,,83,83,"1,446",0,"1,529","12,512","24,747",0.01,0.14
SCL,30Jul2018,Pacific,N,"27,088","27,578","14,543","-13,035",,,,,"14,543",,,,,"-11,858","-1,177",,,,,,,97,97,"1,571",0,"1,667","14,543","27,578",0.01,0.13
SCL,31Jul2018,Pacific,N,"27,055","25,725","12,803","-12,922",,,,,"12,803",,,,,"-11,742","-1,180",,,,,,,85,85,"1,420",0,"1,505","12,803","25,725",0.01,0.13
SCL,01Aug2018,Pacific,N,"25,633","23,679","10,999","-12,680",,,,,"10,999",,,,,"-11,458","-1,222",,,,,,,73,73,"1,641",0,"1,714","10,999","23,679",0.01,0.16
SCL,02Aug2018,Pacific,N,"23,111","22,568","10,883","-11,685",,,,,"10,883",,,,,"-10,645","-1,040",,,,,,,72,72,"1,684",0,"1,756","10,883","22,568",0.01,0.17
SCL,03Aug2018,Pacific,N,"23,641","23,500","12,495","-11,005",,,,,"12,495",,,,,"-9,980","-1,025",,,,,,,83,83,"1,586",0,"1,669","12,495","23,500",0.01,0.16
SCL,04Aug2018,Pacific,N,"22,838","22,053","12,806","-9,247",,,,,"12,806",,,,,"-7,765","-1,482",,,,,,,85,85,"1,725",1,"1,809","12,806","22,053",0.01,0.18
SCL,05Aug2018,Pacific,N,"23,055","22,845","9,901","-12,944",,,,,"9,901",,,,,"-11,894","-1,050",,,,,,,66,66,"2,004",0,"2,070","9,901","22,845",0.01,0.20
SCL,06Aug2018,Pacific,N,"26,432","25,860","10,530","-15,330",,,,,"10,530",,,,,"-13,452","-1,878",,,,,,,70,70,"3,041",0,"3,111","10,530","25,860",0.01,0.27
SCL,07Aug2018,Pacific,N,"26,545","26,513","9,340","-17,173",,,,,"9,340",,,,,"-15,467","-1,706",,,,,,,62,62,"2,869",0,"2,931","9,340","26,513",0.01,0.24
SCL,08Aug2018,Pacific,N,"26,470","25,956","9,665","-16,291",,,,,"9,665",,,,,"-14,908","-1,383",,,,,,,64,64,"2,412",0,"2,477","9,665","25,956",0.01,0.21
SCL,09Aug2018,Pacific,N,"26,365","26,890","10,142","-16,748",,,,,"10,142",,,,,"-15,112","-1,636",,,,,,,67,67,"2,469",0,"2,537","10,142","26,890",0.01,0.21
SCL,10Aug2018,Pacific,N,"26,242","26,316","7,804","-18,512",,,,,"7,804",,,,,"-16,331","-2,181",,,,,,,52,52,"2,615",0,"2,667","7,804","26,316",0.01,0.22
SCL,11Aug2018,Pacific,N,"22,171","22,762","7,891","-14,871",,,,,"7,891",,,,,"-13,852","-1,019",,,,,,,52,52,"1,788",0,"1,840","7,891","22,762",0.01,0.18
SCL,12Aug2018,Pacific,N,"22,902","21,927","7,387","-14,540",,,,,"7,387",,,,,"-12,902","-1,638",,,,,,,49,49,"2,118",0,"2,167","7,387","21,927",0.01,0.22
SCL,13Aug2018,Pacific,N,"25,185","24,776","8,264","-16,512",,,,,"8,264",,,,,"-14,458","-2,054",,,,,,,55,55,"2,699",0,"2,754","8,264","24,776",0.01,0.25
SCL,14Aug2018,Pacific,N,"26,081","25,762","7,971","-17,791",,,,,"7,971",,,,,"-15,805","-1,986",,,,,,,53,53,"3,147",0,"3,200","7,971","25,762",0.01,0.27
SCL,15Aug2018,Pacific,N,"26,125","25,152","10,320","-14,832",,,,,"10,320",,,,,"-13,311","-1,521",,,,,,,69,69,"2,550",0,"2,618","10,320","25,152",0.01,0.23
SCL,16Aug2018,Pacific,N,"24,808","23,315","8,647","-14,668",,,,,"8,647",,,,,"-13,506","-1,162",,,,,,,57,57,"2,563",0,"2,620","8,647","23,315",0.01,0.25
SCL,17Aug2018,Pacific,N,"24,486","23,488","7,618","-15,870",,,,,"7,618",,,,,"-14,662","-1,208",,,,,,,51,51,"2,487",2,"2,536","7,618","23,488",0.01,0.24
SCL,18Aug2018,Pacific,N,"22,507","22,250","7,615","-14,635",,,,,"7,615",,,,,"-13,426","-1,209",,,,,,,51,51,"2,110",0,"2,161","7,615","22,250",0.01,0.21
SCL,19Aug2018,Pacific,N,"22,658","22,451","6,924","-15,527",,,,,"6,924",,,,,"-14,303","-1,224",,,,,,,46,46,"2,126",0,"2,172","6,924","22,451",0.01,0.21
SCL,20Aug2018,Pacific,N,"25,815","25,199","6,976","-18,223",,,,,"6,976",,,,,"-16,514","-1,709",,,,,,,46,46,"2,596",0,"2,642","6,976","25,199",0.01,0.23
SCL,21Aug2018,Pacific,N,"26,842","26,184","8,281","-17,903",,,,,"8,281",,,,,"-19,006","1,103",,,,,,,55,55,"2,314",103,"2,267","8,281","26,184",0.01,0.19
SCL,22Aug2018,Pacific,N,"26,004","26,088","9,446","-16,642",,,,,"9,446",,,,,"-17,669","1,027",,,,,,,63,63,"2,021",72,"2,012","9,446","26,088",0.01,0.17
SCL,23Aug2018,Pacific,N,"23,702","23,115","8,551","-14,564",,,,,"8,551",,,,,"-14,924",360,,,,,,,57,57,"1,227",17,"1,266","8,551","23,115",0.01,0.12
SCL,24Aug2018,Pacific,N,"23,468","23,301","8,373","-14,928",,,,,"8,373",,,,,"-14,740",-188,,,,,,,56,56,"1,355",2,"1,408","8,373","23,301",0.01,0.13
SCL,25Aug2018,Pacific,N,"21,663","21,469","8,389","-13,080",,,,,"8,389",,,,,"-12,959",-121,,,,,,,56,56,"1,103",7,"1,151","8,389","21,469",0.01,0.12
SCL,26Aug2018,Pacific,N,"21,537","20,873","6,811","-14,062",,,,,"6,811",,,,,"-15,987","1,362",,,,,,,45,45,"1,245",82,"1,208","6,811","21,436",0.01,0.12
SCL,27Aug2018,Pacific,N,"24,162","23,719","9,351","-14,368",,,,,"9,351",,,,,"-14,663",295,,,,,,,62,62,"1,782",36,"1,808","9,351","23,719",0.01,0.17
SCL,28Aug2018,Pacific,N,"24,444","24,354","6,728","-17,626",,,,,"6,728",,,,,"-17,437",-189,,,,,,,45,45,"2,339",21,"2,363","6,728","24,354",0.01,0.21
SCL,29Aug2018,Pacific,N,"23,461","24,181","7,467","-16,714",,,,,"7,467",,,,,"-16,978",264,,,,,,,50,50,"1,935",28,"1,957","7,467","24,181",0.01,0.18
SCL,30Aug2018,Pacific,N,"22,809","23,189","7,272","-15,917",,,,,"7,272",,,,,"-15,968",51,,,,,,,48,48,"1,754",33,"1,769","7,272","23,189",0.01,0.17
SCL,31Aug2018,Pacific,N,"23,231","23,399","8,186","-15,213",,,,,"8,186",,,,,"-15,606",393,,,,,,,54,54,"1,574",40,"1,588","8,186","23,399",0.01,0.15
SCL,01Sep2018,Pacific,N,"21,564","21,425","6,134","-15,291",,,,,"6,134",,,,,"-15,960",669,,,,,,,41,41,"1,610",55,"1,596","6,134","21,425",0.01,0.16
SCL,02Sep2018,Pacific,N,"20,905","20,673","8,143","-12,530",,,,,"8,143",,,,,"-13,166",636,,,,,,,54,54,"1,463",58,"1,460","8,143","20,673",0.01,0.16
SCL,03Sep2018,Pacific,N,"21,563","21,910","7,700","-14,210",,,,,"7,700",,,,,"-14,417",207,,,,,,,51,51,"1,732",34,"1,749","7,700","21,910",0.01,0.18
SCL,04Sep2018,Pacific,N,"24,079","23,958","10,579","-13,379",,,,,"10,579",,,,,"-13,115",-264,,,,,,,70,70,"1,572",16,"1,627","10,579","23,958",0.01,0.15
SCL,05Sep2018,Pacific,N,"24,006","24,415","12,274","-12,141",,,,,"12,274",,,,,"-11,525",-616,,,,,,,82,82,"1,944",0,"2,026","12,274","24,415",0.01,0.18
SCL,06Sep2018,Pacific,N,"23,589","23,667","10,089","-13,578",,,,,"10,089",,,,,"-13,252",-326,,,,,,,67,67,"2,175",10,"2,232","10,089","23,667",0.01,0.21
SCL,07Sep2018,Pacific,N,"24,021","23,763","12,930","-10,833",,,,,"12,930",,,,,"-10,660",-173,,,,,,,86,86,"1,564",32,"1,618","12,930","23,763",0.01,0.15
SCL,08Sep2018,Pacific,N,"21,774","22,011","9,969","-12,042",,,,,"9,969",,,,,"-12,422",380,,,,,,,66,66,"1,341",31,"1,376","9,969","22,011",0.01,0.14
SCL,09Sep2018,Pacific,N,"22,272","22,021","9,671","-12,350",,,,,"9,671",,,,,"-12,817",467,,,,,,,64,64,"1,567",45,"1,585","9,671","22,021",0.01,0.16
SCL,10Sep2018,Pacific,N,"23,979","23,879","9,307","-14,572",,,,,"9,307",,,,,"-14,724",152,,,,,,,62,62,"1,562",23,"1,601","9,307","23,879",0.01,0.15
SCL,11Sep2018,Pacific,N,"23,914","23,724","10,220","-13,504",,,,,"10,220",,,,,"-13,618",114,,,,,,,68,68,"1,591",23,"1,636","10,220","23,724",0.01,0.15
SCL,12Sep2018,Pacific,N,"23,136","23,258","10,274","-12,984",,,,,"10,274",,,,,"-13,051",67,,,,,,,68,68,"1,804",25,"1,847","10,274","23,258",0.01,0.18
SCL,13Sep2018,Pacific,N,"22,834","22,638","10,768","-11,870",,,,,"10,768",,,,,"-11,956",86,,,,,,,72,72,"1,682",20,"1,734","10,768","22,638",0.01,0.17
SCL,14Sep2018,Pacific,N,"23,675","23,392","11,484","-11,908",,,,,"11,484",,,,,"-11,585",-323,,,,,,,76,76,"1,756",9,"1,823","11,484","23,392",0.01,0.17
SCL,15Sep2018,Pacific,N,"22,102","21,858","11,155","-10,703",,,,,"11,155",,,,,"-10,172",-531,,,,,,,74,74,"1,747",0,"1,821","11,155","21,858",0.01,0.18
SCL,16Sep2018,Pacific,N,"22,438","21,714","10,156","-11,558",,,,,"10,156",,,,,"-11,114",-444,,,,,,,67,67,"1,773",6,"1,835","10,156","21,714",0.01,0.19
SCL,17Sep2018,Pacific,N,"24,365","23,790","12,647","-11,143",,,,,"12,647",,,,,"-9,751","-1,392",,,,,,,84,84,"2,001",0,"2,085","12,647","23,790",0.01,0.19
SCL,18Sep2018,Pacific,N,"24,282","23,852","12,571","-11,281",,,,,"12,571",,,,,"-10,197","-1,084",,,,,,,84,84,"2,068",0,"2,151","12,571","23,852",0.01,0.20
SCL,19Sep2018,Pacific,N,"23,935","23,872","12,575","-11,297",,,,,"12,575",,,,,"-10,412",-885,,,,,,,84,84,"2,153",0,"2,236","12,575","23,872",0.01,0.21
SCL,20Sep2018,Pacific,N,"24,046","22,668","12,171","-10,497",,,,,"12,171",,,,,"-9,958",-539,,,,,,,81,81,"1,979",19,"2,041","12,171","22,668",0.01,0.20
SCL,21Sep2018,Pacific,N,"24,074","23,564","13,431","-10,133",,,,,"13,431",,,,,"-9,032","-1,101",,,,,,,89,89,"2,165",4,"2,251","13,431","23,564",0.01,0.21
SCL,22Sep2018,Pacific,N,"21,931","22,120","11,864","-10,256",,,,,"11,864",,,,,"-9,999",-257,,,,,,,79,79,"1,748",4,"1,823","11,864","22,120",0.01,0.18
SCL,23Sep2018,Pacific,N,"22,022","21,650","11,119","-10,531",,,,,"11,119",,,,,"-10,660",129,,,,,,,74,74,"1,789",29,"1,834","11,119","21,650",0.01,0.19
SCL,24Sep2018,Pacific,N,"24,190","24,040","12,668","-11,372",,,,,"12,668",,,,,"-11,043",-329,,,,,,,84,84,"1,910",12,"1,982","12,668","24,040",0.01,0.18
SCL,25Sep2018,Pacific,N,"24,691","24,066","14,037","-10,029",,,,,"14,037",,,,,"-9,524",-505,,,,,,,93,93,"1,785",2,"1,877","14,037","24,066",0.01,0.17
SCL,26Sep2018,Pacific,N,"24,093","24,174","14,085","-10,089",,,,,"14,085",,,,,"-9,225",-864,,,,,,,94,94,"2,204",0,"2,298","14,085","24,174",0.01,0.21
SCL,27Sep2018,Pacific,N,"23,635","23,362","13,516","-9,846",,,,,"13,516",,,,,"-9,329",-517,,,,,,,90,90,"2,035",0,"2,125","13,516","23,362",0.01,0.20
SCL,28Sep2018,Pacific,N,"24,248","24,081","12,772","-11,309",,,,,"12,772",,,,,"-10,432",-877,,,,,,,85,85,"2,324",10,"2,398","12,772","24,081",0.01,0.22
SCL,29Sep2018,Pacific,N,"22,430","22,103","11,093","-11,010",,,,,"11,093",,,,,"-10,269",-741,,,,,,,74,74,"2,237",0,"2,311","11,093","22,103",0.01,0.23
SCL,30Sep2018,Pacific,N,"22,114","22,232","13,258","-8,974",,,,,"13,258",,,,,"-8,566",-408,,,,,,,88,88,"1,925",24,"1,990","13,258","22,232",0.01,0.20
SCL,01Oct2018,Pacific,N,"24,465","23,551","15,353","-8,198",,,,,"15,353",,,,,"-6,278","-1,920",,,,,,,102,102,"2,175",0,"2,277","15,353","23,551",0.01,0.21
SCL,02Oct2018,Pacific,N,"24,142","23,010","12,841","-10,168",,,,,"12,841",,,,,"-8,942","-1,226",,,,,,,85,85,"1,619",0,"1,705","12,841","23,009",0.01,0.16
SCL,03Oct2018,Pacific,N,"23,810","24,092","17,593","-6,500",,,,,"17,593",,,,,"-4,019","-2,481",,,,,,,117,117,"1,847",1,"1,963","17,593","24,093",0.01,0.18
SCL,04Oct2018,Pacific,N,"23,999","23,872","14,605","-9,267",,,,,"14,605",,,,,"-7,241","-2,026",,,,,,,97,97,"2,163",0,"2,261","14,605","23,872",0.01,0.21
SCL,05Oct2018,Pacific,N,"24,268","24,603","17,513","-7,090",,,,,"17,513",,,,,"-4,850","-2,240",,,,,,,116,116,"1,967",0,"2,084","17,513","24,603",0.01,0.19
SCL,06Oct2018,Pacific,N,"22,708","22,187","15,132","-7,055",,,,,"15,132",,,,,"-5,381","-1,674",,,,,,,101,101,"2,080",2,"2,179","15,132","22,187",0.01,0.22
SCL,07Oct2018,Pacific,N,"23,169","22,402","16,320","-6,082",,,,,"16,320",,,,,"-4,535","-1,547",,,,,,,108,108,"1,845",8,"1,945","16,320","22,402",0.01,0.19
SCL,08Oct2018,Pacific,N,"24,136","24,231","18,148","-6,083",,,,,"18,148",,,,,"-4,322","-1,761",,,,,,,121,121,"1,709",0,"1,830","18,148","24,231",0.01,0.17
SCL,09Oct2018,Pacific,N,"24,246","24,273","16,717","-7,556",,,,,"16,717",,,,,"-7,712",156,,,,,,,111,111,"1,528",24,"1,614","16,717","24,273",0.01,0.15
SCL,10Oct2018,Pacific,N,"23,916","23,847","18,863","-4,984",,,,,"18,863",,,,,"-5,872",888,,,,,,,125,125,897,45,977,"18,863","23,847",0.01,0.09
SCL,11Oct2018,Pacific,N,"23,916","23,922","15,730","-8,192",,,,,"15,730",,,,,"-9,084",892,,,,,,,105,105,"1,511",73,"1,542","15,730","23,922",0.01,0.14
SCL,12Oct2018,Pacific,N,"24,556","24,770","19,011","-5,759",,,,,"19,011",,,,,"-4,987",-772,,,,,,,126,126,"1,177",2,"1,301","19,011","24,770",0.01,0.12
SCL,13Oct2018,Pacific,N,"23,060","23,165","17,054","-6,111",,,,,"17,054",,,,,"-5,421",-690,,,,,,,113,113,"1,378",0,"1,491","17,054","23,165",0.01,0.14
SCL,14Oct2018,Pacific,N,"23,206","23,439","17,802","-5,638",,,,,"17,802",,,,,"-5,128",-510,,,,,,,118,118,"1,031",0,"1,149","17,802","23,440",0.01,0.11
SCL,15Oct2018,Pacific,N,"25,265","25,343","18,599","-6,744",,,,,"18,599",,,,,"-6,160",-584,,,,,,,124,124,"1,203",1,"1,326","18,599","25,343",0.01,0.12
SCL,16Oct2018,Pacific,N,"25,305","25,355","16,612","-8,743",,,,,"16,612",,,,,"-8,542",-201,,,,,,,110,110,"1,629",11,"1,729","16,612","25,355",0.01,0.15
SCL,17Oct2018,Pacific,N,"24,955","25,309","19,420","-5,889",,,,,"19,420",,,,,"-6,081",192,,,,,,,129,129,"1,206",22,"1,313","19,420","25,309",0.01,0.11
SCL,18Oct2018,Pacific,N,"24,236","24,306","17,535","-6,771",,,,,"17,535",,,,,"-7,067",296,,,,,,,117,117,"1,375",30,"1,461","17,535","24,306",0.01,0.13
SCL,19Oct2018,Pacific,N,"24,938","25,117","19,732","-5,385",,,,,"19,732",,,,,"-5,620",235,,,,,,,131,131,"1,123",39,"1,216","19,732","25,117",0.01,0.11
SCL,20Oct2018,Pacific,N,"23,752","23,784","18,299","-5,485",,,,,"18,299",,,,,"-6,013",528,,,,,,,122,122,"1,078",39,"1,161","18,299","23,784",0.01,0.11
