BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,PJM,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
OVEC,31Jan2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,01Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,14Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,15Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,16Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,17Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,18Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,19Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,20Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,21Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,22Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,23Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,24Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,25Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,26Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,27Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,28Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,29Feb2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,01Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Mar2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Mar2016,Eastern,N,,"1,381","12,920",,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Mar2016,Eastern,N,,"1,424","10,643",,,,,,,,,,,"-13,133","22,427",,,,,,,,,,,,,,,
OVEC,14Mar2016,Eastern,N,"1,536","1,477","15,008","13,531",,,,,,,,,,"-16,916","30,530",,,,,,,,,,,,,,,
OVEC,15Mar2016,Eastern,N,"1,536","1,425","13,841","12,416",,,,,,,,,,"-14,865","27,281",,,,,,,,,,,,,,,
OVEC,16Mar2016,Eastern,N,"1,488","1,524","17,580","16,056",,,,,,,,,,"-8,861","24,917",,,,,,,,,,,,,,,
OVEC,17Mar2016,Eastern,N,"1,584","1,481","16,699","15,218",,,,,,,,,,"-6,502","21,720",,,,,,,,,,,,,,,
OVEC,18Mar2016,Eastern,N,"1,536","1,393","15,987","14,594",,,,,,,,,,"-8,163","22,757",,,,,,,,,,,,,,,
OVEC,19Mar2016,Eastern,N,"1,440","1,460","16,767","15,307",,,,,,,,,,"-5,343","20,650",,,,,,,,,,,,,,,
OVEC,20Mar2016,Eastern,N,"1,536","1,513","17,746","16,233",,,,,,,,,,"-4,103","20,336",,,,,,,,,,,,,,,
OVEC,21Mar2016,Eastern,N,"1,584","1,738","21,526","19,788",,,,,,,,,,"-7,564","27,352",,,,,,,,,,,,,,,
OVEC,22Mar2016,Eastern,N,"1,800","1,732","20,546","18,814",,,,,,,,,,"-6,606","25,420",,,,,,,,,,,,,,,
OVEC,23Mar2016,Eastern,N,"1,776","1,513","17,980","16,467",,,,,,,,,,"-5,388","21,855",,,,,,,,,,,,,,,
OVEC,24Mar2016,Eastern,N,"1,584","1,525","17,891","16,366",,,,,,,,,,"-8,423","24,789",,,,,,,,,,,,,,,
OVEC,25Mar2016,Eastern,N,"1,584","1,471","17,067","15,596",,,,,,,,,,"-4,541","20,137",,,,,,,,,,,,,,,
OVEC,26Mar2016,Eastern,N,"1,536","1,442","11,992","10,550",,,,,,,,,,"-4,014","14,564",,,,,,,,,,,,,,,
OVEC,27Mar2016,Eastern,N,"1,488","1,313","11,253","9,940",,,,,,,,,,-517,"10,457",,,,,,,,,,,,,,,
OVEC,28Mar2016,Eastern,N,"1,392","1,407","13,475","12,068",,,,,,,,,,"-5,117","17,185",,,,,,,,,,,,,,,
OVEC,29Mar2016,Eastern,N,"1,464","1,484","14,652","13,168",,,,,,,,,,"-9,247","22,415",,,,,,,,,,,,,,,
OVEC,30Mar2016,Eastern,N,"1,536","1,463","15,723","14,260",,,,,,,,,,"-9,201","23,461",,,,,,,,,,,,,,,
OVEC,31Mar2016,Eastern,N,"1,512","1,563","16,032","14,469",,,,,,,,,,"-7,417","21,886",,,,,,,,,,,,,,,
OVEC,01Apr2016,Eastern,N,"1,632","1,506","13,679","12,173",,,,,,,,,,"-5,900","18,073",,,,,,,,,,,,,,,
OVEC,02Apr2016,Eastern,N,"1,560","1,358","11,384","10,026",,,,,,,,,,"-1,310","11,336",,,,,,,,,,,,,,,
OVEC,03Apr2016,Eastern,N,"1,416","1,286","11,148","9,862",,,,,,,,,,-925,"10,786",,,,,,,,,,,,,,,
OVEC,04Apr2016,Eastern,N,"1,344","1,555","16,419","14,864",,,,,,,,,,"-7,912","22,776",,,,,,,,,,,,,,,
OVEC,05Apr2016,Eastern,N,"1,608","1,628","17,861","16,233",,,,,,,,,,"-2,015","18,248",,,,,,,,,,,,,,,
OVEC,06Apr2016,Eastern,N,"1,656","1,561","15,799","14,238",,,,,,,,,,-978,"15,216",,,,,,,,,,,,,,,
OVEC,07Apr2016,Eastern,N,"1,608","1,516","12,806","11,290",,,,,,,,,,-235,"11,525",,,,,,,,,,,,,,,
OVEC,08Apr2016,Eastern,N,"1,560","1,419","13,473","12,054",,,,,,,,,,185,"11,869",,,,,,,,,,,,,,,
OVEC,09Apr2016,Eastern,N,"1,488","1,547","17,594","16,047",,,,,,,,,,-436,"16,483",,,,,,,,,,,,,,,
OVEC,10Apr2016,Eastern,N,"1,608","1,476","17,176","15,700",,,,,,,,,,-587,"16,287",,,,,,,,,,,,,,,
OVEC,11Apr2016,Eastern,N,"1,536","1,667","18,227","16,560",,,,,,,,,,140,"16,420",,,,,,,,,,,,,,,
OVEC,12Apr2016,Eastern,N,"1,728","1,578","18,446","16,868",,,,,,,,,,"-1,135","18,003",,,,,,,,,,,,,,,
OVEC,13Apr2016,Eastern,N,"1,632","1,735","18,316","16,581",,,,,,,,,,"-6,618","23,199",,,,,,,,,,,,,,,
OVEC,14Apr2016,Eastern,N,"1,800","1,696","16,012","14,316",,,,,,,,,,"-7,500","21,816",,,,,,,,,,,,,,,
OVEC,15Apr2016,Eastern,N,"1,752","1,651","17,231","15,580",,,,,,,,,,"-5,236","20,816",,,,,,,,,,,,,,,
OVEC,16Apr2016,Eastern,N,"1,704","1,510","14,097","12,587",,,,,,,,,,354,"12,233",,,,,,,,,,,,,,,
OVEC,17Apr2016,Eastern,N,"1,560","1,488","13,406","11,918",,,,,,,,,,"-1,522","13,439",,,,,,,,,,,,,,,
OVEC,18Apr2016,Eastern,N,"1,536","1,651","13,485","11,834",,,,,,,,,,"-9,511","21,345",,,,,,,,,,,,,,,
OVEC,19Apr2016,Eastern,N,"1,704","1,457","11,700","10,243",,,,,,,,,,"-11,718","21,961",,,,,,,,,,,,,,,
OVEC,20Apr2016,Eastern,N,"1,512","1,557","13,848","12,291",,,,,,,,,,"-12,174","24,465",,,,,,,,,,,,,,,
OVEC,21Apr2016,Eastern,N,"1,608","1,592","16,156","14,564",,,,,,,,,,"-12,182","26,746",,,,,,,,,,,,,,,
OVEC,22Apr2016,Eastern,N,"1,656","1,597","16,268","14,671",,,,,,,,,,"-12,736","27,407",,,,,,,,,,,,,,,
OVEC,23Apr2016,Eastern,N,"1,632","1,429","11,156","9,727",,,,,,,,,,"-8,658","18,385",,,,,,,,,,,,,,,
OVEC,24Apr2016,Eastern,N,"1,488","1,450","12,491","11,041",,,,,,,,,,"-4,523","15,564",,,,,,,,,,,,,,,
OVEC,25Apr2016,Eastern,N,"1,512","1,562","16,474","14,912",,,,,,,,,,"-4,152","19,064",,,,,,,,,,,,,,,
OVEC,26Apr2016,Eastern,N,"1,632","1,866","21,693","19,827",,,,,,,,,,"-1,236","21,063",,,,,,,,,,,,,,,
OVEC,27Apr2016,Eastern,N,"1,944","1,781","21,782","20,001",,,,,,,,,,"-2,278","22,279",,,,,,,,,,,,,,,
OVEC,28Apr2016,Eastern,N,"1,872","1,620","15,708","14,088",,,,,,,,,,"-1,600","15,688",,,,,,,,,,,,,,,
OVEC,29Apr2016,Eastern,N,"1,680","1,394","15,671","14,277",,,,,,,,,,"-1,653","15,930",,,,,,,,,,,,,,,
OVEC,30Apr2016,Eastern,N,"1,440","1,366","13,260","11,894",,,,,,,,,,"2,915","8,979",,,,,,,,,,,,,,,
OVEC,01May2016,Eastern,N,"1,440","1,286","12,661","11,375",,,,,,,,,,"2,035","9,340",,,,,,,,,,,,,,,
OVEC,02May2016,Eastern,N,"1,344","1,514","22,144","20,630",,,,,,,,,,"-2,395","23,025",,,,,,,,,,,,,,,
OVEC,03May2016,Eastern,N,"1,560","1,605","22,270","20,665",,,,,,,,,,"-4,046","24,711",,,,,,,,,,,,,,,
OVEC,04May2016,Eastern,N,"1,680","1,621","22,085","20,464",,,,,,,,,,"-4,752","25,216",,,,,,,,,,,,,,,
OVEC,05May2016,Eastern,N,"1,680","1,533","20,454","18,921",,,,,,,,,,"-6,046","24,967",,,,,,,,,,,,,,,
OVEC,06May2016,Eastern,N,"1,584","1,545","21,942","20,397",,,,,,,,,,"-6,182","26,579",,,,,,,,,,,,,,,
OVEC,07May2016,Eastern,N,"1,584","1,455","17,366","15,911",,,,,,,,,,"-2,999","18,910",,,,,,,,,,,,,,,
OVEC,08May2016,Eastern,N,"1,512","1,481","17,177","15,696",,,,,,,,,,-380,"16,076",,,,,,,,,,,,,,,
OVEC,09May2016,Eastern,N,"1,536","1,797","30,117","28,320",,,,,,,,,,"-2,024","30,334",,,,,,,,,,,,,,,
OVEC,10May2016,Eastern,N,"1,872","1,758","23,903","22,145",,,,,,,,,,"-3,012","25,173",,,,,,,,,,,,,,,
OVEC,11May2016,Eastern,N,"1,824","1,764","26,317","24,553",,,,,,,,,,"1,147","23,406",,,,,,,,,,,,,,,
OVEC,12May2016,Eastern,N,"1,824","1,728","25,538","23,810",,,,,,,,,,"-2,593","26,396",,,,,,,,,,,,,,,
OVEC,13May2016,Eastern,N,"1,776","1,475","17,823","16,348",,,,,,,,,,"-5,320","21,668",,,,,,,,,,,,,,,
OVEC,14May2016,Eastern,N,"1,536","1,276","12,423","11,147",,,,,,,,,,"-4,918","16,065",,,,,,,,,,,,,,,
OVEC,15May2016,Eastern,N,"1,320","1,192","13,096","11,904",,,,,,,,,,"-1,016","12,920",,,,,,,,,,,,,,,
OVEC,16May2016,Eastern,N,"1,224","1,264","16,505","15,241",,,,,,,,,,"-1,961","17,202",,,,,,,,,,,,,,,
OVEC,17May2016,Eastern,N,"1,320","1,286","13,367","12,081",,,,,,,,,,"-3,816","15,897",,,,,,,,,,,,,,,
OVEC,18May2016,Eastern,N,"1,344","1,319","13,332","12,013",,,,,,,,,,"-5,632","17,645",,,,,,,,,,,,,,,
OVEC,19May2016,Eastern,N,"1,368","1,299","15,892","14,593",,,,,,,,,,"-3,513","18,106",,,,,,,,,,,,,,,
OVEC,20May2016,Eastern,N,"1,344","1,498","20,263","18,765",,,,,,,,,,"-3,054","21,819",,,,,,,,,,,,,,,
OVEC,21May2016,Eastern,N,"1,536","1,375","18,101","16,726",,,,,,,,,,-446,"17,172",,,,,,,,,,,,,,,
OVEC,22May2016,Eastern,N,"1,440","1,404","20,070","18,666",,,,,,,,,,"1,787","16,879",,,,,,,,,,,,,,,
OVEC,23May2016,Eastern,N,"1,464","1,416","23,514","22,098",,,,,,,,,,"1,248","20,850",,,,,,,,,,,,,,,
OVEC,24May2016,Eastern,N,"1,488","1,696","29,780","28,084",,,,,,,,,,"2,687","25,397",,,,,,,,,,,,,,,
OVEC,25May2016,Eastern,N,"1,752","1,826","30,184","28,358",,,,,,,,,,"-1,994","30,352",,,,,,,,,,,,,,,
OVEC,26May2016,Eastern,N,"1,896","2,057","33,681","31,624",,,,,,,,,,"-4,177","35,801",,,,,,,,,,,,,,,
OVEC,27May2016,Eastern,N,"2,112","1,989","33,961","31,972",,,,,,,,,,"-3,925","35,897",,,,,,,,,,,,,,,
OVEC,28May2016,Eastern,N,"2,064","1,996","34,898","32,902",,,,,,,,,,"-1,078","33,980",,,,,,,,,,,,,,,
OVEC,29May2016,Eastern,N,"2,088","1,866","33,968","32,102",,,,,,,,,,"2,431","29,671",,,,,,,,,,,,,,,
OVEC,30May2016,Eastern,N,"1,920","1,811","32,934","31,123",,,,,,,,,,"2,310","28,813",,,,,,,,,,,,,,,
OVEC,31May2016,Eastern,N,"1,872","1,892","33,470","31,578",,,,,,,,,,"-1,838","33,416",,,,,,,,,,,,,,,
OVEC,01Jun2016,Eastern,N,"1,968","1,977","33,658","31,681",,,,,,,,,,"-3,543","35,224",,,,,,,,,,,,,,,
OVEC,02Jun2016,Eastern,N,"2,040","1,911","32,904","30,993",,,,,,,,,,"-3,012","34,005",,,,,,,,,,,,,,,
OVEC,03Jun2016,Eastern,N,"1,968","1,800","33,335","31,535",,,,,,,,,,-560,"32,095",,,,,,,,,,,,,,,
OVEC,04Jun2016,Eastern,N,"1,872","1,833","34,382","32,549",,,,,,,,,,"3,764","28,785",,,,,,,,,,,,,,,
OVEC,05Jun2016,Eastern,N,"1,896","1,754","32,370","30,616",,,,,,,,,,"3,593","27,023",,,,,,,,,,,,,,,
OVEC,06Jun2016,Eastern,N,"1,800","1,882","34,068","32,186",,,,,,,,,,"3,655","28,531",,,,,,,,,,,,,,,
OVEC,07Jun2016,Eastern,N,"1,944","1,828","33,628","31,800",,,,,,,,,,888,"30,912",,,,,,,,,,,,,,,
OVEC,08Jun2016,Eastern,N,"1,896","1,669","29,836","28,167",,,,,,,,,,"3,413","24,754",,,,,,,,,,,,,,,
OVEC,09Jun2016,Eastern,N,"1,728","1,766","32,314","30,548",,,,,,,,,,"5,661","24,887",,,,,,,,,,,,,,,
OVEC,10Jun2016,Eastern,N,"1,824","1,878","35,164","33,286",,,,,,,,,,"2,478","30,808",,,,,,,,,,,,,,,
OVEC,11Jun2016,Eastern,N,"2,016","2,006","36,217","34,211",,,,,,,,,,"-1,526","35,737",,,,,,,,,,,,,,,
OVEC,12Jun2016,Eastern,N,"2,088","1,894","31,896","30,002",,,,,,,,,,"6,094","23,908",,,,,,,,,,,,,,,
OVEC,13Jun2016,Eastern,N,"1,944","1,767","29,826","28,059",,,,,,,,,,"7,400","20,659",,,,,,,,,,,,,,,
OVEC,14Jun2016,Eastern,N,"1,824","2,029","36,761","34,732",,,,,,,,,,"6,961","27,782",,,,,,,,,,,,,,,
OVEC,15Jun2016,Eastern,N,"2,112","2,119","38,338","36,219",,,,,,,,,,"3,722","32,497",,,,,,,,,,,,,,,
OVEC,16Jun2016,Eastern,N,"2,184","2,093","41,842","39,749",,,,,,,,,,"6,611","33,138",,,,,,,,,,,,,,,
OVEC,17Jun2016,Eastern,N,"2,184","1,993","37,292","35,299",,,,,,,,,,"5,297","30,002",,,,,,,,,,,,,,,
OVEC,18Jun2016,Eastern,N,"2,040","1,715","29,093","27,378",,,,,,,,,,"5,348","22,030",,,,,,,,,,,,,,,
OVEC,19Jun2016,Eastern,N,"1,776","1,789","30,774","28,985",,,,,,,,,,"3,712","25,273",,,,,,,,,,,,,,,
OVEC,20Jun2016,Eastern,N,"1,848","2,009","32,080","30,071",,,,,,,,,,"-1,711","31,782",,,,,,,,,,,,,,,
OVEC,21Jun2016,Eastern,N,"2,088","1,974","35,701","33,727",,,,,,,,,,"4,923","28,815",,,,,,,,,,,,,,,
OVEC,22Jun2016,Eastern,N,"2,064","1,971","38,619","36,648",,,,,,,,,,"5,633","31,015",,,,,,,,,,,,,,,
OVEC,23Jun2016,Eastern,N,"2,040","2,408","42,356","39,948",,,,,,,,,,"8,535","31,413",,,,,,,,,,,,,,,
OVEC,24Jun2016,Eastern,N,"2,472","2,357","44,056","41,699",,,,,,,,,,"6,594","35,105",,,,,,,,,,,,,,,
OVEC,25Jun2016,Eastern,N,"2,448","2,212","41,535","39,323",,,,,,,,,,"7,802","31,521",,,,,,,,,,,,,,,
OVEC,26Jun2016,Eastern,N,"2,304","2,165","41,241","39,076",,,,,,,,,,"9,826","29,250",,,,,,,,,,,,,,,
OVEC,27Jun2016,Eastern,N,"2,256","2,326","43,243","40,917",,,,,,,,,,"1,680","39,237",,,,,,,,,,,,,,,
OVEC,28Jun2016,Eastern,N,"2,400","2,195","43,859","41,664",,,,,,,,,,"4,310","37,354",,,,,,,,,,,,,,,
OVEC,29Jun2016,Eastern,N,"2,256","1,951","37,916","35,965",,,,,,,,,,"1,550","34,415",,,,,,,,,,,,,,,
OVEC,30Jun2016,Eastern,N,"2,016","1,908","35,561","33,653",,,,,,,,,,"2,083","31,570",,,,,,,,,,,,,,,
OVEC,01Jul2016,Eastern,N,"1,968","1,851","32,733","30,882",,,,,,,,,,"9,258","21,624",,,,,,,,,,,,,,,
OVEC,02Jul2016,Eastern,N,"1,920","1,598","26,087","24,489",,,,,,,,,,"8,722","15,767",,,,,,,,,,,,,,,
OVEC,03Jul2016,Eastern,N,"1,680","1,732","25,135","23,403",,,,,,,,,,"10,673","12,730",,,,,,,,,,,,,,,
OVEC,04Jul2016,Eastern,N,"1,800","1,873","26,593","24,720",,,,,,,,,,"8,513","16,207",,,,,,,,,,,,,,,
OVEC,05Jul2016,Eastern,N,"1,944","2,122","38,477","36,355",,,,,,,,,,"-1,544","37,899",,,,,,,,,,,,,,,
OVEC,06Jul2016,Eastern,N,"2,208","2,233","39,322","37,089",,,,,,,,,,"-7,012","44,101",,,,,,,,,,,,,,,
OVEC,07Jul2016,Eastern,N,"2,328","2,261","40,839","38,578",,,,,,,,,,"-6,494","45,072",,,,,,,,,,,,,,,
OVEC,08Jul2016,Eastern,N,"2,352","2,230","40,669","38,439",,,,,,,,,,"-2,367","40,806",,,,,,,,,,,,,,,
OVEC,09Jul2016,Eastern,N,"2,304","2,013","40,012","37,999",,,,,,,,,,"6,540","31,459",,,,,,,,,,,,,,,
OVEC,10Jul2016,Eastern,N,"2,064","2,067","38,662","36,595",,,,,,,,,,"5,981","30,614",,,,,,,,,,,,,,,
OVEC,11Jul2016,Eastern,N,"2,160","2,304","40,508","38,204",,,,,,,,,,-306,"38,510",,,,,,,,,,,,,,,
OVEC,12Jul2016,Eastern,N,"2,400","2,257","39,529","37,272",,,,,,,,,,"-3,512","40,784",,,,,,,,,,,,,,,
OVEC,13Jul2016,Eastern,N,"2,328","2,333","41,451","39,118",,,,,,,,,,-658,"39,776",,,,,,,,,,,,,,,
OVEC,14Jul2016,Eastern,N,"2,424","2,421","40,649","38,228",,,,,,,,,,"-3,907","42,135",,,,,,,,,,,,,,,
OVEC,15Jul2016,Eastern,N,"2,496","2,184","33,133","30,949",,,,,,,,,,"-2,401","33,350",,,,,,,,,,,,,,,
OVEC,16Jul2016,Eastern,N,"2,280","2,085","38,030","35,945",,,,,,,,,,"1,912","34,033",,,,,,,,,,,,,,,
OVEC,17Jul2016,Eastern,N,"2,160","2,150","36,990","34,840",,,,,,,,,,499,"34,341",,,,,,,,,,,,,,,
OVEC,18Jul2016,Eastern,N,"2,232","2,158","39,767","37,609",,,,,,,,,,"-7,124","44,733",,,,,,,,,,,,,,,
OVEC,19Jul2016,Eastern,N,"2,232","2,445","42,282","39,837",,,,,,,,,,"2,368","37,469",,,,,,,,,,,,,,,
OVEC,20Jul2016,Eastern,N,"2,520","2,575","42,186","39,611",,,,,,,,,,-957,"40,568",,,,,,,,,,,,,,,
OVEC,21Jul2016,Eastern,N,"2,664","2,405","40,002","37,597",,,,,,,,,,"-4,882","42,479",,,,,,,,,,,,,,,
OVEC,22Jul2016,Eastern,N,"2,496","1,440","43,389","40,916",,,,,,,,,,"-8,152","48,536",,,,,,,,,,,,,,,
OVEC,23Jul2016,Eastern,N,"1,440","2,446","43,551","41,105",,,,,,,,,,"-8,374","49,479",,,,,,,,,,,,,,,
OVEC,24Jul2016,Eastern,N,"2,520","2,396","39,842","37,446",,,,,,,,,,"-4,063","41,509",,,,,,,,,,,,,,,
OVEC,25Jul2016,Eastern,N,"2,496","2,638","43,290","40,652",,,,,,,,,,"-8,255","48,907",,,,,,,,,,,,,,,
OVEC,26Jul2016,Eastern,N,"2,736","2,689","46,322","43,633",,,,,,,,,,"-7,444","51,077",,,,,,,,,,,,,,,
OVEC,27Jul2016,Eastern,N,"2,784","2,544","44,742","42,198",,,,,,,,,,"-9,153","51,351",,,,,,,,,,,,,,,
OVEC,28Jul2016,Eastern,N,"2,640","2,701","44,737","42,036",,,,,,,,,,"-6,605","48,641",,,,,,,,,,,,,,,
OVEC,29Jul2016,Eastern,N,"2,760","2,102","29,303","27,201",,,,,,,,,,"-6,405","33,606",,,,,,,,,,,,,,,
OVEC,30Jul2016,Eastern,N,"2,184","1,938","30,660","28,722",,,,,,,,,,"-3,128","31,850",,,,,,,,,,,,,,,
OVEC,31Jul2016,Eastern,N,"2,016","2,076","32,484","30,408",,,,,,,,,,-69,"30,477",,,,,,,,,,,,,,,
OVEC,01Aug2016,Eastern,N,"2,160","2,344","39,578","37,234",,,,,,,,,,"-4,399","41,633",,,,,,,,,,,,,,,
OVEC,02Aug2016,Eastern,N,"2,424","2,482","41,286","38,804",,,,,,,,,,"-6,078","44,882",,,,,,,,,,,,,,,
OVEC,03Aug2016,Eastern,N,"2,568","2,518","43,172","40,654",,,,,,,,,,"-5,146","45,800",,,,,,,,,,,,,,,
OVEC,04Aug2016,Eastern,N,"2,616","2,520","42,524","40,004",,,,,,,,,,"-5,876","45,880",,,,,,,,,,,,,,,
OVEC,05Aug2016,Eastern,N,"2,592","2,548","43,213","40,665",,,,,,,,,,"-4,006","44,671",,,,,,,,,,,,,,,
OVEC,06Aug2016,Eastern,N,"2,640","2,294","41,551","39,257",,,,,,,,,,"-3,677","42,934",,,,,,,,,,,,,,,
OVEC,07Aug2016,Eastern,N,"2,352","2,044","37,527","35,483",,,,,,,,,,135,"35,348",,,,,,,,,,,,,,,
OVEC,08Aug2016,Eastern,N,"2,112","2,304","41,210","38,906",,,,,,,,,,"-2,653","41,559",,,,,,,,,,,,,,,
OVEC,09Aug2016,Eastern,N,"2,376","2,435","41,106","38,671",,,,,,,,,,"-4,326","42,998",,,,,,,,,,,,,,,
OVEC,10Aug2016,Eastern,N,"2,520","2,510","45,261","42,751",,,,,,,,,,"-8,914","51,665",,,,,,,,,,,,,,,
OVEC,11Aug2016,Eastern,N,"2,616","2,612","46,400","43,788",,,,,,,,,,"-8,016","51,804",,,,,,,,,,,,,,,
OVEC,12Aug2016,Eastern,N,"2,712","2,631","45,678","43,047",,,,,,,,,,"-6,888","49,935",,,,,,,,,,,,,,,
OVEC,13Aug2016,Eastern,N,"2,712","2,386","40,376","37,990",,,,,,,,,,"-5,852","43,842",,,,,,,,,,,,,,,
OVEC,14Aug2016,Eastern,N,"2,472","2,160","39,267","37,107",,,,,,,,,,"-6,732","43,839",,,,,,,,,,,,,,,
OVEC,15Aug2016,Eastern,N,"2,232","2,391","38,235","35,844",,,,,,,,,,"-8,423","44,267",,,,,,,,,,,,,,,
OVEC,16Aug2016,Eastern,N,"2,472","2,466","41,765","39,299",,,,,,,,,,"-10,278","49,577",,,,,,,,,,,,,,,
OVEC,17Aug2016,Eastern,N,"2,544","2,630","43,747","41,117",,,,,,,,,,"-9,133","50,250",,,,,,,,,,,,,,,
OVEC,18Aug2016,Eastern,N,"2,712","2,287","38,056","35,769",,,,,,,,,,"-8,408","44,177",,,,,,,,,,,,,,,
OVEC,19Aug2016,Eastern,N,"2,352","2,182","35,354","33,172",,,,,,,,,,"-7,570","40,742",,,,,,,,,,,,,,,
OVEC,20Aug2016,Eastern,N,"2,256","2,019","28,563","26,544",,,,,,,,,,"-4,496","31,040",,,,,,,,,,,,,,,
OVEC,21Aug2016,Eastern,N,"2,088","1,749","24,690","22,941",,,,,,,,,,-415,"23,356",,,,,,,,,,,,,,,
OVEC,22Aug2016,Eastern,N,"1,800","1,611","20,115","18,504",,,,,,,,,,"-3,792","22,296",,,,,,,,,,,,,,,
OVEC,23Aug2016,Eastern,N,"1,680","1,665","22,608","20,943",,,,,,,,,,"-3,300","24,282",,,,,,,,,,,,,,,
OVEC,24Aug2016,Eastern,N,"1,704","1,668","24,015","22,347",,,,,,,,,,"-2,392","24,739",,,,,,,,,,,,,,,
OVEC,25Aug2016,Eastern,N,"1,728","1,932","25,904","23,972",,,,,,,,,,"-5,185","29,157",,,,,,,,,,,,,,,
OVEC,26Aug2016,Eastern,N,"2,016","1,988","25,742","23,754",,,,,,,,,,"-6,836","30,590",,,,,,,,,,,,,,,
OVEC,27Aug2016,Eastern,N,"2,040","1,775","26,743","24,968",,,,,,,,,,-329,"25,297",,,,,,,,,,,,,,,
