BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,PJM,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
OVEC,28Aug2016,Eastern,N,"1,848","1,858","26,142","24,284",,,,,,,,,,"-1,128","25,412",,,,,,,,,,,,,,,
OVEC,29Aug2016,Eastern,N,"1,944","2,236","35,687","33,451",,,,,,,,,,"-5,578","39,029",,,,,,,,,,,,,,,
OVEC,30Aug2016,Eastern,N,"2,328","2,365","39,217","36,852",,,,,,,,,,"-3,276","40,128",,,,,,,,,,,,,,,
OVEC,31Aug2016,Eastern,N,"2,448","2,290","38,335","36,045",,,,,,,,,,"-2,921","38,966",,,,,,,,,,,,,,,
OVEC,01Sep2016,Eastern,N,"2,376","2,130","39,695","37,565",,,,,,,,,,"4,744","32,821",,,,,,,,,,,,,,,
OVEC,02Sep2016,Eastern,N,"2,184","1,887","34,087","32,200",,,,,,,,,,47,"32,153",,,,,,,,,,,,,,,
OVEC,03Sep2016,Eastern,N,"1,968","1,810","29,056","27,246",,,,,,,,,,"3,260","23,986",,,,,,,,,,,,,,,
OVEC,04Sep2016,Eastern,N,"1,872","1,796","30,421","28,625",,,,,,,,,,"7,680","20,945",,,,,,,,,,,,,,,
OVEC,05Sep2016,Eastern,N,"1,872","2,004","34,632","32,628",,,,,,,,,,"4,615","28,013",,,,,,,,,,,,,,,
OVEC,06Sep2016,Eastern,N,"2,088","2,297","38,106","35,809",,,,,,,,,,"-10,230","46,039",,,,,,,,,,,,,,,
OVEC,07Sep2016,Eastern,N,"2,424","2,514","41,455","38,941",,,,,,,,,,"-10,909","49,850",,,,,,,,,,,,,,,
OVEC,08Sep2016,Eastern,N,"2,616","2,655","45,074","42,419",,,,,,,,,,"-8,063","50,482",,,,,,,,,,,,,,,
OVEC,09Sep2016,Eastern,N,"2,736","2,636","45,688","43,052",,,,,,,,,,"-4,978","48,030",,,,,,,,,,,,,,,
OVEC,10Sep2016,Eastern,N,"2,712","2,187","30,951","28,764",,,,,,,,,,"-1,933","30,697",,,,,,,,,,,,,,,
OVEC,11Sep2016,Eastern,N,"2,256","1,636","27,835","26,199",,,,,,,,,,"2,402","23,797",,,,,,,,,,,,,,,
OVEC,12Sep2016,Eastern,N,"1,704","1,763","26,168","24,405",,,,,,,,,,"-1,069","25,474",,,,,,,,,,,,,,,
OVEC,13Sep2016,Eastern,N,"1,824","1,796","25,124","23,328",,,,,,,,,,"-2,387","25,715",,,,,,,,,,,,,,,
OVEC,14Sep2016,Eastern,N,"1,872","2,089","33,003","30,914",,,,,,,,,,308,"30,606",,,,,,,,,,,,,,,
OVEC,15Sep2016,Eastern,N,"2,160","2,091","36,527","34,436",,,,,,,,,,"1,692","32,744",,,,,,,,,,,,,,,
OVEC,16Sep2016,Eastern,N,"2,160","2,266","39,615","37,349",,,,,,,,,,"1,681","35,668",,,,,,,,,,,,,,,
OVEC,17Sep2016,Eastern,N,"2,352","2,299","39,835","37,536",,,,,,,,,,"-3,213","40,749",,,,,,,,,,,,,,,
OVEC,18Sep2016,Eastern,N,"2,376","2,396","41,816","39,420",,,,,,,,,,"-3,873","43,293",,,,,,,,,,,,,,,
OVEC,19Sep2016,Eastern,N,"2,496","2,707","45,665","42,958",,,,,,,,,,"-11,744","54,702",,,,,,,,,,,,,,,
OVEC,20Sep2016,Eastern,N,"2,784","2,491","43,939","41,448",,,,,,,,,,"-8,523","49,971",,,,,,,,,,,,,,,
OVEC,21Sep2016,Eastern,N,"2,592","2,431","42,802","40,371",,,,,,,,,,"-8,501","48,872",,,,,,,,,,,,,,,
OVEC,22Sep2016,Eastern,N,"2,520","2,483","44,454","41,971",,,,,,,,,,"-6,524","48,495",,,,,,,,,,,,,,,
OVEC,23Sep2016,Eastern,N,"2,568","2,477","45,442","42,965",,,,,,,,,,"-4,711","47,676",,,,,,,,,,,,,,,
OVEC,24Sep2016,Eastern,N,"2,544","2,125","40,264","38,139",,,,,,,,,,"2,274","35,865",,,,,,,,,,,,,,,
OVEC,25Sep2016,Eastern,N,"2,208","2,022","35,424","33,402",,,,,,,,,,"6,503","26,899",,,,,,,,,,,,,,,
OVEC,26Sep2016,Eastern,N,"2,112","2,113","38,939","36,826",,,,,,,,,,"2,458","34,368",,,,,,,,,,,,,,,
OVEC,27Sep2016,Eastern,N,"2,160","1,994","37,263","35,269",,,,,,,,,,"1,415","33,854",,,,,,,,,,,,,,,
OVEC,28Sep2016,Eastern,N,"2,064","2,104","37,101","34,997",,,,,,,,,,"-2,595","37,592",,,,,,,,,,,,,,,
OVEC,29Sep2016,Eastern,N,"2,184","1,968","34,423","32,455",,,,,,,,,,"-4,265","36,720",,,,,,,,,,,,,,,
OVEC,30Sep2016,Eastern,N,"2,064","2,051","36,767","34,716",,,,,,,,,,"-1,569","36,285",,,,,,,,,,,,,,,
OVEC,01Oct2016,Eastern,N,"2,112","1,856","34,084","32,228",,,,,,,,,,-179,"32,407",,,,,,,,,,,,,,,
OVEC,02Oct2016,Eastern,N,"1,920","1,630","26,765","25,135",,,,,,,,,,"1,616","23,519",,,,,,,,,,,,,,,
OVEC,03Oct2016,Eastern,N,"1,704","1,815","33,422","31,607",,,,,,,,,,"-1,895","33,502",,,,,,,,,,,,,,,
OVEC,04Oct2016,Eastern,N,"1,872","1,881","33,775","31,894",,,,,,,,,,"-1,359","33,253",,,,,,,,,,,,,,,
OVEC,05Oct2016,Eastern,N,"1,944","1,823","33,192","31,369",,,,,,,,,,428,"30,941",,,,,,,,,,,,,,,
OVEC,06Oct2016,Eastern,N,"1,896","1,981","33,431","31,450",,,,,,,,,,"-4,878","36,328",,,,,,,,,,,,,,,
OVEC,07Oct2016,Eastern,N,"2,064","2,031","32,370","30,339",,,,,,,,,,"-4,744","35,083",,,,,,,,,,,,,,,
OVEC,08Oct2016,Eastern,N,"2,088","1,578","23,405","21,827",,,,,,,,,,"-1,083","22,910",,,,,,,,,,,,,,,
OVEC,09Oct2016,Eastern,N,"1,608","1,006","8,699","7,693",,,,,,,,,,124,"7,569",,,,,,,,,,,,,,,
OVEC,10Oct2016,Eastern,N,"1,032","1,161","10,980","9,819",,,,,,,,,,"-3,910","13,730",,,,,,,,,,,,,,,
OVEC,11Oct2016,Eastern,N,"1,200","1,287","11,801","10,514",,,,,,,,,,"-5,772","16,286",,,,,,,,,,,,,,,
OVEC,12Oct2016,Eastern,N,"1,320","1,443","11,243","9,800",,,,,,,,,,"-8,722","18,522",,,,,,,,,,,,,,,
OVEC,13Oct2016,Eastern,N,"1,488","1,459","11,698","10,239",,,,,,,,,,"-7,602","17,841",,,,,,,,,,,,,,,
OVEC,14Oct2016,Eastern,N,"1,488","1,502","15,427","13,925",,,,,,,,,,"-3,798","17,723",,,,,,,,,,,,,,,
OVEC,15Oct2016,Eastern,N,"1,560","1,577","20,136","18,559",,,,,,,,,,547,"18,012",,,,,,,,,,,,,,,
OVEC,16Oct2016,Eastern,N,"1,656","1,625","19,737","18,112",,,,,,,,,,-868,"18,980",,,,,,,,,,,,,,,
OVEC,17Oct2016,Eastern,N,"1,680","1,882","25,360","23,478",,,,,,,,,,"-3,210","26,688",,,,,,,,,,,,,,,
OVEC,18Oct2016,Eastern,N,"1,944","1,702","21,648","19,946",,,,,,,,,,"-2,117","22,063",,,,,,,,,,,,,,,
OVEC,19Oct2016,Eastern,N,"1,752","1,898","26,041","24,143",,,,,,,,,,-954,"25,097",,,,,,,,,,,,,,,
OVEC,20Oct2016,Eastern,N,"1,968","1,887","25,745","23,858",,,,,,,,,,"-2,527","26,385",,,,,,,,,,,,,,,
OVEC,21Oct2016,Eastern,N,"1,968","1,729","25,270","23,541",,,,,,,,,,-933,"24,474",,,,,,,,,,,,,,,
OVEC,22Oct2016,Eastern,N,"1,776","1,438","25,593","24,155",,,,,,,,,,474,"23,681",,,,,,,,,,,,,,,
OVEC,23Oct2016,Eastern,N,"1,488","1,439","24,600","23,161",,,,,,,,,,"4,007","19,154",,,,,,,,,,,,,,,
OVEC,24Oct2016,Eastern,N,"1,488","1,506","26,933","25,427",,,,,,,,,,-15,"25,442",,,,,,,,,,,,,,,
OVEC,25Oct2016,Eastern,N,"1,560","1,580","26,795","25,215",,,,,,,,,,"-2,152","27,367",,,,,,,,,,,,,,,
OVEC,26Oct2016,Eastern,N,"1,632","1,558","24,371","22,813",,,,,,,,,,"-1,737","24,550",,,,,,,,,,,,,,,
OVEC,27Oct2016,Eastern,N,"1,608","1,382","14,702","13,320",,,,,,,,,,"-5,263","18,583",,,,,,,,,,,,,,,
OVEC,28Oct2016,Eastern,N,"1,416","1,440","12,938",,,,,,,,,,,"-1,783","2,314",,,,,,,,,,,,,,,
OVEC,29Oct2016,Eastern,N,"1,440","1,440",,,,,,,,,,,,"1,726","-2,838",,,,,,,,,,,,,,,
OVEC,30Oct2016,Eastern,N,"1,440","1,440",,,,,,,,,,,,"2,838","-3,871",,,,,,,,,,,,,,,
OVEC,31Oct2016,Eastern,N,"1,440","1,440",,,,,,,,,,,,-230,-851,,,,,,,,,,,,,,,
OVEC,01Nov2016,Eastern,N,"1,440",896,,,,,,,,,,,,"-3,688","2,424",,,,,,,,,,,,,,,
OVEC,02Nov2016,Eastern,N,936,"1,440",,,,,,,,,,,,"-6,283","11,585",,,,,,,,,,,,,,,
OVEC,03Nov2016,Eastern,N,"1,440","1,440","12,442","10,932",,,,,,,,,,"-3,354","14,286",,,,,,,,,,,,,,,
OVEC,04Nov2016,Eastern,N,"1,440","1,307","11,730","10,423",,,,,,,,,,"-3,882","14,305",,,,,,,,,,,,,,,
OVEC,05Nov2016,Eastern,N,"1,368","1,336","15,090","13,754",,,,,,,,,,621,"13,133",,,,,,,,,,,,,,,
OVEC,06Nov2016,Eastern,N,,"1,427","15,634",,,,,,,,,,,"2,029","12,033",,,,,,,,,,,,,,,
OVEC,07Nov2016,Eastern,N,,"1,440","21,107","19,401",,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Nov2016,Eastern,N,"1,440","1,440","21,494",,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,14Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,15Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,16Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,17Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,18Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,19Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,20Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,21Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,22Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,23Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,24Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,25Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,26Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,27Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,28Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,29Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,30Nov2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,01Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,14Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,15Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,16Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,17Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,18Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,19Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,20Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,21Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,22Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,23Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,24Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,25Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,26Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,27Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,28Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,29Dec2016,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,30Dec2016,Eastern,N,,,,,,,,,,,,,,"-2,465","32,841",,,,,,,,,,,,,,,
OVEC,31Dec2016,Eastern,N,,"1,920","31,937","29,640",,,,,,,,,,"-3,244","32,884",,,,,,,,,,,,,,,
OVEC,01Jan2017,Eastern,N,"1,920","1,920","23,436","21,662",,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Jan2017,Eastern,N,"1,920","1,920","23,540",,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,14Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,15Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,16Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,17Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,18Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,19Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,20Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,21Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,22Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,23Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,24Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,25Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,26Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,27Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,28Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,29Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,30Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,31Jan2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,01Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,14Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,15Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,16Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,17Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,18Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,19Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,20Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,21Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,22Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,23Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,24Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,25Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,26Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,27Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,28Feb2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,01Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,02Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,03Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,04Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,05Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,06Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,07Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,08Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,09Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,10Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,11Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,12Mar2017,Eastern,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEC,13Mar2017,Eastern,N,"2,376","2,612","51,508","48,896",,,,,,,,,,"2,263","46,633",,,,,,,,,,,,,,,
OVEC,14Mar2017,Eastern,N,"2,736","2,728","53,145","50,417",,,,,,,,,,"1,443","48,990",,,,,,,,,,,,,,,
OVEC,15Mar2017,Eastern,N,"2,832","2,714","53,200","50,486",,,,,,,,,,-481,"50,961",,,,,,,,,,,,,,,
OVEC,16Mar2017,Eastern,N,"2,808","2,593","53,252","50,659",,,,,,,,,,"2,783","47,876",,,,,,,,,,,,,,,
OVEC,17Mar2017,Eastern,N,"2,688","2,589","52,038","49,449",,,,,,,,,,"2,774","46,675",,,,,,,,,,,,,,,
OVEC,18Mar2017,Eastern,N,"2,688","2,373","47,707","45,334",,,,,,,,,,"-1,065","46,399",,,,,,,,,,,,,,,
OVEC,19Mar2017,Eastern,N,"2,472","2,303","49,429","47,126",,,,,,,,,,"2,872","44,254",,,,,,,,,,,,,,,
OVEC,20Mar2017,Eastern,N,"2,400","2,573","49,459","46,886",,,,,,,,,,"-2,951","49,837",,,,,,,,,,,,,,,
OVEC,21Mar2017,Eastern,N,"2,664","2,396","47,314","44,918",,,,,,,,,,"-2,023","46,941",,,,,,,,,,,,,,,
OVEC,22Mar2017,Eastern,N,"2,472","2,267","44,011","41,744",,,,,,,,,,"-4,386","46,130",,,,,,,,,,,,,,,
OVEC,23Mar2017,Eastern,N,"2,376","2,162","43,422","41,260",,,,,,,,,,"-2,448","43,709",,,,,,,,,,,,,,,
OVEC,24Mar2017,Eastern,N,"2,208","1,962","41,233","39,271",,,,,,,,,,-911,"40,182",,,,,,,,,,,,,,,
OVEC,25Mar2017,Eastern,N,"2,040","1,748","35,862","34,114",,,,,,,,,,"1,898","32,216",,,,,,,,,,,,,,,
OVEC,26Mar2017,Eastern,N,"1,824","1,820","33,304","31,484",,,,,,,,,,-907,"32,391",,,,,,,,,,,,,,,
OVEC,27Mar2017,Eastern,N,"1,896","1,904","37,734","35,830",,,,,,,,,,"2,376","33,454",,,,,,,,,,,,,,,
OVEC,28Mar2017,Eastern,N,"1,992","1,963","38,517","36,554",,,,,,,,,,"3,287","33,267",,,,,,,,,,,,,,,
OVEC,29Mar2017,Eastern,N,"2,040","1,820","34,066","32,246",,,,,,,,,,"2,944","29,302",,,,,,,,,,,,,,,
OVEC,30Mar2017,Eastern,N,"1,872","1,915","36,148","34,233",,,,,,,,,,"3,230","31,003",,,,,,,,,,,,,,,
OVEC,31Mar2017,Eastern,N,"1,992","2,138","37,886","35,748",,,,,,,,,,"2,300","33,448",,,,,,,,,,,,,,,
OVEC,01Apr2017,Eastern,N,"2,208","1,851","37,758","35,907",,,,,,,,,,"1,783","34,124",,,,,,,,,,,,,,,
OVEC,02Apr2017,Eastern,N,"1,920","1,652","31,379","29,727",,,,,,,,,,"1,009","28,718",,,,,,,,,,,,,,,
OVEC,03Apr2017,Eastern,N,"1,704","1,654","28,273","26,619",,,,,,,,,,"-3,278","29,897",,,,,,,,,,,,,,,
OVEC,04Apr2017,Eastern,N,"1,728","1,569","22,776","21,207",,,,,,,,,,"-4,892","26,099",,,,,,,,,,,,,,,
OVEC,05Apr2017,Eastern,N,"1,608","1,268","18,583","17,315",,,,,,,,,,"-2,246","19,561",,,,,,,,,,,,,,,
OVEC,06Apr2017,Eastern,N,"1,320","1,273","19,378","18,105",,,,,,,,,,531,"17,574",,,,,,,,,,,,,,,
OVEC,07Apr2017,Eastern,N,"1,344","1,765","30,348","28,583",,,,,,,,,,"-1,889","30,472",,,,,,,,,,,,,,,
OVEC,08Apr2017,Eastern,N,"1,872","1,724","32,447","30,723",,,,,,,,,,"1,824","28,899",,,,,,,,,,,,,,,
OVEC,09Apr2017,Eastern,N,"1,776","1,617","30,164","28,547",,,,,,,,,,"2,677","25,870",,,,,,,,,,,,,,,
OVEC,10Apr2017,Eastern,N,"1,680","1,848","38,077","36,229",,,,,,,,,,991,"35,238",,,,,,,,,,,,,,,
OVEC,11Apr2017,Eastern,N,"1,920","1,977","35,420","33,443",,,,,,,,,,"-6,109","39,552",,,,,,,,,,,,,,,
OVEC,12Apr2017,Eastern,N,"2,064","1,784","39,633","37,849",,,,,,,,,,252,"37,597",,,,,,,,,,,,,,,
OVEC,13Apr2017,Eastern,N,"1,848","1,700","36,383","34,683",,,,,,,,,,"-3,247","37,920",,,,,,,,,,,,,,,
OVEC,14Apr2017,Eastern,N,"1,752","1,654","33,268","31,614",,,,,,,,,,"-1,467","33,081",,,,,,,,,,,,,,,
OVEC,15Apr2017,Eastern,N,"1,704","1,610","30,484","28,874",,,,,,,,,,"-4,269","33,143",,,,,,,,,,,,,,,
OVEC,16Apr2017,Eastern,N,"1,680","1,603","27,002","25,399",,,,,,,,,,"-5,259","30,657",,,,,,,,,,,,,,,
OVEC,17Apr2017,Eastern,N,"1,680","1,777","31,039","29,262",,,,,,,,,,"-4,457","33,719",,,,,,,,,,,,,,,
OVEC,18Apr2017,Eastern,N,"1,824","1,674","32,431","30,757",,,,,,,,,,"-5,313","36,070",,,,,,,,,,,,,,,
