BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,26Apr2018,Pacific,N,"98,317","101,378","71,223","-30,155",,,,,,,,,,"-3,673","-3,167","-6,488","-17,258","-2,961","3,392",,,,,,,,,,,,,,,
NEVP,27Apr2018,Pacific,N,"93,206","103,759","75,415","-28,344",,,,,,,,,,"-3,704","-4,431","-4,978","-16,659","-2,970","4,398",,,,,,,,,,,,,,,
NEVP,28Apr2018,Pacific,N,"81,281","92,524","67,931","-24,593",,,,,,,,,,"-3,396","-4,090","-6,396","-15,572","-1,229","6,090",,,,,,,,,,,,,,,
NEVP,29Apr2018,Pacific,N,"83,486","87,650","64,414","-23,236",,,,,,,,,,"-3,014","-3,454","-5,909","-15,564","-2,426","7,131",,,,,,,,,,,,,,,
NEVP,30Apr2018,Pacific,N,"87,091","88,224","70,080","-18,144",,,,,,,,,,-464,"-3,993","-6,515","-13,088","-2,060","7,976",,,,,,,,,,,,,,,
NEVP,01May2018,Pacific,N,"83,912","84,356","64,997","-19,359",,,,,,,,,,"-1,948","-1,993","-5,107","-15,724","-1,566","6,979",,,,,,,,,,,,,,,
NEVP,02May2018,Pacific,N,"83,524","82,660","65,639","-17,021",,,,,,,,,,"-2,491","-1,696","-4,984","-14,968","-1,036","8,154",,,,,,,,,,,,,,,
NEVP,03May2018,Pacific,N,"84,272","87,394","63,918","-23,476",,,,,,,,,,"-3,064","-1,749","-5,356","-16,427","-2,790","5,910",,,,,,,,,,,,,,,
NEVP,04May2018,Pacific,N,"89,709","92,779","73,847","-18,932",,,,,,,,,,"-2,432","-1,990","-4,636","-14,148","-4,087","8,361",,,,,,,,,,,,,,,
NEVP,05May2018,Pacific,N,"94,447","95,897","76,727","-19,170",,,,,,,,,,"-3,182","-1,951","-4,033","-13,890","-4,916","8,802",,,,,,,,,,,,,,,
NEVP,06May2018,Pacific,N,"101,746","98,113","79,918","-18,195",,,,,,,,,,"-3,217","-2,330","-5,078","-14,139","-3,132","9,701",,,,,,,,,,,,,,,
NEVP,07May2018,Pacific,N,"105,976","107,491","82,540","-24,852",,,,,,,,,,"-3,166","-3,285","-3,975","-14,357","-1,940","1,834",,,,,,,,,,,,,,,
NEVP,08May2018,Pacific,N,"108,306","110,798","94,657","-16,141",,,,,,,,,,"-2,882","-2,652","-3,048","-9,351","-3,794","5,586",,,,,,,,,,,,,,,
NEVP,09May2018,Pacific,N,"111,609","115,597","92,025","-23,572",,,,,,,,,,"-2,132","-3,416","-3,854","-13,327","-2,581","1,738",,,,,,,,,,,,,,,
NEVP,10May2018,Pacific,N,"105,089","114,341","85,984","-28,357",,,,,,,,,,"-2,779","-3,816","-5,341","-14,924","-2,187",690,,,,,,,,,,,,,,,
NEVP,11May2018,Pacific,N,"97,544","104,319","79,978","-24,341",,,,,,,,,,"-3,481","-2,799","-4,680","-16,413",-290,"3,322",,,,,,,,,,,,,,,
NEVP,12May2018,Pacific,N,"88,498","89,521","70,288","-19,233",,,,,,,,,,"-3,620","-2,198","-3,388","-16,060",-217,"6,250",,,,,,,,,,,,,,,
NEVP,13May2018,Pacific,N,"88,749","89,381","65,010","-24,371",,,,,,,,,,"-2,466","-2,887","-3,884","-18,969",70,"3,765",,,,,,,,,,,,,,,
NEVP,14May2018,Pacific,N,"96,260","96,147","78,962","-17,185",,,,,,,,,,"-1,657","-2,099","-4,186","-14,157","-1,734","6,648",,,,,,,,,,,,,,,
NEVP,15May2018,Pacific,N,"93,024","99,859","83,434","-16,425",,,,,,,,,,"-2,615","-1,778","-4,496","-11,449","-3,558","7,471",,,,,,,,,,,,,,,
NEVP,16May2018,Pacific,N,"94,899","100,604","82,411","-18,193",,,,,,,,,,"-2,652","-2,302","-4,725","-13,188",-957,"5,631",,,,,,,,,,,,,,,
NEVP,17May2018,Pacific,N,"93,509","100,339","77,179","-23,160",,,,,,,,,,"-2,572","-2,996","-5,083","-15,368",-801,"3,660",,,,,,,,,,,,,,,
NEVP,18May2018,Pacific,N,"96,082","102,867","79,862","-23,005",,,,,,,,,,"-2,842","-3,109","-4,321","-15,091","-2,435","4,793",,,,,,,,,,,,,,,
NEVP,19May2018,Pacific,N,"98,779","101,546","75,528","-26,018",,,,,,,,,,"-3,136","-3,998","-4,130","-17,185","-1,294","3,725",,,,,,,,,,,,,,,
NEVP,20May2018,Pacific,N,"97,799","100,268","75,627","-24,641",,,,,,,,,,"-3,047","-3,796","-3,844","-17,509",-147,"3,702",,,,,,,,,,,,,,,
NEVP,21May2018,Pacific,N,"98,913","98,698","79,290","-19,408",,,,,,,,,,"-3,038","-2,341","-5,116","-15,037",-293,"6,417",,,,,,,,,,,,,,,
NEVP,22May2018,Pacific,N,"94,088","99,705","82,713","-16,992",,,,,,,,,,"-1,888","-1,895","-5,334","-13,461","-2,170","7,756",,,,,,,,,,,,,,,
NEVP,23May2018,Pacific,N,"99,136","102,643","82,446","-20,197",,,,,,,,,,"-2,378","-2,075","-5,506","-14,453","-2,126","6,341",,,,,,,,,,,,,,,
NEVP,24May2018,Pacific,N,"101,275","105,482","84,956","-20,526",,,,,,,,,,"-3,638","-1,903","-5,874","-13,119","-4,125","8,133",,,,,,,,,,,,,,,
NEVP,25May2018,Pacific,N,"96,368","102,865","81,558","-21,307",,,,,,,,,,"-2,926","-2,504","-4,208","-13,999","-3,406","5,736",,,,,,,,,,,,,,,
NEVP,26May2018,Pacific,N,"89,787","92,641","72,672","-19,969",,,,,,,,,,"-3,054","-2,938","-5,124","-15,061",-776,"6,984",,,,,,,,,,,,,,,
NEVP,27May2018,Pacific,N,"92,047","95,111","72,683","-22,428",,,,,,,,,,"-2,950","-3,098","-3,506","-17,942",728,"4,340",,,,,,,,,,,,,,,
NEVP,28May2018,Pacific,N,"102,929","101,811","81,429","-20,382",,,,,,,,,,"-2,407","-3,151","-2,092","-16,229",82,"3,415",,,,,,,,,,,,,,,
NEVP,29May2018,Pacific,N,"109,135","112,649","93,840","-18,809",,,,,,,,,,"-2,268","-4,911","-1,181","-10,669","-7,007","7,227",,,,,,,,,,,,,,,
NEVP,30May2018,Pacific,N,"110,920","116,592","91,591","-25,001",,,,,,,,,,"-2,097","-6,113","-2,177","-15,580","-2,287","3,253",,,,,,,,,,,,,,,
NEVP,31May2018,Pacific,N,"102,692","108,085","83,953","-24,132",,,,,,,,,,"-3,065","-3,171","-3,257","-16,616","-1,857","3,834",,,,,,,,,,,,,,,
NEVP,01Jun2018,Pacific,N,"98,968","106,828","80,711","-26,117",,,,,,,,,,"-3,109","-2,552","-3,209","-18,012","-2,743","3,508",,,,,,,,,,,,,,,
NEVP,02Jun2018,Pacific,N,"107,836","110,449","88,156","-22,293",,,,,,,,,,"-2,933","-3,175","-2,653","-15,496","-5,446","7,410",,,,,,,,,,,,,,,
NEVP,03Jun2018,Pacific,N,"113,423","117,811","91,468","-26,343",,,,,,,,,,"-2,701","-2,185","-2,758","-17,389","-5,455","4,145",,,,,,,,,,,,,,,
NEVP,04Jun2018,Pacific,N,"116,703","125,835","96,812","-29,023",,,,,,,,,,"-2,407","-4,228","-3,148","-15,048","-5,898","1,704",,,,,,,,,,,,,,,
NEVP,05Jun2018,Pacific,N,"117,989","122,203","97,838","-24,365",,,,,,,,,,"-2,235","-3,768","-1,933","-14,513","-4,297","2,381",,,,,,,,,,,,,,,
NEVP,06Jun2018,Pacific,N,"115,749","119,399","96,339","-23,060",,,,,,,,,,"-2,854","-4,317","-1,970","-13,883","-2,121","2,085",,,,,,,,,,,,,,,
NEVP,07Jun2018,Pacific,N,"111,932","116,262","90,937","-25,325",,,,,,,,,,"-2,132","-4,145","-1,966","-13,610","-4,752","1,280",,,,,,,,,,,,,,,
NEVP,08Jun2018,Pacific,N,"112,621","118,053","94,784","-23,269",,,,,,,,,,"-1,365","-4,367","-2,487","-13,400","-5,723","4,073",,,,,,,,,,,,,,,
NEVP,09Jun2018,Pacific,N,"109,391","117,186","87,435","-29,751",,,,,,,,,,"-1,277","-4,666","-2,601","-20,752","-1,748","1,293",,,,,,,,,,,,,,,
NEVP,10Jun2018,Pacific,N,"102,469","111,598","85,189","-26,409",,,,,,,,,,"-2,222","-3,735","-1,364","-22,092","-2,531","5,535",,,,,,,,,,,,,,,
NEVP,11Jun2018,Pacific,N,"111,637","120,817","92,166","-28,651",,,,,,,,,,"-2,084","-3,795","-2,821","-18,483","-7,629","6,161",,,,,,,,,,,,,,,
NEVP,12Jun2018,Pacific,N,"122,146","128,992","101,676","-27,316",,,,,,,,,,"-1,571","-3,516","-2,372","-18,461","-8,573","7,177",,,,,,,,,,,,,,,
NEVP,13Jun2018,Pacific,N,"125,873","133,137","109,124","-24,013",,,,,,,,,,"-1,950","-4,181","-1,183","-15,207","-5,727","4,235",,,,,,,,,,,,,,,
NEVP,14Jun2018,Pacific,N,"126,861","131,699","108,714","-22,985",,,,,,,,,,"-2,224","-4,177","-1,311","-18,542","-4,927","8,196",,,,,,,,,,,,,,,
NEVP,15Jun2018,Pacific,N,"120,410","125,850","107,436","-18,414",,,,,,,,,,"-2,851","-3,622","-2,071","-10,809","-7,242","8,181",,,,,,,,,,,,,,,
NEVP,16Jun2018,Pacific,N,"110,358","118,277","94,101","-24,176",,,,,,,,,,"-1,686","-5,245",-910,"-16,532","-2,040","2,237",,,,,,,,,,,,,,,
NEVP,17Jun2018,Pacific,N,"100,585","105,371","83,366","-22,005",,,,,,,,,,"-1,899","-3,251",-637,"-17,880",-978,"2,640",,,,,,,,,,,,,,,
NEVP,18Jun2018,Pacific,N,"104,899","109,213","91,222","-17,991",,,,,,,,,,"-1,469","-3,073",-35,"-15,624","-3,302","5,512",,,,,,,,,,,,,,,
NEVP,19Jun2018,Pacific,N,"111,895","119,298","97,708","-21,590",,,,,,,,,,"-1,882","-2,507",-658,"-18,742","-7,583","9,782",,,,,,,,,,,,,,,
NEVP,20Jun2018,Pacific,N,"124,946","130,235","103,853","-26,382",,,,,,,,,,"-2,223","-5,488","-1,111","-20,113","-5,065","7,618",,,,,,,,,,,,,,,
NEVP,21Jun2018,Pacific,N,"133,874","138,999","106,457","-32,542",,,,,,,,,,"-2,247","-4,056",-873,"-23,214","-7,637","5,485",,,,,,,,,,,,,,,
NEVP,22Jun2018,Pacific,N,"127,773","140,206","107,620","-32,586",,,,,,,,,,"-2,055","-5,242","-1,165","-17,306","-6,600",-218,,,,,,,,,,,,,,,
NEVP,23Jun2018,Pacific,N,"131,693","135,991","101,979","-34,012",,,,,,,,,,-913,"-5,728","-1,372","-18,593","-3,781","-3,625",,,,,,,,,,,,,,,
NEVP,24Jun2018,Pacific,N,"126,213","134,664","107,871","-26,793",,,,,,,,,,"-1,369","-5,439",849,"-15,925","-4,582",-327,,,,,,,,,,,,,,,
NEVP,25Jun2018,Pacific,N,"132,074","141,982","116,094","-25,888",,,,,,,,,,"-2,324","-5,021",155,"-17,566","-5,114","3,982",,,,,,,,,,,,,,,
NEVP,26Jun2018,Pacific,N,"132,839","142,566","112,294","-30,272",,,,,,,,,,"-2,170","-3,772",-609,"-22,559","-6,010","4,848",,,,,,,,,,,,,,,
NEVP,27Jun2018,Pacific,N,"136,845","139,106","109,722","-29,384",,,,,,,,,,"-2,137","-4,367",308,"-24,378","-1,955","3,145",,,,,,,,,,,,,,,
NEVP,28Jun2018,Pacific,N,"130,115","134,192","109,183","-25,009",,,,,,,,,,"-1,337","-5,011",-846,"-21,181","-3,802","7,168",,,,,,,,,,,,,,,
NEVP,29Jun2018,Pacific,N,"123,937","128,768","100,831","-27,937",,,,,,,,,,"-1,585","-3,692","-2,087","-23,174","-3,952","6,553",,,,,,,,,,,,,,,
NEVP,30Jun2018,Pacific,N,"124,757","127,653","100,093","-27,560",,,,,,,,,,"-2,032","-3,673","-1,284","-23,127","-4,025","6,581",,,,,,,,,,,,,,,
NEVP,01Jul2018,Pacific,N,"130,347","133,303","106,149","-27,154","11,424","80,983",0,0,216,"6,680",143,"6,703",,"-1,764","-3,609",-771,"-21,594","-7,048","7,632",2.23,0.91,,"11,550","33,313",0,91,"44,954","4,861","2,676","47,138","106,149","133,303",0.93,0.78
NEVP,02Jul2018,Pacific,N,"136,070","141,708","108,885","-32,823","9,501","85,553",0,0,215,"6,637",710,"6,269",,"-3,020","-3,976","-3,716","-20,867","-9,386","8,142",2.22,0.91,,"9,584","35,218",0,92,"44,894","6,857","2,933","48,818","108,885","141,708",0.91,0.76
NEVP,03Jul2018,Pacific,N,"133,007","136,135","102,523","-33,612","8,682","78,869",0,0,216,"6,639","1,489","6,628",,"-2,227","-3,594","-2,651","-24,020","-6,681","5,561",2.22,0.91,,"8,757","32,490",0,100,"41,346","5,934","2,258","45,022","102,523","136,135",0.89,0.73
NEVP,04Jul2018,Pacific,N,0,"130,326","97,921","-32,405","9,615","73,244",0,0,216,"7,217","1,269","6,360",,"-2,909","-3,239","-2,431","-23,949","-4,289","4,412",2.22,0.91,,"9,692","30,155",0,100,"39,947","4,576","2,071","42,453","97,921","130,326",0.90,0.72
NEVP,05Jul2018,Pacific,N,0,"137,085","110,278","-26,807","11,527","84,332",0,0,216,"7,214",968,"6,021",,"-3,185","-3,616",-270,"-22,668","-6,082","9,014",2.22,0.91,,"11,615","34,709",0,96,"46,421","4,991","3,309","48,103","110,278","137,085",0.93,0.77
NEVP,06Jul2018,Pacific,N,"140,236","145,967","115,015","-30,952","14,064","86,992",0,0,213,"6,953",699,"6,094",,"-2,528","-5,125","-1,062","-24,209","-4,827","6,799",2.22,0.91,,"14,159","35,893",0,93,"50,145","4,931","2,790","52,286","115,015","145,967",0.96,0.79
NEVP,07Jul2018,Pacific,N,"140,616","147,770","110,494","-37,276","14,274","84,807",0,0,240,"4,077",854,"6,242",,"-1,773","-6,175","-3,081","-26,002","-5,859","5,614",2.21,0.91,,"14,330","35,077",0,76,"49,482","6,200","2,294","53,388","110,494","147,770",0.99,0.80
NEVP,08Jul2018,Pacific,N,"140,431","143,769","102,557","-41,212","15,055","75,395",0,0,218,"5,232",613,"6,044",,"-1,470","-5,702","-2,947","-28,254","-6,600","3,761",2.21,0.91,,"15,111","31,169",0,80,"46,360","6,766","1,813","51,313","102,557","143,769",1.00,0.79
NEVP,09Jul2018,Pacific,N,"143,185","150,716","113,387","-37,329","14,456","86,607",0,0,231,"5,407",499,"6,187",,"-2,570","-4,935","-2,522","-25,642","-6,248","4,588",2.22,0.91,,"14,527","35,697",0,82,"50,306","10,026","2,344","57,988","113,387","150,716",0.98,0.85
NEVP,10Jul2018,Pacific,N,"133,740","135,205","109,011","-26,194","13,487","81,420",0,0,240,"6,710",773,"6,381",,"-1,786","-4,614",-619,"-20,229","-7,725","8,779",2.22,0.91,,"13,576","33,474",0,94,"47,144","14,193","4,098","57,239","109,011","135,205",0.95,0.93
NEVP,11Jul2018,Pacific,N,"129,956","138,977","108,423","-30,554","12,233","84,283",0,0,234,"4,866",473,"6,334",,-214,"-4,618","-2,373","-23,189","-9,056","8,896",2.21,0.90,,"12,263","34,422",0,79,"46,764","16,813","3,892","59,685","108,423","138,977",0.95,0.95
NEVP,12Jul2018,Pacific,N,"127,039","135,286","105,836","-29,450","12,986","81,730",0,0,225,"3,978",680,"6,237",,"-1,318","-4,054","-2,437","-22,344","-9,735","10,438",2.21,0.90,,"13,012","33,401",0,74,"46,487","17,173","4,661","58,999","105,836","135,286",0.97,0.96
NEVP,13Jul2018,Pacific,N,"136,012","133,210","106,226","-26,984","14,194","80,686",0,0,240,"4,100",473,"6,533",,-988,"-3,360",-959,"-22,645","-9,694","10,662",2.21,0.90,,"14,202","32,961",0,75,"47,238","15,630","5,042","57,825","106,226","133,210",0.98,0.96
NEVP,14Jul2018,Pacific,N,"139,928","141,102","115,361","-25,741","12,031","90,560",0,0,238,"6,090",296,"6,146",,"-1,284","-3,400","-2,597","-21,332","-8,846","11,718",2.20,0.90,,"12,020","37,027",0,85,"49,131","15,986","5,091","60,026","115,361","141,102",0.94,0.94
NEVP,15Jul2018,Pacific,N,"143,020","139,408","118,154","-21,254","10,660","94,164",0,0,228,"6,817",94,"6,191",,"-2,729","-5,001","-2,584","-13,636","-8,179","10,875",2.20,0.90,,"10,659","38,491",0,89,"49,239","13,455","4,634","58,060","118,155","139,409",0.92,0.92
NEVP,16Jul2018,Pacific,N,"143,830","153,252","126,098","-27,154","12,740","99,688",0,0,214,"6,813",197,"6,446",,-916,"-6,154",45,"-21,084","-6,713","7,668",2.20,0.90,,"12,738","40,744",0,91,"53,573","16,228","4,198","65,603","126,098","153,252",0.94,0.94
NEVP,17Jul2018,Pacific,N,"140,834","158,123","121,755","-36,368","13,612","94,037",0,0,233,"7,200",402,"6,271",,"-3,020","-7,226",814,"-22,976","-7,239","3,279",2.20,0.90,,"13,606","38,487",0,94,"52,187","15,956","2,803","65,340","121,755","158,123",0.94,0.91
NEVP,18Jul2018,Pacific,N,"142,564","156,251","109,395","-46,856","14,397","81,812",0,0,239,"6,444",518,"5,985",,"-2,244","-6,728",-136,"-30,059","-6,138","-1,551",2.20,0.90,,"14,380","33,562",0,88,"48,029","17,914","1,181","64,762","109,395","156,251",0.97,0.91
NEVP,19Jul2018,Pacific,N,"145,102","156,161","117,541","-38,620","15,049","88,709",0,0,240,"6,630","1,170","5,743",,"-2,806","-6,768",-685,"-25,882","-5,867","3,388",2.20,0.91,,"15,021","36,423",0,92,"51,536","14,387","2,179","63,743","117,541","156,161",0.97,0.90
NEVP,20Jul2018,Pacific,N,"143,966","142,195","111,997","-30,198","13,779","84,306",0,0,240,"6,219","1,156","6,297",,"-2,161","-5,932",-443,"-21,537","-8,720","8,595",2.20,0.91,,"13,755","34,613",0,92,"48,460","14,449","3,914","58,996","111,997","142,195",0.95,0.91
NEVP,21Jul2018,Pacific,N,"143,707","128,380","107,206","-21,174","11,558","84,704",0,0,223,"3,695",687,"6,339",,"-2,699","-4,128",-809,"-18,842","-8,098","13,402",2.20,0.91,,"11,542","34,817",0,73,"46,431","13,248","5,783","53,896","107,206","128,380",0.95,0.93
NEVP,22Jul2018,Pacific,N,"143,484","133,016","115,120","-17,896","10,522","91,017",0,0,214,"6,748",65,"6,554",,136,"-3,659",-852,"-17,960","-8,199","12,638",2.20,0.91,,"10,509","37,391",0,90,"47,990","13,223","5,721","55,492","115,120","133,016",0.92,0.92
NEVP,23Jul2018,Pacific,N,"149,343","151,224","119,569","-31,655","14,294","91,155",0,0,203,"7,285",231,"6,401",,-244,"-6,463","-1,883","-18,933","-12,197","8,065",2.20,0.90,,"14,259","37,341",0,94,"51,694","17,025","3,996","64,723","119,569","151,224",0.95,0.94
NEVP,24Jul2018,Pacific,N,"146,666","154,525","118,594","-35,931","13,066","92,629",0,0,196,"5,995",427,"6,281",,"-2,343","-7,404","-2,532","-16,039","-9,663","2,050",2.20,0.90,,"13,032","37,899",0,86,"51,017","15,673","1,719","64,971","118,594","154,525",0.95,0.93
NEVP,25Jul2018,Pacific,N,"149,950","158,870","119,463","-39,407","15,787","89,832",0,0,202,"7,096",496,"6,050",,"-1,382","-6,713","-1,100","-19,948","-12,191","1,927",2.20,0.90,,"15,749","36,828",0,92,"52,669","18,725","2,078","69,316","119,463","158,870",0.97,0.96
NEVP,26Jul2018,Pacific,N,"149,342","159,729","117,828","-41,901","15,768","89,541",0,0,202,"6,175",231,"5,911",,"-1,550","-6,663","-1,287","-24,168","-11,625","3,392",2.20,0.90,,"15,760","36,752",0,83,"52,595","21,731","2,825","71,501","117,828","159,729",0.98,0.99
NEVP,27Jul2018,Pacific,N,"151,733","158,218","119,639","-38,579","15,856","91,147",0,0,204,"6,354",207,"5,871",,"-1,249","-6,565","-1,968","-22,759","-10,040","4,002",2.20,0.91,,"15,855","37,432",0,84,"53,371","19,497","2,829","70,039","119,639","158,218",0.98,0.98
NEVP,28Jul2018,Pacific,N,"146,492","154,371","113,788","-40,583","14,393","85,542",0,0,203,"7,002",435,"6,213",,-736,"-7,105","-2,714","-20,429","-9,549",-50,2.20,0.91,,"14,395","35,157",0,92,"49,644","19,708","1,759","67,593","113,788","154,371",0.96,0.97
NEVP,29Jul2018,Pacific,N,"142,344","147,629","115,916","-31,713","14,106","90,242",0,0,206,"5,152",124,"6,086",,-872,"-3,137","-1,270","-19,963","-10,317","3,846",2.20,0.91,,"14,103","37,103",0,77,"51,283","17,418","2,113","66,588","115,916","147,629",0.98,0.99
NEVP,30Jul2018,Pacific,N,"146,134","151,836","122,835","-29,001","15,547","96,231",0,0,198,"5,045",213,"5,601",,"-1,876","-2,270",-766,"-22,171","-9,622","7,704",2.21,0.90,,"15,550","39,500",0,73,"55,124","18,569","4,225","69,469","122,835","151,836",0.99,1.01
NEVP,31Jul2018,Pacific,N,"143,487","154,551","119,149","-35,402","14,870","92,955",0,0,192,"5,189",372,"5,571",,"-1,855","-2,690","-2,142","-24,252","-9,414","4,951",2.20,0.91,,"14,857","38,170",0,75,"53,103","19,157","2,919","69,341","119,149","154,551",0.98,0.99
NEVP,01Aug2018,Pacific,N,"144,388","156,417","121,319","-35,098","15,081","94,798",0,0,192,"5,009",370,"5,869",,-826,"-5,511","-1,297","-23,454","-7,422","3,412",2.20,0.90,,"15,061","38,901",0,76,"54,038","17,598","2,491","69,145","121,319","156,417",0.98,0.97
NEVP,02Aug2018,Pacific,N,"144,007","147,817","115,766","-32,051","15,545","90,008",0,0,192,"3,290",871,"5,860",,-671,"-7,190","-1,963","-21,200","-7,556","6,529",2.20,0.90,,"15,518","36,887",0,68,"52,473","16,100","3,438","65,135","115,766","147,817",1.00,0.97
NEVP,03Aug2018,Pacific,N,"141,805","145,127","114,202","-30,925","13,828","86,715",0,0,192,"6,243",981,"6,243",,"-1,459","-6,451","-2,455","-16,231","-8,855","4,526",2.20,0.90,,"13,795","35,556",0,91,"49,442","14,104","2,203","61,342","114,202","145,127",0.95,0.93
NEVP,04Aug2018,Pacific,N,"137,387","144,258","117,936","-26,322","15,005","88,830",0,0,192,"6,541",788,"6,580",,47,"-6,248",-989,"-16,182","-8,226","5,276",2.20,0.90,,"14,989","36,460",0,94,"51,542","13,728","2,862","62,408","117,936","144,258",0.96,0.95
NEVP,05Aug2018,Pacific,N,"133,727","136,986","112,422","-24,564","15,878","82,199",0,0,192,"6,750",301,"7,102",,-542,"-6,614",490,"-14,491","-8,722","5,315",2.20,0.90,,"15,872","33,688",0,95,"49,656","13,689","3,244","60,101","112,422","136,986",0.97,0.97
NEVP,06Aug2018,Pacific,N,"137,464","140,667","113,852","-26,815","15,275","83,387",0,0,192,"7,278",893,"6,827",,"-1,072","-6,322",215,"-18,327","-9,147","7,838",2.20,0.90,,"15,270","34,104",0,101,"49,476","16,120","3,956","61,640","113,852","140,667",0.96,0.97
NEVP,07Aug2018,Pacific,N,"143,393","145,891","120,722","-25,169","16,291","90,202",0,0,191,"7,164",389,"6,485",,964,"-6,005",9,"-18,217","-11,751","9,819",2.21,0.90,,"16,295","36,943",0,95,"53,333","18,298","5,809","65,821","120,722","145,903",0.97,0.99
NEVP,08Aug2018,Pacific,N,"137,158","150,454","124,680","-25,774","17,019","94,426",0,0,190,"6,834",195,"6,016",,858,"-5,977",700,"-19,856","-8,923","7,424",2.21,0.90,,"17,028","38,690",0,88,"55,806","16,772","4,905","67,673","124,681","150,455",0.99,0.99
NEVP,09Aug2018,Pacific,N,"138,940","154,087","122,983","-31,104","16,523","93,951",0,0,192,"6,156",233,"5,928",,867,"-6,763",860,"-21,813","-7,382","3,127",2.21,0.90,,"16,532","38,474",0,83,"55,089","17,411","3,461","69,039","122,983","154,087",0.99,0.99
NEVP,10Aug2018,Pacific,N,"141,556","153,966","112,822","-41,144","15,439","84,974",0,0,192,"6,245",162,"5,810",,"-1,540","-6,151","-1,076","-21,952","-10,009",-416,2.21,0.90,,"15,443","34,797",0,82,"50,322","19,464","1,344","68,442","112,822","153,966",0.98,0.98
NEVP,11Aug2018,Pacific,N,"135,560","145,054","107,761","-37,293","9,250","85,475",0,0,192,"6,264",830,"5,750",,"-1,738","-5,898","-3,639","-17,532","-9,326",840,2.21,0.90,,"9,254","35,065",0,87,"44,405","18,181","2,061","60,525","107,761","145,054",0.91,0.92
NEVP,12Aug2018,Pacific,N,"135,818","133,485","109,116","-24,369","12,781","84,344",0,0,192,"5,008",781,"6,010",,-975,"-4,820","-2,830","-13,964","-10,436","8,656",2.21,0.90,,"12,785","34,621",0,80,"47,485","15,481","3,978","58,988","109,116","133,485",0.96,0.97
NEVP,13Aug2018,Pacific,N,"140,168","144,592","112,009","-32,583","15,109","83,862",0,0,192,"6,094",368,"6,384",,-317,"-6,857","-1,414","-19,350","-4,720",75,2.21,0.90,,"15,112","34,385",0,87,"49,583","16,600","2,167","64,017","112,009","144,592",0.98,0.98
NEVP,14Aug2018,Pacific,N,"133,155","143,460","111,388","-32,072","12,285","86,213",0,0,192,"5,657",479,"6,562",,396,"-6,486","-2,115","-16,058","-7,744",-65,2.21,0.90,,"12,290","35,323",0,86,"47,698","16,991","1,966","62,723","111,388","143,460",0.94,0.96
NEVP,15Aug2018,Pacific,N,"134,336","140,191","112,283","-27,908","13,192","86,103",0,0,204,"5,599",676,"6,509",,601,"-5,488","-2,704","-15,490","-9,711","4,884",2.21,0.90,,"13,196","35,274",0,86,"48,557","16,808","3,146","62,220","112,283","140,191",0.95,0.98
NEVP,16Aug2018,Pacific,N,"130,051","135,765","113,502","-22,263","11,455","89,695",0,0,216,"5,308",302,"6,526",,"1,555","-4,241","-3,577","-17,568","-9,937","11,505",2.21,0.90,,"11,464","36,736",0,82,"48,282","16,904","5,839","59,347","113,502","135,765",0.94,0.96
NEVP,17Aug2018,Pacific,N,"130,721","142,058","118,818","-23,240","14,554","90,399",0,0,216,"6,759",553,"6,337",,549,"-5,129","-2,591","-17,553","-9,938","11,422",2.21,0.90,,"14,557","37,073",0,92,"51,723","16,130","5,577","62,275","118,819","142,059",0.96,0.97
NEVP,18Aug2018,Pacific,N,"131,164","146,519","115,414","-31,105","15,291","86,132",0,0,216,"6,611",410,"6,754",,498,"-6,111","-2,008","-19,650","-10,414","6,580",2.20,0.91,,"15,279","35,411",0,93,"50,783","16,816","3,449","64,151","115,414","146,519",0.97,0.97
NEVP,19Aug2018,Pacific,N,"138,398","148,460","113,300","-35,160","14,915","84,746",0,0,200,"6,826",188,"6,425",,"1,599","-6,566","-1,970","-21,849","-10,551","4,177",2.20,0.91,,"14,908","34,870",0,91,"49,869","18,471","3,161","65,179","113,300","148,460",0.97,0.97
NEVP,20Aug2018,Pacific,N,"140,222","151,738","114,337","-37,401","15,339","84,279",0,0,192,"6,635","1,557","6,335",,"1,041","-6,682","-2,875","-21,610","-10,725","3,450",2.20,0.91,,"15,332","34,669",0,98,"50,099","19,782","3,235","66,645","114,337","151,738",0.97,0.97
NEVP,21Aug2018,Pacific,N,"136,513","146,751","111,683","-35,068","14,115","84,148",0,0,192,"5,529",737,"6,962",,-147,"-4,320","-3,113","-18,085","-11,205","1,802",2.20,0.91,,"14,110","34,645",0,89,"48,844","19,001","2,038","65,807","111,683","146,751",0.96,0.99
